occurrenceID,family,familyAccepted,acceptedNameUsage,acceptedNameUsageWithoutAuthorship,decimalLatitude,decimalLongitude,georeferenceProtocol,georeferenceVerificationStatus,georeferencedBy,georeferencedDate,georeferencePrecision,coordinateUncertaintyInMeters,acceptedNameUsage,valid,validation_taxonomy,validation_cultivated,validation_duplicated,validation_native,validation_georeference,contributor,remarks
occurrence:rj:2024709,Euphorbiaceae,EUPHORBIACEAE,"Acalypha macularis Pax & K.Hoffm.","Acalypha macularis",-14.801218,-39.13495,sig,ok,"Leonardo Novaes",,,"centroide de municipio","Acalypha macularis Pax & K.Hoffm.",true,valid,no,unknown,native,valid,"Fernanda Hurbath Pita Brandão ; Leonardo Novaes ; Eduardo Fernandez",
occurrence:rj:2042197,Acanthaceae,ACANTHACEAE,"Aphelandra neesiana Wassh.","Aphelandra neesiana",-14.667186,-39.272814,sig,ok,,,,"centroide de municipio","Aphelandra neesiana Wassh.",false,unknown,unknown,yes,unknown,unknown,"Fernanda Wimmer ; Raquel",
occurrence:rj:2063305,Boraginaceae,BORAGINACEAE,"Varronia leucomalla (Taub.) Borhidi","Varronia leucomalla",-11.592265,-41.207586,"google earth",ok,,,,"0 a 250 m","Varronia leucomalla (Taub.) Borhidi",false,unknown,unknown,unknown,unknown,unknown,"José Iranildo Miranda de Melo ; Leonardo Novaes ; Lucas Moulton",
occurrence:rj:2077261,Myrtaceae,MYRTACEAE,"Eugenia cinerascens Gardner","Eugenia cinerascens",-20.526944,-41.101667,coletor,ok,,,,"5 a 10 km","Eugenia cinerascens Gardner",false,invalid,,no,,,"Augusto Giaretta ; Victor Menezes ; Tomás Amorim ; Lucas Moulton",
occurrence:rj:2077262,Myrtaceae,MYRTACEAE,"Eugenia cinerascens Gardner","Eugenia cinerascens",-20.526944,-41.101667,coletor,ok,,,,"5 a 10 km","Eugenia cinerascens Gardner",false,invalid,,no,,,"Augusto Giaretta ; Victor Menezes ; Lucas Moulton",
occurrence:rj:2083319,Cucurbitaceae,CUCURBITACEAE,"Gurania ovata Cogn.","Gurania ovata",-14.683333,-39.116667,coletor,ok,"Fernanda Wimmer",,,,"Gurania ovata Cogn.",true,,,,,,"Fernanda Wimmer ; Raquel",
occurrence:rj:2086499,Malpighiaceae,Malpighiaceae,"Hiraea macrophylla (Colla) P.L.R.Moraes & Guglielmone","Hiraea macrophylla",-25.16,-48.300556," google earth",ok,,,,"10 a 50 km","Hiraea macrophylla (Colla) P.L.R.Moraes & Guglielmone",false,invalid,,no,,,"Rafael Felipe de Almeida ; Victor Menezes ; Raquel",
occurrence:rj:2091659,Clusiaceae,CALOPHYLLACEAE,"Kielmeyera rizziniana Saddi","Kielmeyera rizziniana",-23.287667,-44.67767,sig,ok,,,,"centroide de uc","Kielmeyera rizziniana Saddi",false,unknown,unknown,yes,unknown,unknown,"Marta Moraes ; Fernanda Wimmer ; Raquel",
occurrence:rj:2138294,Rubiaceae,RUBIACEAE,"Simira walteri Silva Neto & Callado","Simira walteri",0,0,,ok,,,,,"Simira walteri Silva Neto & Callado",false,unknown,unknown,yes,unknown,unknown,"Fernanda Wimmer ; Marta Moraes ; Raquel",
occurrence:rj:2141937,Dichapetalaceae,DICHAPETALACEAE,"Stephanopodium estrellense Baill.","Stephanopodium estrellense",0,0,,ok,,,,,"Stephanopodium estrellense Baill.",false,valid,no,yes,native,valid,"Fernanda Wimmer ; Eduardo Fernandez",
occurrence:rj:2152882,Sterculiaceae,MALVACEAE,"Waltheria petiolata K.Schum.","Waltheria petiolata",-22.995546,-43.42761,"google earth",ok,,,,"5 a 10 km","Waltheria petiolata K.Schum.",,,,,,,"Fernanda Wimmer ; Eduardo Fernandez",
occurrence:rj:2223003,Dioscoreaceae,DIOSCOREACEAE,"Dioscorea pseudomacrocapsa G.M.Barroso et al.","Dioscorea pseudomacrocapsa",-22.95833,-43.167378,"google earth",ok,,,,"250 a 1000 m ","Dioscorea pseudomacrocapsa G.M.Barroso et al.",false,unknown,unknown,yes,unknown,unknown,"Marta Moraes ; Fernanda Wimmer ; Raquel",
occurrence:rj:2223004,Dioscoreaceae,DIOSCOREACEAE,"Dioscorea pseudomacrocapsa G.M.Barroso et al.","Dioscorea pseudomacrocapsa",-22.96003,-43.368917,"google earth",ok,,,,"5 a 10 km","Dioscorea pseudomacrocapsa G.M.Barroso et al.",false,unknown,unknown,yes,unknown,unknown,"Marta Moraes ; Fernanda Wimmer ; Raquel",
occurrence:rj:2232331,Myrtaceae,MYRTACEAE,"Eugenia cinerascens Gardner","Eugenia cinerascens",-22.495637,-43.07365,sig,ok,,,,"centroide de uc","Eugenia cinerascens Gardner",false,unknown,unknown,yes,unknown,unknown,"Victor Menezes ; Lucas Moulton",
occurrence:rj:2232332,Myrtaceae,MYRTACEAE,"Eugenia cinerascens Gardner","Eugenia cinerascens",0,0,,nok,,,,,"Eugenia cinerascens Gardner",false,unknown,unknown,yes,unknown,unknown,"Victor Menezes ; Lucas Moulton",
occurrence:rj:2246505,Rubiaceae,RUBIACEAE,"Hindsia glabra K.Schum.","Hindsia glabra",0,0,,ok,,,,,"Hindsia glabra K.Schum.",false,unknown,unknown,yes,unknown,unknown,"Igor Lourenço Oliveira ; Marta Moraes ; Raquel",
occurrence:rj:2246510,Rubiaceae,RUBIACEAE,"Hindsia ramosissima Gardner","Hindsia ramosissima",-27.923611,-49.858889,,ok,,,,,"Hindsia ramosissima Gardner",false,unknown,unknown,yes,unknown,unknown,"Tomás Amorim ; Raquel",
occurrence:rj:2286799,Myrtaceae,MYRTACEAE,"Myrcia colpodes Kiaersk.","Myrcia colpodes",0,0,,nok,,,,,"Myrcia colpodes Kiaersk.",false,valid,unknown,yes,native,valid,"Bruno Amorim ; Tomás Amorim ; Lucas Moulton",
occurrence:rj:2288422,Myrtaceae,MYRTACEAE,"Myrcia rubiginosa Cambess.","Myrcia rubiginosa",0,0,,nok,,,,,"Myrcia rubiginosa Cambess.",false,unknown,no,unknown,native,valid,"Bruno Amorim ; Rogerio Braga ; Lucas Moulton",
occurrence:rj:2337059,Rubiaceae,RUBIACEAE,"Simira walteri Silva Neto & Callado","Simira walteri",0,0,,ok,,,,,"Simira walteri Silva Neto & Callado",false,unknown,unknown,yes,unknown,unknown,"Fernanda Wimmer ; Marta Moraes ; Raquel",
occurrence:rj:2360878,Bromeliaceae,BROMELIACEAE,"Vriesea atra Mez","Vriesea atra",-13.276347,-41.748908,sig,ok,"Fernanda Wimmer",,,"centroide de municipio","Vriesea atra Mez",true,,,,,,"Fernanda Wimmer ; Rodrigo Amaro",
occurrence:rj:2381907,Myrtaceae,MYRTACEAE,"Myrciaria pallida O.Berg","Myrciaria pallida",-15.280188,-44.897739,sig,ok,,,,"centroide de uc","Myrciaria pallida O.Berg",,,,,,,"Tomás Amorim ; Rogerio Braga ; Lucas Moulton",
occurrence:rj:2383925,Malvaceae,MALVACEAE,"Abutilon macrocarpum Guillem. & Perr.","Abutilon macrocarpum",-25.292134,-49.339557,sig,ok,"Fernanda Wimmer",,,"centroide de municipio","Abutilon macrocarpum Guillem. & Perr.",true,,,,,,"Fernanda Wimmer ; Eduardo Fernandez",
occurrence:rj:2383926,Malvaceae,MALVACEAE,"Abutilon macrocarpum Guillem. & Perr.","Abutilon macrocarpum",-25.285009,-48.838669,sig,ok,,,,"centroide de municipio","Abutilon macrocarpum Guillem. & Perr.",,,,,,,"Fernanda Wimmer ; Eduardo Fernandez",
occurrence:rj:2383927,Malvaceae,MALVACEAE,"Abutilon macrocarpum Guillem. & Perr.","Abutilon macrocarpum",-25.374262,-49.010726,sig,ok,,,,"centroide de municipio","Abutilon macrocarpum Guillem. & Perr.",,,,,,,"Fernanda Wimmer ; Eduardo Fernandez",
occurrence:rj:2383928,Malvaceae,MALVACEAE,"Abutilon macrocarpum Guillem. & Perr.","Abutilon macrocarpum",-24.902444,-49.308821,sig,ok,,,,"centroide de municipio","Abutilon macrocarpum Guillem. & Perr.",,,,,,,"Fernanda Wimmer ; Eduardo Fernandez",
occurrence:rj:2383929,Malvaceae,MALVACEAE,"Abutilon macrocarpum Guillem. & Perr.","Abutilon macrocarpum",-25.069167,-48.798333,coletor,ok,"Fernanda Wimmer",,,,"Abutilon macrocarpum Guillem. & Perr.",true,,,,,,"Fernanda Wimmer ; Eduardo Fernandez",
occurrence:rj:2383930,Malvaceae,MALVACEAE,"Abutilon macrocarpum Guillem. & Perr.","Abutilon macrocarpum",-25.285009,-48.838669,sig,ok,,,,"centroide de municipio","Abutilon macrocarpum Guillem. & Perr.",,,,,,,"Fernanda Wimmer ; Eduardo Fernandez",
occurrence:rj:2397624,Acanthaceae,ACANTHACEAE,"Aphelandra neesiana Wassh.","Aphelandra neesiana",-14.667186,-39.272814,sig,ok,,,,"centroide de municipio","Aphelandra neesiana Wassh.",true,valid,no,no,native,valid,"Fernanda Wimmer ; Raquel",
occurrence:rj:2445504,Boraginaceae,BORAGINACEAE,"Varronia leucomalla (Taub.) Borhidi","Varronia leucomalla",-11.592265,-41.207586,"google earth",ok,,,,"250 a 1000 m","Varronia leucomalla (Taub.) Borhidi",false,invalid,no,no,native,valid,"José Iranildo Miranda de Melo ; Leonardo Novaes ; Lucas Moulton",
occurrence:rj:244627,Bromeliaceae,BROMELIACEAE,"Vriesea atra Mez","Vriesea atra",-26.260014,-48.970052,sig,ok,"Fernanda Wimmer",,,"centroide de municipio","Vriesea atra Mez",true,,,,,,"Fernanda Wimmer ; Rodrigo Amaro",
occurrence:rj:2461240,Dioscoreaceae,DIOSCOREACEAE,"Dioscorea pseudomacrocapsa G.M.Barroso et al.","Dioscorea pseudomacrocapsa",-22.95833,-43.167378,"google earth",ok,,,,"250 a 1000 m ","Dioscorea pseudomacrocapsa G.M.Barroso et al.",false,unknown,unknown,yes,unknown,unknown,"Marta Moraes ; Fernanda Wimmer ; Raquel",
occurrence:rj:2461241,Dioscoreaceae,DIOSCOREACEAE,"Dioscorea pseudomacrocapsa G.M.Barroso et al.","Dioscorea pseudomacrocapsa",-22.96003,-43.368917,"google earth",ok,,,,"5 a 10 km","Dioscorea pseudomacrocapsa G.M.Barroso et al.",false,unknown,unknown,yes,unknown,unknown,"Marta Moraes ; Fernanda Wimmer ; Raquel",
occurrence:rj:2463696,Pteridaceae,PTERIDACEAE,"Doryopteris tijucana Brade & Rosenst.","Doryopteris tijucana",0,0,,ok,,,,,"Doryopteris tijucana Brade & Rosenst.",false,,,yes,,,"Tomás Amorim ; Rodrigo Amaro",
occurrence:rj:2495006,Rubiaceae,RUBIACEAE,"Hindsia ramosissima Gardner","Hindsia ramosissima",-25.486944,-48.939444,"google earth",ok,,,,"5 a 10 km","Hindsia ramosissima Gardner",,,,,,,"Tomás Amorim ; Raquel",
occurrence:rj:2495007,Rubiaceae,RUBIACEAE,"Hindsia glabra K.Schum.","Hindsia glabra",0,0,,ok,,,,,"Hindsia glabra K.Schum.",false,unknown,unknown,yes,unknown,unknown,"Igor Lourenço Oliveira ; Marta Moraes ; Raquel",
occurrence:rj:2495015,Rubiaceae,RUBIACEAE,"Hindsia ramosissima Gardner","Hindsia ramosissima",-27.923478,-49.858778,coletor,ok,,,,"5 a 10 km","Hindsia ramosissima Gardner",,,,,,,"Tomás Amorim ; Raquel",
occurrence:rj:2495363,Malpighiaceae,Malpighiaceae,"Hiraea macrophylla (Colla) P.L.R.Moraes & Guglielmone","Hiraea macrophylla",-25.4286,-48.7117,coletor,ok,,,,"5 a 10 km","Hiraea macrophylla (Colla) P.L.R.Moraes & Guglielmone",false,invalid,,no,,,"Rafael Felipe de Almeida ; Victor Menezes ; Raquel",
occurrence:rj:2495395,Malpighiaceae,Malpighiaceae,"Hiraea macrophylla (Colla) P.L.R.Moraes & Guglielmone","Hiraea macrophylla",-25.16,-48.300556," google earth",ok,,,,"10 a 50 km","Hiraea macrophylla (Colla) P.L.R.Moraes & Guglielmone",false,invalid,,no,,,"Rafael Felipe de Almeida ; Victor Menezes ; Raquel",
occurrence:rj:2506210,Pteridaceae,Pteridaceae,"Jamesonia brasiliensis Christ","Jamesonia brasiliensis",-22.38,-44.663056,coletor,ok,,,,"5 a 10 km","Jamesonia brasiliensis Christ",true,valid,no,no,native,valid,"João Paulo Condack ; Tomás Amorim ; Rodrigo Amaro",
occurrence:rj:2506211,Pteridaceae,Pteridaceae,"Jamesonia brasiliensis Christ","Jamesonia brasiliensis",-22.396311,-44.6724,"google earth",ok,,,,"5 a 10 km","Jamesonia brasiliensis Christ",true,valid,no,no,native,valid,"João Paulo Condack ; Tomás Amorim ; Rodrigo Amaro",
occurrence:rj:2506212,Pteridaceae,Pteridaceae,"Jamesonia brasiliensis Christ","Jamesonia brasiliensis",-22.385314,-44.678886,"google earth",ok,,,,"0 a 250 m","Jamesonia brasiliensis Christ",,,,,,,"Tomás Amorim ; Rodrigo Amaro",
occurrence:rj:2522656,Moraceae,MORACEAE,"Maclura brasiliensis (Mart.) Endl.","Maclura brasiliensis",0,0,,nok,"Fernanda Wimmer",,,,"Maclura brasiliensis (Mart.) Endl.",true,,,,,,"Fernanda Wimmer ; Raquel",
occurrence:rj:2522657,Moraceae,MORACEAE,"Maclura brasiliensis (Mart.) Endl.","Maclura brasiliensis",0,0,,nok,"Fernanda Wimmer",,,,"Maclura brasiliensis (Mart.) Endl.",true,,,,,,"Fernanda Wimmer ; Raquel",
occurrence:rj:2643408,Bromeliaceae,BROMELIACEAE,"Vriesea atra Mez","Vriesea atra",-13.276347,-41.748908,sig,ok,,,,"centroide de municipio","Vriesea atra Mez",,,,,,,"Fernanda Wimmer ; Rodrigo Amaro",
occurrence:rj:2644193,Sterculiaceae,MALVACEAE,"Waltheria petiolata K.Schum.","Waltheria petiolata",-22.995546,-43.42761,"google earth",ok,,,,"5 a 10 km","Waltheria petiolata K.Schum.",,,,,,,"Fernanda Wimmer ; Eduardo Fernandez",
occurrence:rj:2730916,Rubiaceae,RUBIACEAE,"Simira walteri Silva Neto & Callado","Simira walteri",0,0,,ok,,,,,"Simira walteri Silva Neto & Callado",false,unknown,unknown,yes,unknown,unknown,"Fernanda Wimmer ; Marta Moraes ; Raquel",
occurrence:rj:2730917,Rubiaceae,RUBIACEAE,"Simira walteri Silva Neto & Callado","Simira walteri",0,0,,ok,,,,,"Simira walteri Silva Neto & Callado",false,unknown,unknown,yes,unknown,unknown,"Fernanda Wimmer ; Marta Moraes ; Raquel",
occurrence:rj:2801329,Malvaceae,MALVACEAE,"Callianthe schenckii (K. Shum.) Donnel","Callianthe schenckii",-18.425111,-43.340048,sig,ok,"Fernanda Wimmer",,,"centroide de uc","Callianthe schenckii (K. Shum.) Donnel",true,,,,,,"Fernanda Wimmer ; Eduardo Fernandez",
occurrence:rj:2829251,Dioscoreaceae,DIOSCOREACEAE,"Dioscorea pseudomacrocapsa G.M.Barroso et al.","Dioscorea pseudomacrocapsa",-22.96003,-43.368917,"google earth",ok,,,,"5 a 10 km","Dioscorea pseudomacrocapsa G.M.Barroso et al.",false,unknown,unknown,yes,unknown,unknown,"Marta Moraes ; Fernanda Wimmer ; Raquel",
occurrence:rj:2831785,Pteridaceae,PTERIDACEAE,"Doryopteris tijucana Brade & Rosenst.","Doryopteris tijucana",0,0,,ok,,,,,"Doryopteris tijucana Brade & Rosenst.",false,,,yes,,,"Tomás Amorim ; Rodrigo Amaro",
occurrence:rj:2853482,Rubiaceae,RUBIACEAE,"Hindsia ramosissima Gardner","Hindsia ramosissima",0,0,,ok,,,,,"Hindsia ramosissima Gardner",false,unknown,unknown,yes,unknown,unknown,"Tomás Amorim ; Raquel",
occurrence:rj:2853483,Rubiaceae,RUBIACEAE,"Hindsia glabra K.Schum.","Hindsia glabra",-20.446704,-41.786971,sig,ok,,,,"centroide de uc","Hindsia glabra K.Schum.",false,invalid,,no,,,"Juliana Amaral de Oliveira ; Igor Lourenço Oliveira ; Raquel",
occurrence:rj:2856223,Dennstaedtiaceae,PTERIDACEAE,"Cheilanthes incisa Kunze ex Mett.","Cheilanthes incisa",0,0,,nok,"Fernanda Wimmer",,,,"Cheilanthes incisa Kunze ex Mett.",false,valid,no,no,unknown,unknown,"João Paulo Condack ; Fernanda Wimmer ; Rodrigo Amaro",
occurrence:rj:2862956,Pteridaceae,Pteridaceae,"Jamesonia brasiliensis Christ","Jamesonia brasiliensis",0,0,,ok,,,,,"Jamesonia brasiliensis Christ",false,,,yes,,,"Tomás Amorim ; Rodrigo Amaro",
occurrence:rj:2862957,Pteridaceae,Pteridaceae,"Jamesonia brasiliensis Christ","Jamesonia brasiliensis",0,0,,ok,,,,,"Jamesonia brasiliensis Christ",false,,,yes,,,"Tomás Amorim ; Rodrigo Amaro",
occurrence:rj:2862958,Pteridaceae,Pteridaceae,"Jamesonia brasiliensis Christ","Jamesonia brasiliensis",-22.3855555,-44.6791667,coletor,ok,,,,"5 a 10 km","Jamesonia brasiliensis Christ",true,valid,no,no,native,valid,"João Paulo Condack ; Tomás Amorim ; Rodrigo Amaro",
occurrence:rj:2862959,Pteridaceae,Pteridaceae,"Jamesonia brasiliensis Christ","Jamesonia brasiliensis",-22.35521,-44.653951,sig,ok,,,,"centroide de uc","Jamesonia brasiliensis Christ",,,,,,,"Tomás Amorim ; Rodrigo Amaro",
occurrence:rj:2862960,Pteridaceae,Pteridaceae,"Jamesonia brasiliensis Christ","Jamesonia brasiliensis",-22.374444,-44.674167,"google earth",ok,,,,"0 a 250 m","Jamesonia brasiliensis Christ",false,valid,no,yes,native,valid,"João Paulo Condack ; Tomás Amorim ; Rodrigo Amaro",
occurrence:rj:2863763,Calophyllaceae,CALOPHYLLACEAE,"Kielmeyera rizziniana Saddi","Kielmeyera rizziniana",-23.003849,-43.421422,"google earth",ok,,,,"0 a 250 m","Kielmeyera rizziniana Saddi",false,unknown,no,no,native,valid,"Rafaela Jorge Trad ; Fernanda Wimmer ; Raquel",
occurrence:rj:2863764,Calophyllaceae,CALOPHYLLACEAE,"Kielmeyera rizziniana Saddi","Kielmeyera rizziniana",-23.003849,-43.421422,"google earth",ok,,,,"0 a 250 m","Kielmeyera rizziniana Saddi",false,unknown,unknown,no,unknown,unknown,"Marta Moraes ; Fernanda Wimmer ; Raquel",
occurrence:rj:2863765,Calophyllaceae,CALOPHYLLACEAE,"Kielmeyera rizziniana Saddi","Kielmeyera rizziniana",-23.287667,-44.67767,sig,ok,"Fernanda Wimmer",,,"centroide de uc","Kielmeyera rizziniana Saddi",true,valid,no,no,native,valid,"Rafaela Jorge Trad ; Fernanda Wimmer ; Raquel",
occurrence:rj:2875151,Moraceae,MORACEAE,"Maclura brasiliensis (Mart.) Endl.","Maclura brasiliensis",0,0,,nok,"Fernanda Wimmer",,,,"Maclura brasiliensis (Mart.) Endl.",true,,,,,,"Fernanda Wimmer ; Raquel",
occurrence:rj:2935766,Rubiaceae,RUBIACEAE,"Psychotria friburgensis Standl.","Psychotria friburgensis",-20.01361,-40.90694,coletor,ok,,,,"5 a 10 km","Psychotria friburgensis Standl.",true,valid,no,no,native,valid,"Daniela Zappi ; Tomás Amorim ; Raquel",
occurrence:rj:2935790,Rubiaceae,RUBIACEAE,"Psychotria friburgensis Standl.","Psychotria friburgensis",-20.122299,-40.539197,sig,ok,,,,"centroide de municipio","Psychotria friburgensis Standl.",true,valid,no,no,native,valid,"Daniela Zappi ; Tomás Amorim ; Raquel",
occurrence:rj:2935792,Rubiaceae,RUBIACEAE,"Psychotria friburgensis Standl.","Psychotria friburgensis",-20.01361,-40.90694,coletor,ok,,,,"5 a 10 km","Psychotria friburgensis Standl.",true,valid,no,no,native,valid,"Daniela Zappi ; Tomás Amorim ; Raquel",
occurrence:rj:2977716,Bromeliaceae,BROMELIACEAE,"Vriesea atra Mez","Vriesea atra",-26.051661,-48.868507,sig,ok,"Fernanda Wimmer",,,"centroide de municipio","Vriesea atra Mez",true,,,,,,"Fernanda Wimmer ; Rodrigo Amaro",
occurrence:rj:2980604,Malvaceae,MALVACEAE,"Abutilon macrocarpum Guillem. & Perr.","Abutilon macrocarpum",-25.240583,-49.597222,coletor,ok,,,,,"Abutilon macrocarpum Guillem. & Perr.",,,,,,,"Fernanda Wimmer ; Eduardo Fernandez",
occurrence:rj:299123,Acanthaceae,ACANTHACEAE,"Schaueria calycotricha (Link & Otto) Nees","Schaueria calycotricha",-22.77761,-42.1382,sig,ok,"Fernanda Wimmer",,,"centroide de municipio","Schaueria calycotricha (Link & Otto) Nees",true,,,,,,"Leonardo Novaes ; Fernanda Wimmer ; Raquel",
occurrence:rj:3003471,Myrtaceae,MYRTACEAE,"Myrcia rubiginosa Cambess.","Myrcia rubiginosa",0,0,,nok,,,,,"Myrcia rubiginosa Cambess.",true,valid,no,no,native,valid,"Bruno Amorim ; Rogerio Braga ; Lucas Moulton",
occurrence:rj:3003472,Myrtaceae,MYRTACEAE,"Myrcia rubiginosa Cambess.","Myrcia rubiginosa",0,0,,nok,,,,,"Myrcia rubiginosa Cambess.",false,unknown,unknown,yes,unknown,unknown,"Rogerio Braga ; Lucas Moulton",
occurrence:rj:3003473,Myrtaceae,MYRTACEAE,"Myrcia rubiginosa Cambess.","Myrcia rubiginosa",0,0,,nok,,,,,"Myrcia rubiginosa Cambess.",false,unknown,unknown,yes,unknown,unknown,"Rogerio Braga ; Lucas Moulton",
occurrence:rj:3004402,Phyllanthaceae,PHYLLANTHACEAE,"Phyllanthus augustinii Baill.","Phyllanthus augustinii",0,0,,nok,"Fernanda Wimmer",,,,"Phyllanthus augustinii Baill.",true,valid,no,no,native,valid,"Fernanda Wimmer ; Eduardo Fernandez",
occurrence:rj:3061355,Myrtaceae,MYRTACEAE,"Eugenia cinerascens Gardner","Eugenia cinerascens",-22.461389,-43.036111,coletor,ok,,,,"5 a 10 km","Eugenia cinerascens Gardner",false,unknown,unknown,yes,unknown,unknown,"Victor Menezes ; Lucas Moulton",
occurrence:rj:3071399,Malpighiaceae,Malpighiaceae,"Hiraea macrophylla (Colla) P.L.R.Moraes & Guglielmone","Hiraea macrophylla",-25.16,-48.300556," google earth",ok,,,,"10 a 50 km","Hiraea macrophylla (Colla) P.L.R.Moraes & Guglielmone",false,invalid,,no,,,"Rafael Felipe de Almeida ; Victor Menezes ; Raquel",
occurrence:rj:3071400,Malpighiaceae,Malpighiaceae,"Hiraea macrophylla (Colla) P.L.R.Moraes & Guglielmone","Hiraea macrophylla",-25.16,-48.300556," google earth",ok,,,,"10 a 50 km","Hiraea macrophylla (Colla) P.L.R.Moraes & Guglielmone",false,invalid,,no,,,"Rafael Felipe de Almeida ; Victor Menezes ; Raquel",
occurrence:rj:3071401,Malpighiaceae,Malpighiaceae,"Hiraea macrophylla (Colla) P.L.R.Moraes & Guglielmone","Hiraea macrophylla",-19.704444,-42.516389,coletor,ok,,,,"5 a 10 km","Hiraea macrophylla (Colla) P.L.R.Moraes & Guglielmone",false,invalid,,no,,,"Rafael Felipe de Almeida ; Victor Menezes ; Raquel",
occurrence:rj:3071402,Malpighiaceae,Malpighiaceae,"Hiraea macrophylla (Colla) P.L.R.Moraes & Guglielmone","Hiraea macrophylla",-19.704444,-42.516389,coletor,ok,,,,"5 a 10 km","Hiraea macrophylla (Colla) P.L.R.Moraes & Guglielmone",false,invalid,,no,,,"Rafael Felipe de Almeida ; Victor Menezes ; Raquel",
occurrence:rj:3092189,Myrtaceae,MYRTACEAE,"Myrcia oreioeca Kiaersk.","Myrcia oreioeca",-18.12,-43.342778,coletor,ok,,,,"5 a 10 km","Myrcia oreioeca Kiaersk.",false,unknown,unknown,yes,unknown,unknown,"Rogerio Braga ; Lucas Moulton",
occurrence:rj:3092190,Myrtaceae,MYRTACEAE,"Myrcia oreioeca Kiaersk.","Myrcia oreioeca",-18.131741,-43.239148,sig,ok,,,,"centroide de uc","Myrcia oreioeca Kiaersk.",,,,,,,"Rogerio Braga ; Lucas Moulton",
occurrence:rj:3136968,Bromeliaceae,BROMELIACEAE,"Aechmea flavorosea E.Pereira","Aechmea flavorosea",-21.340278,-41.209722,coletor,ok,,,,,"Aechmea flavorosea E.Pereira",false,unknown,unknown,yes,unknown,unknown,"Daniel Maurenza ; Rodrigo Amaro",
occurrence:rj:3136969,Bromeliaceae,BROMELIACEAE,"Aechmea flavorosea E.Pereira","Aechmea flavorosea",-21.340278,-41.209722,coletor,ok,,,,,"Aechmea flavorosea E.Pereira",,,,,,,"Daniel Maurenza ; Rodrigo Amaro",
occurrence:rj:3136971,Bromeliaceae,BROMELIACEAE,"Aechmea flavorosea E.Pereira","Aechmea flavorosea",-21.335278,-41.212889,coletor,ok,,,,,"Aechmea flavorosea E.Pereira",,,,,,,"Daniel Maurenza ; Rodrigo Amaro",
occurrence:rj:3149932,Dioscoreaceae,DIOSCOREACEAE,"Dioscorea pseudomacrocapsa G.M.Barroso et al.","Dioscorea pseudomacrocapsa",-18.776944,-40.443889,,ok,"Fernanda Wimmer",,,,"Dioscorea pseudomacrocapsa G.M.Barroso et al.",true,,,,,,"Fernanda Wimmer ; Raquel",
occurrence:rj:3149933,Dioscoreaceae,DIOSCOREACEAE,"Dioscorea pseudomacrocapsa G.M.Barroso et al.","Dioscorea pseudomacrocapsa",-22.96003,-43.368917,"google earth",ok,,,,"5 a 10 km","Dioscorea pseudomacrocapsa G.M.Barroso et al.",false,unknown,unknown,yes,unknown,unknown,"Marta Moraes ; Fernanda Wimmer ; Raquel",
occurrence:rj:3174271,Pteridaceae,PTERIDACEAE,"Pteris congesta J.Prado","Pteris congesta",-20.896261,-41.193625,"google earth",ok,,,,"1 a 5 km","Pteris congesta J.Prado",,,,,,,"Tomás Amorim ; Rodrigo Amaro",
occurrence:rj:3177521,Rubiaceae,RUBIACEAE,"Simira walteri Silva Neto & Callado","Simira walteri",0,0,,ok,,,,,"Simira walteri Silva Neto & Callado",false,unknown,unknown,yes,unknown,unknown,"Fernanda Wimmer ; Marta Moraes ; Raquel",
occurrence:rj:3177522,Rubiaceae,RUBIACEAE,"Simira walteri Silva Neto & Callado","Simira walteri",-22.595114,-43.492045,sig,ok,,,,"centroide de uc","Simira walteri Silva Neto & Callado",,,,,,,"Fernanda Wimmer ; Raquel",
occurrence:rj:3179166,Dichapetalaceae,DICHAPETALACEAE,"Stephanopodium estrellense Baill.","Stephanopodium estrellense",-22.495637,-43.07365,sig,ok,,,,"centroide de municipio","Stephanopodium estrellense Baill.",true,valid,no,no,native,valid,"Fernanda Wimmer ; Eduardo Fernandez",
occurrence:rj:3183150,Bromeliaceae,BROMELIACEAE,"Vriesea atra Mez","Vriesea atra",-19.836944,-40.573056,,ok,"Fernanda Wimmer",,,,"Vriesea atra Mez",true,,,,,,"Fernanda Wimmer ; Rodrigo Amaro",
occurrence:rj:3201748,Rubiaceae,RUBIACEAE,"Hindsia ramosissima Gardner","Hindsia ramosissima",-27.81,-48.866944,coletor,ok,,,,"5 a 10 km","Hindsia ramosissima Gardner",,,,,,,"Tomás Amorim ; Raquel",
occurrence:rj:321201,Cucurbitaceae,CUCURBITACEAE,"Gurania ovata Cogn.","Gurania ovata",-22.935203,-43.471631,sig,ok,"Fernanda Wimmer",,,"centroide de municipio","Gurania ovata Cogn.",true,,,,,,"Marta Moraes ; Fernanda Wimmer ; Raquel",
occurrence:rj:3228194,Bromeliaceae,BROMELIACEAE,"Vriesea atra Mez","Vriesea atra",-26.055025,-48.727225,,ok,"Fernanda Wimmer",,,,"Vriesea atra Mez",true,,,,,,"Fernanda Wimmer ; Rodrigo Amaro",
occurrence:rj:3228195,Bromeliaceae,BROMELIACEAE,"Vriesea atra Mez","Vriesea atra",-26.28,-49.14,,ok,"Fernanda Wimmer",,,,"Vriesea atra Mez",true,,,,,,"Fernanda Wimmer ; Rodrigo Amaro",
