family,scientificName,document,field,reference
BROMELIACEAE,"Vriesea secundiflora",profile,threats,"Garcia, F.S., Dedeca, J.G., 2012. Reflexos ambientais (biodiversidade) da urbanização do município de Paraty-rj. Rev. Ciências do Ambient. On-Line 8, 7–15."
BROMELIACEAE,"Vriesea secundiflora",profile,uses,"Souza, V. C.; Lorenzi, H. 2008. Botânica sistemática: guia ilustrado para identificação das famílias de fanerógamas nativas e exóticas no Brasil, baseado na APG III. 3a ed. Nova Odessa: Instituto Plantarum, 768 p."
MALPIGHIACEAE,"Hiraea wiedeana",profile,actions,"MINISTÉRIO DO MEIO AMBIENTE. 2014. Portaria No 443, De 17 de Dezembro de 2014. a ""Lista Nacional Oficial de Espécies da Flora Ameaçadas de Extinção"". Diário Oficial [da] República Federativa do Brasil, Poder Executivo, Brasília, DF, 18 dez. 2014 Seção 1, p.110-121."
Malpighiaceae,"Hiraea macrophylla",profile,distribution,"C . Anderson, 2014. Edinburgh Journal of Botany 71 ( 3 ): 361 – 378 "
Malpighiaceae,"Hiraea macrophylla",profile,ecology,"Anderson, C. 2014. Edinburgh Journal of Botany 71 ( 3 ): 361 – 378 "
Malpighiaceae,"Hiraea macrophylla",profile,ecology,"Mamede, M.C.H. 2015. Hiraea in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB581805>. Acesso em: 15 Abr. 2015"
Malpighiaceae,"Hiraea macrophylla",profile,threats,"Santos, T.R.; M.A.Alves. 2011. Região Costeira do Rio de Janeiro, no corredor da Serra do Mar, PP 251-263. In: Valenti, R.M., J.M.C.Silva, F.C.Straube e J.L.X. Nascimento (eds.). Conservação Internacional, Belém, VII+490 pp."
Malpighiaceae,"Hiraea macrophylla",profile,threats,"Filho, E.T.D.C., Bravo, E.J.C.., Tinoco, T., 2010. Florística preliminar e bioinvasão na Restinga da Praia de Itauna devido a ocupação desordenada, Saquarema, RJ., in: 13o Simpósio de Biologia Marinha. Santos, SP, p. 4."
Malpighiaceae,"Hiraea macrophylla",profile,actions,"MINISTÉRIO DO MEIO AMBIENTE. 2014. Portaria No 443, De 17 de Dezembro de 2014. a ""Lista Nacional Oficial de Espécies da Flora Ameaçadas de Extinção"". Diário Oficial [da] República Federativa do Brasil, Poder Executivo, Brasília, DF, 18 dez. 2014 Seção 1, p.110-121."
MYRTACEAE,"Eugenia cinerascens",profile,distribution,"Sobral, M.; Proença, C.; Souza, M.; Mazine, F.; Lucas, E. 2015. Myrtaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em <http://floradobrasil.jbrj.gov.br/jabot/floradobrasil/FB10268>. Acesso em 15 abril 2015."
MYRTACEAE,"Eugenia cinerascens",profile,distribution,"Souza, M. 2014. Myrtaceae in Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em <http://florariojaneiro.jbrj.gov.br>. Acesso em 15 abril 2015."
MYRTACEAE,"Eugenia cinerascens",profile,ecology,"Sobral, M.; Proença, C.; Souza, M.; Mazine, F.; Lucas, E. 2015. Myrtaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em <http://floradobrasil.jbrj.gov.br/jabot/floradobrasil/FB10268>. Acesso em 15 abril 2015."
MYRTACEAE,"Eugenia cinerascens",profile,threats,"Fernandes, M. do C., Lagüéns, J.V.M., Netto, A.L.C., 1999. O Processo de Ocupação por Favelas e sua Relação com os Eventos de Deslizamentos no Maciço da Tijuca/RJ. Anuário do Inst. Geociências - UFRJ 22, 45–59."
MYRTACEAE,"Eugenia cinerascens",profile,threats,"Castro, E.B.V. de, 2008. Plano de manejo do Parque Nacional da Serra dos Órgãos, Brasília, Instituto Chico Mendes de Conservação da Biodiversidade, Portaria ICMBio. Brasil."
MYRTACEAE,"Eugenia cinerascens",profile,threats,"IBAMA, 2014. Ibama combate incêndio no Parque Nacional Serra dos Órgãos. Disponível em <http://www.ibama.gov.br/publicadas/ibama-combate-incendio-no-parque-nacional-serra-dos-orgaos>."
MYRTACEAE,"Eugenia cinerascens",profile,threats,"ICMBio, 2014a. ICMBio e Ibama trabalham para conter incêndio na Serra dos Órgãos. Meio Ambiente. Disponível em < http://www.brasil.gov.br/meio-ambiente/2014/10/icmbio-e-ibama-trabalham-para-conter-incendio-na-serra-dos-orgaos>."
MYRTACEAE,"Eugenia cinerascens",profile,threats,"ICMBio, 2014b. Incêndio enfraquece no Parque Nacional da Serra dos Órgãos. Notícias. Disponível em: <http://www.ibama.gov.br/publicadas/incendio-enfraquece-no-parque-nacional-da-serra-dos-orgaos>"
CUCURBITACEAE,"Cayaponia latiloba",profile,distribution,"Gomes-Klein, V.L.; Lima, L.F.P.; Gomes-Costa, G. A.; Medeiros, E.S. 2014. Cucurbitaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB114604>. Acesso em: 16 Abr. 2015"
CUCURBITACEAE,"Cayaponia latiloba",profile,ecology,"Gomes-Klein, V.L.; Lima, L.F.P.; Gomes-Costa, G. A.; Medeiros, E.S. 2014. Cucurbitaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB114604>. Acesso em: 16 Abr. 2015"
CUCURBITACEAE,"Gurania ovata",profile,ecology,"Gomes-Klein, V.L.; Gomes-Costa, G. A. Gurania in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB125184>. Acesso em: 17 Abr. 2015, V.L.; Gomes-Costa, G. A. 2015. Gurania in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB125184>. Acesso em: 16 Abr. 2015"
CUCURBITACEAE,"Gurania ovata",profile,threats,"Matos, J.J.B.S., 2007. Composição Florística de espécies arbóreo-Arbustivas em trecho de borda situado no Parque Nacional da Tijuca. Monografia. Universidade Federal Rural do Rio de Janeiro."
CUCURBITACEAE,"Gurania ovata",profile,threats,"Fernandes, M. do C., Lagüéns, J.V.M., Netto, A.L.C., 1999. O Processo de Ocupação por Favelas e sua Relação com os Eventos de Deslizamentos no Maciço da Tijuca/RJ. Anuário do Inst. Geociências - UFRJ 22, 45–59."
CUCURBITACEAE,"Gurania ovata",profile,threats,"Soares, R.C.R. de S., 2008. Plano de Manejo do Parque Nacional da Tijuca."
CUCURBITACEAE,"Gurania ovata",profile,threats,"Soares, R.C.R. de S., 2008. Plano de Manejo do Parque Nacional da Tijuca."
POACEAE,"Chusquea sclerophylla",profile,distribution,"Shirasuna, R.T.; Oliveira, R.P.; Mota, A.C. 2015. Chusquea in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB13115>. Acesso em: 16 Abr. 2015"
POACEAE,"Chusquea sclerophylla",profile,distribution,"Greco, T.M. 2014. Chusquea (Poaceae).. Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em: <http://florariojaneiro.jbrj.gov.br>. Acesso em: 16 Abr. 2015"
POACEAE,"Chusquea sclerophylla",profile,threats," ICMBio, 2014b. Incêndio enfraquece no Parque Nacional da Serra dos Órgãos. Notícias. Disponível em: <http://www.ibama.gov.br/publicadas/incendio-enfraquece-no-parque-nacional-da-serra-dos-orgaos>"
POACEAE,"Chusquea sclerophylla",profile,threats,"ICMBio, 2014a. ICMBio e Ibama trabalham para conter incêndio na Serra dos Órgãos. Meio Ambiente. Disponível em < http://www.brasil.gov.br/meio-ambiente/2014/10/icmbio-e-ibama-trabalham-para-conter-incendio-na-serra-dos-orgaos>."
POACEAE,"Chusquea sclerophylla",profile,threats," IBAMA, 2014. Ibama combate incêndio no Parque Nacional Serra dos Órgãos. Disponível em <http://www.ibama.gov.br/publicadas/ibama-combate-incendio-no-parque-nacional-serra-dos-orgaos>."
POACEAE,"Chusquea sclerophylla",profile,threats,"Viana, F. M. de F., & Rocha, C. H. B. (2009). Impactos ambientais em unidades de conservação. Universidade Federal de Juiz de Fora."
POACEAE,"Chusquea sclerophylla",profile,threats,"Mallet-Rodrigues, F., Parrini, R., & Pacheco, J. F. (2007). Birds of the Serra dos Órgãos , State of Rio de Janeiro , Southeastern Brazil : a review. Revista Brasileira de Ornitologia, 15(1), 5–35."
DIOSCOREACEAE,"Dioscorea campos-portoi",profile,ecology,"Couto, R.S. 2014. Dioscoriaceae. Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em: <http://florariojaneiro.jbrj.gov.br> Acesso em: Abr. 2015"
DIOSCOREACEAE,"Dioscorea campos-portoi",profile,threats,"Barros, M.I.A. De, 2003. Caracterização da visitação, dos visitantes e avaliação dos impactos ecológicos e recreativos do planalto do Parque Nacional do Itatiaia. Piracicaba, SP 121."
DIOSCOREACEAE,"Dioscorea campos-portoi",profile,threats,"Aximoff, I., 2007. Impactos do fogo na vegetação do Planalto do Itatiaia. Relatório Técnico. Parq. Nac. Itatiaia. ICMBio/MMA."
DIOSCOREACEAE,"Dioscorea pseudomacrocapsa",profile,ecology,"Kirizawa, M.; Xifreda, C.C.; Couto, R.; Araújo, D. 2011. Dioscoreaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB35333>. Acesso em: 20 Abr. 2015"
DIOSCOREACEAE,"Dioscorea pseudomacrocapsa",profile,threats,"Barros, A.A.M. de, 2008. Análise Florística e estrutural do Parque Estadual da Serra da Tiririca, Niterói e Maricá, RJ, Brasil. Escola Nacional de Botânica Tropical."
DIOSCOREACEAE,"Dioscorea pseudomacrocapsa",profile,threats,"Pena, I.A. de B., Santos, C.J.F., Sinay, L., 2013. Estratégias para o desenvolvimento do uso público das APAs dos Morros da Babilônia e São João, do  Leme e Urubu e Parque Estadual da Chacrinha, RJ. An. – Uso Público em Unidades Conserv. 1, 60 – 68."
DIOSCOREACEAE,"Dioscorea pseudomacrocapsa",profile,threats,"Barros, A.A.M. de, 2008. Análise Florística e estrutural do Parque Estadual da Serra da Tiririca, Niterói e Maricá, RJ, Brasil. Escola Nacional de Botânica Tropical."
DIOSCOREACEAE,"Dioscorea pseudomacrocapsa",profile,threats,"Sinay, L., de Sinay, M.C.F., de Barros Pena, I.A., 2014. Parque Natural Municipal da Paisagem Carioca: ecoturismo e sustentabilidade. Rev. Bras. Ecoturismo 7, 500–516."
DIOSCOREACEAE,"Dioscorea pseudomacrocapsa",profile,threats,"Sinay, L., de Sinay, M.C.F., de Barros Pena, I.A., 2014. Parque Natural Municipal da Paisagem Carioca: ecoturismo e sustentabilidade. Rev. Bras. Ecoturismo 7, 500–516."
DIOSCOREACEAE,"Dioscorea pseudomacrocapsa",profile,threats,"Barros, A.A.M. de, 2008. Análise Florística e estrutural do Parque Estadual da Serra da Tiririca, Niterói e Maricá, RJ, Brasil. Escola Nacional de Botânica Tropical."
DIOSCOREACEAE,"Dioscorea pseudomacrocapsa",profile,threats,"Sinay, L., de Sinay, M.C.F., de Barros Pena, I.A., 2014. Parque Natural Municipal da Paisagem Carioca: ecoturismo e sustentabilidade. Rev. Bras. Ecoturismo 7, 500–516."
DIOSCOREACEAE,"Dioscorea pseudomacrocapsa",profile,actions,"Monumento Natural (MONA) dos Morros do Pão de Açúcar e da Urca. Em: http://www.rio.rj.gov.br/web/smac/exibeconteudo?id=4461307 Acesso em: 20 de abril de 2015"
DIOSCOREACEAE,"Dioscorea pseudomacrocapsa",profile,actions,"Ministério do Meio Ambiente. 2014. Portaria No 443, De 17 de Dezembro de 2014. a ""Lista Nacional Oficial de Espécies da Flora Ameaçadas de Extinção"". Diário Oficial [da] República Federativa do Brasil, Poder Executivo, Brasília, DF, 18 dez. 2014 Seção 1, p.110-121."
RUBIACEAE,"Simira walteri",profile,ecology,"Barbosa, M.R. 2014. Simira in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB115570>. Acesso em: 21 Abr. 2015"
RUBIACEAE,"Simira walteri",profile,threats,"Teixeira, L.H. dos S., 2006. Plano de Manejo da Reserva Biológica do Tinguá. Brasil."
RUBIACEAE,"Simira walteri",profile,threats,"Teixeira, L.H. dos S., 2006. Plano de Manejo da Reserva Biológica do Tnguá. Brasil.  Carvalho, F.A., Nascimento, M.T., Braga, J.M.A., 2006. Composição e riqueza florística do componente arbóreo da Floresta Atlântica submontana na região de Imbaú, Município de Silva Jardim, RJ. Acta Bot. Bras. 20, 727–740."
RUBIACEAE,"Simira walteri",profile,threats,"Kurtz, B.C., Araújo, D.S.D. de, 2000. Composição florística e estrutura do componente arbóreo de um trecho de Mata Atlântica na Estação Ecológica Estadual. Rodriguésia 51, 69–112."
HYMENOPHYLLACEAE,"Hymenophyllum sampaioanum",profile,distribution,"Windisch, P.G. 2015. Hymenophyllaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB91217>. Acesso em: 21 Abr. 2015"
HYMENOPHYLLACEAE,"Hymenophyllum sampaioanum",profile,ecology,"Windisch, P.G. 2015. Hymenophyllaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB91217>. Acesso em: 21 Abr. 2015"
HYMENOPHYLLACEAE,"Hymenophyllum sampaioanum",profile,ecology,"Sylvestre, L. S. & Mynssen, C. M. 2014. Aspleniaceae. Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em: <http://florariojaneiro.jbrj.gov.br>. Acesso em: 19 Mar. 2015"
HYMENOPHYLLACEAE,"Hymenophyllum sampaioanum",profile,threats,"Viana, F. M. de F., & Rocha, C. H. B. (2009). Impactos ambientais em unidades de conservação. Universidade Federal de Juiz de Fora."
HYMENOPHYLLACEAE,"Hymenophyllum sampaioanum",profile,threats,"Castro, E.B.V. de. 2008. Plano de manejo do Parque Nacional da Serra dos Órgãos, Brasília, Instituto Chico Mendes de Conservação da Biodiversidade, Portaria ICMBio. Brasil."
HYMENOPHYLLACEAE,"Hymenophyllum sampaioanum",profile,threats," ICMBio, 2014b. Incêndio enfraquece no Parque Nacional da Serra dos Órgãos. Notícias. Disponível em: <http://www.ibama.gov.br/publicadas/incendio-enfraquece-no-parque-nacional-da-serra-dos-orgaos>"
HYMENOPHYLLACEAE,"Hymenophyllum sampaioanum",profile,threats,"ICMBio, 2014a. ICMBio e Ibama trabalham para conter incêndio na Serra dos Órgãos. Meio Ambiente. Disponível em < http://www.brasil.gov.br/meio-ambiente/2014/10/icmbio-e-ibama-trabalham-para-conter-incendio-na-serra-dos-orgaos>."
HYMENOPHYLLACEAE,"Hymenophyllum sampaioanum",profile,threats,"IBAMA, 2014. Ibama combate incêndio no Parque Nacional Serra dos Órgãos. Disponível em <http://www.ibama.gov.br/publicadas/ibama-combate-incendio-no-parque-nacional-serra-dos-orgaos>."
HYMENOPHYLLACEAE,"Hymenophyllum sampaioanum",profile,actions,"MMA, 2014. Lista Nacional Oficial de Espécies da Flora Ameaçadas de Extinção. Brasil."
HYMENOPHYLLACEAE,"Hymenophyllum sampaioanum",profile,actions,"Sylvestre, L. S. & Mynssen, C. M. 2014. Aspleniaceae. Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em: <http://florariojaneiro.jbrj.gov.br>. Acesso em: 19 Mar. 2015"
PTERIDACEAE,"Cheilanthes incisa",profile,distribution,"Mynssen, C.M., Windisch, P.G., 2004. Pteridófitas da Reserva Rio das Pedras, Mangaratiba, RJ, Brasil. Rodriguésia 55, 125–156."
PTERIDACEAE,"Cheilanthes incisa",profile,distribution,"Mynssen, C. M. & Sylvestre, L. S. 2014. Pteridaceae. Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em: <http://florariojaneiro.jbrj.gov.br>. Acesso em: 22 Abr. 2015"
PTERIDACEAE,"Cheilanthes incisa",profile,distribution,"Prado, J. 2015. Pteridaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB134499>. Acesso em: 22 Abr. 2015"
PTERIDACEAE,"Cheilanthes incisa",profile,ecology,"Mynssen, C.M., Windisch, P.G., 2004. Pteridófitas da Reserva Rio das Pedras, Mangaratiba, RJ, Brasil. Rodriguésia 55, 125–156."
PTERIDACEAE,"Cheilanthes incisa",profile,ecology,"Mynssen, C.M., Windisch, P.G., 2004. Pteridófitas da Reserva Rio das Pedras, Mangaratiba, RJ, Brasil. Rodriguésia 55, 125–156."
PTERIDACEAE,"Cheilanthes incisa",profile,ecology,"Prado, J. 2015. Pteridaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB134499>. Acesso em: 22 Abr. 2015"
PTERIDACEAE,"Cheilanthes incisa",profile,threats,"Mynssen, C.M., Windisch, P.G., 2004. Pteridófitas da Reserva Rio das Pedras, Mangaratiba, RJ, Brasil. Rodriguésia 55, 125–156."
PTERIDACEAE,"Cheilanthes incisa",profile,threats,"Castro, E.B.V. de. 2008. Plano de manejo do Parque Nacional da Serra dos Órgãos, Brasília, Instituto Chico Mendes de Conservação da Biodiversidade, Portaria ICMBio. Brasil."
PTERIDACEAE,"Cheilanthes incisa",profile,actions,"MMA, 2014. Lista Nacional Oficial de Espécies da Flora Ameaçadas de Extinção. Brasil."
PTERIDACEAE,"Doryopteris tijucana",profile,distribution,"Prado, J. 2015. Pteridaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB134499>. Acesso em: 22 Abr. 2015"
PTERIDACEAE,"Doryopteris tijucana",profile,ecology,"Sylvestre, L. S. & Mynssen, C. M. 2014. Pteridaceae. Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em: <http://florariojaneiro.jbrj.gov.br>. Acesso em: 19 Mar. 2015"
PTERIDACEAE,"Doryopteris tijucana",profile,ecology,"Prado, J. 2015. Pteridaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB134499>. Acesso em: 22 Abr. 2015"
PTERIDACEAE,"Doryopteris tijucana",profile,threats,"Soares, R.C.R. de S., 2008. Plano de Manejo do Parque Nacional da Tijuca."
PTERIDACEAE,"Doryopteris tijucana",profile,threats,"Marcos, C.S., Matos, D.M.S., 2003. Estrutura de populações de palmiteiro (Euterpe edulis Mart.) em áreas com diferentes graus de impactação na Floresta da Tijuca, RJ. Floresta e Ambient. 10, 27–37."
PTERIDACEAE,"Doryopteris tijucana",profile,threats,"Soares, R.C.R. de S., 2008. Plano de Manejo do Parque Nacional da Tijuca."
PTERIDACEAE,"Doryopteris tijucana",profile,actions,"Sylvestre, L. S. & Mynssen, C. M. 2014. Pteridaceae. Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em: <http://florariojaneiro.jbrj.gov.br>. Acesso em: 19 Mar. 2015"
Pteridaceae,"Jamesonia brasiliensis",profile,distribution,"Sylvestre, L. S. & Mynssen, C. M. 2014. Pteridaceae. Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em: <http://florariojaneiro.jbrj.gov.br>. Acesso em: 19 Mar. 2015"
Pteridaceae,"Jamesonia brasiliensis",profile,ecology,"Prado, J. 2015. Pteridaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB134499>. Acesso em: 22 Abr. 2015"
Pteridaceae,"Jamesonia brasiliensis",profile,threats,"Aximoff, I., 2007. Impactos do fogo na vegetação do Planalto do Itatiaia. Relatório Técnico. Parq. Nac. Itatiaia. ICMBio/MMA."
Pteridaceae,"Jamesonia brasiliensis",profile,threats,"Barros, M.I.A. De. 2003. Caracterização da visitação, dos visitantes e avaliação dos impactos ecológicos e recreativos do planalto do Parque Nacional do Itatiaia. Piracicaba, SP 121."
PTERIDACEAE,"Pteris congesta",profile,distribution,"Prado, J. 2015. Pteridaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB134499>. Acesso em: 22 Abr. 2015."
PTERIDACEAE,"Pteris congesta",profile,distribution,"Prado, J., Windisch, P.G., 2000. The genus Pteris L. (Pteridaceae) in Brazil. Bol. do Inst. Botânica 13, 103–199."
PTERIDACEAE,"Pteris congesta",profile,distribution,"Sylvestre, L. S. & Mynssen, C. M. 2014. Pteridaceae. Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em: <http://florariojaneiro.jbrj.gov.br>. Acesso em: 19 Mar. 2015"
PTERIDACEAE,"Pteris congesta",profile,ecology,"Prado, J. 2015. Pteridaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB134499>. Acesso em: 22 Abr. 2015."
PTERIDACEAE,"Pteris congesta",profile,ecology,"CNCFlora 2015. Base de Dados do Centro Nacional da Conservação da Flora. Disponivel em: <http://cncflora.jbrj.gov.br/portal/>. Acesso em: 22 Abr. 2015."
PTERIDACEAE,"Pteris congesta",profile,threats,"Marcos, C.S., Matos, D.M.S., 2003. Estrutura de populações de palmiteiro (Euterpe edulis Mart.) em áreas com diferentes graus de impactação na Floresta da Tijuca, RJ. Floresta e Ambient. 10, 27–37."
PTERIDACEAE,"Pteris congesta",profile,threats,"Fernandes, M. do C., Lagüéns, J.V.M., Netto, A.L.C., 1999. O Processo de Ocupação por Favelas e sua Relação com os Eventos de Deslizamentos no Maciço da Tijuca/RJ. Anuário do Inst. Geociências - UFRJ 22, 45–59."
PTERIDACEAE,"Pteris congesta",profile,actions,"Sylvestre, L. S. & Mynssen, C. M. 2014. Pteridaceae. Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em: <http://florariojaneiro.jbrj.gov.br>. Acesso em: 19 Mar. 2015"
PTERIDACEAE,"Pteris congesta",profile,actions,"MMA, 2014. Lista Nacional Oficial de Espécies da Flora Ameaçadas de Extinção. Brasil."
POLYPODIACEAE,"Alansmia alfaroi",profile,distribution,"Labiak, P.H.; Hirai, R.Y. 2015. Alansmia in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB128916>. Acesso em: 22 Abr. 2015"
POLYPODIACEAE,"Alansmia alfaroi",profile,ecology,"Labiak, P.H.; Hirai, R.Y. 2015. Alansmia in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB128916>. Acesso em: 22 Abr. 2015"
POLYPODIACEAE,"Alansmia alfaroi",profile,threats,"TCE-RJ, 2003. Estudo Socioeconômico 2004 - Santa Maria Madalena. Rio de Janeiro."
POLYPODIACEAE,"Alansmia alfaroi",profile,threats,"TCE-RJ, 2003. Estudo Socioeconômico 2004 - Santa Maria Madalena. Rio de Janeiro."
POLYPODIACEAE,"Alansmia alfaroi",profile,threats,"Viana, F. M. de F., & Rocha, C. H. B. (2009). Impactos ambientais em unidades de conservação. Universidade Federal de Juiz de Fora."
POLYPODIACEAE,"Alansmia alfaroi",profile,threats,"Castro, E.B.V. de. 2008. Plano de manejo do Parque Nacional da Serra dos Órgãos, Brasília, Instituto Chico Mendes de Conservação da Biodiversidade, Portaria ICMBio. Brasil."
POLYPODIACEAE,"Alansmia alfaroi",profile,threats,"ICMBio, 2014b. Incêndio enfraquece no Parque Nacional da Serra dos Órgãos. Notícias. Disponível em: <http://www.ibama.gov.br/publicadas/incendio-enfraquece-no-parque-nacional-da-serra-dos-orgaos>"
POLYPODIACEAE,"Alansmia alfaroi",profile,threats,"ICMBio, 2014a. ICMBio e Ibama trabalham para conter incêndio na Serra dos Órgãos. Meio Ambiente. Disponível em < http://www.brasil.gov.br/meio-ambiente/2014/10/icmbio-e-ibama-trabalham-para-conter-incendio-na-serra-dos-orgaos>."
POLYPODIACEAE,"Alansmia alfaroi",profile,threats,"IBAMA, 2014. Ibama combate incêndio no Parque Nacional Serra dos Órgãos. Disponível em <http://www.ibama.gov.br/publicadas/ibama-combate-incendio-no-parque-nacional-serra-dos-orgaos>."
RUBIACEAE,"Rudgea allophylla",profile,ecology,"Bruniera, C.P.; Zappi, D. 2014 Rudgea in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB14251>. Acesso em: 27 Abr. 2015"
MYRTACEAE,"Myrcia colpodes",profile,distribution,"Sobral, M.; Proença, C.; Souza, M.; Mazine, F.; Lucas, E. 2015. Myrtaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em <http://floradobrasil.jbrj.gov.br/jabot/floradobrasil/FB10268>. Acesso em 28 abril 2015."
MYRTACEAE,"Myrcia colpodes",profile,ecology,"Sobral, M.; Proença, C.; Souza, M.; Mazine, F.; Lucas, E. 2015. Myrtaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em <http://floradobrasil.jbrj.gov.br/jabot/floradobrasil/FB10268>. Acesso em 28 abril 2015."
RUBIACEAE,"Psychotria mineirensis",profile,ecology,"Taylor, C.; M. Gomes; Zappi, D. 2014. Psychotria in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB39223>. Acesso em: 27 Abr. 2015"
RUBIACEAE,"Psychotria friburgensis",profile,ecology,"Taylor, C.; M. Gomes; Zappi, D. 2014. Psychotria in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB39223>. Acesso em: 28 Abr. 2015"
MYRTACEAE,"Myrcia oreioeca",profile,distribution,"Sobral, M.; Proença, C.; Souza, M.; Mazine, F.; Lucas, E. 2015. Myrtaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em <http://floradobrasil.jbrj.gov.br/jabot/floradobrasil/FB10268>. Acesso em 28 abril 2015."
