"family","scientificName","fitofisionomie"
TURNERACEAE,Turnera luetzelburgii,Savana Arborizada
TURNERACEAE,Turnera luetzelburgii,Savana Parque
TURNERACEAE,Turnera luetzelburgii,Savana Estépica
TURNERACEAE,Turnera luetzelburgii,Outros
TURNERACEAE,Turnera pinifolia,Savana
TURNERACEAE,Turnera pinifolia,Savana Parque
TURNERACEAE,Turnera pinifolia,Savana Gramíneo-Lenhosa
TURNERACEAE,Turnera pinifolia,Savana Arborizada
TURNERACEAE,Turnera princeps,Floresta Estacional Sempre-verde de Submontana
TURNERACEAE,Turnera princeps,Savana Arborizada
TURNERACEAE,Turnera reginae,Savana
TURNERACEAE,Turnera reginae,Savana Arborizada
TURNERACEAE,Turnera revoluta,Savana
TURNERACEAE,Turnera revoluta,Savana Arborizada
TURNERACEAE,Turnera revoluta,Savana Gramíneo-Lenhosa
TURNERACEAE,Turnera revoluta,Savana Parque
TURNERACEAE,Turnera revoluta,Floresta Estacional Sempre-verde de Submontana
TURNERACEAE,Turnera riedeliana,Savana
TURNERACEAE,Turnera riedeliana,Savana Arborizada
TURNERACEAE,Turnera riedeliana,Savana Parque
VELLOZIACEAE,Vellozia costata,Savana Arborizada
VELLOZIACEAE,Vellozia costata,Savana Florestada
VELLOZIACEAE,Vellozia costata,Savana Parque
VELLOZIACEAE,Vellozia crinita,Savana Parque
VELLOZIACEAE,Vellozia exilis,Savana Parque
VELLOZIACEAE,Vellozia graomogolensis,Savana Parque
VELLOZIACEAE,Vellozia luteola,Savana Parque
VELLOZIACEAE,Vellozia maxillarioides,Savana Parque
VELLOZIACEAE,Vellozia maxillarioides,Savana Arborizada
VELLOZIACEAE,Vellozia prolifera,Savana Parque
VELLOZIACEAE,Vellozia sellowii,Savana Parque
VELLOZIACEAE,Vellozia spiralis,Savana Arborizada
VELLOZIACEAE,Vellozia spiralis,Savana Florestada
VELLOZIACEAE,Vellozia spiralis,Savana Parque
VELLOZIACEAE,Vellozia tillandsioides,Savana Parque
VELLOZIACEAE,Vellozia torquata,Savana Arborizada
VELLOZIACEAE,Vellozia torquata,Savana Florestada
VELLOZIACEAE,Vellozia torquata,Savana Parque
VOCHYSIACEAE,Vochysia petraea,Savana
VOCHYSIACEAE,Vochysia pygmaea,Savana Parque
VOCHYSIACEAE,Vochysia rotundifolia,Savana
BROMELIACEAE,Vriesea densiflora,Savana
XYRIDACEAE,Xyris archeri,Refúgios Ecológicos Alto-montanos
XYRIDACEAE,Xyris diaphanobracteata,Refúgios Ecológicos Alto-montanos
XYRIDACEAE,Xyris diaphanobracteata,Savana Estépica Úmida
XYRIDACEAE,Xyris goyazensis,Savana Estépica Úmida
XYRIDACEAE,Xyris goyazensis,Refúgios Ecológicos Alto-montanos
XYRIDACEAE,Xyris itambensis,Refúgios Ecológicos Alto-montanos
XYRIDACEAE,Xyris jataiana,Refúgios Ecológicos Alto-montanos
XYRIDACEAE,Xyris lanuginosa,Refúgios Ecológicos Alto-montanos
XYRIDACEAE,Xyris mertensiana,Refúgios Ecológicos Alto-montanos
XYRIDACEAE,Xyris mertensiana,Vegetação de Restinga
XYRIDACEAE,Xyris obcordata,Refúgios Ecológicos Alto-montanos
XYRIDACEAE,Xyris paradisiaca,Refúgios Ecológicos Alto-montanos
XYRIDACEAE,Xyris pranceana,Estepe Parque
XYRIDACEAE,Xyris rupicola,Refúgios Ecológicos Alto-montanos
XYRIDACEAE,Xyris spectabilis,Refúgios Ecológicos Alto-montanos
XYRIDACEAE,Xyris subsetigera,Refúgios Ecológicos Alto-montanos
XYRIDACEAE,Xyris veruina,Savana Gramíneo-Lenhosa
XYRIDACEAE,Xyris vestita,Savana Estépica Úmida
XYRIDACEAE,Xyris vestita,Refúgios Ecológicos Alto-montanos
XYRIDACEAE,Xyris villosicarinata,Refúgios Ecológicos Alto-montanos
FABACEAE,Zornia glaziovii,Savana
FABACEAE,Zornia glaziovii,Savana Arborizada
FABACEAE,Zornia glaziovii,Floresta Estacional Sempre-verde de Submontana
FABACEAE,Zornia subsessilis,Savana
FABACEAE,Zornia subsessilis,Savana Parque
