family,scientificNameWithoutAuthorship,scientificNameAuthorship,acceptedNameUsage
LAMIACEAE,"Hyptis hagei",Harley,"Hyptis hagei"
LAMIACEAE,"Hyptis halimifolia","Mart. ex Benth.","Hyptis halimifolia"
LAMIACEAE,"Hyptis heterophylla",Benth.,"Hyptis heterophylla"
LAMIACEAE,"Hyptis humilis",Benth.,"Hyptis humilis"
LAMIACEAE,"Hyptis irwinii",Harley,"Hyptis irwinii"
LAMIACEAE,"Hyptis loeseneriana",Pilg.,"Hyptis loeseneriana"
LAMIACEAE,"Hyptis nivea",Epling,"Hyptis nivea"
LAMIACEAE,"Hyptis nubicola",Harley,"Hyptis nubicola"
LAMIACEAE,"Hyptis silvinae",Harley,"Hyptis silvinae"
LAMIACEAE,"Hyptis tenuifolia",Epling,"Hyptis tenuifolia"
LENTIBULARIACEAE,"Utricularia huntii",P.Taylor,"Utricularia huntii"
LOGANIACEAE,"Strychnos cerradoensis","Krukoff & Barneby","Strychnos cerradoensis"
LORANTHACEAE,"Oryctina eubrachioides",Kuijt,"Oryctina eubrachioides"
LORANTHACEAE,"Psittacanthus acinarius","(Mart.) Mart.","Psittacanthus acinarius"
LORANTHACEAE,"Struthanthus microstylus",Rizzini,"Struthanthus microstylus"
LORANTHACEAE,"Struthanthus planaltinae",Rizzini,"Struthanthus planaltinae"
LORANTHACEAE,"Struthanthus pusillifolius",Rizzini,"Struthanthus pusillifolius"
LORANTHACEAE,"Struthanthus rufo-furfuraceus",Rizzini,"Struthanthus rufo-furfuraceus"
LYTHRACEAE,"Cuphea anamariae","T.B.Cavalc. & S.A.Graham","Cuphea anamariae"
LYTHRACEAE,"Cuphea cunninghamiifolia",T.B.Cavalc.,"Cuphea cunninghamiifolia"
LYTHRACEAE,"Cuphea disperma",Koehne,"Cuphea disperma"
LYTHRACEAE,"Cuphea fuchsiifolia",A.St.-Hil.,"Cuphea fuchsiifolia"
LYTHRACEAE,"Cuphea glareosa",T.B.Cavalc.,"Cuphea glareosa"
LYTHRACEAE,"Cuphea lucens","T.B.Cavalc. & S.A.Graham","Cuphea lucens"
LYTHRACEAE,"Cuphea potamophila","T.B.Cavalc. & S.A.Graham","Cuphea potamophila"
LYTHRACEAE,"Cuphea sclerophylla",Koehne,"Cuphea sclerophylla"
LYTHRACEAE,"Cuphea sincorana",T.B.Cavalc.,"Cuphea sincorana"
LYTHRACEAE,"Cuphea warmingii",Koehne,"Cuphea warmingii"
LYTHRACEAE,"Cuphea xanthopetala","S.A.Graham & T.B.Cavalc.","Cuphea xanthopetala"
LYTHRACEAE,"Diplusodon adpressipilus",Lourteig,"Diplusodon adpressipilus"
LYTHRACEAE,"Diplusodon alatus",T.B.Cavalc.,"Diplusodon alatus"
LYTHRACEAE,"Diplusodon appendiculosus",Lourteig,"Diplusodon appendiculosus"
LYTHRACEAE,"Diplusodon argenteus",Lourteig,"Diplusodon argenteus"
LYTHRACEAE,"Diplusodon bradei",Pilg.,"Diplusodon bradei"
LYTHRACEAE,"Diplusodon canastrensis",T.B.Cavalc.,"Diplusodon canastrensis"
LYTHRACEAE,"Diplusodon capitalensis",T.B.Cavalc.,"Diplusodon capitalensis"
LYTHRACEAE,"Diplusodon capitatus","(A. St.-Hil.) Koehne","Diplusodon capitatus"
LYTHRACEAE,"Diplusodon chapadensis",T.B.Cavalc.,"Diplusodon chapadensis"
LYTHRACEAE,"Diplusodon decussatus",Gardner,"Diplusodon decussatus"
LYTHRACEAE,"Diplusodon floribundus",Pohl,"Diplusodon floribundus"
LYTHRACEAE,"Diplusodon glocimarii",T.B.Cavalc.,"Diplusodon glocimarii"
LYTHRACEAE,"Diplusodon grahamae",T.B.Cavalc.,"Diplusodon grahamae"
LYTHRACEAE,"Diplusodon heringeri",Lourteig,"Diplusodon heringeri"
LYTHRACEAE,"Diplusodon longipes",Koehne,"Diplusodon longipes"
LYTHRACEAE,"Diplusodon mattogrossensis",T.B.Cavalc.,"Diplusodon mattogrossensis"
LYTHRACEAE,"Diplusodon mononeuros",Pilg.,"Diplusodon mononeuros"
LYTHRACEAE,"Diplusodon parvifolius","Mart. ex DC.","Diplusodon parvifolius"
LYTHRACEAE,"Diplusodon petiolatus","(Koehne) T.B. Cavalc.","Diplusodon petiolatus"
LYTHRACEAE,"Diplusodon plumbeus",T.B.Cavalc.,"Diplusodon plumbeus"
LYTHRACEAE,"Diplusodon pygmaeus",T.B.Cavalc.,"Diplusodon pygmaeus"
LYTHRACEAE,"Diplusodon rosmarinifolius",A.St.-Hil.,"Diplusodon rosmarinifolius"
LYTHRACEAE,"Diplusodon rotundifolius",DC.,"Diplusodon rotundifolius"
LYTHRACEAE,"Diplusodon rupestris",T.B.Cavalc.,"Diplusodon rupestris"
LYTHRACEAE,"Diplusodon saxatilis",Lourteig,"Diplusodon saxatilis"
LYTHRACEAE,"Diplusodon sigillatus",Lourteig,"Diplusodon sigillatus"
LYTHRACEAE,"Diplusodon sordidus",Koehne,"Diplusodon sordidus"
LYTHRACEAE,"Diplusodon thysanosepalus",Lourteig,"Diplusodon thysanosepalus"
LYTHRACEAE,"Diplusodon trigintus",T.B.Cavalc.,"Diplusodon trigintus"
MALPIGHIACEAE,"Acmanthera fernandesii",W.R.Anderson,"Acmanthera fernandesii"
MALPIGHIACEAE,"Amorimia velutina",W.R.Anderson,"Amorimia velutina"
MALPIGHIACEAE,"Banisteriopsis arborea",B.Gates,"Banisteriopsis arborea"
MALPIGHIACEAE,"Banisteriopsis byssacea",B.Gates,"Banisteriopsis byssacea"
MALPIGHIACEAE,"Banisteriopsis goiana",B.Gates,"Banisteriopsis goiana"
MALPIGHIACEAE,"Byrsonima cordifolia",W.R.Anderson,"Byrsonima cordifolia"
MALPIGHIACEAE,"Byrsonima hatschbachii",W.R.Anderson,"Byrsonima hatschbachii"
MALPIGHIACEAE,"Janusia christianeae",W.R.Anderson,"Janusia christianeae"
MALPIGHIACEAE,"Mascagnia aptera",W.R.Anderson,"Mascagnia aptera"
MALPIGHIACEAE,"Peixotoa anadenanthera",C.E.Anderson,"Peixotoa anadenanthera"
MALPIGHIACEAE,"Peixotoa axillaris",C.E.Anderson,"Peixotoa axillaris"
MALPIGHIACEAE,"Peixotoa gardneri",C.E.Anderson,"Peixotoa gardneri"
MALPIGHIACEAE,"Peixotoa irwinii",C.E.Anderson,"Peixotoa irwinii"
MALPIGHIACEAE,"Peixotoa octoflora",C.E.Anderson,"Peixotoa octoflora"
MALPIGHIACEAE,"Pterandra hatschbachii",W.R.Anderson,"Pterandra hatschbachii"
MALPIGHIACEAE,"Pterandra viridiflora",C.E.Anderson,"Pterandra viridiflora"
MALPIGHIACEAE,"Stigmaphyllon jobertii",C.E.Anderson,"Stigmaphyllon jobertii"
MELASTOMATACEAE,"Cambessedesia pityrophylla","(Mart. ex DC.) A.B.Martins","Cambessedesia pityrophylla"
MELASTOMATACEAE,"Cambessedesia salviifolia","(Cham.) A.B.Martins","Cambessedesia salviifolia"
MELASTOMATACEAE,"Cambessedesia semidecandra","A.St.-Hil. ex A.B.Martins","Cambessedesia semidecandra"
MELASTOMATACEAE,"Chaetostoma cupressimum","(D.Don) C.Koschnitzke & A.B.Martins","Chaetostoma cupressimum"
MELASTOMATACEAE,"Chaetostoma flavum","C.Koschnitzke & A.B.Martins","Chaetostoma flavum"
MELASTOMATACEAE,"Chaetostoma inerme",Naudin,"Chaetostoma inerme"
MELASTOMATACEAE,"Chaetostoma selagineum","(Naudin) C.Koschnitzke & A.B.Martins","Chaetostoma selagineum"
MELASTOMATACEAE,"Chaetostoma stenocladon","(Naudin) C.Koschnitzke & A.B.Martins","Chaetostoma stenocladon"
MELASTOMATACEAE,"Comolia edmundoi",Brade,"Comolia edmundoi"
MELASTOMATACEAE,"Lavoisiera adamantium","Barreto ex Pedersoli","Lavoisiera adamantium"
MELASTOMATACEAE,"Lavoisiera angustifolia",Cogn.,"Lavoisiera angustifolia"
MELASTOMATACEAE,"Lavoisiera bradeana",Barreto,"Lavoisiera bradeana"
MELASTOMATACEAE,"Lavoisiera caryophyllea","A.St.-Hil. ex Naudin","Lavoisiera caryophyllea"
MELASTOMATACEAE,"Lavoisiera firmula","Mart. & Schrank ex DC.","Lavoisiera firmula"
MELASTOMATACEAE,"Lavoisiera harleyi",Wurdack,"Lavoisiera harleyi"
MELASTOMATACEAE,"Lavoisiera humilis",Naudin,"Lavoisiera humilis"
MELASTOMATACEAE,"Lavoisiera macrocarpa",Naudin,"Lavoisiera macrocarpa"
MELASTOMATACEAE,"Lavoisiera mucorifera","Mart. & Schrank ex DC.","Lavoisiera mucorifera"
MELASTOMATACEAE,"Lavoisiera punctata","Mart. & Schrank ex DC.","Lavoisiera punctata"
MELASTOMATACEAE,"Lavoisiera senaei",Schwacke,"Lavoisiera senaei"
MELASTOMATACEAE,"Lavoisiera subulata",Triana,"Lavoisiera subulata"
MELASTOMATACEAE,"Lavoisiera tetragona","Mart. & Schrank ex DC.","Lavoisiera tetragona"
MELASTOMATACEAE,"Microlicia balsamifera","(DC.) Mart.","Microlicia balsamifera"
MELASTOMATACEAE,"Microlicia cipoana",Hoehne,"Microlicia cipoana"
MELASTOMATACEAE,"Microlicia crebropunctata",Pilg.,"Microlicia crebropunctata"
MELASTOMATACEAE,"Microlicia giuliettiana","A.B.Martins & Almeda","Microlicia giuliettiana"
MELASTOMATACEAE,"Microlicia minima",Markgr.,"Microlicia minima"
MELASTOMATACEAE,"Microlicia monticola",Wurdack,"Microlicia monticola"
MELASTOMATACEAE,"Microlicia mucugensis","(Wurdack) Almeda & A.B.Martins","Microlicia mucugensis"
MELASTOMATACEAE,"Microlicia noblickii","(Wurdack) A.B.Martins & Almeda","Microlicia noblickii"
MELASTOMATACEAE,"Microlicia oligochaeta",Wurdack,"Microlicia oligochaeta"
MELASTOMATACEAE,"Microlicia ordinata","(Wurdack) Almeda & A.B.Martins","Microlicia ordinata"
MELASTOMATACEAE,"Microlicia petasensis",Wurdack,"Microlicia petasensis"
MELASTOMATACEAE,"Microlicia pinheiroi",Wurdack,"Microlicia pinheiroi"
MELASTOMATACEAE,"Microlicia scoparia","(A.St.-Hil.) DC.","Microlicia scoparia"
MELASTOMATACEAE,"Microlicia sincorensis","(DC.) Mart.","Microlicia sincorensis"
MELASTOMATACEAE,"Microlicia subaequalis",Wurdack,"Microlicia subaequalis"
MELASTOMATACEAE,"Microlicia subalata",Wurdack,"Microlicia subalata"
MELASTOMATACEAE,"Microlicia suborbicularifolia",Hoehne,"Microlicia suborbicularifolia"
MELASTOMATACEAE,"Microlicia tenuifolia",R.Romero,"Microlicia tenuifolia"
MELASTOMATACEAE,"Microlicia trichocalycina",DC.,"Microlicia trichocalycina"
MELASTOMATACEAE,"Microlicia vernicosa","(Barreto ex Pedersoli) A.B.Martins & Almeda","Microlicia vernicosa"
MELASTOMATACEAE,"Pterolepis rotundifolia",Wurdack,"Pterolepis rotundifolia"
MELASTOMATACEAE,"Trembleya rosmarinoides",DC.,"Trembleya rosmarinoides"
MONIMIACEAE,"Macropeplus schwackeanus","(Perkins) I.Santos & Peixoto","Macropeplus schwackeanus"
MORACEAE,"Dorstenia contensis","Carauta & C.C.Berg","Dorstenia contensis"
MORACEAE,"Dorstenia strangii",Carauta,"Dorstenia strangii"
MORACEAE,"Ficus carautana","L.J.Neves & Emygdio","Ficus carautana"
MYRTACEAE,"Calycolpus australis",Landrum,"Calycolpus australis"
MYRTACEAE,"Plinia nana",Sobral,"Plinia nana"
MYRTACEAE,"Psidium firmum",O.Berg,"Psidium firmum"
OCHNACEAE,"Luxemburgia ciliatibracteata",Sastre,"Luxemburgia ciliatibracteata"
OCHNACEAE,"Luxemburgia damazioana",Beauverd,"Luxemburgia damazioana"
OCHNACEAE,"Luxemburgia diciliata",Dwyer,"Luxemburgia diciliata"
OCHNACEAE,"Luxemburgia hatschbachiana",Sastre,"Luxemburgia hatschbachiana"
OCHNACEAE,"Luxemburgia speciosa",A.St.-Hil.,"Luxemburgia speciosa"
OCHNACEAE,"Ouratea acicularis","R.G.Chacon & K.Yamam.","Ouratea acicularis"
OCHNACEAE,"Sauvagesia lanceolata",Sastre,"Sauvagesia lanceolata"
OCHNACEAE,"Sauvagesia oliveirae","Harley & Giul.","Sauvagesia oliveirae"
OCHNACEAE,"Sauvagesia ribeiroi","Harley & Giul.","Sauvagesia ribeiroi"
ORCHIDACEAE,"Acianthera amaralii","(Pabst) F.Barros & L.Guimarães","Acianthera amaralii"
ORCHIDACEAE,"Dungsia marcaliana","Campacci & Chiron","Dungsia marcaliana"
ORCHIDACEAE,"Habenaria meeana",Toscano,"Habenaria meeana"
ORCHIDACEAE,"Habenaria pseudohamata",Toscano,"Habenaria pseudohamata"
ORCHIDACEAE,"Hadrolaelia praestans","(Rchb.f.) Chiron & V.P.Castro","Hadrolaelia praestans"
ORCHIDACEAE,"Hoffmannseggella pendula","Mota et al.","Hoffmannseggella pendula"
ORCHIDACEAE,"Hoffmannseggella pfisteri","(Pabst & Senghas) Chiron & V.P.Castro","Hoffmannseggella pfisteri"
ORCHIDACEAE,"Leptotes vellozicola","van den Berg et al.","Leptotes vellozicola"
ORCHIDACEAE,"Sarcoglottis riocontensis","E.C.Smidt & Toscano","Sarcoglottis riocontensis"
OROBANCHACEAE,"Esterhazya nanuzae",V.C.Souza,"Esterhazya nanuzae"
OROBANCHACEAE,"Physocalyx scaberrimus",Philcox,"Physocalyx scaberrimus"
OXALIDACEAE,"Oxalis areolata",Taub.,"Oxalis areolata"
OXALIDACEAE,"Oxalis pretoensis",Lourteig,"Oxalis pretoensis"
OXALIDACEAE,"Oxalis veadeirosensis",Lourteig,"Oxalis veadeirosensis"
PASSIFLORACEAE,"Passiflora hypoglauca",Harms,"Passiflora hypoglauca"
PASSIFLORACEAE,"Passiflora mucugeana","T.S.Nunes & L.P.Queiroz","Passiflora mucugeana"
PIPERACEAE,"Peperomia warmingii",C.DC.,"Peperomia warmingii"
PLANTAGINACEAE,"Angelonia pratensis","Gardner ex Benth.","Angelonia pratensis"
POACEAE,"Andropogon campestris",Trin.,"Andropogon campestris"
POACEAE,"Axonopus aureus",P.Beauv.,"Axonopus aureus"
POACEAE,"Axonopus grandifolius",Renvoize,"Axonopus grandifolius"
POACEAE,"Dichanthelium aequivaginatum","(Swallen) Zuloaga","Dichanthelium aequivaginatum"
POACEAE,"Dichanthelium assurgens","(Renvoize) Zuloaga","Dichanthelium assurgens"
POACEAE,"Dichanthelium congestum","(Renvoize) Zuloaga","Dichanthelium congestum"
POACEAE,"Dichanthelium sendulskyii","(Zuloaga & Morrone) Zuloaga","Dichanthelium sendulskyii"
POACEAE,"Digitaria chaseae",Henrard,"Digitaria chaseae"
POACEAE,"Digitaria pampinosa",Henrard,"Digitaria pampinosa"
POACEAE,"Guadua magna","Londoño & Filg.","Guadua magna"
POACEAE,"Mesosetum alatum",Filg.,"Mesosetum alatum"
POACEAE,"Mesosetum longiaristatum",Filg.,"Mesosetum longiaristatum"
POACEAE,"Ophiochloa bryoides","G.H.Rua & R.C.Oliveira","Ophiochloa bryoides"
POACEAE,"Otachyrium piligerum","Send. & Soderstr.","Otachyrium piligerum"
POACEAE,"Panicum ephemeroides","Zuloaga & Morrone","Panicum ephemeroides"
POACEAE,"Panicum noterophilum",Renvoize,"Panicum noterophilum"
POACEAE,"Panicum nutabundum","Zuloaga & Morrone","Panicum nutabundum"
POACEAE,"Paspalum biaristatum","Filg. & Davidse","Paspalum biaristatum"
POACEAE,"Paspalum brachytrichum",Hack.,"Paspalum brachytrichum"
POACEAE,"Paspalum burmanii","Filg. et al.","Paspalum burmanii"
POACEAE,"Paspalum cachimboense","Davidse et al.","Paspalum cachimboense"
POACEAE,"Paspalum filgueirasii","Morrone & Zuloaga","Paspalum filgueirasii"
POACEAE,"Paspalum longiaristatum","Davidse & Filg.","Paspalum longiaristatum"
POACEAE,"Paspalum petrense",A.G.Burm.,"Paspalum petrense"
POACEAE,"Paspalum vallsii","R.C.Oliveira & G.H.Rua","Paspalum vallsii"
POACEAE,"Rheochloa scabrifolia","Filg. et al.","Rheochloa scabrifolia"
POACEAE,"Rupichloa acuminata","(Renvoize) Salariato & Morrone","Rupichloa acuminata"
POACEAE,"Sporobolus hians","Van Schaack","Sporobolus hians"
POACEAE,"Sporobolus paucifolius","Boechat & Longhi-Wagner","Sporobolus paucifolius"
POACEAE,"Streptostachys lanciflora","R.P.Oliveira & Longhi-Wagner","Streptostachys lanciflora"
POLYGALACEAE,"Asemeia marquesiana","(J.F.B.Pastore & T.B.Cavalc.) J.F.B.Pastore & J.R.Abbott","Asemeia marquesiana"
POLYGALACEAE,"Asemeia pohliana","(A.St.-Hil.  Moq.)  J.F.B.Pastore & J.R.Abbott","Asemeia pohliana"
POLYGALACEAE,"Polygala apparicioi",Brade,"Polygala apparicioi"
POLYGALACEAE,"Polygala asperuloides",Kunth,"Polygala asperuloides"
POLYGALACEAE,"Polygala bevilacquai",Marques,"Polygala bevilacquai"
POLYGALACEAE,"Polygala grazielae",Marques,"Polygala grazielae"
POLYGALACEAE,"Polygala irwinii",Wurdack,"Polygala irwinii"
POLYGALACEAE,"Polygala juncea",A.St.-Hil.,"Polygala juncea"
POLYGALACEAE,"Polygala malmeana",Chodat,"Polygala malmeana"
POLYGALACEAE,"Polygala patens","J.F.B.Pastore & Marques","Polygala patens"
POLYGALACEAE,"Polygala pseudocoriacea",Chodat,"Polygala pseudocoriacea"
POLYGALACEAE,"Polygala pseudoerica","A.St.-Hil. & Moq.","Polygala pseudoerica"
POLYGALACEAE,"Polygala suganumae","J.F.B.Pastore & Marques","Polygala suganumae"
POLYGALACEAE,"Polygala trifurcata",Chodat,"Polygala trifurcata"
POLYGALACEAE,"Polygala vollii",Brade,"Polygala vollii"
POLYGALACEAE,"Securidaca acuminata","A.St.-Hil. & Moq.","Securidaca acuminata"
POLYGONACEAE,"Coccoloba cereifera",Schwacke,"Coccoloba cereifera"
PRIMULACEAE,"Myrsine cipoensis","M.F.Freitas & Kin.-Gouv.","Myrsine cipoensis"
RHABDODENDRACEAE,"Rhabdodendron gardneranum","(Benth.) Sandwith","Rhabdodendron gardneranum"
RUBIACEAE,"Borreria amapaensis","E.L.Cabral & Bacigalupo","Borreria amapaensis"
RUBIACEAE,"Borreria burchellii","E.L.Cabral & Bacigalupo","Borreria burchellii"
RUBIACEAE,"Borreria gracillima",DC.,"Borreria gracillima"
RUBIACEAE,"Borreria guimaraesensis","E.L.Cabral & Bacigalupo","Borreria guimaraesensis"
RUBIACEAE,"Borreria irwiniana",E.L.Cabral,"Borreria irwiniana"
RUBIACEAE,"Borreria paulista","E.L.Cabral & Bacigalupo","Borreria paulista"
RUBIACEAE,"Borreria rosmarinifolia","E.L.Cabral & Bacigalupo","Borreria rosmarinifolia"
RUBIACEAE,"Borreria tocantinsiana","E.L.Cabral & Bacigalupo","Borreria tocantinsiana"
RUBIACEAE,"Diodia macrophylla",K.Schum.,"Diodia macrophylla"
RUBIACEAE,"Galianthe macedoi",E.L.Cabral,"Galianthe macedoi"
RUBIACEAE,"Galianthe matogrossiana",E.L.Cabral,"Galianthe matogrossiana"
RUBIACEAE,"Mitracarpus pusillus",Steyerm.,"Mitracarpus pusillus"
RUBIACEAE,"Psyllocarpus schwackei",K.Schum.,"Psyllocarpus schwackei"
RUBIACEAE,"Staelia tocantinsiana","R.M.Salas & E.L.Cabral","Staelia tocantinsiana"
SANTALACEAE,"Phoradendron anamariae",Rizzini,"Phoradendron anamariae"
SANTALACEAE,"Phoradendron dimerostachys",Rizzini,"Phoradendron dimerostachys"
SANTALACEAE,"Phoradendron virens",Rizzini,"Phoradendron virens"
SCHOEPFIACEAE,"Schoepfia velutina",Sandwith,"Schoepfia velutina"
SCROPHULARIACEAE,"Buddleja longiflora",Brade,"Buddleja longiflora"
SCROPHULARIACEAE,"Buddleja speciosissima",Taub.,"Buddleja speciosissima"
PLANTAGINACEAE,"Philcoxia goiasensis",P.Taylor,"Philcoxia goiasensis"
PLANTAGINACEAE,"Philcoxia minensis","V.C.Souza & Giul.","Philcoxia minensis"
SOLANACEAE,"Brunfelsia rupestris",Plowman,"Brunfelsia rupestris"
SOLANACEAE,"Solanum eitenii",Agra,"Solanum eitenii"
SYMPLOCACEAE,"Symplocos glaberrima",Gontsch.,"Symplocos glaberrima"
SYMPLOCACEAE,"Symplocos insolita","Aranha et al.","Symplocos insolita"
SYMPLOCACEAE,"Symplocos saxatilis","Aranha et al.","Symplocos saxatilis"
TURNERACEAE,"Piriqueta araguaiana",Arbo,"Piriqueta araguaiana"
TURNERACEAE,"Piriqueta caiapoensis",Arbo,"Piriqueta caiapoensis"
TURNERACEAE,"Piriqueta cristobaliae",Arbo,"Piriqueta cristobaliae"
TURNERACEAE,"Piriqueta emasensis",Arbo,"Piriqueta emasensis"
TURNERACEAE,"Piriqueta lourteigiae",Arbo,"Piriqueta lourteigiae"
TURNERACEAE,"Turnera asymmetrica",Arbo,"Turnera asymmetrica"
TURNERACEAE,"Turnera cipoensis",Arbo,"Turnera cipoensis"
TURNERACEAE,"Turnera coccinea",Arbo,"Turnera coccinea"
TURNERACEAE,"Turnera collotricha",Arbo,"Turnera collotricha"
TURNERACEAE,"Turnera coriacea",Urb.,"Turnera coriacea"
TURNERACEAE,"Turnera elliptica",Urb.,"Turnera elliptica"
TURNERACEAE,"Turnera foliosa",Urb.,"Turnera foliosa"
TURNERACEAE,"Turnera gardneriana",Arbo,"Turnera gardneriana"
TURNERACEAE,"Turnera ignota",Arbo,"Turnera ignota"
TURNERACEAE,"Turnera luetzelburgii",Sleumer,"Turnera luetzelburgii"
TURNERACEAE,"Turnera pinifolia",Cambess.,"Turnera pinifolia"
TURNERACEAE,"Turnera princeps",Arbo,"Turnera princeps"
TURNERACEAE,"Turnera reginae",Arbo,"Turnera reginae"
TURNERACEAE,"Turnera revoluta",Urb.,"Turnera revoluta"
TURNERACEAE,"Turnera riedeliana",Urb.,"Turnera riedeliana"
VELLOZIACEAE,"Barbacenia andersonii","L.B.Sm. & Ayensu","Barbacenia andersonii"
VELLOZIACEAE,"Barbacenia blackii",L.B.Sm.,"Barbacenia blackii"
VELLOZIACEAE,"Barbacenia contasana","L.B.Sm. & Ayensu","Barbacenia contasana"
VELLOZIACEAE,"Barbacenia cylindrica","L.B.Sm. & Ayensu","Barbacenia cylindrica"
VELLOZIACEAE,"Barbacenia fulva","Goethart & Henrard","Barbacenia fulva"
VELLOZIACEAE,"Barbacenia glabra","Goethart & Henrard","Barbacenia glabra"
VELLOZIACEAE,"Barbacenia hatschbachii","L.B.Sm. & Ayensu","Barbacenia hatschbachii"
VELLOZIACEAE,"Barbacenia lymansmithii","Mello-Silva & N.L.Menezes","Barbacenia lymansmithii"
VELLOZIACEAE,"Barbacenia minima","L.B.Sm. & Ayensu","Barbacenia minima"
VELLOZIACEAE,"Barbacenia reflexa","L.B.Sm. & Ayensu","Barbacenia reflexa"
VELLOZIACEAE,"Barbacenia regis",L.B.Sm.,"Barbacenia regis"
VELLOZIACEAE,"Barbacenia umbrosa","L.B.Sm. & Ayensu","Barbacenia umbrosa"
VELLOZIACEAE,"Barbacenia williamsii",L.B.Sm.,"Barbacenia williamsii"
VELLOZIACEAE,"Vellozia bradei",Schulze-Menz,"Vellozia bradei"
VELLOZIACEAE,"Vellozia costata","L.B.Sm. & Ayensu","Vellozia costata"
VELLOZIACEAE,"Vellozia crinita","Goethart & Henrard","Vellozia crinita"
VELLOZIACEAE,"Vellozia exilis","Goethart & Henrard","Vellozia exilis"
VELLOZIACEAE,"Vellozia graomogolensis",L.B.Sm.,"Vellozia graomogolensis"
VELLOZIACEAE,"Vellozia luteola","Mello-Silva & N.L.Menezes","Vellozia luteola"
VELLOZIACEAE,"Vellozia maxillarioides",L.B.Sm.,"Vellozia maxillarioides"
VELLOZIACEAE,"Vellozia prolifera",Mello-Silva,"Vellozia prolifera"
VELLOZIACEAE,"Vellozia sellowii",Seub.,"Vellozia sellowii"
VELLOZIACEAE,"Vellozia spiralis",L.B.Sm.,"Vellozia spiralis"
VELLOZIACEAE,"Vellozia tillandsioides",Mello-Silva,"Vellozia tillandsioides"
VELLOZIACEAE,"Vellozia torquata","L.B.Sm. & Ayensu","Vellozia torquata"
VERBENACEAE,"Bouchea chascanoides",Moldenke,"Bouchea chascanoides"
VERBENACEAE,"Bouchea fluminensis","(Vell.) Moldenke","Bouchea fluminensis"
VERBENACEAE,"Lippia ciliata",Salimena,"Lippia ciliata"
VERBENACEAE,"Lippia duartei",Moldenke,"Lippia duartei"
VERBENACEAE,"Lippia gardneriana",Schauer,"Lippia gardneriana"
VERBENACEAE,"Lippia grandiflora","Mart. & Schauer","Lippia grandiflora"
VERBENACEAE,"Lippia macedoi",Moldenke,"Lippia macedoi"
VERBENACEAE,"Stachytarpheta ajugifolia",Schauer,"Stachytarpheta ajugifolia"
VERBENACEAE,"Stachytarpheta bicolor",Hook.f.,"Stachytarpheta bicolor"
VERBENACEAE,"Stachytarpheta discolor",Cham.,"Stachytarpheta discolor"
VERBENACEAE,"Stachytarpheta froesii",Moldenke,"Stachytarpheta froesii"
VERBENACEAE,"Stachytarpheta galactea",S.Atkins,"Stachytarpheta galactea"
VERBENACEAE,"Stachytarpheta integrifolia","(Pohl) Walp.","Stachytarpheta integrifolia"
VERBENACEAE,"Stachytarpheta itambensis",S.Atkins,"Stachytarpheta itambensis"
VERBENACEAE,"Stachytarpheta lacunosa",Schauer,"Stachytarpheta lacunosa"
VERBENACEAE,"Stachytarpheta lychnitis",Mart.,"Stachytarpheta lychnitis"
VERBENACEAE,"Stachytarpheta monachinoi",Moldenke,"Stachytarpheta monachinoi"
VERBENACEAE,"Stachytarpheta pohliana",Cham.,"Stachytarpheta pohliana"
VOCHYSIACEAE,"Callisthene erythroclada",Warm.,"Callisthene erythroclada"
VOCHYSIACEAE,"Qualea elegans","Taub. ex Benoist","Qualea elegans"
VOCHYSIACEAE,"Vochysia petraea",Warm.,"Vochysia petraea"
VOCHYSIACEAE,"Vochysia pygmaea",Bong.,"Vochysia pygmaea"
VOCHYSIACEAE,"Vochysia rotundifolia",Mart.,"Vochysia rotundifolia"
XYRIDACEAE,"Xyris archeri","L.B.Sm. & Downs","Xyris archeri"
XYRIDACEAE,"Xyris diaphanobracteata","Kral & Wand.","Xyris diaphanobracteata"
XYRIDACEAE,"Xyris goyazensis",Malme,"Xyris goyazensis"
XYRIDACEAE,"Xyris itambensis","Kral & Wand.","Xyris itambensis"
XYRIDACEAE,"Xyris jataiana","Kral & Wand.","Xyris jataiana"
XYRIDACEAE,"Xyris lanuginosa",Seub.,"Xyris lanuginosa"
XYRIDACEAE,"Xyris mertensiana","Körn. ex Malme","Xyris mertensiana"
XYRIDACEAE,"Xyris obcordata","Kral & Wand.","Xyris obcordata"
XYRIDACEAE,"Xyris paradisiaca",Wand.,"Xyris paradisiaca"
XYRIDACEAE,"Xyris picea","Kral & Wand.","Xyris picea"
XYRIDACEAE,"Xyris pranceana","Kral & Wand.","Xyris pranceana"
XYRIDACEAE,"Xyris rupicola",Kunth,"Xyris rupicola"
XYRIDACEAE,"Xyris spectabilis",Mart.,"Xyris spectabilis"
XYRIDACEAE,"Xyris subsetigera",Malme,"Xyris subsetigera"
XYRIDACEAE,"Xyris veruina",Malme,"Xyris veruina"
XYRIDACEAE,"Xyris vestita",Malme,"Xyris vestita"
XYRIDACEAE,"Xyris villosicarinata","Kral & Wand.","Xyris villosicarinata"
ERIOCAULACEAE,"Leiothrix fulgida var. milho-verdensis","(Silveira) Giul.","Leiothrix fulgida var. milho-verdensis"
