family,scientificNameWithoutAuthorship,scientificNameAuthorship,analysis,assessment,category,criteria
FABACEAE,"Mimosa ulbrichiana",Harms,done,comments,LC,
FABACEAE,"Mimosa ulei",Taub.,done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
FABACEAE,"Mimosa virgula",Barneby,done,comments,NT,
FABACEAE,"Moldenhawera acuminata","Afr.Fern. & P.Bezerra",done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
FABACEAE,"Poiretia bahiana","Müll. Hal.",done,comments,LC,
FABACEAE,"Poiretia marginata","Müll. Hal.",done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
FABACEAE,"Poiretia unifoliolata","Barreto ex A.B.Martins & Pedersoli",done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
FABACEAE,"Zornia glaziovii",Harms,done,comments,CR,B2ab(iii)
FABACEAE,"Zornia subsessilis","Fort.-Perez & A.M.G.Azevedo",done,comments,EN,"B2ab(i,ii,iii)"
GENTIANACEAE,"Prepusa montana",Mart.,done,comments,VU,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)"
GENTIANACEAE,"Schultesia bahiensis","E.F.Guim. & Fontella",done,comments,LC,
GENTIANACEAE,"Schultesia crenuliflora",Mart.,done,comments,VU,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
GENTIANACEAE,"Schultesia irwiniana","E.F.Guim. & Fontella",done,comments,CR,"B2ab(i,ii,iii,iv)"
GENTIANACEAE,"Schultesia pachyphylla",Griseb.,done,comments,LC,
GENTIANACEAE,"Schultesia piresiana","E.F.Guim. & Fontella",done,comments,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
GENTIANACEAE,"Schultesia sucreana","E.F.Guim. & Fontella",done,comments,CR,"B2ab(ii,iii,iv)"
GESNERIACEAE,"Paliavana plumerioides",Chautems,done,comments,EN,B1ab(iii)+2ab(iii)
LAMIACEAE,"Eriope angustifolia",Epling,done,comments,CR,"B2ab(i,ii,iii)"
LAMIACEAE,"Eriope confusa",Harley,done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
LAMIACEAE,"Eriope filifolia",Benth.,done,comments,EN,"B2ab(i,ii,iii,v)"
LAMIACEAE,"Eriope montana",Harley,done,comments,VU,"B1ab(i,ii,iii)"
LAMIACEAE,"Eriope sincorana",Harley,done,comments,NT,
LAMIACEAE,"Eriope xavantium",Harley,done,comments,DD,
LAMIACEAE,"Hypenia concinna","(Benth.) Harley",done,comments,DD,
LAMIACEAE,"Hypenia paradisi","(Harley) Harley",done,comments,EN,"B1ab(i,ii,iii)"
LAMIACEAE,"Hyptidendron dictiocalyx","(Benth.) Harley",done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
LAMIACEAE,"Hyptis argyrophylla",Harley,done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
LAMIACEAE,"Hyptis asteroides","A.St.-Hil. ex Benth.",done,comments,DD,
LAMIACEAE,"Hyptis caduca",Epling,done,comments,DD,
LAMIACEAE,"Hyptis coriacea",Benth.,done,comments,DD,
LAMIACEAE,"Hyptis cuniloides",Epling,done,comments,VU,"B1ab(i,ii,iii)"
LAMIACEAE,"Hyptis dictyodea","Pohl ex Benth.",done,comments,VU,"B1ab(i,ii,iii);D2"
LAMIACEAE,"Hyptis hagei",Harley,done,comments,VU,"B1ab(i,ii,iii)"
LAMIACEAE,"Hyptis halimifolia","Mart. ex Benth.",done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
LAMIACEAE,"Hyptis heterophylla",Benth.,done,comments,DD,
LAMIACEAE,"Hyptis humilis",Benth.,done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
LAMIACEAE,"Hyptis irwinii",Harley,done,comments,NT,
LAMIACEAE,"Hyptis loeseneriana",Pilg.,done,comments,DD,
LAMIACEAE,"Hyptis nivea",Epling,done,comments,EN,"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)"
LAMIACEAE,"Hyptis nubicola",Harley,done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
LAMIACEAE,"Hyptis silvinae",Harley,done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
LAMIACEAE,"Hyptis tenuifolia",Epling,done,comments,NT,
LENTIBULARIACEAE,"Utricularia huntii",P.Taylor,done,comments,DD,
LOGANIACEAE,"Strychnos cerradoensis","Krukoff & Barneby",done,comments,DD,
LORANTHACEAE,"Oryctina eubrachioides",Kuijt,done,comments,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
LORANTHACEAE,"Psittacanthus acinarius","(Mart.) Mart.",done,comments,LC,
LORANTHACEAE,"Struthanthus microstylus",Rizzini,done,comments,CR,"B2ab(i,ii,iii,iv)"
LORANTHACEAE,"Struthanthus planaltinae",Rizzini,done,comments,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
LORANTHACEAE,"Struthanthus pusillifolius",Rizzini,done,comments,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
LORANTHACEAE,"Struthanthus rufo-furfuraceus",Rizzini,done,comments,DD,
LYTHRACEAE,"Cuphea anamariae","T.B.Cavalc. & S.A.Graham",done,comments,DD,
LYTHRACEAE,"Cuphea cunninghamiifolia",T.B.Cavalc.,done,comments,EN,"B2ab(i,ii,iii)"
LYTHRACEAE,"Cuphea disperma",Koehne,done,comments,LC,
LYTHRACEAE,"Cuphea fuchsiifolia",A.St.-Hil.,done,comments,EN,"B2ab(i,ii,iii)"
LYTHRACEAE,"Cuphea glareosa",T.B.Cavalc.,done,comments,NT,
LYTHRACEAE,"Cuphea lucens","T.B.Cavalc. & S.A.Graham",done,comments,DD,
LYTHRACEAE,"Cuphea potamophila","T.B.Cavalc. & S.A.Graham",done,comments,DD,
LYTHRACEAE,"Cuphea sclerophylla",Koehne,done,comments,VU,"B2ab(i,ii,iii,v)"
LYTHRACEAE,"Cuphea sincorana",T.B.Cavalc.,done,comments,DD,
LYTHRACEAE,"Cuphea warmingii",Koehne,done,comments,DD,
LYTHRACEAE,"Cuphea xanthopetala","S.A.Graham & T.B.Cavalc.",done,comments,DD,
LYTHRACEAE,"Diplusodon adpressipilus",Lourteig,done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
LYTHRACEAE,"Diplusodon alatus",T.B.Cavalc.,done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
LYTHRACEAE,"Diplusodon appendiculosus",Lourteig,done,comments,DD,
LYTHRACEAE,"Diplusodon argenteus",Lourteig,done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
LYTHRACEAE,"Diplusodon bradei",Pilg.,done,comments,VU,"B2ab(i,ii,iii)"
LYTHRACEAE,"Diplusodon canastrensis",T.B.Cavalc.,done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
LYTHRACEAE,"Diplusodon capitalensis",T.B.Cavalc.,done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
LYTHRACEAE,"Diplusodon capitatus","(A. St.-Hil.) Koehne",done,comments,CR,"B2ab(i,ii,iii)"
LYTHRACEAE,"Diplusodon chapadensis",T.B.Cavalc.,done,comments,DD,
LYTHRACEAE,"Diplusodon decussatus",Gardner,done,comments,EN,"B2ab(i,ii,iii)"
LYTHRACEAE,"Diplusodon floribundus",Pohl,done,comments,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
LYTHRACEAE,"Diplusodon glocimarii",T.B.Cavalc.,done,comments,EN,"B2ab(i,ii,iii)"
LYTHRACEAE,"Diplusodon grahamae",T.B.Cavalc.,done,comments,DD,
LYTHRACEAE,"Diplusodon heringeri",Lourteig,done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
LYTHRACEAE,"Diplusodon longipes",Koehne,done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
LYTHRACEAE,"Diplusodon mattogrossensis",T.B.Cavalc.,done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
LYTHRACEAE,"Diplusodon mononeuros",Pilg.,done,comments,DD,
LYTHRACEAE,"Diplusodon parvifolius","Mart. ex DC.",done,comments,NT,
LYTHRACEAE,"Diplusodon petiolatus","(Koehne) T.B. Cavalc.",done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
LYTHRACEAE,"Diplusodon plumbeus",T.B.Cavalc.,done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
LYTHRACEAE,"Diplusodon pygmaeus",T.B.Cavalc.,done,comments,DD,
LYTHRACEAE,"Diplusodon rosmarinifolius",A.St.-Hil.,done,comments,LC,
LYTHRACEAE,"Diplusodon rotundifolius",DC.,done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
LYTHRACEAE,"Diplusodon rupestris",T.B.Cavalc.,done,comments,DD,
LYTHRACEAE,"Diplusodon saxatilis",Lourteig,done,comments,DD,
LYTHRACEAE,"Diplusodon sigillatus",Lourteig,done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
LYTHRACEAE,"Diplusodon sordidus",Koehne,done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii,v)"
LYTHRACEAE,"Diplusodon thysanosepalus",Lourteig,done,comments,DD,
LYTHRACEAE,"Diplusodon trigintus",T.B.Cavalc.,done,comments,EN,"B2ab(i,ii,iii)"
MALPIGHIACEAE,"Acmanthera fernandesii",W.R.Anderson,done,comments,DD,
MALPIGHIACEAE,"Amorimia velutina",W.R.Anderson,done,comments,DD,
MALPIGHIACEAE,"Banisteriopsis arborea",B.Gates,done,comments,VU,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
MALPIGHIACEAE,"Banisteriopsis byssacea",B.Gates,done,comments,VU,"B1ab(i,ii,iii)"
MALPIGHIACEAE,"Banisteriopsis goiana",B.Gates,done,comments,VU,"B1ab(i,ii,iii)"
MALPIGHIACEAE,"Byrsonima cordifolia",W.R.Anderson,done,comments,EN,"B2ab(i,ii,iii,iv)"
MALPIGHIACEAE,"Byrsonima hatschbachii",W.R.Anderson,done,comments,VU,D2
MALPIGHIACEAE,"Janusia christianeae",W.R.Anderson,done,comments,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
MALPIGHIACEAE,"Mascagnia aptera",W.R.Anderson,done,comments,CR,"B2ab(i,ii,iii,iv)"
MALPIGHIACEAE,"Peixotoa anadenanthera",C.E.Anderson,done,comments,CR,"B2ab(i,ii,iii,iv)"
MALPIGHIACEAE,"Peixotoa axillaris",C.E.Anderson,done,comments,CR,"B2ab(i,ii,iii,iv)"
MALPIGHIACEAE,"Peixotoa gardneri",C.E.Anderson,done,comments,DD,
MALPIGHIACEAE,"Peixotoa irwinii",C.E.Anderson,done,comments,CR,"B2ab(i,ii,iii,iv)"
MALPIGHIACEAE,"Peixotoa octoflora",C.E.Anderson,done,comments,DD,
MALPIGHIACEAE,"Pterandra hatschbachii",W.R.Anderson,done,comments,VU,D2
MALPIGHIACEAE,"Pterandra viridiflora",C.E.Anderson,done,comments,DD,
MALPIGHIACEAE,"Stigmaphyllon jobertii",C.E.Anderson,done,comments,DD,
MELASTOMATACEAE,"Cambessedesia pityrophylla","(Mart. ex DC.) A.B.Martins",done,comments,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
MELASTOMATACEAE,"Cambessedesia salviifolia","(Cham.) A.B.Martins",done,comments,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
MELASTOMATACEAE,"Cambessedesia semidecandra","A.St.-Hil. ex A.B.Martins",done,comments,VU,D2
MELASTOMATACEAE,"Chaetostoma flavum","C.Koschnitzke & A.B.Martins",done,comments,VU,D2
MELASTOMATACEAE,"Chaetostoma inerme",Naudin,done,comments,CR,B1ab(iii)+2ab(iii)
MELASTOMATACEAE,"Chaetostoma selagineum","(Naudin) C.Koschnitzke & A.B.Martins",done,comments,LC,
MELASTOMATACEAE,"Chaetostoma stenocladon","(Naudin) C.Koschnitzke & A.B.Martins",done,comments,NT,
MELASTOMATACEAE,"Comolia edmundoi",Brade,done,comments,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
MELASTOMATACEAE,"Lavoisiera adamantium","Barreto ex Pedersoli",done,comments,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
MELASTOMATACEAE,"Lavoisiera angustifolia",Cogn.,done,comments,CR,"B2ab(i,ii,iii,iv)"
MELASTOMATACEAE,"Lavoisiera bradeana",Barreto,done,comments,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
MELASTOMATACEAE,"Lavoisiera caryophyllea","A.St.-Hil. ex Naudin",done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
MELASTOMATACEAE,"Lavoisiera firmula","Mart. & Schrank ex DC.",done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
MELASTOMATACEAE,"Lavoisiera harleyi",Wurdack,done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
MELASTOMATACEAE,"Lavoisiera humilis",Naudin,done,comments,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
MELASTOMATACEAE,"Lavoisiera macrocarpa",Naudin,done,comments,NT,
MELASTOMATACEAE,"Lavoisiera mucorifera","Mart. & Schrank ex DC.",done,comments,NT,
MELASTOMATACEAE,"Lavoisiera punctata","Mart. & Schrank ex DC.",done,comments,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
MELASTOMATACEAE,"Lavoisiera senaei",Schwacke,done,comments,VU,D2
MELASTOMATACEAE,"Lavoisiera subulata",Triana,done,comments,VU,D2
MELASTOMATACEAE,"Lavoisiera tetragona","Mart. & Schrank ex DC.",done,comments,CR,"B1ab(i,ii,iii,iv)"
MELASTOMATACEAE,"Microlicia balsamifera","(DC.) Mart.",done,comments,VU,"B1ab(i,ii,iii)"
MELASTOMATACEAE,"Microlicia cipoana",Hoehne,done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
MELASTOMATACEAE,"Microlicia crebropunctata",Pilg.,done,comments,DD,
MELASTOMATACEAE,"Microlicia giuliettiana","A.B.Martins & Almeda",done,comments,NT,
MELASTOMATACEAE,"Microlicia minima",Markgr.,done,comments,NT,
MELASTOMATACEAE,"Microlicia monticola",Wurdack,done,comments,NT,
MELASTOMATACEAE,"Microlicia mucugensis","(Wurdack) Almeda & A.B.Martins",done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
MELASTOMATACEAE,"Microlicia noblickii","(Wurdack) A.B.Martins & Almeda",done,comments,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
MELASTOMATACEAE,"Microlicia oligochaeta",Wurdack,done,comments,EN,"B1ab(i,ii,iii,iv)"
MELASTOMATACEAE,"Microlicia ordinata","(Wurdack) Almeda & A.B.Martins",done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
MELASTOMATACEAE,"Microlicia petasensis",Wurdack,done,comments,VU,"B1ab(i,ii,iii)"
MELASTOMATACEAE,"Microlicia pinheiroi",Wurdack,done,comments,EN,"B2ab(i,ii,iii,iv)"
MELASTOMATACEAE,"Microlicia scoparia","(A.St.-Hil.) DC.",done,comments,NT,
MELASTOMATACEAE,"Microlicia sincorensis","(DC.) Mart.",done,comments,VU,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
MELASTOMATACEAE,"Microlicia subaequalis",Wurdack,done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
MELASTOMATACEAE,"Microlicia subalata",Wurdack,done,comments,CR,"B1ab(i,ii,iii,iv)"
MELASTOMATACEAE,"Microlicia suborbicularifolia",Hoehne,done,comments,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
MELASTOMATACEAE,"Microlicia tenuifolia",R.Romero,done,comments,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
MELASTOMATACEAE,"Microlicia trichocalycina",DC.,done,comments,CR,"B2ab(i,ii,iii,iv)"
MELASTOMATACEAE,"Microlicia vernicosa","(Barreto ex Pedersoli) A.B.Martins & Almeda",done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
MELASTOMATACEAE,"Pterolepis rotundifolia",Wurdack,done,comments,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
MELASTOMATACEAE,"Trembleya rosmarinoides",DC.,done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
MONIMIACEAE,"Macropeplus schwackeanus","(Perkins) I.Santos & Peixoto",done,comments,VU,"B1ab(i,ii,iii,iv)"
MORACEAE,"Dorstenia contensis","Carauta & C.C.Berg",done,comments,VU,"B1ab(i,ii,iii,iv)"
MORACEAE,"Dorstenia strangii",Carauta,done,comments,CR,"B2ab(i,ii,iii,iv)"
MORACEAE,"Ficus carautana","L.J.Neves & Emygdio",done,comments,EN,"B2ab(i,ii,iii,iv)"
MYRTACEAE,"Calycolpus australis",Landrum,done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
MYRTACEAE,"Plinia nana",Sobral,done,comments,VU,B1ab(iii)+2ab(iii)
MYRTACEAE,"Psidium firmum",O.Berg,done,comments,LC,
OCHNACEAE,"Luxemburgia ciliatibracteata",Sastre,done,comments,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
OCHNACEAE,"Luxemburgia damazioana",Beauverd,done,comments,VU,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
OCHNACEAE,"Luxemburgia diciliata",Dwyer,done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
OCHNACEAE,"Luxemburgia hatschbachiana",Sastre,done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
OCHNACEAE,"Luxemburgia speciosa",A.St.-Hil.,done,comments,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
OCHNACEAE,"Ouratea acicularis","R.G.Chacon & K.Yamam.",done,comments,EN,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)"
OCHNACEAE,"Sauvagesia lanceolata",Sastre,done,comments,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
OCHNACEAE,"Sauvagesia oliveirae","Harley & Giul.",done,comments,CR,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
OCHNACEAE,"Sauvagesia ribeiroi","Harley & Giul.",done,comments,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
ORCHIDACEAE,"Acianthera amaralii","(Pabst) F.Barros & L.Guimarães",validation,,,
ORCHIDACEAE,"Dungsia marcaliana","Campacci & Chiron",validation,,,
ORCHIDACEAE,"Habenaria meeana",Toscano,validation,,,
ORCHIDACEAE,"Habenaria pseudohamata",Toscano,validation,,,
ORCHIDACEAE,"Hadrolaelia praestans","(Rchb.f.) Chiron & V.P.Castro",validation,,,
ORCHIDACEAE,"Hoffmannseggella pendula","Mota et al.",validation,,,
ORCHIDACEAE,"Hoffmannseggella pfisteri","(Pabst & Senghas) Chiron & V.P.Castro",validation,,,
ORCHIDACEAE,"Leptotes vellozicola","van den Berg et al.",validation,,,
ORCHIDACEAE,"Sarcoglottis riocontensis","E.C.Smidt & Toscano",validation,,,
OROBANCHACEAE,"Esterhazya nanuzae",V.C.Souza,done,comments,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
OROBANCHACEAE,"Physocalyx scaberrimus",Philcox,done,comments,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
OXALIDACEAE,"Oxalis areolata",Taub.,done,comments,DD,
OXALIDACEAE,"Oxalis pretoensis",Lourteig,done,comments,DD,
OXALIDACEAE,"Oxalis veadeirosensis",Lourteig,done,comments,DD,
PASSIFLORACEAE,"Passiflora hypoglauca",Harms,done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
PASSIFLORACEAE,"Passiflora mucugeana","T.S.Nunes & L.P.Queiroz",done,comments,EN,B1ab(iii)+2ab(iii)
PIPERACEAE,"Peperomia warmingii",C.DC.,done,comments,NT,
PLANTAGINACEAE,"Angelonia pratensis","Gardner ex Benth.",done,comments,EN,"B2ab(i,ii,iii)"
POACEAE,"Andropogon campestris",Trin.,done,comments,DD,
POACEAE,"Axonopus aureus",P.Beauv.,done,comments,LC,
POACEAE,"Axonopus grandifolius",Renvoize,done,comments,VU,"A2c;B1ab(i,iii)"
POACEAE,"Dichanthelium aequivaginatum","(Swallen) Zuloaga",done,comments,NT,
POACEAE,"Dichanthelium assurgens","(Renvoize) Zuloaga",done,comments,NT,
POACEAE,"Dichanthelium congestum","(Renvoize) Zuloaga",done,comments,DD,
POACEAE,"Dichanthelium sendulskyii","(Zuloaga & Morrone) Zuloaga",done,comments,DD,
POACEAE,"Digitaria chaseae",Henrard,done,comments,DD,
POACEAE,"Digitaria pampinosa",Henrard,done,comments,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
POACEAE,"Guadua magna","Londoño & Filg.",done,comments,CR,"B1ab(i,ii,iii,iv)"
POACEAE,"Mesosetum alatum",Filg.,done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
POACEAE,"Mesosetum longiaristatum",Filg.,done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
POACEAE,"Ophiochloa bryoides","G.H.Rua & R.C.Oliveira",done,comments,CR,"B1ab(i,ii,iii)"
POACEAE,"Otachyrium piligerum","Send. & Soderstr.",done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
POACEAE,"Panicum ephemeroides","Zuloaga & Morrone",done,comments,DD,
POACEAE,"Panicum noterophilum",Renvoize,done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
POACEAE,"Panicum nutabundum","Zuloaga & Morrone",done,comments,DD,
POACEAE,"Paspalum biaristatum","Filg. & Davidse",done,comments,CR,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
POACEAE,"Paspalum brachytrichum",Hack.,done,comments,NT,
POACEAE,"Paspalum burmanii","Filg. et al.",done,comments,DD,
POACEAE,"Paspalum cachimboense","Davidse et al.",done,comments,DD,
POACEAE,"Paspalum filgueirasii","Morrone & Zuloaga",done,comments,DD,
POACEAE,"Paspalum longiaristatum","Davidse & Filg.",done,comments,VU,D2
POACEAE,"Paspalum petrense",A.G.Burm.,done,comments,EN,"B1ab(i,iii)+2ab(i,ii,iii)"
POACEAE,"Paspalum vallsii","R.C.Oliveira & G.H.Rua",done,comments,DD,
POACEAE,"Rheochloa scabrifolia","Filg. et al.",done,comments,DD,
POACEAE,"Rupichloa acuminata","(Renvoize) Salariato & Morrone",done,comments,DD,
POACEAE,"Sporobolus hians","Van Schaack",done,comments,CR,"B2ab(i,ii,iii)"
POACEAE,"Sporobolus paucifolius","Boechat & Longhi-Wagner",done,comments,DD,
POACEAE,"Streptostachys lanciflora","R.P.Oliveira & Longhi-Wagner",done,comments,DD,
POLYGALACEAE,"Asemeia marquesiana","(J.F.B.Pastore & T.B.Cavalc.) J.F.B.Pastore & J.R.Abbott",done,comments,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
POLYGALACEAE,"Asemeia pohliana","(A.St.-Hil.  Moq.)  J.F.B.Pastore & J.R.Abbott",done,comments,CR,"B2ab(i,ii,iii)"
POLYGALACEAE,"Polygala apparicioi",Brade,done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
POLYGALACEAE,"Polygala asperuloides",Kunth,done,comments,LC,
POLYGALACEAE,"Polygala bevilacquai",Marques,done,comments,CR,"B2ab(i,ii,iii)"
POLYGALACEAE,"Polygala grazielae",Marques,done,comments,CR,"B2ab(i,ii,iii)"
POLYGALACEAE,"Polygala irwinii",Wurdack,done,comments,NT,
POLYGALACEAE,"Polygala juncea",A.St.-Hil.,done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
POLYGALACEAE,"Polygala malmeana",Chodat,done,comments,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
POLYGALACEAE,"Polygala patens","J.F.B.Pastore & Marques",done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
POLYGALACEAE,"Polygala pseudocoriacea",Chodat,done,comments,CR,"B2ab(i,ii,iii)"
POLYGALACEAE,"Polygala pseudoerica","A.St.-Hil. & Moq.",done,comments,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
POLYGALACEAE,"Polygala suganumae","J.F.B.Pastore & Marques",done,comments,CR,"B2ab(i,ii,iii,iv)"
POLYGALACEAE,"Polygala trifurcata",Chodat,done,comments,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
POLYGALACEAE,"Polygala vollii",Brade,done,comments,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
POLYGALACEAE,"Securidaca acuminata","A.St.-Hil. & Moq.",done,comments,DD,
POLYGONACEAE,"Coccoloba cereifera",Schwacke,done,comments,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
PRIMULACEAE,"Myrsine cipoensis","M.F.Freitas & Kin.-Gouv.",done,comments,DD,
RHABDODENDRACEAE,"Rhabdodendron gardneranum","(Benth.) Sandwith",done,comments,DD,
RUBIACEAE,"Borreria amapaensis","E.L.Cabral & Bacigalupo",done,comments,DD,
RUBIACEAE,"Borreria burchellii","E.L.Cabral & Bacigalupo",done,comments,DD,
RUBIACEAE,"Borreria gracillima",DC.,done,comments,NT,
RUBIACEAE,"Borreria guimaraesensis","E.L.Cabral & Bacigalupo",done,comments,DD,
RUBIACEAE,"Borreria irwiniana",E.L.Cabral,done,comments,DD,
RUBIACEAE,"Borreria paulista","E.L.Cabral & Bacigalupo",done,comments,VU,A2c
RUBIACEAE,"Borreria rosmarinifolia","E.L.Cabral & Bacigalupo",done,comments,DD,
RUBIACEAE,"Borreria tocantinsiana","E.L.Cabral & Bacigalupo",done,comments,DD,
RUBIACEAE,"Diodia macrophylla",K.Schum.,done,comments,DD,
RUBIACEAE,"Galianthe macedoi",E.L.Cabral,done,comments,EN,"B2ab(ii,iii)"
RUBIACEAE,"Galianthe matogrossiana",E.L.Cabral,done,comments,DD,
RUBIACEAE,"Mitracarpus pusillus",Steyerm.,done,comments,CR,"B1ab(i,iii)"
RUBIACEAE,"Psyllocarpus schwackei",K.Schum.,done,comments,VU,"B1ab(i,ii,iii)"
RUBIACEAE,"Staelia tocantinsiana","R.M.Salas & E.L.Cabral",done,comments,EN,"B2ab(i,ii,iii)"
SANTALACEAE,"Phoradendron anamariae",Rizzini,done,comments,CR,"B2ab(i,ii,iii)"
SANTALACEAE,"Phoradendron dimerostachys",Rizzini,done,comments,EN,"B2ab(i,ii,iii,iv)"
SANTALACEAE,"Phoradendron virens",Rizzini,done,comments,CR,"B1ab(i,ii,iii,iv)"
SCHOEPFIACEAE,"Schoepfia velutina",Sandwith,done,comments,DD,
SCROPHULARIACEAE,"Buddleja longiflora",Brade,done,comments,CR,"B1ab(i,ii,iii,iv)"
SCROPHULARIACEAE,"Buddleja speciosissima",Taub.,done,comments,VU,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
PLANTAGINACEAE,"Philcoxia goiasensis",P.Taylor,done,comments,DD,
PLANTAGINACEAE,"Philcoxia minensis","V.C.Souza & Giul.",done,comments,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
