family,scientificName,threat,incidence,timing,decline
CYPERACEAE,"Cryptangium humile","2.3 Livestock farming & ranching",local,past;present,
CYPERACEAE,"Cryptangium humile","8.1.1 Unspecified species",local,past;present,
CYPERACEAE,"Cryptangium humile","5.2 Gathering terrestrial plants",local,present,occurrence
CYPERACEAE,"Cryptangium humile","7.1.1 Increase in fire frequency/intensity",local,past;present,habitat
CYPERACEAE,"Cryptangium polyphyllum","1.3 Tourism & recreation areas",local,present,locality;habitat
CYPERACEAE,"Cryptangium polyphyllum","1.1 Housing & urban areas",local,past;present,locality;habitat
CYPERACEAE,"Cryptangium polyphyllum","9.1.1 Sewage",regional,present,locality
CYPERACEAE,"Cryptangium polyphyllum","2.1.2 Small-holder farming",regional,,
BROMELIACEAE,"Cryptanthus leopoldo-horstii","5.2 Gathering terrestrial plants",regional,present,
BROMELIACEAE,"Cryptanthus leopoldo-horstii","2.1.4 Scale Unknown/Unrecorded",regional,present,habitat
BROMELIACEAE,"Cryptanthus leopoldo-horstii","2.3.4 Scale Unknown/Unrecorded",regional,present,habitat
LYTHRACEAE,"Cuphea anamariae","2.1.4 Scale Unknown/Unrecorded",local,present,habitat
LYTHRACEAE,"Cuphea anamariae","2.3.4 Scale Unknown/Unrecorded",local,present,habitat
LYTHRACEAE,"Cuphea anamariae","2.2 Wood & pulp plantations",local,present,habitat
LYTHRACEAE,"Cuphea cunninghamiifolia","2.1.4 Scale Unknown/Unrecorded",regional,present,habitat
LYTHRACEAE,"Cuphea cunninghamiifolia","2.3.4 Scale Unknown/Unrecorded",regional,present,habitat
LYTHRACEAE,"Cuphea cunninghamiifolia","1.3 Tourism & recreation areas",local,present;future,habitat
LYTHRACEAE,"Cuphea cunninghamiifolia","8.1.2 Named species",local,present,occupancy
LYTHRACEAE,"Cuphea cunninghamiifolia","7.1.1 Increase in fire frequency/intensity",local,present,habitat
LYTHRACEAE,"Cuphea disperma","2.1.4 Scale Unknown/Unrecorded",regional,past;present;future,habitat
LYTHRACEAE,"Cuphea disperma","2.3.4 Scale Unknown/Unrecorded",regional,past;present;future,habitat
LYTHRACEAE,"Cuphea fuchsiifolia","1.3 Tourism & recreation areas",local,past;present;future,habitat;locality
LYTHRACEAE,"Cuphea fuchsiifolia","3.2 Mining & quarrying",local,past;present,habitat
LYTHRACEAE,"Cuphea fuchsiifolia","9.4 Garbage & solid waste",local,present,
LYTHRACEAE,"Cuphea glareosa","1.3 Tourism & recreation areas",local,present;future,habitat
LYTHRACEAE,"Cuphea glareosa","7.1.1 Increase in fire frequency/intensity",local,present,habitat
LYTHRACEAE,"Cuphea glareosa","2.1.4 Scale Unknown/Unrecorded",regional,present,habitat
LYTHRACEAE,"Cuphea glareosa","2.3.4 Scale Unknown/Unrecorded",local,present,habitat
LYTHRACEAE,"Cuphea lucens","1.2 Commercial & industrial areas",local,present,habitat
LYTHRACEAE,"Cuphea lucens","2.1.4 Scale Unknown/Unrecorded",local,present,habitat
LYTHRACEAE,"Cuphea lucens","2.3.4 Scale Unknown/Unrecorded",local,present,habitat
LYTHRACEAE,"Cuphea potamophila","1.2 Commercial & industrial areas",local,present,habitat
LYTHRACEAE,"Cuphea potamophila","2.1.4 Scale Unknown/Unrecorded",regional,present,habitat
LYTHRACEAE,"Cuphea potamophila","2.3.4 Scale Unknown/Unrecorded",local,present,habitat
LYTHRACEAE,"Cuphea sclerophylla","1.3 Tourism & recreation areas",local,present,habitat
LYTHRACEAE,"Cuphea sclerophylla","2.3.4 Scale Unknown/Unrecorded",local,present,habitat
LYTHRACEAE,"Cuphea sclerophylla","7.1.1 Increase in fire frequency/intensity",local,present,habitat
LYTHRACEAE,"Cuphea sclerophylla","8.1.1 Unspecified species",local,present,occupancy
LYTHRACEAE,"Cuphea sclerophylla","5.2 Gathering terrestrial plants",local,present,occurrence
LYTHRACEAE,"Cuphea sclerophylla","9.4 Garbage & solid waste",local,present,habitat
LYTHRACEAE,"Cuphea sclerophylla","3.2 Mining & quarrying",local,past;present,habitat
LYTHRACEAE,"Cuphea sincorana","1.3 Tourism & recreation areas",local,present,habitat;locality
LYTHRACEAE,"Cuphea sincorana","7.1.1 Increase in fire frequency/intensity",local,present,habitat
LYTHRACEAE,"Cuphea sincorana","3.2 Mining & quarrying",local,present,habitat
LYTHRACEAE,"Cuphea warmingii","1.2 Commercial & industrial areas",local,present,habitat;locality
LYTHRACEAE,"Cuphea warmingii","2.1.4 Scale Unknown/Unrecorded",regional,present,habitat
LYTHRACEAE,"Cuphea warmingii","2.3.4 Scale Unknown/Unrecorded",regional,present,habitat
LYTHRACEAE,"Cuphea xanthopetala","9.4 Garbage & solid waste",local,present,habitat
LYTHRACEAE,"Cuphea xanthopetala","9.1.1 Sewage",local,present,
LYTHRACEAE,"Cuphea xanthopetala","1.1 Housing & urban areas",local,present,
LYTHRACEAE,"Cuphea xanthopetala","2.2.2 Agro-industry plantations",local,present,habitat
LYTHRACEAE,"Cuphea xanthopetala","2.3 Livestock farming & ranching",local,present,
CYPERACEAE,"Cyperus almensis","9.4 Garbage & solid waste",,present,habitat
CYPERACEAE,"Cyperus almensis","7.1.1 Increase in fire frequency/intensity",regional,,
CYPERACEAE,"Cyperus almensis","2.3 Livestock farming & ranching",regional,past;present,habitat
CYPERACEAE,"Cyperus almensis","2.1 Annual & perennial non-timber crops",regional,past;present,habitat
CYPERACEAE,"Cyperus almensis","1.3 Tourism & recreation areas",regional,,habitat
CYPERACEAE,"Cyperus almensis","2.1.2 Small-holder farming",regional,,
ASTERACEAE,"Dasyphyllum reticulatum","8.1 Invasive non-native/alien species/diseases",regional,present,habitat
ASTERACEAE,"Dasyphyllum reticulatum","7.1.1 Increase in fire frequency/intensity",regional,present,habitat;occupancy
ASTERACEAE,"Dasyphyllum reticulatum","1.3 Tourism & recreation areas",regional,present,habitat
ASTERACEAE,"Dasyphyllum retinens","7.1.1 Increase in fire frequency/intensity",regional,present,habitat;occupancy
ASTERACEAE,"Dasyphyllum retinens","2.3 Livestock farming & ranching",regional,present,habitat;occupancy
ASTERACEAE,"Dasyphyllum retinens","1.3 Tourism & recreation areas",local,present,habitat
ASTERACEAE,"Dasyphyllum trichophyllum","3.2 Mining & quarrying",regional,past;present;future,locality;habitat;occupancy;occurrence
ASTERACEAE,"Dasyphyllum trichophyllum","2.2 Wood & pulp plantations",regional,present,habitat;occupancy
ASTERACEAE,"Dasyphyllum trichophyllum","1.3 Tourism & recreation areas",regional,present,habitat
FABACEAE,"Desmodium glabrescens","2.2 Wood & pulp plantations",regional,present,habitat
FABACEAE,"Desmodium glabrescens","7.1.1 Increase in fire frequency/intensity",regional,present,"mature individuals"
FABACEAE,"Desmodium glabrescens","1.1 Housing & urban areas",regional,present,"habitat;mature individuals"
FABACEAE,"Desmodium glabrescens","5.2 Gathering terrestrial plants",regional,present,"mature individuals"
FABACEAE,"Desmodium glabrescens","2.3 Livestock farming & ranching",regional,present,"mature individuals"
FABACEAE,"Desmodium glabrescens","1.3 Tourism & recreation areas",regional,present,"mature individuals"
FABACEAE,"Desmodium glabrescens","8 Invasive & other problematic species, genes & diseases",regional,present,occupancy
FABACEAE,"Desmodium juruenense","8.1.2 Named species",regional,present,occupancy
FABACEAE,"Desmodium juruenense","5.3 Logging & wood harvesting",regional,present,
FABACEAE,"Desmodium juruenense","2.3 Livestock farming & ranching",regional,present,habitat;occupancy
FABACEAE,"Desmodium juruenense","7.1.1 Increase in fire frequency/intensity",regional,present,occupancy
FABACEAE,"Desmodium juruenense","2 Agriculture & aquaculture",regional,present,habitat
POACEAE,"Dichanthelium aequivaginatum","2.1 Annual & perennial non-timber crops",regional,past;present;future,locality;habitat
POACEAE,"Dichanthelium aequivaginatum","1.3 Tourism & recreation areas",regional,present;future,
POACEAE,"Dichanthelium aequivaginatum","2.2 Wood & pulp plantations",regional,present;future,
POACEAE,"Dichanthelium aequivaginatum","2.3.4 Scale Unknown/Unrecorded",regional,past;present;future,
POACEAE,"Dichanthelium aequivaginatum","3.2 Mining & quarrying",regional,past;present;future,
POACEAE,"Dichanthelium aequivaginatum","4.1 Roads & railroads",local,present;future,
POACEAE,"Dichanthelium aequivaginatum","7.1.1 Increase in fire frequency/intensity",regional,past;present;future,
POACEAE,"Dichanthelium assurgens","1.1 Housing & urban areas",regional,past;present;future,habitat
POACEAE,"Dichanthelium assurgens","2.1 Annual & perennial non-timber crops",regional,past;present;future,
POACEAE,"Dichanthelium assurgens","2.1.3 Agro-industry farming",regional,past;present;future,
POACEAE,"Dichanthelium assurgens","2.2.2 Agro-industry plantations",regional,present;future,
POACEAE,"Dichanthelium assurgens","3.2 Mining & quarrying",regional,past;present;future,
POACEAE,"Dichanthelium assurgens","11.2 Droughts",regional,past;present;future,
POACEAE,"Dichanthelium assurgens","1.3 Tourism & recreation areas",regional,past;present;future,
POACEAE,"Dichanthelium assurgens","2.3.3 Agro-industry grazing, ranching or farming",regional,past;present;future,
POACEAE,"Dichanthelium assurgens","8.1 Invasive non-native/alien species/diseases",regional,past;present;future,
POACEAE,"Dichanthelium assurgens","7.1.1 Increase in fire frequency/intensity",regional,past;present;future,
POACEAE,"Dichanthelium congestum","3.2 Mining & quarrying",regional,past;present;future,habitat;locality
POACEAE,"Dichanthelium congestum","2.3.4 Scale Unknown/Unrecorded",regional,past;present;future,habitat
POACEAE,"Dichanthelium congestum","2.1.4 Scale Unknown/Unrecorded",regional,past;present;future,habitat;locality
POACEAE,"Dichanthelium congestum","7.1.1 Increase in fire frequency/intensity",regional,past;present;future,
POACEAE,"Dichanthelium congestum","1.3 Tourism & recreation areas",regional,present;future,
POACEAE,"Dichanthelium congestum","4.1 Roads & railroads",local,present;future,
POACEAE,"Dichanthelium sendulskyii","1.3 Tourism & recreation areas",regional,present;future,habitat;occurrence
POACEAE,"Dichanthelium sendulskyii","8.1 Invasive non-native/alien species/diseases",regional,present;future,habitat;occupancy;occurrence
POACEAE,"Dichanthelium sendulskyii","5.2 Gathering terrestrial plants",regional,past;present;future,habitat;occurrence
POACEAE,"Dichanthelium sendulskyii","7.1.1 Increase in fire frequency/intensity",regional,past;present;future,
POACEAE,"Dichanthelium sendulskyii","2.2 Wood & pulp plantations",regional,present;future,locality;habitat
POACEAE,"Dichanthelium sendulskyii","2.3.4 Scale Unknown/Unrecorded",regional,past;present;future,habitat;locality
POACEAE,"Dichanthelium sendulskyii","1.1 Housing & urban areas",regional,present;future,
POACEAE,"Dichanthelium sendulskyii","3.2 Mining & quarrying",regional,past;present;future,
POACEAE,"Digitaria chaseae","1.3 Tourism & recreation areas",regional,present;future,habitat;occurrence
POACEAE,"Digitaria chaseae","2.3.2 Small-holder grazing, ranching or farming",regional,past;present;future,habitat;occurrence
POACEAE,"Digitaria chaseae","2.1 Annual & perennial non-timber crops",regional,past;present;future,habitat
POACEAE,"Digitaria chaseae","7.1.1 Increase in fire frequency/intensity",regional,present;future,occurrence
POACEAE,"Digitaria pampinosa","3.2 Mining & quarrying",regional,past,locality;habitat
POACEAE,"Digitaria pampinosa","2.1.4 Scale Unknown/Unrecorded",regional,present;future,habitat
POACEAE,"Digitaria pampinosa","1.3 Tourism & recreation areas",local,past;present;future,habitat
POACEAE,"Digitaria pampinosa","5.2 Gathering terrestrial plants",regional,past;present;future,"habitat;occurrence;mature individuals"
POACEAE,"Digitaria pampinosa","7.1.1 Increase in fire frequency/intensity",regional,past;present;future,habitat
POACEAE,"Digitaria pampinosa","2.2 Wood & pulp plantations",regional,present;future,habitat;occurrence
POACEAE,"Digitaria pampinosa","8.1 Invasive non-native/alien species/diseases",regional,past;present;future,habitat;occupancy
RUBIACEAE,"Diodia macrophylla","2.1.4 Scale Unknown/Unrecorded",regional,past;present;future,habitat
RUBIACEAE,"Diodia macrophylla","2.3.4 Scale Unknown/Unrecorded",regional,past;present;future,habitat
EBENACEAE,"Diospyros mexiae","1.1 Housing & urban areas",local,present,habitat;locality
EBENACEAE,"Diospyros mexiae","7.2.9 Small dams",local,past;present,habitat
EBENACEAE,"Diospyros mexiae","2.1.4 Scale Unknown/Unrecorded",local,,
EBENACEAE,"Diospyros mexiae","1.2 Commercial & industrial areas",local,present,habitat;locality
EBENACEAE,"Diospyros mexiae","2.3.4 Scale Unknown/Unrecorded",local,present,habitat
LYTHRACEAE,"Diplusodon adpressipilus","7.1 Fire & fire suppression",local,present,"habitat;mature individuals"
LYTHRACEAE,"Diplusodon adpressipilus","2.1.3 Agro-industry farming",local,present,habitat
LYTHRACEAE,"Diplusodon adpressipilus","2.3 Livestock farming & ranching",local,present,habitat
LYTHRACEAE,"Diplusodon adpressipilus","1.3 Tourism & recreation areas",local,present,
LYTHRACEAE,"Diplusodon adpressipilus","8.1.2 Named species",local,present,habitat
LYTHRACEAE,"Diplusodon alatus","7.1 Fire & fire suppression",local,present,"habitat;mature individuals"
LYTHRACEAE,"Diplusodon alatus","2.1.3 Agro-industry farming",local,present,habitat
LYTHRACEAE,"Diplusodon alatus","2.3 Livestock farming & ranching",local,present,habitat
LYTHRACEAE,"Diplusodon alatus","1.3 Tourism & recreation areas",local,present,
LYTHRACEAE,"Diplusodon alatus","8.1.2 Named species",local,present,
LYTHRACEAE,"Diplusodon appendiculosus","7.1 Fire & fire suppression",local,present,"habitat;mature individuals"
LYTHRACEAE,"Diplusodon appendiculosus","2.1.3 Agro-industry farming",local,present,habitat
LYTHRACEAE,"Diplusodon appendiculosus","2.3 Livestock farming & ranching",local,present,
LYTHRACEAE,"Diplusodon appendiculosus","1.3 Tourism & recreation areas",local,present,habitat
LYTHRACEAE,"Diplusodon appendiculosus","8.1.2 Named species",local,present,
LYTHRACEAE,"Diplusodon argenteus","7.1 Fire & fire suppression",local,present,"habitat;mature individuals"
LYTHRACEAE,"Diplusodon argenteus","2.2.2 Agro-industry plantations",local,present,habitat
LYTHRACEAE,"Diplusodon argenteus","2.3 Livestock farming & ranching",local,present,
LYTHRACEAE,"Diplusodon argenteus","1.3 Tourism & recreation areas",local,present,
LYTHRACEAE,"Diplusodon argenteus","8.1.2 Named species",local,present,
LYTHRACEAE,"Diplusodon bradei","2.2.2 Agro-industry plantations",local,present,habitat
LYTHRACEAE,"Diplusodon bradei","2.3 Livestock farming & ranching",local,present,habitat
LYTHRACEAE,"Diplusodon bradei","3.2 Mining & quarrying",local,past;present,habitat
LYTHRACEAE,"Diplusodon bradei","4.1 Roads & railroads",local,present,habitat
LYTHRACEAE,"Diplusodon bradei","1.3 Tourism & recreation areas",local,present,
LYTHRACEAE,"Diplusodon bradei","8.1 Invasive non-native/alien species/diseases",local,present,
LYTHRACEAE,"Diplusodon bradei","9.4 Garbage & solid waste",local,present,habitat
LYTHRACEAE,"Diplusodon canastrensis","2.2.2 Agro-industry plantations",local,present,
LYTHRACEAE,"Diplusodon canastrensis","2.3 Livestock farming & ranching",local,present,
LYTHRACEAE,"Diplusodon canastrensis","3.2 Mining & quarrying",local,past;present,
LYTHRACEAE,"Diplusodon canastrensis","7.1 Fire & fire suppression",local,present,
LYTHRACEAE,"Diplusodon canastrensis","4.1 Roads & railroads",local,present,
LYTHRACEAE,"Diplusodon canastrensis","1.3 Tourism & recreation areas",local,present,
LYTHRACEAE,"Diplusodon canastrensis","8.1 Invasive non-native/alien species/diseases",local,,
LYTHRACEAE,"Diplusodon canastrensis","2.2.2 Agro-industry plantations",local,present,
LYTHRACEAE,"Diplusodon canastrensis","9 Pollution",local,present,
LYTHRACEAE,"Diplusodon capitalensis","1.1 Housing & urban areas",local,present,habitat
LYTHRACEAE,"Diplusodon capitalensis","2.2.2 Agro-industry plantations",local,present,habitat
LYTHRACEAE,"Diplusodon capitalensis","2.3 Livestock farming & ranching",local,present,
LYTHRACEAE,"Diplusodon capitatus","2.2.2 Agro-industry plantations",local,present,habitat
LYTHRACEAE,"Diplusodon capitatus","2.3 Livestock farming & ranching",local,present,
LYTHRACEAE,"Diplusodon chapadensis","7.1 Fire & fire suppression",local,present,habitat
LYTHRACEAE,"Diplusodon chapadensis","2.2.2 Agro-industry plantations",local,present,habitat
LYTHRACEAE,"Diplusodon chapadensis","2.3 Livestock farming & ranching",local,present,
LYTHRACEAE,"Diplusodon chapadensis","1.3 Tourism & recreation areas",local,present,
LYTHRACEAE,"Diplusodon chapadensis","8.1.2 Named species",local,present,
LYTHRACEAE,"Diplusodon decussatus","2.2.2 Agro-industry plantations",local,present,habitat
LYTHRACEAE,"Diplusodon decussatus","2.3 Livestock farming & ranching",local,present,
LYTHRACEAE,"Diplusodon floribundus","4.1 Roads & railroads",local,present,
LYTHRACEAE,"Diplusodon floribundus","3.2 Mining & quarrying",local,present,
LYTHRACEAE,"Diplusodon floribundus","2.2.2 Agro-industry plantations",local,present,habitat
LYTHRACEAE,"Diplusodon floribundus","2.3 Livestock farming & ranching",local,present,habitat
LYTHRACEAE,"Diplusodon floribundus","7.2.10 Large dams",local,present,"occurrence;habitat;mature individuals;occupancy"
LYTHRACEAE,"Diplusodon glocimarii","2.2.2 Agro-industry plantations",local,present,habitat
LYTHRACEAE,"Diplusodon glocimarii","2.3 Livestock farming & ranching",local,present,habitat
LYTHRACEAE,"Diplusodon glocimarii","3.2 Mining & quarrying",local,present,habitat
LYTHRACEAE,"Diplusodon glocimarii","7.1 Fire & fire suppression",local,present,"habitat;mature individuals"
LYTHRACEAE,"Diplusodon glocimarii","4.1 Roads & railroads",local,present,
LYTHRACEAE,"Diplusodon glocimarii","1.3 Tourism & recreation areas",local,present,
LYTHRACEAE,"Diplusodon glocimarii","8.1 Invasive non-native/alien species/diseases",local,present,
LYTHRACEAE,"Diplusodon glocimarii","2.2.2 Agro-industry plantations",local,present,habitat
LYTHRACEAE,"Diplusodon grahamae","2.2.2 Agro-industry plantations",local,present,habitat
LYTHRACEAE,"Diplusodon grahamae","2.3 Livestock farming & ranching",local,present,
LYTHRACEAE,"Diplusodon heringeri","7.1 Fire & fire suppression",local,present,habitat
LYTHRACEAE,"Diplusodon heringeri","2.2.2 Agro-industry plantations",local,present,habitat
LYTHRACEAE,"Diplusodon heringeri","2.3 Livestock farming & ranching",local,present,habitat
LYTHRACEAE,"Diplusodon heringeri","1.3 Tourism & recreation areas",local,present,
LYTHRACEAE,"Diplusodon heringeri","8.1.2 Named species",local,present,
LYTHRACEAE,"Diplusodon leucocalycinus","7.1 Fire & fire suppression",local,present,habitat
LYTHRACEAE,"Diplusodon leucocalycinus","2.2.2 Agro-industry plantations",local,present,habitat
LYTHRACEAE,"Diplusodon leucocalycinus","2.3 Livestock farming & ranching",local,present,
LYTHRACEAE,"Diplusodon leucocalycinus","1.3 Tourism & recreation areas",local,present,
LYTHRACEAE,"Diplusodon leucocalycinus","8.1.2 Named species",local,present,
LYTHRACEAE,"Diplusodon longipes","2.2.2 Agro-industry plantations",local,present,habitat
LYTHRACEAE,"Diplusodon longipes","2.3 Livestock farming & ranching",local,present,
LYTHRACEAE,"Diplusodon mattogrossensis","2.2.2 Agro-industry plantations",local,present,habitat
LYTHRACEAE,"Diplusodon mattogrossensis","2.3 Livestock farming & ranching",local,present,
LYTHRACEAE,"Diplusodon mononeuros","1.3 Tourism & recreation areas",local,present,
LYTHRACEAE,"Diplusodon mononeuros","3.2 Mining & quarrying",local,past;present,habitat
LYTHRACEAE,"Diplusodon mononeuros","9.4 Garbage & solid waste",local,present,habitat
LYTHRACEAE,"Diplusodon nigricans","7.1 Fire & fire suppression",local,present,"habitat;mature individuals"
LYTHRACEAE,"Diplusodon nigricans","2.2.2 Agro-industry plantations",local,present,habitat
LYTHRACEAE,"Diplusodon nigricans","2.3 Livestock farming & ranching",local,present,habitat
LYTHRACEAE,"Diplusodon nigricans","1.3 Tourism & recreation areas",local,present,habitat
LYTHRACEAE,"Diplusodon nigricans","8.1.2 Named species",local,present,
LYTHRACEAE,"Diplusodon parvifolius","1.3 Tourism & recreation areas",local,present,
LYTHRACEAE,"Diplusodon parvifolius","7.1.1 Increase in fire frequency/intensity",local,present,"habitat;mature individuals"
LYTHRACEAE,"Diplusodon parvifolius","3.2 Mining & quarrying",local,past,"habitat;mature individuals"
LYTHRACEAE,"Diplusodon parvifolius","5 Biological resource use",local,past,"mature individuals"
LYTHRACEAE,"Diplusodon petiolatus","2.2.2 Agro-industry plantations",local,present,habitat
LYTHRACEAE,"Diplusodon petiolatus","2.3 Livestock farming & ranching",local,present,
LYTHRACEAE,"Diplusodon plumbeus","2.2.2 Agro-industry plantations",local,present,habitat
LYTHRACEAE,"Diplusodon plumbeus","2.3 Livestock farming & ranching",local,present,habitat
LYTHRACEAE,"Diplusodon pygmaeus","7.1 Fire & fire suppression",local,present,"habitat;mature individuals"
LYTHRACEAE,"Diplusodon pygmaeus","2.2.2 Agro-industry plantations",local,present,habitat
LYTHRACEAE,"Diplusodon pygmaeus","2.3 Livestock farming & ranching",local,present,habitat
LYTHRACEAE,"Diplusodon pygmaeus","1.3 Tourism & recreation areas",local,present,habitat
LYTHRACEAE,"Diplusodon pygmaeus","8.1.2 Named species",local,present,
LYTHRACEAE,"Diplusodon rosmarinifolius","1.1 Housing & urban areas",local,present,habitat
LYTHRACEAE,"Diplusodon rosmarinifolius","2.2.2 Agro-industry plantations",local,present,habitat
LYTHRACEAE,"Diplusodon rosmarinifolius","2.3 Livestock farming & ranching",local,present,
LYTHRACEAE,"Diplusodon rotundifolius","1.3 Tourism & recreation areas",local,present,
LYTHRACEAE,"Diplusodon rotundifolius","3.2 Mining & quarrying",local,past;present,
LYTHRACEAE,"Diplusodon rotundifolius","9.4 Garbage & solid waste",local,present,
LYTHRACEAE,"Diplusodon rupestris","2.2.2 Agro-industry plantations",local,present,habitat
LYTHRACEAE,"Diplusodon rupestris","2.3 Livestock farming & ranching",local,present,habitat
LYTHRACEAE,"Diplusodon rupestris","3.2 Mining & quarrying",local,present,
LYTHRACEAE,"Diplusodon rupestris","7.1 Fire & fire suppression",local,present,"habitat;mature individuals"
LYTHRACEAE,"Diplusodon rupestris","4.1 Roads & railroads",local,present,habitat
LYTHRACEAE,"Diplusodon rupestris","1.3 Tourism & recreation areas",local,present,habitat
LYTHRACEAE,"Diplusodon rupestris","8.1.1 Unspecified species",local,present,
LYTHRACEAE,"Diplusodon rupestris","5.3 Logging & wood harvesting",local,present,habitat
LYTHRACEAE,"Diplusodon saxatilis","2.2.2 Agro-industry plantations",local,present,habitat
LYTHRACEAE,"Diplusodon saxatilis","2.3 Livestock farming & ranching",local,present,habitat
LYTHRACEAE,"Diplusodon sigillatus","2.2.2 Agro-industry plantations",local,present,habitat
LYTHRACEAE,"Diplusodon sigillatus","2.3 Livestock farming & ranching",local,present,
LYTHRACEAE,"Diplusodon sigillatus","1.3 Tourism & recreation areas",local,present,
LYTHRACEAE,"Diplusodon sigillatus","8.2.2 Named species",local,present,
LYTHRACEAE,"Diplusodon sordidus","7.1 Fire & fire suppression",local,present,"habitat;mature individuals"
LYTHRACEAE,"Diplusodon sordidus","2.2.2 Agro-industry plantations",local,present,habitat
LYTHRACEAE,"Diplusodon sordidus","2.3 Livestock farming & ranching",local,present,
LYTHRACEAE,"Diplusodon sordidus","1.3 Tourism & recreation areas",local,present,
LYTHRACEAE,"Diplusodon sordidus","8.1.2 Named species",local,present,
LYTHRACEAE,"Diplusodon thysanosepalus","7.1 Fire & fire suppression",,present,"habitat;mature individuals"
LYTHRACEAE,"Diplusodon thysanosepalus","2.2.2 Agro-industry plantations",local,present,habitat
LYTHRACEAE,"Diplusodon thysanosepalus","2.3 Livestock farming & ranching",local,present,
LYTHRACEAE,"Diplusodon trigintus","2.2.2 Agro-industry plantations",local,present,habitat
LYTHRACEAE,"Diplusodon trigintus","2.3 Livestock farming & ranching",local,present,
APOCYNACEAE,"Ditassa emmerichii","2.3.4 Scale Unknown/Unrecorded",regional,past,habitat
APOCYNACEAE,"Ditassa emmerichii","2.1.4 Scale Unknown/Unrecorded",regional,present;future,habitat
APOCYNACEAE,"Ditassa insignis","8.4.1 Unspecified species",local,present,habitat;locality
APOCYNACEAE,"Ditassa insignis","7.1.1 Increase in fire frequency/intensity",local,present;future,habitat
APOCYNACEAE,"Ditassa insignis","2.1.4 Scale Unknown/Unrecorded",local,present,habitat
APOCYNACEAE,"Ditassa insignis","1.3 Tourism & recreation areas",local,,
APOCYNACEAE,"Ditassa obscura","1.3 Tourism & recreation areas",local,present;future,habitat
APOCYNACEAE,"Ditassa obscura","2.3.4 Scale Unknown/Unrecorded",local,present;future;past,habitat
APOCYNACEAE,"Ditassa obscura","8.4.1 Unspecified species",local,present;future,habitat;locality
APOCYNACEAE,"Ditassa obscura","7.1.1 Increase in fire frequency/intensity",local,past;present;future,habitat
APOCYNACEAE,"Ditassa obscura","2.1.4 Scale Unknown/Unrecorded",local,past;present;future,habitat;locality
MORACEAE,"Dorstenia contensis","2.2.2 Agro-industry plantations",regional,past;present;future,habitat;occupancy
MORACEAE,"Dorstenia strangii","2 Agriculture & aquaculture",regional,present,habitat;occupancy
MORACEAE,"Dorstenia strangii","12.1 Other threat",regional,past;present;future,habitat;occupancy;occurrence
ANNONACEAE,"Duguetia rotundifolia","7.2.3 Abstraction of surface water (agricultural use)",regional,present;future,locality;habitat;occupancy
ORCHIDACEAE,"Dungsia marcaliana","2.2 Wood & pulp plantations",local,past;present,habitat;occupancy
ORCHIDACEAE,"Dungsia marcaliana","2.3 Livestock farming & ranching",local,past;present,habitat;occupancy
BROMELIACEAE,"Dyckia argentea","2.1.4 Scale Unknown/Unrecorded",regional,present,habitat
BROMELIACEAE,"Dyckia argentea","2.3.4 Scale Unknown/Unrecorded",regional,present,habitat
BROMELIACEAE,"Dyckia argentea","1.3 Tourism & recreation areas",local,present;future,habitat;locality
BROMELIACEAE,"Dyckia brachyphylla","5.2 Gathering terrestrial plants",regional,present,occurrence
BROMELIACEAE,"Dyckia brachyphylla","2.1.4 Scale Unknown/Unrecorded",regional,present,habitat
BROMELIACEAE,"Dyckia brachyphylla","2.3.4 Scale Unknown/Unrecorded",regional,present,habitat
BROMELIACEAE,"Dyckia brachyphylla","1.3 Tourism & recreation areas",local,present,habitat;locality
BROMELIACEAE,"Dyckia bracteata","2.3.4 Scale Unknown/Unrecorded",local,present,habitat
BROMELIACEAE,"Dyckia bracteata","2.1.4 Scale Unknown/Unrecorded",local,present,habitat
BROMELIACEAE,"Dyckia bracteata","1.3 Tourism & recreation areas",local,present,habitat
BROMELIACEAE,"Dyckia densiflora","2.1.4 Scale Unknown/Unrecorded",regional,present,habitat
BROMELIACEAE,"Dyckia densiflora","2.3.4 Scale Unknown/Unrecorded",regional,present,habitat
BROMELIACEAE,"Dyckia densiflora","1.3 Tourism & recreation areas",local,present,habitat;locality
BROMELIACEAE,"Dyckia elongata","2.1.4 Scale Unknown/Unrecorded",regional,present,habitat
BROMELIACEAE,"Dyckia elongata","2.3.4 Scale Unknown/Unrecorded",regional,present,habitat
BROMELIACEAE,"Dyckia mello-barretoi","1.3 Tourism & recreation areas",local,present,habitat;locality
BROMELIACEAE,"Dyckia mello-barretoi","2.3.4 Scale Unknown/Unrecorded",local,present,habitat
BROMELIACEAE,"Dyckia mello-barretoi","5.2 Gathering terrestrial plants",regional,present,habitat
BROMELIACEAE,"Dyckia mello-barretoi","7.1.1 Increase in fire frequency/intensity",local,present,habitat
BROMELIACEAE,"Dyckia mello-barretoi","8.1.1 Unspecified species",local,present,habitat
BROMELIACEAE,"Dyckia pectinata","2.1.4 Scale Unknown/Unrecorded",regional,present,habitat
BROMELIACEAE,"Dyckia pectinata","2.3.4 Scale Unknown/Unrecorded",regional,present,habitat
BROMELIACEAE,"Dyckia pectinata","1.3 Tourism & recreation areas",local,present;future,habitat;locality
CYPERACEAE,"Eleocharis loefgreniana","2.1.3 Agro-industry farming",national,past;present;future,
