family,scientificName,threat,incidence,timing,decline
POACEAE,"Andropogon campestris","8.1 Invasive non-native/alien species/diseases",regional,past;present;future,habitat;occurrence;occupancy
POACEAE,"Andropogon campestris","5.2.4 Motivation Unknown/Unrecorded",local,past;present;future,habitat;occurrence
POACEAE,"Andropogon campestris","7.1.1 Increase in fire frequency/intensity",regional,past;present;future,habitat
POACEAE,"Andropogon campestris","2.3.4 Scale Unknown/Unrecorded",regional,past;present,habitat
POACEAE,"Andropogon campestris","1.1 Housing & urban areas",regional,past;present;future,
POACEAE,"Andropogon campestris","3.2 Mining & quarrying",regional,past;present;future,
POACEAE,"Andropogon campestris","4.1 Roads & railroads",,,
POACEAE,"Andropogon campestris","2.1.3 Agro-industry farming",regional,past;present;future,habitat;occurrence
PLANTAGINACEAE,"Angelonia pratensis","2.1.3 Agro-industry farming",regional,present;future,habitat;occupancy
PLANTAGINACEAE,"Angelonia pratensis","2.3 Livestock farming & ranching",regional,present,habitat;occupancy
PLANTAGINACEAE,"Angelonia pratensis","7.1.1 Increase in fire frequency/intensity",regional,present,habitat;occupancy
ARACEAE,"Anthurium megapetiolatum","3.2 Mining & quarrying",regional,present;future,
ARACEAE,"Anthurium megapetiolatum","2 Agriculture & aquaculture",local,past;present;future,
ARACEAE,"Anthurium megapetiolatum","1.3 Tourism & recreation areas",local,,
ARACEAE,"Anthurium megapetiolatum","8.1 Invasive non-native/alien species/diseases",regional,present,
ARACEAE,"Anthurium megapetiolatum","7.1.1 Increase in fire frequency/intensity",regional,present;future,
ARACEAE,"Anthurium megapetiolatum","2.3 Livestock farming & ranching",regional,present,
CUCURBITACEAE,"Apodanthera villosa","7.1.1 Increase in fire frequency/intensity",regional,present,habitat;occupancy
CUCURBITACEAE,"Apodanthera villosa","2.3.3 Agro-industry grazing, ranching or farming",regional,present,habitat;occupancy
CUCURBITACEAE,"Apodanthera villosa","2.1.3 Agro-industry farming",regional,present,habitat;occupancy
APODANTHACEAE,"Apodanthes minarum","2.3.4 Scale Unknown/Unrecorded",local,present;future,habitat;occupancy;occurrence
APODANTHACEAE,"Apodanthes minarum","2.1.4 Scale Unknown/Unrecorded",local,present;future,habitat;occupancy;occurrence
APODANTHACEAE,"Apodanthes minarum","1.2 Commercial & industrial areas",local,present,habitat;locality
POLYGALACEAE,"Asemeia marquesiana","2 Agriculture & aquaculture",local,past;present;future,habitat;occurrence;occupancy
POLYGALACEAE,"Asemeia marquesiana","2.3 Livestock farming & ranching",local,past;present;future,habitat
POLYGALACEAE,"Asemeia marquesiana","8.1.2 Named species",local,past;present;future,habitat
POLYGALACEAE,"Asemeia pohliana","7.1.1 Increase in fire frequency/intensity",local,past;present;future,habitat;occupancy
ASTERACEAE,"Aspilia goiazensis","4.1 Roads & railroads",regional,past;present,habitat;occupancy
ASTERACEAE,"Aspilia goiazensis","3.2 Mining & quarrying",regional,past;present;future,locality;habitat;occupancy;occurrence
ASTERACEAE,"Aspilia goiazensis","8.1 Invasive non-native/alien species/diseases",regional,past;present;future,habitat;occupancy
ASTERACEAE,"Aspilia hatschbachii","2.3 Livestock farming & ranching",regional,past;present,habitat;occupancy
ASTERACEAE,"Aspilia hatschbachii","2.1.2 Small-holder farming",regional,past;present,habitat;occupancy
ASTERACEAE,"Aspilia pseudoyedaea","1.1 Housing & urban areas",regional,present,habitat;occupancy;occurrence
ASTERACEAE,"Aspilia pseudoyedaea","1 Residential & commercial development",regional,present,habitat;occupancy
ARECACEAE,"Attalea pindobassu","5.3.2 Intentional use: large scale (species being assessed is the target) [harvest]",regional,past;present;future,"mature individuals"
POACEAE,"Axonopus grandifolius","2.1 Annual & perennial non-timber crops",regional,present;future,habitat
POACEAE,"Axonopus grandifolius","1.3 Tourism & recreation areas",regional,past;present;future,habitat;occurrence
POACEAE,"Axonopus grandifolius","2.1.3 Agro-industry farming",local,present;future,habitat;locality
POACEAE,"Axonopus grandifolius","7.1.1 Increase in fire frequency/intensity",regional,past;present;future,habitat
POACEAE,"Axonopus grandifolius","2.3.4 Scale Unknown/Unrecorded",regional,past;present;future,
POACEAE,"Axonopus grandifolius","5 Biological resource use",regional,past;present;future,
POACEAE,"Axonopus grandifolius","5.2.1 Intentional use (species being assessed is the target)",regional,,
POACEAE,"Axonopus grandifolius","4.1 Roads & railroads",local,past;present;future,
MALPIGHIACEAE,"Banisteriopsis arborea","3.2 Mining & quarrying",regional,past;present;future,habitat;locality;occurrence;occupancy
MALPIGHIACEAE,"Banisteriopsis arborea","7.1.1 Increase in fire frequency/intensity",regional,,
MALPIGHIACEAE,"Banisteriopsis arborea","1.3 Tourism & recreation areas",regional,past;present;future,habitat
MALPIGHIACEAE,"Banisteriopsis byssacea","7.1.1 Increase in fire frequency/intensity",local,past;present;future,locality;habitat;occurrence
VELLOZIACEAE,"Barbacenia andersonii","2.1.3 Agro-industry farming",regional,present,habitat;occupancy
VELLOZIACEAE,"Barbacenia andersonii","2.3 Livestock farming & ranching",regional,present,habitat;occupancy
VELLOZIACEAE,"Barbacenia andersonii","7.1.1 Increase in fire frequency/intensity",regional,present,habitat;occupancy
VELLOZIACEAE,"Barbacenia blackii","2.3 Livestock farming & ranching",regional,present,habitat;occupancy
VELLOZIACEAE,"Barbacenia blackii","8.1 Invasive non-native/alien species/diseases",regional,present,habitat
VELLOZIACEAE,"Barbacenia blackii","7.1.1 Increase in fire frequency/intensity",regional,present,habitat;occupancy
VELLOZIACEAE,"Barbacenia blackii","1.3 Tourism & recreation areas",regional,present,habitat
VELLOZIACEAE,"Barbacenia contasana","2.1.3 Agro-industry farming",regional,present,habitat;occupancy
VELLOZIACEAE,"Barbacenia cylindrica","2.1.3 Agro-industry farming",regional,present,habitat;occupancy
VELLOZIACEAE,"Barbacenia cylindrica","2.3 Livestock farming & ranching",regional,present,habitat;occupancy
VELLOZIACEAE,"Barbacenia cylindrica","8.1 Invasive non-native/alien species/diseases",regional,present,habitat
VELLOZIACEAE,"Barbacenia cylindrica","7.1.1 Increase in fire frequency/intensity",regional,present,habitat;occupancy
VELLOZIACEAE,"Barbacenia fulva","7.1.1 Increase in fire frequency/intensity",local,past;present,habitat;occupancy
VELLOZIACEAE,"Barbacenia glabra","7.1.1 Increase in fire frequency/intensity",local,past;present,habitat;occupancy
VELLOZIACEAE,"Barbacenia hatschbachii","2.3 Livestock farming & ranching",regional,past;present,habitat;occupancy
VELLOZIACEAE,"Barbacenia lymansmithii","7.1.1 Increase in fire frequency/intensity",local,past;present,habitat;occupancy
VELLOZIACEAE,"Barbacenia minima","2.2.2 Agro-industry plantations",regional,present,habitat;occupancy;occurrence
VELLOZIACEAE,"Barbacenia minima","7.1.1 Increase in fire frequency/intensity",regional,present,habitat;occupancy
VELLOZIACEAE,"Barbacenia minima","2 Agriculture & aquaculture",regional,present,habitat;occupancy
VELLOZIACEAE,"Barbacenia reflexa","3.2 Mining & quarrying",regional,present;future,locality;habitat;occupancy
VELLOZIACEAE,"Barbacenia reflexa","1.1 Housing & urban areas",regional,present,habitat;occupancy
VELLOZIACEAE,"Barbacenia reflexa","1.3 Tourism & recreation areas",regional,present,habitat
VELLOZIACEAE,"Barbacenia reflexa","2.3 Livestock farming & ranching",regional,present,habitat;occupancy
VELLOZIACEAE,"Barbacenia reflexa","7.1.1 Increase in fire frequency/intensity",regional,present,habitat;occupancy
VELLOZIACEAE,"Barbacenia regis","7.1.1 Increase in fire frequency/intensity",regional,present,habitat;occupancy
VELLOZIACEAE,"Barbacenia regis","1.3 Tourism & recreation areas",regional,present,habitat
VELLOZIACEAE,"Barbacenia umbrosa","7.1.1 Increase in fire frequency/intensity",regional,present,habitat;occupancy
VELLOZIACEAE,"Barbacenia umbrosa","1.3 Tourism & recreation areas",regional,present,habitat
VELLOZIACEAE,"Barbacenia umbrosa","2.3 Livestock farming & ranching",regional,present,habitat;occupancy
VELLOZIACEAE,"Barbacenia williamsii","7.1.1 Increase in fire frequency/intensity",local,past;present,habitat;occupancy
VELLOZIACEAE,"Barbacenia williamsii","3.2 Mining & quarrying",local,past;present;future,locality;habitat;occupancy
APOCYNACEAE,"Barjonia grazielae","1.1 Housing & urban areas",regional,present;future,habitat
FABACEAE,"Bauhinia candelabriformis","8.1 Invasive non-native/alien species/diseases",regional,present,occupancy
FABACEAE,"Bauhinia candelabriformis","1.3 Tourism & recreation areas",regional,present,"occupancy;mature individuals"
FABACEAE,"Bauhinia candelabriformis","2.3 Livestock farming & ranching",regional,present,habitat
FABACEAE,"Bauhinia candelabriformis","3.2 Mining & quarrying",regional,past;present,habitat
FABACEAE,"Bauhinia candelabriformis","7.1.1 Increase in fire frequency/intensity",regional,present,occupancy
FABACEAE,"Bauhinia leptantha","2.3 Livestock farming & ranching",regional,present;future,habitat
FABACEAE,"Bauhinia malacotrichoides","7.1.1 Increase in fire frequency/intensity",regional,present,occupancy
FABACEAE,"Bauhinia malacotrichoides","8.1 Invasive non-native/alien species/diseases",regional,present,occupancy
FABACEAE,"Bauhinia malacotrichoides","1.3 Tourism & recreation areas",regional,present,occupancy
FABACEAE,"Bauhinia malacotrichoides","2.3 Livestock farming & ranching",regional,present,habitat
FABACEAE,"Bauhinia malacotrichoides","3.2 Mining & quarrying",regional,past;present,occupancy
ASTERACEAE,"Bidens edentula","7.1.1 Increase in fire frequency/intensity",regional,present,habitat;occupancy
ASTERACEAE,"Bidens edentula","2.3 Livestock farming & ranching",regional,present,habitat;occupancy
ASTERACEAE,"Bidens edentula","2 Agriculture & aquaculture",regional,present,habitat;occupancy
APOCYNACEAE,"Blepharodon hatschbachii","2.1.3 Agro-industry farming",local,past;present;future,habitat
APOCYNACEAE,"Blepharodon hatschbachii","4.1 Roads & railroads",local,present;future,habitat
FABACEAE,"Bocoa ratteri","2 Agriculture & aquaculture",regional,present;future,
CONVOLVULACEAE,"Bonamia kuhlmannii","2.1.4 Scale Unknown/Unrecorded",local,past;present,habitat;locality
CONVOLVULACEAE,"Bonamia kuhlmannii","2.3.4 Scale Unknown/Unrecorded",local,past;present,locality;habitat
CONVOLVULACEAE,"Bonamia kuhlmannii","2.1.4 Scale Unknown/Unrecorded",local,present,habitat
CONVOLVULACEAE,"Bonamia kuhlmannii","2.3.4 Scale Unknown/Unrecorded",,,
RUBIACEAE,"Borreria amapaensis","3.2 Mining & quarrying",local,past;present,habitat
RUBIACEAE,"Borreria amapaensis","2.3.4 Scale Unknown/Unrecorded",local,past;present;future,habitat
RUBIACEAE,"Borreria amapaensis","8.1.2 Named species",local,present,locality;occupancy
RUBIACEAE,"Borreria burchellii","2.1.3 Agro-industry farming",regional,,
RUBIACEAE,"Borreria burchellii","2.3.4 Scale Unknown/Unrecorded",regional,,
RUBIACEAE,"Borreria burchellii","2.2.2 Agro-industry plantations",regional,present,habitat
RUBIACEAE,"Borreria gracillima","2.1.4 Scale Unknown/Unrecorded",regional,past;present;future,habitat
RUBIACEAE,"Borreria gracillima","2.3.4 Scale Unknown/Unrecorded",regional,past;present;future,habitat
RUBIACEAE,"Borreria gracillima","1.3 Tourism & recreation areas",local,past;present;future,habitat
RUBIACEAE,"Borreria gracillima","8.1.2 Named species",local,present,habitat;occurrence
RUBIACEAE,"Borreria guimaraesensis","7.1.1 Increase in fire frequency/intensity",regional,past;present,habitat
RUBIACEAE,"Borreria guimaraesensis","1.1 Housing & urban areas",local,present,habitat;locality
RUBIACEAE,"Borreria guimaraesensis","5.3.1 Intentional use: subsistence/small scale (species being assessed is the target) [harvest]",local,past;present,habitat
RUBIACEAE,"Borreria guimaraesensis","2.3.4 Scale Unknown/Unrecorded",local,past;present,habitat
RUBIACEAE,"Borreria guimaraesensis","1.3 Tourism & recreation areas",local,past;present;future,locality;locality
RUBIACEAE,"Borreria guimaraesensis","8.1.2 Named species",local,past;present,habitat;occupancy;occurrence
RUBIACEAE,"Borreria irwiniana","2.1.4 Scale Unknown/Unrecorded",regional,past;present;future,locality;habitat
RUBIACEAE,"Borreria irwiniana","2.3.4 Scale Unknown/Unrecorded",regional,past;present;future,habitat;locality
RUBIACEAE,"Borreria irwiniana","1.2 Commercial & industrial areas",local,present;future,
RUBIACEAE,"Borreria irwiniana","1.1 Housing & urban areas",local,present;future,locality;habitat
RUBIACEAE,"Borreria irwiniana","8.1.2 Named species",local,present,habitat;occupancy
RUBIACEAE,"Borreria paulista","1.1 Housing & urban areas",regional,past;present;future,locality;habitat
RUBIACEAE,"Borreria paulista","2.3.4 Scale Unknown/Unrecorded",regional,past;present;future,locality;habitat
RUBIACEAE,"Borreria paulista","2.1.3 Agro-industry farming",regional,past;present;future,locality;habitat
RUBIACEAE,"Borreria paulista","4.1 Roads & railroads",regional,past;present;future,habitat;locality
RUBIACEAE,"Borreria paulista","8.1.1 Unspecified species",regional,present;present;future,habitat;occupancy;occurrence
RUBIACEAE,"Borreria rosmarinifolia","1.3 Tourism & recreation areas",regional,past;present;future,habitat;locality
RUBIACEAE,"Borreria rosmarinifolia","9.4 Garbage & solid waste",local,present,habitat;locality
RUBIACEAE,"Borreria rosmarinifolia","2.3.4 Scale Unknown/Unrecorded",regional,past;present;future,habitat
RUBIACEAE,"Borreria rosmarinifolia","7.1.1 Increase in fire frequency/intensity",regional,past;present;future,habitat
RUBIACEAE,"Borreria rosmarinifolia","8.1.1 Unspecified species",local,present,habitat;occupancy;occurrence
RUBIACEAE,"Borreria rosmarinifolia","3.2 Mining & quarrying",local,past;present,habitat;locality
RUBIACEAE,"Borreria tocantinsiana","2.3.4 Scale Unknown/Unrecorded",regional,past;present;future,locality;habitat
RUBIACEAE,"Borreria tocantinsiana","2.2.2 Agro-industry plantations",regional,present,habitat
VERBENACEAE,"Bouchea chascanoides","3.2 Mining & quarrying",local,past,habitat
VERBENACEAE,"Bouchea chascanoides","2.2.2 Agro-industry plantations",local,present,habitat
VERBENACEAE,"Bouchea fluminensis","7.1 Fire & fire suppression",local,present,habitat
VERBENACEAE,"Bouchea fluminensis","8.1.2 Named species",local,present,habitat
VERBENACEAE,"Bouchea fluminensis","1.3 Tourism & recreation areas",local,present,habitat
SOLANACEAE,"Brunfelsia rupestris","7.1.1 Increase in fire frequency/intensity",local,past;present,habitat;occupancy
SCROPHULARIACEAE,"Buddleja longiflora","7.1.1 Increase in fire frequency/intensity",regional,present;future,habitat;occupancy
SCROPHULARIACEAE,"Buddleja longiflora","2.1.3 Agro-industry farming",local,past;present,habitat;occupancy
SCROPHULARIACEAE,"Buddleja longiflora","3.2 Mining & quarrying",local,past;present,locality;habitat;occupancy;occurrence
SCROPHULARIACEAE,"Buddleja speciosissima","7.1.1 Increase in fire frequency/intensity",regional,past;present;future,habitat
SCROPHULARIACEAE,"Buddleja speciosissima","2.3.4 Scale Unknown/Unrecorded",local,present,habitat
SCROPHULARIACEAE,"Buddleja speciosissima","1.2 Commercial & industrial areas",local,past;present;future,habitat
SCROPHULARIACEAE,"Buddleja speciosissima","4.1 Roads & railroads",regional,past;present,habitat
CYPERACEAE,"Bulbostylis lombardii","1.3 Tourism & recreation areas",regional,past;present;future,
CYPERACEAE,"Bulbostylis lombardii","2.3 Livestock farming & ranching",local,present;future,habitat
CYPERACEAE,"Bulbostylis lombardii","7.1.1 Increase in fire frequency/intensity",local,present,
CYPERACEAE,"Bulbostylis lombardii","8.1.1 Unspecified species",local,,habitat
CYPERACEAE,"Bulbostylis lombardii","5.2 Gathering terrestrial plants",local,present,occurrence
CYPERACEAE,"Bulbostylis lombardii","3 Energy production & mining",local,past;present,locality
MALPIGHIACEAE,"Byrsonima cordifolia","8.1.2 Named species",regional,past;present;future,habitat;occurrence
MALPIGHIACEAE,"Byrsonima cordifolia","1 Residential & commercial development",regional,past;present;future,occurrence;occupancy;habitat
MALPIGHIACEAE,"Byrsonima hatschbachii","7.1.1 Increase in fire frequency/intensity",local,past;present;future,
ASTERACEAE,"Calea irwinii","2 Agriculture & aquaculture",regional,present,locality;occupancy
ASTERACEAE,"Calea irwinii","2.3 Livestock farming & ranching",regional,present,habitat;occupancy
ASTERACEAE,"Calea irwinii","7.1.1 Increase in fire frequency/intensity",regional,present,habitat;occupancy
ASTERACEAE,"Calea irwinii","1.3 Tourism & recreation areas",regional,present,habitat
FABACEAE,"Calliandra gardneri","2 Agriculture & aquaculture",regional,present,habitat
FABACEAE,"Calliandra gardneri","7.1.1 Increase in fire frequency/intensity",regional,present,occupancy
FABACEAE,"Calliandra gardneri","8.1 Invasive non-native/alien species/diseases",regional,present,habitat
FABACEAE,"Calliandra gardneri","1.3 Tourism & recreation areas",regional,present,habitat
FABACEAE,"Calliandra gardneri","3.2 Mining & quarrying",regional,present,habitat
FABACEAE,"Calliandra imbricata","2 Agriculture & aquaculture",regional,present,
FABACEAE,"Calliandra linearis","8.1 Invasive non-native/alien species/diseases",regional,present,
FABACEAE,"Calliandra linearis","7.1.1 Increase in fire frequency/intensity",regional,,
FABACEAE,"Calliandra linearis","1.3 Tourism & recreation areas",regional,present,
FABACEAE,"Calliandra linearis","2 Agriculture & aquaculture",regional,present,habitat
FABACEAE,"Calliandra linearis","5.2 Gathering terrestrial plants",regional,present,"mature individuals"
FABACEAE,"Calliandra linearis","3.2 Mining & quarrying",regional,past,habitat
FABACEAE,"Calliandra santosiana","2 Agriculture & aquaculture",regional,present,habitat
FABACEAE,"Calliandra santosiana","3.2 Mining & quarrying",regional,past,habitat
FABACEAE,"Calliandra santosiana","5.2 Gathering terrestrial plants",local,present,"mature individuals"
FABACEAE,"Calliandra semisepulta","2 Agriculture & aquaculture",regional,present,
FABACEAE,"Calliandra semisepulta","7.1.1 Increase in fire frequency/intensity",regional,present,
VOCHYSIACEAE,"Callisthene erythroclada","2.3 Livestock farming & ranching",local,present,habitat
VOCHYSIACEAE,"Callisthene erythroclada","7.1 Fire & fire suppression",local,present,habitat
VOCHYSIACEAE,"Callisthene erythroclada","8.1 Invasive non-native/alien species/diseases",regional,present,habitat
VOCHYSIACEAE,"Callisthene erythroclada","5.2 Gathering terrestrial plants",local,present,habitat
VOCHYSIACEAE,"Callisthene erythroclada","1.3 Tourism & recreation areas",local,present,habitat
MYRTACEAE,"Calycolpus australis","2.3.4 Scale Unknown/Unrecorded",regional,past;present;future,habitat
MYRTACEAE,"Calycolpus australis","2.1.4 Scale Unknown/Unrecorded",regional,past;present;future,
