"Familia";"Nome";"Analise";"Avaliação";"Categoria";"Criterio"
"Asteraceae";"Eremanthus inopinatus";"review";"";"";""
"Asteraceae";"Eremanthus ovatifolius";"review";"";"";""
"BROMELIACEAE";"Encholirium fragae";"open";"";"";""
"BROMELIACEAE";"Encholirium kranzianum";"open";"";"";""
"BROMELIACEAE";"Encholirium splendidum";"open";"";"";""
"";"";"open";"";"";""
