family,scientificName,use,resource,details,references
LAMIACEAE,"Hesperozygis ringens","3. Medicine - human and veterinary",,"​Popularmente utilizada como inseticida natural pois possui na constituição de seu óleo essencial o composto Pulegona, encontrada em concentrações acima de 79%, o qual possui atividade inseticida, bactericida, alelopática e nematicida (Fracaro, 2006). Outros compostos são encontrados como o alfa-pineno, sabineno, beta-pineno, limoneno, 1,8-cineol, óxido de cis- e trans-linalol, linalol, mentona, isopulegona, alfa-terpineol, óxido de cis- and trans- pulegona, e cariofileno (Fracaro, 2006).","Fracaro, F. 2006. Ecologia molecular, variabilidade genética, química e cultivo in vitro de Hesperozygis ringens Benth. Tese doutorado. Universidade Federal de São Carlos, São Carlos, São Paulo."
