family,scientificName,action,situation,details,references
MYRTACEAE,"Eugenia martiana","1.1 Site/area protection","on going","Ocorre no ESEC Estadual do Paraíso (H.C. de Lima 2273; 2396; 4347; G. Martinelli 9928; 9949; 10012).",
Ephedraceae,"Ephedra tweediana","1.1 Site/area protection","on going","Ocorre na Reserva Biológica Lami José Lutzenberger (Porto Alegre, RS) (Baptista et al., 2009), Reserva Biológica do Mato Grande (Pereira & Schlee Jr.), Parque Estadual do Itapuã (Buss et al., 1997) e RPPN Barba Negra (F. Gonzatti 769A).","Baptista, M.M.; Ramos, M.A.; Albuquerque, U.P.; Coelho-de-Souza, G. & Ritter, M.R. 2013. Traditional botanical knowlwdge of artesanal fishers in sothern Brazil. Journal of Ethnobiology and Ethnomedicine, 9: 54.;Pereira, J.C. & Schlee Jr., J.M. Reserva Biológica do Mato Grande: Um patrimônio cultural e natural.;Buss, G.; Schwambach, J.; Brutto, L.F.G.; Liesenfeld, M.V.A.; Santos dos, M.F.M. & Souza, M.V. 1997. Ação e Conservação: o papel da comunidade na implantação do Parque Estadual de Itapoã-RS”. Anais do Congresso Brasileiro de Unidades de Conservação, IAP, Unilivre, Rede Nacional Pró Unidades de Conservação, Curitiba, PR, p. 283-293."
Ephedraceae,"Ephedra tweediana","5.1.2 National level","on going","​A espécie é categorizada com Em Perigo (EN) na Lista Vermelha da flora do Rio Grande do Sul (CONSEMA-RS, 2002); e ​Vulnerável na Lista Vermelha da flora do Brasil (MMA, 2008), Anexo 1.",
LAMIACEAE,"Hesperozygis ringens","5.1.3 Sub-national level","on going","Considerada ​Em Perigo (EN) pela Lista Vermelha da flora do Rio Grande do Sul (CONSEMA-RS, 2002).",
LAMIACEAE,"Hesperozygis ringens","5.1.2 National level","on going","Considerada ameaçada pela Lista Vermelha da flora do Brasil (MMA, 2008), Anexo 1. Categorizada em VU B2ab(i,ii,iii).",
Poaceae,"Paspalum niquelandiae","1.1 Site/area protection",needed,"É necessária a implementação de uma área de proteção legal a fim de conservar e proteger a flora peculiar encontrada na região de Niquelândia; a espécie não ocorre em área de proteção legal (Filgueiras, 1995).","Filgueiras, T.S. 1995. Paspalum niquelandiae (Poaceae: Paniceae), a new species from the Serpentine Outcrops of Central Brazil. Novon, 5(1): 30-33."
Poaceae,"Paspalum niquelandiae","5.1.2 National level","on going","Considerada Em perigo (EN) pela ​Lista Vermelha da flora do Brasil (MMA, 2008), Anexo 1.",
Erythroxylaceae,"Erythroxylum substriatum","5.1.3 Sub-national level","on going","Considerada uma espécie Vulnerável (VU) pela Lista Vermelha do estado do Rio Grande do Sul (Decreto Estadual 42.099/2002).",
