"Familia";"Nome";"Analise";"Avaliação";"Categoria";"Criterio"
"ACANTHACEAE";"Aphelandra espirito-santensis";"done";"published";"EN";"B1ab(iii)"
"ACANTHACEAE";"Aphelandra gigantea";"done";"published";"LC";""
"ACANTHACEAE";"Aphelandra hirta";"done";"published";"LC";""
"ACANTHACEAE";"Aphelandra longiflora";"done";"published";"LC";""
"ACANTHACEAE";"Aphelandra margaritae";"done";"published";"VU";"B1ab(iii)"
"ACANTHACEAE";"Aphelandra maximiliana";"done";"published";"EN";"B1ab(iii)"
"ACANTHACEAE";"Aphelandra nitida";"done";"published";"LC";""
"ACANTHACEAE";"Aphelandra prismatica";"done";"published";"LC";""
"ACANTHACEAE";"Aphelandra schottiana";"done";"published";"LC";""
"ACANTHACEAE";"Aphelandra squarrosa";"done";"published";"LC";""
"ACANTHACEAE";"Chamaeranthemum beyrichii";"done";"published";"LC";""
"ACANTHACEAE";"Dicliptera squarrosa";"done";"published";"LC";""
"ACANTHACEAE";"Dyschoriste smithii";"done";"published";"CR";"B1ab(iii,v)"
"ACANTHACEAE";"Dyschoriste lavandulaceae";"done";"published";"EN";"B1ab(iii)"
"ACANTHACEAE";"Herpetacanthus longiflorus";"done";"published";"NT";""
"ACANTHACEAE";"Justicia brasiliana";"done";"published";"LC";""
"ACANTHACEAE";"Justicia bullata";"done";"published";"DD";""
"ACANTHACEAE";"Justicia catharinensis";"done";"published";"NT";""
"ACANTHACEAE";"Justicia clausseniana";"done";"published";"EN";"B1ab(iii)"
"ACANTHACEAE";"Justicia congrua";"done";"published";"LC";""
"ACANTHACEAE";"Justicia cydoniifolia";"done";"published";"LC";""
"ACANTHACEAE";"Justicia genuflexa";"done";"published";"VU";"D2"
"ACANTHACEAE";"Justicia kleinii";"done";"published";"LC";""
"ACANTHACEAE";"Justicia laevilinguis";"done";"published";"LC";""
"ACANTHACEAE";"Justicia lythroides";"done";"published";"LC";""
"ACANTHACEAE";"Justicia paranaensis";"done";"published";"EN";"B1ab(iii)"
"ACANTHACEAE";"Justicia polita";"done";"published";"EN";"B1ab(iii)"
"ACANTHACEAE";"Justicia pseudoamazonica";"done";"published";"LC";""
"ACANTHACEAE";"Justicia ramulosa";"done";"published";"VU";"B1ab(iii)"
"IRIDACEAE";"Trimezia fistulosa";"done";"published";"EN";"B1ab(i,ii,iii)+2ab(i,ii,iii)"
"ACANTHACEAE";"Justicia scheidweileri";"done";"published";"LC";""
"ACANTHACEAE";"Justicia symphyantha";"done";"published";"LC";""
"ACANTHACEAE";"Justicia tijucensis";"done";"published";"VU";"B1ab(iii)"
"ACANTHACEAE";"Justicia wasshauseniana";"done";"published";"NT";""
"ACANTHACEAE";"Mendoncia mollis";"done";"published";"LC";""
"ACANTHACEAE";"Odontonema dissitiflorum";"done";"published";"EN";"B1ab(v)"
"ACANTHACEAE";"Pseuderanthemum modestum";"done";"published";"LC";""
"ACANTHACEAE";"Pseuderanthemum riedelianum";"done";"published";"LC";""
"ACANTHACEAE";"Ruellia affinis";"done";"published";"LC";""
"ACANTHACEAE";"Ruellia bulbifera";"done";"published";"LC";""
"ACANTHACEAE";"Ruellia chamaedrys";"done";"published";"DD";""
"ACANTHACEAE";"Ruellia curviflora";"done";"published";"LC";""
"ACANTHACEAE";"Ruellia dissitifolia";"done";"published";"LC";""
"ACANTHACEAE";"Ruellia epallocaulos";"done";"published";"LC";""
"ACANTHACEAE";"Ruellia erythropus";"done";"published";"LC";""
"ACANTHACEAE";"Ruellia multifolia";"done";"published";"LC";""
"ACANTHACEAE";"Ruellia solitaria";"done";"published";"LC";""
"ACANTHACEAE";"Schaueria lophura";"done";"published";"NT";""
"ACANTHACEAE";"Schaueria virginea";"done";"published";"DD";""
"ACANTHACEAE";"Staurogyne anigozanthus";"done";"published";"NT";""
"ACANTHACEAE";"Staurogyne brachiata";"done";"published";"EN";"B1ab(iii)"
"ACANTHACEAE";"Staurogyne carvalhoi";"done";"published";"VU";"B1ab(iii)"
"ACANTHACEAE";"Staurogyne elegans";"done";"published";"VU";"D2"
"ACANTHACEAE";"Staurogyne itatiaiae";"done";"published";"EN";"B1ab(iii)"
"ACANTHACEAE";"Staurogyne vauthieriana";"done";"published";"EN";"B1ab(iii)"
"ACANTHACEAE";"Staurogyne veronicifolia";"done";"published";"EN";"B1ab(iii)"
"ACANTHACEAE";"Staurogyne warmingiana";"done";"published";"EN";"B1ab(iii)"
"ACANTHACEAE";"Stenandrium diphyllum";"done";"published";"LC";""
"ACANTHACEAE";"Stenandrium hatschbachii";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"ACANTHACEAE";"Stenandrium stenophyllum";"done";"published";"EN";"B1ab(iii)"
"ACANTHACEAE";"Stenostephanus lobeliiformis";"done";"published";"DD";""
"ACANTHACEAE";"Streblacanthus dubiosus";"done";"published";"EN";"B2ab(iii)"
"ACHATOCARPACEAE";"Achatocarpus praecox";"done";"published";"LC";""
"ADELOTHECIACEAE";"Adelothecium bogotense";"done";"published";"LC";""
"ALISMATACEAE";"Echinodorus bolivianus";"done";"published";"LC";""
"ALISMATACEAE";"Echinodorus paniculatus";"done";"published";"LC";""
"ALISMATACEAE";"Sagittaria lancifolia";"done";"published";"VU";"A2c"
"ALISMATACEAE";"Sagittaria rhombifolia";"done";"published";"LC";""
"ALSTROEMERIACEAE";"Alstroemeria amabilis";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"ALSTROEMERIACEAE";"Alstroemeria apertiflora";"done";"published";"LC";""
"ALSTROEMERIACEAE";"Alstroemeria brasiliensis";"done";"published";"EN";"B2ab(ii,iii,iv)"
"ALSTROEMERIACEAE";"Alstroemeria capixaba";"done";"published";"CR";"B2ab(iii)"
"ALSTROEMERIACEAE";"Alstroemeria caryophyllaea";"done";"published";"EN";"B2ab(ii,iii,iv)"
"ALSTROEMERIACEAE";"Alstroemeria inodora";"done";"published";"LC";""
"ALSTROEMERIACEAE";"Alstroemeria isabellana";"done";"published";"LC";""
"ALSTROEMERIACEAE";"Alstroemeria malmeana";"done";"published";"CR";"B2ab(ii,iii,iv)"
"ALSTROEMERIACEAE";"Alstroemeria orchidioides";"done";"published";"EN";"B2ab(ii,iii,iv)"
"ALSTROEMERIACEAE";"Alstroemeria penduliflora";"done";"published";"EN";"B1ab(ii,iii,iv)+2ab(ii,iii,iv)"
"ALSTROEMERIACEAE";"Alstroemeria variegata";"done";"published";"DD";""
"AMARANTHACEAE";"Alternanthera decurrens";"done";"published";"EN";"B1ab(iii)"
"AMARANTHACEAE";"Alternanthera hirtula";"done";"published";"VU";"B1ab(i,iii,iv)"
"AMARANTHACEAE";"Alternanthera januarensis";"done";"published";"EN";"B1ab(iii)"
"AMARANTHACEAE";"Alternanthera malmeana";"done";"published";"DD";""
"AMARANTHACEAE";"Alternanthera micrantha";"done";"published";"LC";""
"AMARANTHACEAE";"Alternanthera paronychioides";"done";"published";"LC";""
"AMARANTHACEAE";"Alternanthera praelonga";"done";"published";"LC";""
"AMARANTHACEAE";"Alternanthera puberula";"done";"published";"LC";""
"AMARANTHACEAE";"Alternanthera reineckii";"done";"published";"LC";""
"AMARANTHACEAE";"Alternanthera sessilis";"done";"published";"LC";""
"AMARANTHACEAE";"Alternanthera tenella";"done";"published";"LC";""
"AMARANTHACEAE";"Amaranthus rosengurtii";"done";"published";"EN";"B1ab(iii)+2ab(i,iii)"
"AMARANTHACEAE";"Blutaparon portulacoides";"done";"published";"LC";""
"AMARANTHACEAE";"Celosia grandifolia";"done";"published";"LC";""
"AMARANTHACEAE";"Chamissoa acuminata";"done";"published";"LC";""
"AMARANTHACEAE";"Chamissoa acuminata var. maximilianii";"done";"published";"DD";""
"AMARANTHACEAE";"Chamissoa altissima";"done";"published";"LC";""
"AMARANTHACEAE";"Froelichia interrupta";"done";"published";"DD";""
"AMARANTHACEAE";"Froelichia procera";"done";"published";"DD";""
"AMARANTHACEAE";"Froelichiella grisea";"done";"published";"EN";"B1ab(i,ii,iii)"
"AMARANTHACEAE";"Gomphrena agrestis";"done";"published";"LC";""
"AMARANTHACEAE";"Gomphrena centrota";"done";"published";"EN";"B1ab(i,iii)"
"AMARANTHACEAE";"Gomphrena chrestoides";"done";"published";"NT";""
"AMARANTHACEAE";"Gomphrena duriuscula";"done";"published";"DD";""
"AMARANTHACEAE";"Gomphrena elegans";"done";"published";"LC";""
"AMARANTHACEAE";"Gomphrena graminea";"done";"published";"LC";""
"AMARANTHACEAE";"Gomphrena hatschbachiana";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"AMARANTHACEAE";"Gomphrena macrocephala";"done";"published";"LC";""
"AMARANTHACEAE";"Gomphrena nigricans";"done";"published";"CR";"B1ab(iii)"
"AMARANTHACEAE";"Gomphrena paranensis";"done";"published";"VU";"B1ab(i,iii,iv)"
"AMARANTHACEAE";"Gomphrena perennis";"done";"published";"LC";""
"AMARANTHACEAE";"Gomphrena pulchella";"done";"published";"EN";"B1ab(i,iii)"
"AMARANTHACEAE";"Gomphrena regeliana";"done";"published";"VU";"B1ab(ii,iii)"
"AMARANTHACEAE";"Gomphrena scandens";"done";"published";"NT";""
"AMARANTHACEAE";"Gomphrena schlechtendaliana";"done";"published";"DD";""
"AMARANTHACEAE";"Gomphrena sellowiana";"done";"published";"DD";""
"AMARANTHACEAE";"Gomphrena vaga";"done";"published";"LC";""
"AMARANTHACEAE";"Hebanthe eriantha";"done";"published";"LC";""
"AMARANTHACEAE";"Hebanthe pulverulenta";"done";"published";"LC";""
"AMARANTHACEAE";"Herbstia brasiliana";"done";"published";"DD";""
"AMARANTHACEAE";"Lecosia oppositifolia";"done";"published";"DD";""
"AMARANTHACEAE";"Pfaffia argyrea";"done";"published";"EN";"B1ab(i,iii,iv)"
"AMARANTHACEAE";"Pfaffia glabrata";"done";"published";"LC";""
"AMARANTHACEAE";"Pfaffia glomerata";"done";"published";"LC";""
"AMARANTHACEAE";"Pfaffia gnaphaloides";"done";"published";"LC";""
"AMARANTHACEAE";"Pfaffia jubata";"done";"published";"LC";""
"AMARANTHACEAE";"Pfaffia minarum";"done";"published";"VU";"B1ab(i,iii)"
"AMARANTHACEAE";"Pfaffia townsendii";"done";"published";"LC";""
"AMARANTHACEAE";"Quaternella glabratoides";"done";"published";"EN";"B1ab(i,iii)"
"AMARYLLIDACEAE";"Eithea blumenavia";"done";"published";"EN";"A4cd;B2ab(iii,iv)"
"AMARYLLIDACEAE";"Griffinia aracensis";"done";"published";"CR";"B2ab(iii)"
"AMARYLLIDACEAE";"Griffinia colatinensis";"done";"published";"CR";"B2ab(iii)"
"AMARYLLIDACEAE";"Griffinia espiritensis";"done";"published";"EN";"B2ab(ii,iii)"
"AMARYLLIDACEAE";"Griffinia gardneriana";"done";"published";"EN";"B2ab(iii,v)"
"AMARYLLIDACEAE";"Griffinia hyacinthina";"done";"published";"EN";"A4c;B1ab(iii,iv)+2ab(iii,iv);C2a(i)"
"AMARYLLIDACEAE";"Griffinia liboniana";"done";"published";"EN";"A4cd;B1ab(iii,iv)+2ab(iii,iv)"
"AMARYLLIDACEAE";"Griffinia nocturna";"done";"published";"CR";"B2ab(iii,iv)"
"AMARYLLIDACEAE";"Griffinia parviflora";"done";"published";"CR";"B2ab(iii,v)"
"AMARYLLIDACEAE";"Griffinia paubrasilica";"done";"published";"CR";"B2ab(iii,iv)"
"AMARYLLIDACEAE";"Griffinia rochae";"done";"published";"DD";""
"AMARYLLIDACEAE";"Habranthus irwinianus";"done";"published";"VU";"B1ab(iii)+2ab(iii)"
"AMARYLLIDACEAE";"Hippeastrum angustifolium";"done";"published";"VU";"D2"
"AMARYLLIDACEAE";"Hippeastrum brasilianum";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"AMARYLLIDACEAE";"Hippeastrum breviflorum";"done";"published";"EN";"B2ab(iii,iv,v)"
"AMARYLLIDACEAE";"Hippeastrum goianum";"done";"published";"EN";"B1ab(iii,iv,v)+2ab(iii,iv,v)"
"AMARYLLIDACEAE";"Hippeastrum leucobasis";"done";"published";"CR";"B2ab(iii,iv)"
"AMARYLLIDACEAE";"Hippeastrum morelianum";"done";"published";"VU";"B2ab(iii)"
"AMARYLLIDACEAE";"Hippeastrum papilio";"done";"published";"CR";"A4acd;C2a(ii)"
"AMARYLLIDACEAE";"Hippeastrum psittacinum";"done";"published";"EN";"B1ab(iii,iv)+2ab(iii,iv)"
"AMARYLLIDACEAE";"Hippeastrum reginae";"done";"published";"EN";"B2ab(iii,iv,v)"
"AMARYLLIDACEAE";"Hippeastrum santacatarina";"done";"published";"EN";"B2ab(iii,iv,v)"
"AMARYLLIDACEAE";"Hippeastrum striatum";"done";"published";"EN";"B2ab(iii,iv,v)"
"AMARYLLIDACEAE";"Hippeastrum vittatum";"done";"published";"CR";"B2ab(iii,iv,v)"
"AMARYLLIDACEAE";"Hippeastrum guarapuavicum";"done";"published";"EN";"B1ab(iii,iv,v)+2ab(iii,iv,v)"
"AMARYLLIDACEAE";"Worsleya rayneri";"done";"published";"EN";"B1ab(iii,iv,v)+2ab(iii,iv,v)"
"AMARYLLIDACEAE";"Zephyranthes caerulea";"done";"published";"VU";"D2"
"AMARYLLIDACEAE";"Zephyranthes candida";"done";"published";"EN";"B1b(i,iii)+2ab(iii)"
"AMARYLLIDACEAE";"Zephyranthes capivarina";"done";"published";"VU";"D2"
"AMARYLLIDACEAE";"Zephyranthes paranaensis";"done";"published";"EN";"B2ab(iii)"
"AMARYLLIDACEAE";"Zephyranthes brasiliensis";"done";"published";"VU";"D2"
"ANACARDIACEAE";"Anacardium humile";"done";"published";"LC";""
"ANACARDIACEAE";"Astronium fraxinifolium";"done";"published";"LC";""
"ANACARDIACEAE";"Astronium graveolens";"done";"published";"LC";""
"ANACARDIACEAE";"Cyrtocarpa caatingae";"done";"published";"LC";""
"ANACARDIACEAE";"Myracrodruon balansae";"done";"published";"EN";"B2ab(iii)"
"ANACARDIACEAE";"Myracrodruon urundeuva";"done";"published";"LC";""
"ANACARDIACEAE";"Schinopsis balansae";"done";"published";"EN";"B2ab(iii)"
"ANACARDIACEAE";"Schinopsis brasiliensis";"done";"published";"LC";""
"ANACARDIACEAE";"Schinopsis brasiliensis var. glabra";"done";"published";"DD";""
"ANACARDIACEAE";"Schinus engleri";"done";"published";"NT";""
"ANEMIACEAE";"Anemia blechnoides";"done";"published";"VU";"B1ab(iii)"
"ANEMIACEAE";"Anemia gardneri";"done";"published";"VU";"B1ab(i,ii,iii)"
"ANEMIACEAE";"Anemia mirabilis";"done";"published";"VU";"D2"
"ANEMIACEAE";"Anemia organensis";"done";"published";"NT";""
"ANEMIACEAE";"Anemia elegans";"done";"published";"LC";""
"ANEMIACEAE";"Anemia espiritosantensis";"done";"published";"DD";""
"ANEMIACEAE";"Anemia trichorhiza";"done";"published";"VU";"D2"
"ANEMIACEAE";"Anemia warmingii";"done";"published";"NT";""
"ANEURACEAE";"Aneura pinguis";"done";"published";"LC";""
"ANNONACEAE";"Anaxagorea silvatica";"done";"published";"NT";""
"ANNONACEAE";"Annona bahiensis";"done";"published";"NT";""
"ANNONACEAE";"Annona burchellii";"done";"published";"DD";""
"ANNONACEAE";"Annona cacans";"done";"published";"LC";""
"ANNONACEAE";"Annona calcarata";"done";"published";"DD";""
"ANNONACEAE";"Annona coriacea";"done";"published";"LC";""
"ANNONACEAE";"Annona dioica";"done";"published";"LC";""
"ANNONACEAE";"Annona emarginata";"done";"published";"LC";""
"ANNONACEAE";"Annona ferruginea";"done";"published";"DD";""
"ANNONACEAE";"Annona glabra";"done";"published";"LC";""
"ANNONACEAE";"Annona maritima";"done";"published";"VU";"B1ab(i,ii,iii,iv)"
"ANNONACEAE";"Annona parviflora";"done";"published";"EN";"B1ab(i,iii)"
"ANNONACEAE";"Annona pickelii";"done";"published";"VU";"D2"
"ANNONACEAE";"Annona sericea";"done";"published";"LC";""
"ANNONACEAE";"Annona ubatubensis";"done";"published";"EN";"B1ab(i,ii,iii)+2ab(i,ii,iii)"
"ANNONACEAE";"Annona xylopiifolia";"done";"published";"NT";""
"ANNONACEAE";"Duguetia fufuracea";"done";"published";"LC";""
"ANNONACEAE";"Duguetia lanceolata";"done";"published";"LC";""
"ANNONACEAE";"Duguetia magnolioidea";"done";"published";"EN";"B1ab(i,ii,iii)"
"ANNONACEAE";"Duguetia restingae";"done";"published";"CR";"B2ab(iii)"
"ANNONACEAE";"Duguetia reticulata";"done";"published";"EN";"B1ab(iii,iv)"
"ANNONACEAE";"Duguetia salicifolia";"done";"published";"LC";""
"ANNONACEAE";"Duguetia scottmorii";"done";"published";"CR";"B1ab(i,ii,iii)"
"ANNONACEAE";"Duguetia sooretamae";"done";"published";"EN";"B1ab(iii)"
"ANNONACEAE";"Guatteria australis";"done";"published";"LC";""
"ANNONACEAE";"Guatteria campestris";"done";"published";"LC";""
"ANNONACEAE";"Hornschuchia alba";"done";"published";"CR";"B1ab(i,ii,iii)"
"ANNONACEAE";"Hornschuchia cauliflora";"done";"published";"EN";"B1ab(i,ii,iii)+2ab(i,ii,iii)"
"ANNONACEAE";"Hornschuchia obliqua";"done";"published";"EN";"B1ab(i,ii,iii)"
"ANNONACEAE";"Malmea obovata";"done";"published";"DD";""
"ANNONACEAE";"Oxandra reticulata";"done";"published";"LC";""
"ANNONACEAE";"Trigynaea axilliflora";"done";"published";"CR";"B1ab(i,ii,iii)"
"ANNONACEAE";"Trigynaea oblongifolia";"done";"published";"EN";"B1ab(iii)"
"ANNONACEAE";"Unonopsis riedeliana";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"ANNONACEAE";"Xylopia aromatica";"done";"published";"LC";""
"ANNONACEAE";"Xylopia brasiliensis";"done";"published";"NT";""
"APIACEAE";"Apium prostratum";"done";"published";"LC";""
"APIACEAE";"Eryngium corallinum";"done";"published";"CR";"B2ab(i,ii,iii,iv,v)"
"APIACEAE";"Eryngium divaricatum";"done";"published";"EN";"B1ab(iii,v)"
"APIACEAE";"Eryngium dorae";"done";"published";"CR";"B2ab(ii,iii,iv,v)"
"APIACEAE";"Eryngium dusenii";"done";"published";"DD";""
"APIACEAE";"Eryngium ekmanii";"done";"published";"LC";""
"APIACEAE";"Eryngium eriophorum";"done";"published";"LC";""
"APIACEAE";"Eryngium eurycephalum";"done";"published";"NT";""
"APIACEAE";"Eryngium falcifolium";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"APIACEAE";"Eryngium glaziovianum";"done";"published";"DD";""
"APIACEAE";"Eryngium koehneanum";"done";"published";"VU";"D2"
"APIACEAE";"Eryngium ombrophilum";"done";"published";"EN";"B1ab(ii,iii,iv,v)"
"APIACEAE";"Eryngium ramboanum";"done";"published";"CR";"B2ab(iii,v)"
"APIACEAE";"Eryngium sanguisorba";"done";"published";"LC";""
"APIACEAE";"Eryngium scirpinum";"done";"published";"EN";"B2ab(i,ii,iii,iv,v)"
"APIACEAE";"Eryngium smithii";"done";"published";"EN";"B1ab(iii)"
"APIACEAE";"Eryngium stenophyllum";"done";"published";"DD";""
"APIACEAE";"Eryngium urbanianum";"done";"published";"EN";"B1ab(iii,v)"
"APIACEAE";"Eryngium zosterifolium";"done";"published";"VU";"D2"
"APIACEAE";"Lilaeopsis brasiliensis";"done";"published";"VU";"D2"
"APIACEAE";"Spananthe paniculata";"done";"published";"LC";""
"APOCYNACEAE";"Asclepias aequicornu";"done";"published";"LC";""
"APOCYNACEAE";"Asclepias langsdorffii";"done";"published";"LC";""
"APOCYNACEAE";"Asclepias mellodora";"done";"published";"LC";""
"APOCYNACEAE";"Aspidosperma album";"done";"published";"DD";""
"APOCYNACEAE";"Aspidosperma australe";"done";"published";"LC";""
"APOCYNACEAE";"Aspidosperma cylindrocarpon";"done";"published";"LC";""
"APOCYNACEAE";"Aspidosperma desmanthum";"done";"published";"LC";""
"APOCYNACEAE";"Aspidosperma macrocarpon";"done";"published";"LC";""
"APOCYNACEAE";"Aspidosperma nobile";"done";"published";"LC";""
"APOCYNACEAE";"Aspidosperma polyneuron";"done";"published";"NT";""
"APOCYNACEAE";"Aspidosperma quebracho-blanco";"done";"published";"DD";""
"APOCYNACEAE";"Aspidosperma ramiflorum";"done";"published";"LC";""
"APOCYNACEAE";"Aspidosperma riedelii";"done";"published";"LC";""
"APOCYNACEAE";"Aspidosperma sandwithianum";"done";"published";"DD";""
"APOCYNACEAE";"Aspidosperma spruceanum";"done";"published";"LC";""
"APOCYNACEAE";"Aspidosperma tomentosum";"done";"published";"LC";""
"APOCYNACEAE";"Barjonia erecta";"done";"published";"LC";""
"APOCYNACEAE";"Barjonia harleyi";"done";"published";"EN";"B1ab(i,ii,iii,iv)"
"APOCYNACEAE";"Blepharodon bicuspidatum";"done";"published";"LC";""
"APOCYNACEAE";"Blepharodon manicatum";"done";"published";"LC";""
"APOCYNACEAE";"Cynanchum morrenioides";"done";"published";"CR";"B1ab(iii)"
"APOCYNACEAE";"Ditassa arianeae";"done";"published";"EN";"B2ab(ii,iii)"
"APOCYNACEAE";"Ditassa auriflora";"done";"published";"CR";"B1ab(iii)"
"APOCYNACEAE";"Ditassa cipoensis";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"APOCYNACEAE";"Ditassa cordeiroana";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"APOCYNACEAE";"Ditassa itambensis";"done";"published";"EN";"B1ab(ii,iii)+2ab(ii,iii)"
"APOCYNACEAE";"Ditassa laevis";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"APOCYNACEAE";"Ditassa leonii";"done";"published";"VU";"D2"
"APOCYNACEAE";"Ditassa longisepala";"done";"published";"EN";"B1ab(ii,iii)+2ab(ii,iii)"
"APOCYNACEAE";"Ditassa maricaensis";"done";"published";"EN";"B1ab(ii,iii)+2ab(ii,iii)"
"APOCYNACEAE";"Ditassa oberdanii";"done";"published";"EN";"B2ab(iii)"
"APOCYNACEAE";"Gonolobus dorothyanus";"done";"published";"CR";"B2ab(i,ii,iii)"
"APOCYNACEAE";"Gonolobus parviflorus";"done";"published";"LC";""
"APOCYNACEAE";"Gyrostelma bornmulleri";"done";"published";"EN";"B2ab(ii,iii)"
"APOCYNACEAE";"Gyrostelma oxypetaloides";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"APOCYNACEAE";"Hemipogon abietoides";"done";"published";"CR";"B2ab(iii)"
"APOCYNACEAE";"Hemipogon furlanii";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"APOCYNACEAE";"Hemipogon harleyi";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"APOCYNACEAE";"Hemipogon hatschbachii";"done";"published";"CR";"B1ab(iii)"
"APOCYNACEAE";"Hemipogon irwinii";"done";"published";"LC";""
"APOCYNACEAE";"Hemipogon piranii";"done";"published";"CR";"B1ab(i,ii,iii)"
"APOCYNACEAE";"Jobinia hatschbachii";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"APOCYNACEAE";"Macroditassa adnata";"done";"published";"LC";""
"APOCYNACEAE";"Macroditassa lagoensis";"done";"published";"LC";""
"APOCYNACEAE";"Macroditassa marianae";"done";"published";"CR";"B2ab(iii)"
"APOCYNACEAE";"Macroscepis aurea";"done";"published";"DD";""
"APOCYNACEAE";"Macroscepis magnifica";"done";"published";"DD";""
"APOCYNACEAE";"Malouetia cestroides";"done";"published";"LC";""
"APOCYNACEAE";"Mandevilla coccinea";"done";"published";"LC";""
"APOCYNACEAE";"Mandevilla fragrans";"done";"published";"LC";""
"APOCYNACEAE";"Mandevilla hirsuta";"done";"published";"LC";""
"APOCYNACEAE";"Mandevilla sellowii";"done";"published";"NT";""
"APOCYNACEAE";"Mandevilla venulosa";"done";"published";"NT";""
"APOCYNACEAE";"Marsdenia altissima";"done";"published";"LC";""
"APOCYNACEAE";"Marsdenia fontellana";"done";"published";"DD";""
"APOCYNACEAE";"Marsdenia queirozii";"done";"published";"EN";"B1ab(iii)"
"APOCYNACEAE";"Matelea bahiensis";"done";"published";"EN";"B2ab(ii,iii)"
"APOCYNACEAE";"Matelea glaziovii";"done";"published";"VU";"B2ab(ii,iii,iv)"
"APOCYNACEAE";"Matelea hatschbachii";"done";"published";"EN";"B2ab(iii)"
"APOCYNACEAE";"Matelea marcoassisii";"done";"published";"VU";"D2"
"APOCYNACEAE";"Matelea santosii";"done";"published";"EN";"B1ab(ii,iii)"
"APOCYNACEAE";"Metastelma giuliettianum";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"APOCYNACEAE";"Metastelma harleyi";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"APOCYNACEAE";"Minaria abortiva";"done";"published";"DD";""
"APOCYNACEAE";"Minaria acerosa";"done";"published";"LC";""
"APOCYNACEAE";"Minaria bifurcata";"done";"published";"CR";"B2ab(iii)"
"APOCYNACEAE";"Minaria diamantinensis";"done";"published";"CR";"B1ab(iii)"
"APOCYNACEAE";"Minaria grazielae";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"APOCYNACEAE";"Minaria hemipogonoides";"done";"published";"CR";"B2ab(iii)"
"APOCYNACEAE";"Minaria inconspicua";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"APOCYNACEAE";"Minaria lourteigiae";"done";"published";"DD";""
"APOCYNACEAE";"Minaria magisteriana";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"APOCYNACEAE";"Minaria monocoronata";"done";"published";"CR";"B2ab(i,ii,iii)"
"APOCYNACEAE";"Minaria polygaloides";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"APOCYNACEAE";"Minaria refractifolia";"done";"published";"VU";"B1ab(iii)+2ab(iii)"
"APOCYNACEAE";"Minaria semirii";"done";"published";"EN";"B1ab(iii)+2ab(iii)"
"APOCYNACEAE";"Orthosia itatiaiensis";"done";"published";"LC";""
"APOCYNACEAE";"Oxypetalum arnnotianum";"done";"published";"NT";""
"APOCYNACEAE";"Oxypetalum capitatum";"done";"published";"LC";""
"APOCYNACEAE";"Oxypetalum confusum";"done";"published";"LC";""
"APOCYNACEAE";"Oxypetalum dusenii";"done";"published";"EN";"B1ab(i,ii,iii)+2ab(i,ii,iii)"
"APOCYNACEAE";"Oxypetalum ekblomii";"done";"published";"EN";"B2ab(iii)"
"APOCYNACEAE";"Oxypetalum glaziovii";"done";"published";"EN";"B1ab(iii)"
"APOCYNACEAE";"Oxypetalum leonii";"done";"published";"EN";"B1ab(iii)"
"APOCYNACEAE";"Oxypetalum lineare";"done";"published";"LC";""
"APOCYNACEAE";"Oxypetalum regnellii";"done";"published";"NT";""
"APOCYNACEAE";"Oxypetalum strictum";"done";"published";"LC";""
"APOCYNACEAE";"Oxypetalum warmingii";"done";"published";"LC";""
"APOCYNACEAE";"Prestonia bahiensis";"done";"published";"LC";""
"APOCYNACEAE";"Prestonia quinquangularis";"done";"published";"LC";""
"APOCYNACEAE";"Prestonia riedelii";"done";"published";"LC";""
"APOCYNACEAE";"Prestonia solanifolia";"done";"published";"EN";"B2ab(iii,iv)"
"APOCYNACEAE";"Prestonia tomentosa";"done";"published";"LC";""
"APOCYNACEAE";"Tabernaemontana cumata";"done";"published";"EN";"B1ab(ii,iii)+2ab(ii,iii)"
"APOCYNACEAE";"Tabernaemontana muricata";"done";"published";"LC";""
"APOCYNACEAE";"Tassadia obovata";"done";"published";"LC";""
"APOCYNACEAE";"Temnadenia violacea";"done";"published";"LC";""
"AQUIFOLIACEAE";"Ilex auricula";"done";"published";"CR";"B2ab(ii,iii)"
"AQUIFOLIACEAE";"Ilex chamaedryfolia";"done";"published";"LC";""
"AQUIFOLIACEAE";"Ilex loranthoides";"done";"published";"VU";"D2"
"AQUIFOLIACEAE";"Ilex neblinensis";"done";"published";"LC";""
"AQUIFOLIACEAE";"Ilex paraguariensis";"done";"published";"LC";""
