family,scientificName,threat,incidence,timing,decline
ACANTHACEAE,"Aphelandra margaritae","1.1 Agriculture",,,
ACANTHACEAE,"Aphelandra margaritae","1.1.2 Wood plantation",,,
ACANTHACEAE,"Aphelandra margaritae","1.1.4 Livestock",,,
ACANTHACEAE,"Aphelandra maximiliana","1 Habitat Loss/Degradation (human induced)",local,,
ACANTHACEAE,"Aphelandra nitida","1 Habitat Loss/Degradation (human induced)",,,
ACANTHACEAE,"Aphelandra prismatica","1 Habitat Loss/Degradation (human induced)",,,
ACANTHACEAE,"Dyschoriste smithii","1 Habitat Loss/Degradation (human induced)",local,,
ACANTHACEAE,"Dyschoriste lavandulaceae","1 Habitat Loss/Degradation (human induced)",local,,
ACANTHACEAE,"Justicia brasiliana","1 Habitat Loss/Degradation (human induced)",,,
ACANTHACEAE,"Justicia clausseniana","1 Habitat Loss/Degradation (human induced)",local,,
ACANTHACEAE,"Justicia paranaensis","1 Habitat Loss/Degradation (human induced)",local,,
ACANTHACEAE,"Justicia polita","10.5 Fire",local,,
ACANTHACEAE,"Justicia polita","1.4.4 Transport - land/air",local,,
ACANTHACEAE,"Justicia polita","1.4.2 Human settlement",local,,
ACANTHACEAE,"Justicia ramulosa","1 Habitat Loss/Degradation (human induced)",,,
ACANTHACEAE,"Justicia ramulosa","1.1 Agriculture",,,
ACANTHACEAE,"Justicia ramulosa","1.3.3 Wood",,,
IRIDACEAE,"Trimezia fistulosa","1.3.3 Wood",local,,
ACANTHACEAE,"Justicia tijucensis","1.4 Infrastructure development",local,,
ACANTHACEAE,"Justicia tijucensis","10.5 Fire",local,,
ACANTHACEAE,"Justicia tijucensis","2 Invasive alien species (directly affecting the species)",local,,
ACANTHACEAE,"Justicia tijucensis","1.1 Agriculture",local,,
ACANTHACEAE,"Odontonema dissitiflorum","1.1 Agriculture",local,,
ACANTHACEAE,"Odontonema dissitiflorum","10.5 Fire",local,,
ACANTHACEAE,"Staurogyne brachiata","1.4.2 Human settlement",,,
ACANTHACEAE,"Staurogyne brachiata","9.9 Restricted range",,,
ACANTHACEAE,"Staurogyne carvalhoi","1 Habitat Loss/Degradation (human induced)",local,,
ACANTHACEAE,"Staurogyne carvalhoi","1.1 Agriculture",local,,
ACANTHACEAE,"Staurogyne elegans","10 Human disturbance",,,
ACANTHACEAE,"Staurogyne elegans","7 Natural disaster",,,
ACANTHACEAE,"Staurogyne itatiaiae","1 Habitat Loss/Degradation (human induced)",local,,
ACANTHACEAE,"Staurogyne vauthieriana","1.3.1 Mining",local,,
ACANTHACEAE,"Staurogyne veronicifolia","1 Habitat Loss/Degradation (human induced)",local,,
ACANTHACEAE,"Staurogyne warmingiana","1.3.1 Mining",,,
ACANTHACEAE,"Staurogyne warmingiana","1.4.3 Tourism/recreation",local,,
ACANTHACEAE,"Stenandrium hatschbachii","1.3.1 Mining",local,,
ACANTHACEAE,"Stenandrium hatschbachii","1.4.3 Tourism/recreation",local,,
ACANTHACEAE,"Stenandrium hatschbachii","1.1.4 Livestock",local,,
ACANTHACEAE,"Stenandrium hatschbachii","1.7 Fire",local,,
ACANTHACEAE,"Stenandrium stenophyllum","1.3.1 Mining",local,,
ACANTHACEAE,"Stenandrium stenophyllum","10.1 Recreation/tourism",local,,
ACANTHACEAE,"Stenandrium stenophyllum","1.1.4 Livestock",local,,
ACANTHACEAE,"Stenandrium stenophyllum","1.7 Fire",local,,
ACANTHACEAE,"Streblacanthus dubiosus","1.7 Fire",local,,
ACANTHACEAE,"Streblacanthus dubiosus","1 Habitat Loss/Degradation (human induced)",local,,
ALISMATACEAE,"Echinodorus bolivianus","1 Habitat Loss/Degradation (human induced)",,,
ALISMATACEAE,"Echinodorus bolivianus","1 Habitat Loss/Degradation (human induced)",,,
ALISMATACEAE,"Echinodorus bolivianus","1.1 Agriculture",,,
ALISMATACEAE,"Echinodorus bolivianus","1 Habitat Loss/Degradation (human induced)",,,
ALISMATACEAE,"Echinodorus bolivianus","1 Habitat Loss/Degradation (human induced)",,,
ALISMATACEAE,"Echinodorus bolivianus","1 Habitat Loss/Degradation (human induced)",,,
ALISMATACEAE,"Echinodorus paniculatus","1 Habitat Loss/Degradation (human induced)",,,
ALISMATACEAE,"Echinodorus paniculatus","1 Habitat Loss/Degradation (human induced)",,,
ALISMATACEAE,"Echinodorus paniculatus","1.1 Agriculture",,,
ALISMATACEAE,"Echinodorus paniculatus","1 Habitat Loss/Degradation (human induced)",,,
ALISMATACEAE,"Sagittaria lancifolia","1 Habitat Loss/Degradation (human induced)",national,,
ALISMATACEAE,"Sagittaria lancifolia","1.1.4 Livestock",,,
ALISMATACEAE,"Sagittaria lancifolia","1.1 Agriculture",national,,
ALISMATACEAE,"Sagittaria lancifolia","1.1.1.1 Shifting Agriculture",national,,
ALISMATACEAE,"Sagittaria lancifolia","1.5 Invasive alien species (directly impacting habitat)",national,,
ALISMATACEAE,"Sagittaria rhombifolia","1 Habitat Loss/Degradation (human induced)",,,
ALISMATACEAE,"Sagittaria rhombifolia","1.1 Agriculture",,,
ALISMATACEAE,"Sagittaria rhombifolia","1 Habitat Loss/Degradation (human induced)",,,
ALSTROEMERIACEAE,"Alstroemeria amabilis","1.5 Invasive alien species (directly impacting habitat)",,,
ALSTROEMERIACEAE,"Alstroemeria amabilis","1.4.8 Power line",,,
ALSTROEMERIACEAE,"Alstroemeria amabilis","10.1 Recreation/tourism",local,,
ALSTROEMERIACEAE,"Alstroemeria apertiflora","1 Habitat Loss/Degradation (human induced)",,,
ALSTROEMERIACEAE,"Alstroemeria apertiflora","1.4.3 Tourism/recreation",,,
ALSTROEMERIACEAE,"Alstroemeria apertiflora","1.5 Invasive alien species (directly impacting habitat)",,,
ALSTROEMERIACEAE,"Alstroemeria brasiliensis","1.5 Invasive alien species (directly impacting habitat)",,,
ALSTROEMERIACEAE,"Alstroemeria brasiliensis","1.1.4 Livestock",,,
ALSTROEMERIACEAE,"Alstroemeria brasiliensis","1.3.1 Mining",local,,
ALSTROEMERIACEAE,"Alstroemeria capixaba","1.7 Fire",local,,
ALSTROEMERIACEAE,"Alstroemeria capixaba","1.1.4 Livestock",local,,
ALSTROEMERIACEAE,"Alstroemeria capixaba","1 Habitat Loss/Degradation (human induced)",,,
ALSTROEMERIACEAE,"Alstroemeria capixaba","1.5 Invasive alien species (directly impacting habitat)",,,
ALSTROEMERIACEAE,"Alstroemeria caryophyllaea","1.4 Infrastructure development",,,
ALSTROEMERIACEAE,"Alstroemeria caryophyllaea","1 Habitat Loss/Degradation (human induced)",,,
ALSTROEMERIACEAE,"Alstroemeria caryophyllaea","1.1 Agriculture",,,
ALSTROEMERIACEAE,"Alstroemeria caryophyllaea","1 Habitat Loss/Degradation (human induced)",national,,
ALSTROEMERIACEAE,"Alstroemeria caryophyllaea","1.3.3.2 Selective logging",,,
ALSTROEMERIACEAE,"Alstroemeria inodora","1 Habitat Loss/Degradation (human induced)",,,
ALSTROEMERIACEAE,"Alstroemeria inodora","1 Habitat Loss/Degradation (human induced)",,,
ALSTROEMERIACEAE,"Alstroemeria inodora","1 Habitat Loss/Degradation (human induced)",,,
ALSTROEMERIACEAE,"Alstroemeria isabellana","1 Habitat Loss/Degradation (human induced)",,,
ALSTROEMERIACEAE,"Alstroemeria isabellana","1 Habitat Loss/Degradation (human induced)",,,
ALSTROEMERIACEAE,"Alstroemeria isabellana","1 Habitat Loss/Degradation (human induced)",,,
ALSTROEMERIACEAE,"Alstroemeria malmeana","1.1.4 Livestock",,,
ALSTROEMERIACEAE,"Alstroemeria malmeana","1.7 Fire",,,
ALSTROEMERIACEAE,"Alstroemeria malmeana","1.1 Agriculture",,,
ALSTROEMERIACEAE,"Alstroemeria malmeana","1 Habitat Loss/Degradation (human induced)",,,
ALSTROEMERIACEAE,"Alstroemeria orchidioides","1.7 Fire",,,
ALSTROEMERIACEAE,"Alstroemeria orchidioides","1 Habitat Loss/Degradation (human induced)",,,
ALSTROEMERIACEAE,"Alstroemeria penduliflora","1.1 Agriculture",local,,
ALSTROEMERIACEAE,"Alstroemeria penduliflora","1.4.3 Tourism/recreation",local,,
ALSTROEMERIACEAE,"Alstroemeria penduliflora","1.3.4 Non-woody vegetation collection",local,,
ALSTROEMERIACEAE,"Alstroemeria penduliflora","1 Habitat Loss/Degradation (human induced)",local,,
ALSTROEMERIACEAE,"Alstroemeria penduliflora","3.3 Fuel",local,,
ALSTROEMERIACEAE,"Alstroemeria penduliflora","1.3.1 Mining",local,,
ALSTROEMERIACEAE,"Alstroemeria penduliflora","1.5 Invasive alien species (directly impacting habitat)",local,,
ALSTROEMERIACEAE,"Alstroemeria penduliflora","1.7 Fire",local,,
ALSTROEMERIACEAE,"Alstroemeria variegata","1.3.1 Mining",,,
AMARANTHACEAE,"Alternanthera decurrens","1 Habitat Loss/Degradation (human induced)",,,
AMARANTHACEAE,"Alternanthera decurrens","9.9 Restricted range",local,,
AMARANTHACEAE,"Alternanthera hirtula","1.1 Agriculture",,,
AMARANTHACEAE,"Alternanthera hirtula","1.5 Invasive alien species (directly impacting habitat)",,,
AMARANTHACEAE,"Alternanthera januarensis","9.9 Restricted range",local,,
AMARANTHACEAE,"Alternanthera januarensis","1 Habitat Loss/Degradation (human induced)",,,
AMARANTHACEAE,"Alternanthera malmeana","1 Habitat Loss/Degradation (human induced)",,,
AMARANTHACEAE,"Alternanthera malmeana","1.5 Invasive alien species (directly impacting habitat)",,,
AMARANTHACEAE,"Amaranthus rosengurtii","1.1 Agriculture",,,
AMARANTHACEAE,"Amaranthus rosengurtii","1.5 Invasive alien species (directly impacting habitat)",,,
AMARANTHACEAE,"Blutaparon portulacoides","1 Habitat Loss/Degradation (human induced)",,,
AMARANTHACEAE,"Froelichia interrupta","1 Habitat Loss/Degradation (human induced)",,,
AMARANTHACEAE,"Froelichia procera","1 Habitat Loss/Degradation (human induced)",,,
AMARANTHACEAE,"Froelichiella grisea","1.7 Fire",,,
AMARANTHACEAE,"Froelichiella grisea","1.1.4 Livestock",,,
AMARANTHACEAE,"Froelichiella grisea","10.1 Recreation/tourism",,,
AMARANTHACEAE,"Gomphrena centrota","1 Habitat Loss/Degradation (human induced)",local,,
AMARANTHACEAE,"Gomphrena centrota","1.3.1 Mining",local,,
AMARANTHACEAE,"Gomphrena chrestoides","1 Habitat Loss/Degradation (human induced)",,,
AMARANTHACEAE,"Gomphrena chrestoides","1.7 Fire",,,
AMARANTHACEAE,"Gomphrena chrestoides","1.1.4.2 Small-holder",,,
AMARANTHACEAE,"Gomphrena duriuscula","1 Habitat Loss/Degradation (human induced)",,,
AMARANTHACEAE,"Gomphrena graminea","1 Habitat Loss/Degradation (human induced)",,,
AMARANTHACEAE,"Gomphrena graminea","1.1 Agriculture",,,
AMARANTHACEAE,"Gomphrena hatschbachiana","9.9 Restricted range",local,,
AMARANTHACEAE,"Gomphrena hatschbachiana","1 Habitat Loss/Degradation (human induced)",,,
AMARANTHACEAE,"Gomphrena nigricans","1 Habitat Loss/Degradation (human induced)",,,
AMARANTHACEAE,"Gomphrena nigricans","9.9 Restricted range",local,,
AMARANTHACEAE,"Gomphrena paranensis","1 Habitat Loss/Degradation (human induced)",,,
AMARANTHACEAE,"Gomphrena pulchella","1 Habitat Loss/Degradation (human induced)",local,,
AMARANTHACEAE,"Gomphrena pulchella","1.3.3 Wood",,,
AMARANTHACEAE,"Gomphrena pulchella","1.5 Invasive alien species (directly impacting habitat)",local,,
AMARANTHACEAE,"Gomphrena regeliana","1 Habitat Loss/Degradation (human induced)",,,
AMARANTHACEAE,"Gomphrena scandens","1 Habitat Loss/Degradation (human induced)",,,
AMARANTHACEAE,"Gomphrena sellowiana","1.1 Agriculture",,,
AMARANTHACEAE,"Gomphrena vaga","1 Habitat Loss/Degradation (human induced)",,,
AMARANTHACEAE,"Hebanthe eriantha","1.3 Extraction",local,,
AMARANTHACEAE,"Herbstia brasiliana","1 Habitat Loss/Degradation (human induced)",,,
AMARANTHACEAE,"Lecosia oppositifolia","1 Habitat Loss/Degradation (human induced)",,,
AMARANTHACEAE,"Pfaffia argyrea","1.1.4 Livestock",,,
AMARANTHACEAE,"Pfaffia argyrea","1.7 Fire",,,
AMARANTHACEAE,"Pfaffia glomerata","1 Habitat Loss/Degradation (human induced)",,,
AMARANTHACEAE,"Pfaffia jubata","1 Habitat Loss/Degradation (human induced)",,,
AMARANTHACEAE,"Pfaffia minarum","1 Habitat Loss/Degradation (human induced)",,,
AMARANTHACEAE,"Pfaffia townsendii","1 Habitat Loss/Degradation (human induced)",national,,
AMARANTHACEAE,"Quaternella glabratoides","1.3.1 Mining",,,
AMARANTHACEAE,"Quaternella glabratoides","3 Harvesting (hunting/gathering)",local,,
AMARYLLIDACEAE,"Eithea blumenavia","1 Habitat Loss/Degradation (human induced)",national,,
AMARYLLIDACEAE,"Griffinia aracensis","1 Habitat Loss/Degradation (human induced)",,,
AMARYLLIDACEAE,"Griffinia colatinensis","1 Habitat Loss/Degradation (human induced)",national,,
AMARYLLIDACEAE,"Griffinia espiritensis","1 Habitat Loss/Degradation (human induced)",national,,
AMARYLLIDACEAE,"Griffinia espiritensis","1.1.2.2 Large-scale",,,
AMARYLLIDACEAE,"Griffinia gardneriana","1.1 Agriculture",national,,
AMARYLLIDACEAE,"Griffinia hyacinthina","9.1 Limited dispersal",local,,
AMARYLLIDACEAE,"Griffinia hyacinthina","1.3.4 Non-woody vegetation collection",local,,
AMARYLLIDACEAE,"Griffinia liboniana","9.2 Poor recruitment/reproduction/regeneration",,,
AMARYLLIDACEAE,"Griffinia liboniana","1 Habitat Loss/Degradation (human induced)",national,,
AMARYLLIDACEAE,"Griffinia nocturna","1.1 Agriculture",national,,
AMARYLLIDACEAE,"Griffinia nocturna","1.5 Invasive alien species (directly impacting habitat)",national,,
AMARYLLIDACEAE,"Griffinia parviflora","1.1.3.2 Large-scale",,,
AMARYLLIDACEAE,"Griffinia paubrasilica","1.1.3.2 Large-scale",,,
AMARYLLIDACEAE,"Griffinia rochae","1 Habitat Loss/Degradation (human induced)",,,
AMARYLLIDACEAE,"Habranthus irwinianus","1.3.1 Mining",,,
AMARYLLIDACEAE,"Hippeastrum angustifolium","1 Habitat Loss/Degradation (human induced)",,,
AMARYLLIDACEAE,"Hippeastrum angustifolium","1.1.1.3 Agro-industry farming",,,
AMARYLLIDACEAE,"Hippeastrum angustifolium","1.4.2 Human settlement",local,,
AMARYLLIDACEAE,"Hippeastrum angustifolium","1.1.4 Livestock",local,,
AMARYLLIDACEAE,"Hippeastrum angustifolium","1.4.6 Dam",local,,
AMARYLLIDACEAE,"Hippeastrum breviflorum","1 Habitat Loss/Degradation (human induced)",,,
AMARYLLIDACEAE,"Hippeastrum breviflorum","1.4.2 Human settlement",local,,
AMARYLLIDACEAE,"Hippeastrum breviflorum","1.4.2 Human settlement",local,,
AMARYLLIDACEAE,"Hippeastrum goianum","1 Habitat Loss/Degradation (human induced)",,,
AMARYLLIDACEAE,"Hippeastrum leucobasis","1.1.1 Crop",local,,
AMARYLLIDACEAE,"Hippeastrum morelianum","1.4.3 Tourism/recreation",local,,
AMARYLLIDACEAE,"Hippeastrum morelianum","1.1.4 Livestock",local,,
AMARYLLIDACEAE,"Hippeastrum morelianum","1.7 Fire",,,
AMARYLLIDACEAE,"Hippeastrum papilio","1.3.4 Non-woody vegetation collection",,,
AMARYLLIDACEAE,"Hippeastrum papilio","1.4.4 Transport - land/air",local,,
AMARYLLIDACEAE,"Hippeastrum psittacinum","1.3.1 Mining",local,,
AMARYLLIDACEAE,"Hippeastrum psittacinum","3 Harvesting (hunting/gathering)",local,,
AMARYLLIDACEAE,"Hippeastrum reginae","1 Habitat Loss/Degradation (human induced)",,,
AMARYLLIDACEAE,"Hippeastrum santacatarina","1.2.2 Change of management regime",,,
AMARYLLIDACEAE,"Hippeastrum striatum","1 Habitat Loss/Degradation (human induced)",national,,
AMARYLLIDACEAE,"Hippeastrum vittatum","1.1.4 Livestock",local,,
AMARYLLIDACEAE,"Hippeastrum guarapuavicum","1.1.4 Livestock",local,,
AMARYLLIDACEAE,"Worsleya rayneri","1.5 Invasive alien species (directly impacting habitat)",,,
AMARYLLIDACEAE,"Worsleya rayneri","1.7 Fire",,,
AMARYLLIDACEAE,"Worsleya rayneri","1.1.4 Livestock",,,
AMARYLLIDACEAE,"Worsleya rayneri","1.3.4 Non-woody vegetation collection",,,
AMARYLLIDACEAE,"Worsleya rayneri","1.4.2 Human settlement",,,
AMARYLLIDACEAE,"Zephyranthes caerulea","1.1 Agriculture",,,
AMARYLLIDACEAE,"Zephyranthes caerulea","1.5 Invasive alien species (directly impacting habitat)",,,
AMARYLLIDACEAE,"Zephyranthes candida","1.1 Agriculture",,,
AMARYLLIDACEAE,"Zephyranthes candida","1.1.2 Wood plantation",national,,
AMARYLLIDACEAE,"Zephyranthes candida","1.5 Invasive alien species (directly impacting habitat)",national,,
AMARYLLIDACEAE,"Zephyranthes candida","1.3.4 Non-woody vegetation collection",national,,
AMARYLLIDACEAE,"Zephyranthes capivarina","1 Habitat Loss/Degradation (human induced)",,,
AMARYLLIDACEAE,"Zephyranthes paranaensis","9.9 Restricted range",,,
AMARYLLIDACEAE,"Zephyranthes paranaensis","1 Habitat Loss/Degradation (human induced)",,,
AMARYLLIDACEAE,"Zephyranthes paranaensis","1.5 Invasive alien species (directly impacting habitat)",,,
AMARYLLIDACEAE,"Zephyranthes brasiliensis","1 Habitat Loss/Degradation (human induced)",local,,
ANACARDIACEAE,"Astronium fraxinifolium","1.3.3.2 Selective logging",,,
ANACARDIACEAE,"Astronium graveolens","1.3.3.2 Selective logging",,,
ANACARDIACEAE,"Cyrtocarpa caatingae","1 Habitat Loss/Degradation (human induced)",,,
ANACARDIACEAE,"Myracrodruon balansae","1.1.2 Wood plantation",,,
ANACARDIACEAE,"Myracrodruon urundeuva","1.3.3.2 Selective logging",,,
ANACARDIACEAE,"Myracrodruon urundeuva","1 Habitat Loss/Degradation (human induced)",,,
ANACARDIACEAE,"Schinopsis balansae","1.1 Agriculture",,,
ANACARDIACEAE,"Schinopsis balansae","1 Habitat Loss/Degradation (human induced)",local,,
ANACARDIACEAE,"Schinopsis brasiliensis","1.5 Invasive alien species (directly impacting habitat)",,,
ANEMIACEAE,"Anemia blechnoides","1 Habitat Loss/Degradation (human induced)",,,
ANEMIACEAE,"Anemia blechnoides","6.1 Atmospheric pollution",,,
ANEMIACEAE,"Anemia gardneri","1.3.1 Mining",,,
ANEMIACEAE,"Anemia gardneri","1.1 Agriculture",,,
ANEMIACEAE,"Anemia gardneri","6.1 Atmospheric pollution",local,,
ANEMIACEAE,"Anemia gardneri","1.5 Invasive alien species (directly impacting habitat)",,,
ANEMIACEAE,"Anemia mirabilis","1.3.1 Mining",,,
ANEMIACEAE,"Anemia mirabilis","1.1.1 Crop",,,
ANEMIACEAE,"Anemia organensis","1.1 Agriculture",,,
ANEMIACEAE,"Anemia organensis","1.1 Agriculture",,,
ANEMIACEAE,"Anemia elegans","1.3.1 Mining",,,
ANEMIACEAE,"Anemia elegans","1.3.1 Mining",,,
ANEMIACEAE,"Anemia elegans","1.1.4 Livestock",,,
ANEMIACEAE,"Anemia elegans","1.7 Fire",,,
ANEMIACEAE,"Anemia elegans","1.1 Agriculture",,,
ANEMIACEAE,"Anemia espiritosantensis","1 Habitat Loss/Degradation (human induced)",,,
ANEMIACEAE,"Anemia espiritosantensis","1.1.1 Crop",,,
ANEMIACEAE,"Anemia trichorhiza","1.1.4 Livestock",,,
ANEMIACEAE,"Anemia trichorhiza","1.3.1 Mining",,,
ANEMIACEAE,"Anemia trichorhiza","1.1.4 Livestock",,,
ANEMIACEAE,"Anemia trichorhiza","1.3.1 Mining",,,
ANEMIACEAE,"Anemia trichorhiza","1.4.4 Transport - land/air",,,
ANEMIACEAE,"Anemia warmingii","1.3.1 Mining",,,
ANEMIACEAE,"Anemia warmingii","1.3.1 Mining",,,
ANEMIACEAE,"Anemia warmingii","1 Habitat Loss/Degradation (human induced)",,,
ANEMIACEAE,"Anemia warmingii","1 Habitat Loss/Degradation (human induced)",,,
ANNONACEAE,"Anaxagorea silvatica","1 Habitat Loss/Degradation (human induced)",,,
ANNONACEAE,"Anaxagorea silvatica","9.9 Restricted range",,,
ANNONACEAE,"Annona bahiensis","1 Habitat Loss/Degradation (human induced)",,,
ANNONACEAE,"Annona calcarata","1 Habitat Loss/Degradation (human induced)",,,
ANNONACEAE,"Annona coriacea","1 Habitat Loss/Degradation (human induced)",,,
ANNONACEAE,"Annona dioica","9.2 Poor recruitment/reproduction/regeneration",,,
ANNONACEAE,"Annona ferruginea","1 Habitat Loss/Degradation (human induced)",,,
ANNONACEAE,"Annona glabra","1 Habitat Loss/Degradation (human induced)",,,
ANNONACEAE,"Annona maritima","1 Habitat Loss/Degradation (human induced)",,,
ANNONACEAE,"Annona maritima","1.4 Infrastructure development",,,
ANNONACEAE,"Annona maritima","1.1 Agriculture",,,
ANNONACEAE,"Annona maritima","1.1.4 Livestock",,,
ANNONACEAE,"Annona maritima","1.7 Fire",,,
ANNONACEAE,"Annona maritima","1.4.2 Human settlement",,,
ANNONACEAE,"Annona maritima","1.4.3 Tourism/recreation",,,
ANNONACEAE,"Annona parviflora","1.3.3 Wood",,,
ANNONACEAE,"Annona parviflora","10 Human disturbance",,,
ANNONACEAE,"Annona parviflora","1 Habitat Loss/Degradation (human induced)",,,
ANNONACEAE,"Annona parviflora","1.1 Agriculture",,,
ANNONACEAE,"Annona pickelii","1.4.2 Human settlement",local,,
ANNONACEAE,"Annona pickelii","1.1 Agriculture",,,
ANNONACEAE,"Annona pickelii","1 Habitat Loss/Degradation (human induced)",local,,
ANNONACEAE,"Annona pickelii","1.4.6 Dam",,,
ANNONACEAE,"Annona sericea","1.3.3.2 Selective logging",,,
ANNONACEAE,"Annona sericea","9 Intrinsic factor",,,
ANNONACEAE,"Annona ubatubensis","1 Habitat Loss/Degradation (human induced)",,,
ANNONACEAE,"Annona ubatubensis","1.4 Infrastructure development",,,
ANNONACEAE,"Annona xylopiifolia","1 Habitat Loss/Degradation (human induced)",,,
ANNONACEAE,"Duguetia magnolioidea","1.7 Fire",,,
ANNONACEAE,"Duguetia magnolioidea","1.1 Agriculture",,,
ANNONACEAE,"Duguetia magnolioidea","1.1.4 Livestock",,,
ANNONACEAE,"Duguetia magnolioidea","9.9 Restricted range",,,
ANNONACEAE,"Duguetia magnolioidea","1 Habitat Loss/Degradation (human induced)",,,
ANNONACEAE,"Duguetia restingae","1 Habitat Loss/Degradation (human induced)",,,
ANNONACEAE,"Duguetia restingae","1.1 Agriculture",,,
ANNONACEAE,"Duguetia reticulata","1 Habitat Loss/Degradation (human induced)",local,,
ANNONACEAE,"Duguetia salicifolia","1 Habitat Loss/Degradation (human induced)",,,
ANNONACEAE,"Duguetia scottmorii","1 Habitat Loss/Degradation (human induced)",local,,
ANNONACEAE,"Duguetia sooretamae","1 Habitat Loss/Degradation (human induced)",,,
ANNONACEAE,"Guatteria campestris","1 Habitat Loss/Degradation (human induced)",,,
ANNONACEAE,"Hornschuchia alba","10 Human disturbance",,,
ANNONACEAE,"Hornschuchia alba","1 Habitat Loss/Degradation (human induced)",,,
ANNONACEAE,"Hornschuchia cauliflora","1.3.3 Wood",,,
ANNONACEAE,"Hornschuchia cauliflora","9.9 Restricted range",,,
ANNONACEAE,"Hornschuchia cauliflora","1 Habitat Loss/Degradation (human induced)",,,
ANNONACEAE,"Hornschuchia cauliflora","1.1.4 Livestock",,,
ANNONACEAE,"Hornschuchia obliqua","1.1.4 Livestock",,,
ANNONACEAE,"Hornschuchia obliqua","1.3.3 Wood",,,
ANNONACEAE,"Hornschuchia obliqua","1 Habitat Loss/Degradation (human induced)",,,
ANNONACEAE,"Malmea obovata","1 Habitat Loss/Degradation (human induced)",,,
ANNONACEAE,"Malmea obovata","9.9 Restricted range",,,
ANNONACEAE,"Oxandra reticulata","1 Habitat Loss/Degradation (human induced)",,,
ANNONACEAE,"Trigynaea axilliflora","1 Habitat Loss/Degradation (human induced)",local,,
ANNONACEAE,"Trigynaea oblongifolia","1.1.4 Livestock",,,
ANNONACEAE,"Trigynaea oblongifolia","1 Habitat Loss/Degradation (human induced)",national,,
ANNONACEAE,"Trigynaea oblongifolia","1.4.1 Industry",,,
ANNONACEAE,"Unonopsis riedeliana","1 Habitat Loss/Degradation (human induced)",,,
APIACEAE,"Apium prostratum","1 Habitat Loss/Degradation (human induced)",,,
APIACEAE,"Apium prostratum","1.1.4 Livestock",,,
APIACEAE,"Apium prostratum","1.5 Invasive alien species (directly impacting habitat)",,,
APIACEAE,"Apium prostratum","1.1.2 Wood plantation",,,
APIACEAE,"Apium prostratum","1 Habitat Loss/Degradation (human induced)",,,
APIACEAE,"Eryngium corallinum","1 Habitat Loss/Degradation (human induced)",,,
APIACEAE,"Eryngium corallinum","1.3 Extraction",,,
APIACEAE,"Eryngium corallinum","1.4 Infrastructure development",,,
APIACEAE,"Eryngium corallinum","1.1 Agriculture",,,
APIACEAE,"Eryngium divaricatum","1.5 Invasive alien species (directly impacting habitat)",,,
APIACEAE,"Eryngium divaricatum","1 Habitat Loss/Degradation (human induced)",,,
APIACEAE,"Eryngium divaricatum","1.1.4 Livestock",,,
APIACEAE,"Eryngium divaricatum","1.1.2 Wood plantation",,,
APIACEAE,"Eryngium dorae","1 Habitat Loss/Degradation (human induced)",,,
APIACEAE,"Eryngium dorae","1.1.4 Livestock",,,
APIACEAE,"Eryngium dorae","1.1 Agriculture",,,
APIACEAE,"Eryngium dorae","2 Invasive alien species (directly affecting the species)",,,
APIACEAE,"Eryngium dusenii","1 Habitat Loss/Degradation (human induced)",,,
APIACEAE,"Eryngium ekmanii","1 Habitat Loss/Degradation (human induced)",,,
APIACEAE,"Eryngium ekmanii","1 Habitat Loss/Degradation (human induced)",,,
APIACEAE,"Eryngium eriophorum","1 Habitat Loss/Degradation (human induced)",,,
APIACEAE,"Eryngium eriophorum","1 Habitat Loss/Degradation (human induced)",,,
APIACEAE,"Eryngium eurycephalum","1 Habitat Loss/Degradation (human induced)",,,
APIACEAE,"Eryngium eurycephalum","1 Habitat Loss/Degradation (human induced)",,,
APIACEAE,"Eryngium falcifolium","1.1.1 Crop",local,,
APIACEAE,"Eryngium falcifolium","1.1.4 Livestock",local,,
APIACEAE,"Eryngium falcifolium","1.7 Fire",local,,
APIACEAE,"Eryngium falcifolium","1 Habitat Loss/Degradation (human induced)",,,
APIACEAE,"Eryngium glaziovianum","1 Habitat Loss/Degradation (human induced)",,,
APIACEAE,"Eryngium glaziovianum","1 Habitat Loss/Degradation (human induced)",,,
APIACEAE,"Eryngium koehneanum","1 Habitat Loss/Degradation (human induced)",,,
APIACEAE,"Eryngium koehneanum","1 Habitat Loss/Degradation (human induced)",,,
APIACEAE,"Eryngium koehneanum","1.5 Invasive alien species (directly impacting habitat)",,,
APIACEAE,"Eryngium koehneanum","1.3.3 Wood",,,
APIACEAE,"Eryngium ombrophilum","1.4.3 Tourism/recreation",,,
APIACEAE,"Eryngium ombrophilum","1.5 Invasive alien species (directly impacting habitat)",,,
APIACEAE,"Eryngium ombrophilum","1.4.8 Power line",,,
APIACEAE,"Eryngium ramboanum","1.1.6 Marine aquaculture",local,,
APIACEAE,"Eryngium ramboanum","1 Habitat Loss/Degradation (human induced)",,,
APIACEAE,"Eryngium ramboanum","1.1 Agriculture",,,
APIACEAE,"Eryngium sanguisorba","1 Habitat Loss/Degradation (human induced)",,,
APIACEAE,"Eryngium sanguisorba","1 Habitat Loss/Degradation (human induced)",,,
APIACEAE,"Eryngium scirpinum","1 Habitat Loss/Degradation (human induced)",national,,
APIACEAE,"Eryngium smithii","1 Habitat Loss/Degradation (human induced)",national,,
