family,acceptedNameUsage,valid,invalid,not_validated,sig_ok,sig_nok,no_sig,used,unused,total,eoo,aoo
ORCHIDACEAE,Stanhopea insignis,4,0,0,4,0,0,4,0,4,"12.120,12km","12,0km"
ORCHIDACEAE,Stanhopea lietzei,17,4,0,17,4,0,17,4,21,"823.104,76km","60,0km"
ORCHIDACEAE,Stigmatosema hatschbachii,2,0,0,2,0,0,2,0,2,"560,61km","8,0km"
ORCHIDACEAE,Thelyschista ghillanyi,12,0,0,12,0,0,12,0,12,"3.311,67km","44,0km"
ORCHIDACEAE,Thysanoglossa jordanensis,5,0,0,5,0,0,5,0,5,"8.031,59km","20,0km"
ORCHIDACEAE,Trichocentrum albococcineum,2,2,0,2,2,0,2,2,4,"521,28km","8,0km"
ORCHIDACEAE,Trichocentrum fuscum,34,1,0,31,4,0,31,4,35,"2.481.930,08km","108,0km"
ORCHIDACEAE,Trichopilia santoslimae,2,0,0,2,0,0,2,0,2,"541,86km","8,0km"
ORCHIDACEAE,Trichosalpinx bradei,19,1,0,19,1,0,19,1,20,"102.646,71km","48,0km"
ORCHIDACEAE,Trigonidium acuminatum,21,8,0,21,8,0,20,9,29,"4.516.051,95km","72,0km"
ORCHIDACEAE,Trigonidium latifolium,24,3,0,24,3,0,24,3,27,"398.643,22km","64,0km"
ORCHIDACEAE,Trizeuxis falcata,29,6,0,29,6,0,29,6,35,"5.818.878,44km","96,0km"
ORCHIDACEAE,Vanilla chamissonis,70,6,0,70,6,0,70,6,76,"1.598.641,96km","176,0km"
ORCHIDACEAE,Vanilla dietschiana,6,1,0,6,1,0,6,1,7,"115.117,66km","24,0km"
ORCHIDACEAE,Vanilla dubia,6,1,0,6,1,0,6,1,7,"3.643,83km","24,0km"
ORCHIDACEAE,Vanilla edwallii,30,4,0,30,4,0,30,4,34,"601.520,84km","88,0km"
ORCHIDACEAE,Warczewiczella candida,1,0,0,1,0,0,1,0,1,"270,07km","4,0km"
ORCHIDACEAE,Warczewiczella wailesiana,2,0,0,2,0,0,2,0,2,"535,43km","8,0km"
ORCHIDACEAE,Warmingia eugenii,11,0,0,11,0,0,11,0,11,"388.608,2km","44,0km"
ORCHIDACEAE,Wullschlaegelia aphylla,56,6,0,56,6,0,56,6,62,"2.307.194,44km","136,0km"
ORCHIDACEAE,Xylobium colleyi,15,1,0,15,1,0,15,1,16,"180.815,8km","28,0km"
ORCHIDACEAE,Zootrophion atropurpureum,8,0,0,8,0,0,8,0,8,"72.315,38km","32,0km"
ORCHIDACEAE,Zygopetalum brachypetalum,16,2,0,16,2,0,16,2,18,"177.284,7km","56,0km"
ORCHIDACEAE,Zygopetalum maculatum,68,14,0,68,14,0,68,14,82,"501.529,06km","208,0km"
ORCHIDACEAE,Zygopetalum maxillare,51,7,0,51,7,0,51,7,58,"501.503,34km","156,0km"
ORCHIDACEAE,Zygopetalum pedicellatum,19,1,0,19,1,0,19,1,20,"74.214,89km","56,0km"
ORCHIDACEAE,Zygopetalum sellowii,23,6,0,23,6,0,23,6,29,"187.477,47km","72,0km"
ORCHIDACEAE,Zygostates bradei,10,0,0,9,1,0,9,1,10,"62.405,92km","32,0km"
ORCHIDACEAE,Zygostates cornuta,25,4,0,24,5,0,24,5,29,"348.230,7km","84,0km"
ORCHIDACEAE,Zygostates kuhlmannii,8,1,0,8,1,0,8,1,9,"56.781,91km","24,0km"
ORCHIDACEAE,Zygostates linearisepala,1,0,0,1,0,0,1,0,1,"269,35km","4,0km"
ORCHIDACEAE,Zygostates pellucida,17,1,0,17,1,0,17,1,18,"149.366,93km","48,0km"
OROBANCHACEAE,Agalinis communis,79,14,0,78,15,0,78,15,93,"386.177,6km","200,0km"
OROBANCHACEAE,Buchnera juncea,138,10,0,139,9,0,138,10,148,"1.184.408,3km","308,0km"
OROBANCHACEAE,Esterhazya caesarea,14,1,0,15,0,0,14,1,15,"18.117,69km","36,0km"
OROBANCHACEAE,Melasma rhinanthoides,36,4,0,36,4,0,36,4,40,"92.184,87km","88,0km"
OROBANCHACEAE,Physocalyx aurantiacus,76,4,0,76,4,0,76,4,80,"56.301,09km","156,0km"
OROBANCHACEAE,Physocalyx major,70,4,0,70,4,0,70,4,74,"167.900,36km","116,0km"
OXALIDACEAE,Oxalis arachnoidea,1,1,0,2,0,0,1,1,2,"274,96km","4,0km"
OXALIDACEAE,Oxalis blackii,3,4,0,7,0,0,3,4,7,"539,56km","8,0km"
OXALIDACEAE,Oxalis clausenii,4,0,0,4,0,0,4,0,4,"1,06km","8,0km"
OXALIDACEAE,Oxalis cratensis,50,6,0,50,6,0,50,6,56,"2.566.232,15km","164,0km"
OXALIDACEAE,Oxalis cytisoides,153,14,0,154,13,0,153,14,167,"3.254.967,6km","568,0km"
OXALIDACEAE,Oxalis diamantinae,3,1,0,4,0,0,3,1,4,"230,82km","12,0km"
OXALIDACEAE,Oxalis doceana,2,0,0,2,0,0,2,0,2,"268,55km","4,0km"
OXALIDACEAE,Oxalis hedysarifolia,37,4,0,37,4,0,37,4,41,"2.273.993,2km","128,0km"
OXALIDACEAE,Oxalis hyalotricha,6,4,0,9,1,0,6,4,10,"7.641,4km","16,0km"
OXALIDACEAE,Oxalis kuhlmannii,6,3,0,9,0,0,6,3,9,"539,31km","8,0km"
OXALIDACEAE,Oxalis mandioccana,14,3,0,14,3,0,14,3,17,"17.419,65km","36,0km"
OXALIDACEAE,Oxalis neuwiedii,17,12,0,29,0,0,17,12,29,"42.007,86km","64,0km"
OXALIDACEAE,Oxalis niederleinii,42,5,0,42,5,0,42,5,47,"361.883,9km","116,0km"
OXALIDACEAE,Oxalis paranaensis,23,0,0,23,0,0,23,0,23,"151,18km","12,0km"
OXALIDACEAE,Oxalis praetexta,20,1,0,21,0,0,20,1,21,"797,91km","24,0km"
OXALIDACEAE,Oxalis rhombeo-ovata,164,8,0,165,7,0,164,8,172,"828.170,53km","296,0km"
OXALIDACEAE,Oxalis sellowii,16,2,0,18,0,0,16,2,18,"165.080,75km","40,0km"
OXALIDACEAE,Oxalis umbraticola,39,4,0,39,4,0,39,4,43,"852.172,7km","124,0km"
PALLAVICINIACEAE,Pallavicinia lyellii,24,4,0,24,4,0,24,4,28,"3.263.999,92km","60,0km"
PASSIFLORACEAE,Passiflora actinia,147,9,0,154,2,0,147,9,156,"315.511,87km","272,0km"
PASSIFLORACEAE,Passiflora amethystina,520,24,0,522,22,0,520,24,544,"4.455.020,57km","1.256,0km"
PASSIFLORACEAE,Passiflora campanulata,63,0,0,63,0,0,63,0,63,"304.353,44km","144,0km"
PASSIFLORACEAE,Passiflora edulis,711,45,0,731,25,0,711,45,756,"3.656.123,3km","1.124,0km"
PASSIFLORACEAE,Passiflora eichleriana,35,0,0,35,0,0,35,0,35,"809.197,07km","124,0km"
PASSIFLORACEAE,Passiflora elegans,9,4,0,12,1,0,9,4,13,"259.272,71km","32,0km"
PASSIFLORACEAE,Passiflora hatschbachii,7,7,0,14,0,0,7,7,14,"10.068,53km","12,0km"
PASSIFLORACEAE,Passiflora imbeana,6,1,0,6,1,0,6,1,7,"1.499,64km","16,0km"
PASSIFLORACEAE,Passiflora ischnoclada,3,3,0,6,0,0,3,3,6,"2,04km","8,0km"
PASSIFLORACEAE,Passiflora malacophylla,14,12,0,24,2,0,14,12,26,"94.043,0km","52,0km"
PASSIFLORACEAE,Passiflora miersii,77,5,0,79,3,0,77,5,82,"983.046,27km","252,0km"
PASSIFLORACEAE,Passiflora organensis,212,9,0,212,9,0,212,9,221,"2.145.785,46km","584,0km"
PASSIFLORACEAE,Passiflora racemosa,88,14,0,98,4,0,88,14,102,"25.655,4km","148,0km"
PASSIFLORACEAE,Passiflora saccoi,2,3,0,2,3,0,2,3,5,"288,44km","4,0km"
PASSIFLORACEAE,Passiflora setulosa,16,3,0,19,0,0,16,3,19,"53.134,45km","40,0km"
PASSIFLORACEAE,Passiflora tricuspis,123,4,0,124,3,0,123,4,127,"3.602.468,17km","368,0km"
PASSIFLORACEAE,Passiflora urubiciensis,6,2,0,8,0,0,6,2,8,"1.075,22km","20,0km"
PELLIACEAE,Noteroclada confluens,19,0,0,19,0,0,19,0,19,"633.226,23km","48,0km"
PENTAPHYLACACEAE,Ternstroemia brasiliensis,242,176,0,412,5,1,242,176,418,"3.699.259,1km","548,0km"
PHYTOLACCACEAE,Microtea bahiensis,9,0,0,9,0,0,9,0,9,"23.369,19km","20,0km"
PHYTOLACCACEAE,Seguieria langsdorffii,83,4,0,83,4,0,83,4,87,"817.832,72km","284,0km"
PHYTOLACCACEAE,Trichostigma octandrum,41,8,0,41,8,0,41,8,49,"4.963.500,58km","108,0km"
PICRAMNIACEAE,Picramnia coccinea,6,0,0,6,0,0,6,0,6,"464,2km","20,0km"
PICRAMNIACEAE,Picramnia parvifolia,76,3,0,77,2,0,76,3,79,"283.321,67km","176,0km"
PICRAMNIACEAE,Picramnia sellowii,88,18,0,88,18,0,88,18,106,"5.384.395,74km","268,0km"
PIPERACEAE,Ottonia macrophylla,33,0,0,33,0,0,33,0,33,"573.928,23km","88,0km"
PIPERACEAE,Ottonia peltata,32,0,0,32,0,0,32,0,32,"2.543,58km","56,0km"
PIPERACEAE,Ottonia villosa,18,0,0,18,0,0,18,0,18,"12.033,35km","44,0km"
PIPERACEAE,Peperomia adsurgens,3,3,0,4,2,0,3,3,6,"548,85km","8,0km"
PIPERACEAE,Peperomia apiahyensis,1,0,0,1,0,0,1,0,1,"257,95km","4,0km"
PIPERACEAE,Peperomia clivicola,42,2,0,43,1,0,42,2,44,"104.734,85km","100,0km"
PIPERACEAE,Peperomia cordigera,6,1,0,6,1,0,6,1,7,"30.332,7km","16,0km"
PIPERACEAE,Peperomia diaphanoides,24,2,0,24,2,0,24,2,26,"434.908,87km","88,0km"
PIPERACEAE,Peperomia emarginella,39,0,0,39,0,0,39,0,39,"213.982,85km","96,0km"
PIPERACEAE,Peperomia gardneriana,26,8,0,29,5,0,26,8,34,"351.976,26km","68,0km"
PIPERACEAE,Peperomia gracilis,2,2,0,4,0,0,2,2,4,"556,13km","8,0km"
PIPERACEAE,Peperomia hernandiaefolia,23,1,0,23,1,0,23,1,24,"2.551.190,38km","64,0km"
PIPERACEAE,Peperomia hydrocotyloides,12,1,0,13,0,0,12,1,13,"298.957,33km","40,0km"
PIPERACEAE,Peperomia itatiaiana,3,0,0,3,0,0,3,0,3,"167,18km","12,0km"
PIPERACEAE,Peperomia loefgrenii,1,4,0,3,2,0,1,4,5,"275,47km","4,0km"
PIPERACEAE,Peperomia loxensis,47,11,0,51,7,0,47,11,58,"1.038.554,26km","128,0km"
PIPERACEAE,Peperomia lyman-smithii,30,1,0,30,1,0,30,1,31,"285.914,59km","84,0km"
PIPERACEAE,Peperomia mandioccana,34,2,0,34,2,0,34,2,36,"295.838,82km","88,0km"
PIPERACEAE,Peperomia mosenii,8,1,0,8,1,0,8,1,9,"23.204,1km","24,0km"
PIPERACEAE,Peperomia nitida,95,11,0,103,3,0,95,11,106,"1.365.540,82km","248,0km"
PIPERACEAE,Peperomia oreophila,42,2,0,43,1,0,42,2,44,"433.521,14km","100,0km"
PIPERACEAE,Peperomia pellucida,134,31,0,144,21,0,134,31,165,"5.853.533,75km","348,0km"
PIPERACEAE,Peperomia pseudoestrellensis,126,12,0,131,7,0,126,12,138,"560.840,29km","312,0km"
PIPERACEAE,Peperomia psilostachya,39,7,0,40,6,0,39,7,46,"4.606.123,41km","116,0km"
PIPERACEAE,Peperomia quadrifolia,41,2,0,42,1,0,41,2,43,"184.307,09km","104,0km"
PIPERACEAE,Peperomia regelii,5,2,0,5,2,0,5,2,7,"655.541,47km","20,0km"
PIPERACEAE,Peperomia rizzinii,24,0,0,24,0,0,24,0,24,"131.092,09km","72,0km"
PIPERACEAE,Peperomia rostulatiformis,3,2,0,3,2,0,3,2,5,"11.511,14km","12,0km"
PIPERACEAE,Peperomia schwackei,18,11,0,23,6,0,18,11,29,"360.379,85km","60,0km"
PIPERACEAE,Peperomia serpens,75,22,0,77,20,0,75,22,97,"5.702.372,07km","200,0km"
PIPERACEAE,Peperomia suboppositifolia,4,0,0,4,0,0,4,0,4,"369,72km","16,0km"
PIPERACEAE,Peperomia subrubrispica,68,9,0,72,5,0,68,9,77,"416.427,89km","144,0km"
PIPERACEAE,Peperomia tenuissima,1,0,0,1,0,0,1,0,1,"283,59km","4,0km"
PIPERACEAE,Peperomia trinervis,20,3,0,20,3,0,20,3,23,"543.097,83km","72,0km"
PIPERACEAE,Peperomia turbinata,10,0,0,10,0,0,10,0,10,"26.177,13km","36,0km"
PIPERACEAE,Peperomia velloziana,38,17,0,43,12,0,38,17,55,"715.641,79km","136,0km"
PIPERACEAE,Piper abutiloides,16,2,0,17,1,0,16,2,18,"106.439,41km","48,0km"
PIPERACEAE,Piper alnoides,14,3,0,15,2,0,14,3,17,"374.501,71km","44,0km"
PIPERACEAE,Piper amparoense,2,1,0,3,0,0,2,1,3,"544,63km","8,0km"
PIPERACEAE,Piper anostachyum,10,2,0,11,1,0,10,2,12,"2.981,6km","16,0km"
PIPERACEAE,Piper barretoi,2,1,0,2,1,0,2,1,3,"519,44km","8,0km"
PIPERACEAE,Piper bennettianum,10,1,0,10,1,0,10,1,11,"82.072,0km","32,0km"
PIPERACEAE,Piper casteloense,2,0,0,2,0,0,2,0,2,"468,99km","8,0km"
PIPERACEAE,Piper concinnum,1,0,0,1,0,0,1,0,1,"275,89km","4,0km"
PIPERACEAE,Piper corintoanum,7,0,0,7,0,0,7,0,7,"79.184,65km","24,0km"
PIPERACEAE,Piper crassistilum,5,0,0,5,0,0,5,0,5,"1.156.052,19km","20,0km"
PIPERACEAE,Piper edwallii,1,1,0,2,0,0,1,1,2,"273,74km","4,0km"
PIPERACEAE,Piper flavicans,11,4,0,13,2,0,11,4,15,"888.766,95km","36,0km"
PIPERACEAE,Piper fuligineum,210,50,0,232,28,0,210,50,260,"1.839.814,38km","584,0km"
PIPERACEAE,Piper hatschbachii,6,0,0,6,0,0,6,0,6,"58,82km","12,0km"
PIPERACEAE,Piper hayneanum,34,3,0,35,2,0,34,3,37,"991.425,81km","168,0km"
PIPERACEAE,Piper hoehnei,3,0,0,3,0,0,3,0,3,"395,38km","12,0km"
PIPERACEAE,Piper juliflorum,4,1,0,4,1,0,4,1,5,"736,09km","12,0km"
PIPERACEAE,Piper kuhlmannii,2,1,0,3,0,0,2,1,3,"276,38km","4,0km"
PIPERACEAE,Piper laevicarpum,25,0,0,25,0,0,25,0,25,"1.206,94km","72,0km"
PIPERACEAE,Piper lanceolatum,12,6,0,15,3,0,12,6,18,"704.148,37km","36,0km"
PIPERACEAE,Piper macedoi,110,20,0,122,8,0,110,20,130,"1.595.725,86km","324,0km"
PIPERACEAE,Piper obliquum,80,36,0,97,19,0,80,36,116,"5.237.796,11km","200,0km"
PIPERACEAE,Piper palustre,2,0,0,2,0,0,2,0,2,"526,29km","8,0km"
PIPERACEAE,Piper piritubanum,9,2,0,10,1,0,9,2,11,"3.674,47km","24,0km"
PIPERACEAE,Piper pubisubmarginalum,34,1,0,34,1,0,34,1,35,"44.239,42km","76,0km"
PIPERACEAE,Piper rioense,10,0,0,10,0,0,10,0,10,"719,89km","28,0km"
PIPERACEAE,Piper sampaioi,3,2,0,3,2,0,3,2,5,"52,27km","12,0km"
PIPERACEAE,Piper scabrellum,4,0,0,4,0,0,4,0,4,"681,49km","16,0km"
PIPERACEAE,Piper scutifolium,19,2,0,19,2,0,19,2,21,"52.054,99km","48,0km"
PIPERACEAE,Piper sprengelianum,12,3,0,13,2,0,12,3,15,"133.431,99km","36,0km"
PIPERACEAE,Piper subcinereum,14,2,0,15,1,0,14,2,16,"842.171,0km","52,0km"
PIPERACEAE,Piper subrugosum,6,0,0,6,0,0,6,0,6,"12.255,59km","12,0km"
PIPERACEAE,Piper tectoniifolium,114,23,0,125,12,0,114,23,137,"625.495,11km","272,0km"
PIPERACEAE,Piper truncatum,109,4,0,110,3,0,109,4,113,"73.712,01km","220,0km"
PIPERACEAE,Piper vaginans,4,1,0,4,1,0,4,1,5,"544,22km","8,0km"
PIPERACEAE,Piper velutinibaccum,3,0,0,3,0,0,3,0,3,"361,83km","12,0km"
PIPERACEAE,Piper vicosanum,136,12,0,142,6,0,136,12,148,"4.682.300,55km","368,0km"
PIPERACEAE,Piper viminifolium,54,8,0,57,5,0,54,8,62,"1.170.607,7km","160,0km"
PIPERACEAE,Piper xylosteoides,445,17,0,450,12,0,445,17,462,"2.083.421,87km","832,0km"
SCROPHULARIACEAE,Ameroglossum pernambucense,13,13,0,24,2,0,13,13,26,"11.597,95km","36,0km"
PLANTAGINACEAE,Bacopa cochlearia,6,0,0,6,0,0,6,0,6,"377,02km","20,0km"
PLANTAGINACEAE,Plantago australis,209,7,0,209,7,0,209,7,216,"1.489.166,65km","524,0km"
PLANTAGINACEAE,Plantago catharinea,16,1,0,16,1,0,16,1,17,"35.641,8km","44,0km"
PLANTAGINACEAE,Plantago commersoniana,26,2,0,26,2,0,26,2,28,"313.676,33km","56,0km"
PLANTAGINACEAE,Plantago guilleminiana,111,1,0,111,1,0,111,1,112,"571.872,61km","212,0km"
PLANTAGINACEAE,Plantago turficola,7,0,0,7,0,0,7,0,7,"4.376,83km","16,0km"
PLANTAGINACEAE,Stemodia microphylla,18,30,0,47,1,0,18,30,48,"19.659,29km","64,0km"
PLANTAGINACEAE,Stemodia trifoliata,24,30,0,46,8,0,24,30,54,"1.165.747,45km","84,0km"
POACEAE,Acroceras excavatum,7,3,0,7,3,0,7,3,10,"628.884,63km","36,0km"
POACEAE,Acroceras fluminense,7,2,0,7,2,0,7,2,9,"387.376,75km","28,0km"
POACEAE,Agenium leptocladum,53,4,0,53,4,0,53,4,57,"999.654,31km","180,0km"
POACEAE,Agrostis lenis,12,0,0,12,0,0,12,0,12,"133.619,33km","40,0km"
POACEAE,Agrostis longiberbis,12,6,0,13,5,0,12,6,18,"102.840,78km","36,0km"
POACEAE,Agrostis ramboi,8,0,0,8,0,0,8,0,8,"27.516,86km","28,0km"
POACEAE,Altoparadisium chapadense,5,2,0,5,0,2,5,2,7,"8.336,82km","12,0km"
POACEAE,Andropogon carinatus,30,7,0,30,7,0,30,7,37,"780.591,86km","96,0km"
POACEAE,Andropogon glaucophyllus,7,3,0,9,1,0,7,3,10,"123.062,87km","28,0km"
POACEAE,Andropogon hypogynus,19,12,0,23,8,0,19,12,31,"760.639,71km","52,0km"
POACEAE,Anomochloa marantoidea,18,2,0,18,2,0,18,2,20,"188,34km","12,0km"
POACEAE,Anthaenantiopsis fiebrigii,5,1,0,5,1,0,5,1,6,"379,79km","8,0km"
POACEAE,Apoclada simplex,33,19,0,33,19,0,33,19,52,"14.014,83km","36,0km"
POACEAE,Aristida brasiliensis,13,2,0,14,1,0,13,2,15,"77.269,42km","24,0km"
POACEAE,Aristida laevis,37,5,0,38,4,0,37,5,42,"3.649.209,48km","96,0km"
POACEAE,Aristida sanctae-luciae,11,9,0,12,8,0,11,9,20,"373.235,8km","40,0km"
POACEAE,Arthropogon villosus,62,13,0,62,13,0,62,13,75,"693.978,51km","160,0km"
POACEAE,Arthropogon xerachne,13,4,0,14,3,0,13,4,17,"11.948,28km","16,0km"
POACEAE,Aulonemia aristulata,82,16,0,83,15,0,82,16,98,"682.708,74km","184,0km"
POACEAE,Aulonemia effusa,46,3,0,46,3,0,46,3,49,"180.394,59km","96,0km"
POACEAE,Aulonemia ulei,33,5,0,33,5,0,33,5,38,"7.036,47km","60,0km"
POACEAE,Axonopus chrysoblepharis,65,10,0,65,10,0,65,10,75,"4.369.406,46km","280,0km"
POACEAE,Axonopus comans,24,6,0,24,6,0,24,6,30,"281.723,28km","72,0km"
POACEAE,Axonopus complanatus,28,1,0,28,1,0,28,1,29,"2.856.920,22km","108,0km"
POACEAE,Axonopus fastigiatus,39,4,0,39,4,0,39,4,43,"841.747,3km","124,0km"
POACEAE,Axonopus pressus,125,14,0,126,13,0,125,14,139,"2.905.032,19km","412,0km"
POACEAE,Axonopus uninodis,2,1,0,2,1,0,2,1,3,"11.018,34km","12,0km"
POACEAE,Bothriochloa laguroides,10,5,0,11,4,0,10,5,15,"300.082,79km","40,0km"
POACEAE,Briza itatiaiae,7,0,0,7,0,0,7,0,7,"6,79km","12,0km"
POACEAE,Briza juergensii,37,3,0,37,3,0,37,3,40,"226.459,98km","124,0km"
POACEAE,Bromidium ramboi,3,0,0,3,0,0,3,0,3,"558,53km","12,0km"
POACEAE,Canastra aristella,17,4,0,17,4,0,17,4,21,"220.768,25km","72,0km"
POACEAE,Canastra lanceolata,7,2,0,8,0,1,7,2,9,"3.464,33km","12,0km"
POACEAE,Chusquea attenuata,19,0,0,19,0,0,19,0,19,"913.721,28km","60,0km"
POACEAE,Chusquea baculifera,28,4,0,28,4,0,28,4,32,"1.804,44km","24,0km"
POACEAE,Chusquea erecta,5,0,0,5,0,0,5,0,5,"138,55km","12,0km"
POACEAE,Chusquea heterophylla,73,6,0,73,6,0,73,6,79,"85.623,91km","84,0km"
POACEAE,Chusquea pinifolia,99,15,0,99,15,0,99,15,114,"348.513,55km","208,0km"
POACEAE,Chusquea pulchella,12,1,0,12,1,0,12,1,13,"48.203,75km","32,0km"
POACEAE,Chusquea tenuiglumis,14,1,0,14,1,0,14,1,15,"183.778,02km","52,0km"
POACEAE,Cryptochloa capillata,142,15,0,143,14,0,142,15,157,"3.273.654,23km","240,0km"
POACEAE,Ctenium brevispicatum,43,6,0,43,6,0,43,6,49,"1.163.286,25km","148,0km"
POACEAE,Ctenium cirrhosum,52,10,0,52,10,0,52,10,62,"615.685,76km","172,0km"
POACEAE,Danthonia cirrata,17,4,0,19,2,0,17,4,21,"83.890,31km","32,0km"
POACEAE,Deschampsia caespitosa,22,0,0,22,0,0,22,0,22,"45.135,05km","52,0km"
POACEAE,Diandrolyra tatianae,28,0,0,28,0,0,28,0,28,"168.938,93km","68,0km"
POACEAE,Dichanthelium surrectum,30,2,0,30,2,0,30,2,32,"691.073,24km","100,0km"
POACEAE,Digitaria corynotricha,33,4,0,34,3,0,33,4,37,"772.119,33km","84,0km"
POACEAE,Digitaria neesiana,29,2,0,29,2,0,29,2,31,"482.981,16km","76,0km"
POACEAE,Eragrostis neesii,75,6,0,78,3,0,75,6,81,"1.271.585,28km","172,0km"
POACEAE,Erianthecium bulbosum,6,0,0,6,0,0,6,0,6,"593,27km","8,0km"
POACEAE,Eriochrysis filiformis,10,3,0,10,3,0,10,3,13,"501.155,92km","40,0km"
POACEAE,Glaziophyton mirabile,18,0,0,18,0,0,18,0,18,"403,37km","28,0km"
POACEAE,Gymnopogon burchellii,25,0,0,25,0,0,25,0,25,"506.274,94km","76,0km"
POACEAE,Gymnopogon doellii,4,1,0,4,1,0,4,1,5,"96,11km","12,0km"
POACEAE,Hymenachne donacifolia,43,8,0,43,8,0,43,8,51,"6.078.033,89km","152,0km"
POACEAE,Hymenachne pernambucensis,58,3,0,58,3,0,58,3,61,"1.374.387,24km","264,0km"
POACEAE,Ichnanthus bambusiflorus,139,8,0,139,8,0,139,8,147,"1.738.022,0km","416,0km"
POACEAE,Leersia ligularis,15,1,0,15,1,0,15,1,16,"289.888,38km","56,0km"
POACEAE,Lithachne horizontalis,23,2,0,23,2,0,23,2,25,"99.878,86km","32,0km"
POACEAE,Loudetia flammida,91,8,0,91,8,0,91,8,99,"2.968.652,38km","288,0km"
POACEAE,Luziola brasiliensis,12,3,0,12,3,0,12,3,15,"669.992,35km","44,0km"
POACEAE,Merostachys abadiana,5,1,0,5,0,1,5,1,6,"13.970,07km","20,0km"
POACEAE,Merostachys burmanii,25,1,0,25,1,0,25,1,26,"193.371,21km","40,0km"
POACEAE,Merostachys caucaiana,3,1,0,3,0,1,3,1,4,"566,23km","8,0km"
POACEAE,Merostachys neesii,32,4,0,32,4,0,32,4,36,"460.285,44km","92,0km"
POACEAE,Merostachys scandens,4,1,0,4,0,1,4,1,5,"10,23km","12,0km"
POACEAE,Merostachys skvortzovii,65,0,0,65,0,0,65,0,65,"273.301,84km","192,0km"
POACEAE,Mesosetum ferrugineum,70,8,0,71,7,0,70,8,78,"890.823,33km","196,0km"
POACEAE,Olyra fasciculata,91,15,0,92,14,0,91,15,106,"956.883,5km","136,0km"
POACEAE,Olyra latispicula,11,1,0,11,0,1,11,1,12,"483,63km","8,0km"
POACEAE,Ophiochloa hydrolithica,12,0,0,12,0,0,12,0,12,"51,41km","20,0km"
POACEAE,Panicum aristellum,20,5,0,20,5,0,20,5,25,"215.801,89km","68,0km"
POACEAE,Panicum condensatum,8,3,0,8,3,0,8,3,11,"553.485,15km","36,0km"
POACEAE,Panicum gouinii,19,1,0,19,1,0,19,1,20,"2.310.546,75km","72,0km"
POACEAE,Panicum hylaeicum,17,8,0,17,8,0,17,8,25,"3.435.830,11km","56,0km"
POACEAE,Panicum pernambucense,7,0,0,7,0,0,7,0,7,"263.000,79km","28,0km"
POACEAE,Panicum savannarum,2,0,0,2,0,0,2,0,2,"519,23km","8,0km"
POACEAE,Panicum thinophilum,1,0,0,1,0,0,1,0,1,"260,19km","4,0km"
POACEAE,Panicum urticans,3,0,0,3,0,0,3,0,3,"282,18km","4,0km"
POACEAE,Pariana carvalhoi,1,1,0,1,0,1,1,1,2,"262,76km","4,0km"
POACEAE,Paspalum arundinellum,6,0,0,6,0,0,6,0,6,"142.362,69km","16,0km"
POACEAE,Paspalum aspidiotes,7,5,0,7,5,0,7,5,12,"1.767.602,85km","28,0km"
POACEAE,Paspalum biaristatum,7,0,0,7,0,0,7,0,7,"31,68km","16,0km"
POACEAE,Paspalum brachytrichum,4,2,0,4,1,1,4,2,6,"1.573,05km","12,0km"
POACEAE,Paspalum burmanii,2,1,0,2,0,1,2,1,3,"524,92km","8,0km"
POACEAE,Paspalum cinerascens,21,3,0,21,3,0,21,3,24,"997.348,1km","84,0km"
POACEAE,Paspalum compressifolium,55,1,0,55,1,0,55,1,56,"303.076,19km","76,0km"
POACEAE,Paspalum dedeccae,29,0,0,29,0,0,29,0,29,"618.759,86km","96,0km"
POACEAE,Paspalum erianthoides,33,4,0,33,4,0,33,4,37,"77.546,74km","76,0km"
POACEAE,Paspalum exaltatum,22,2,0,23,1,0,22,2,24,"210.687,14km","64,0km"
POACEAE,Paspalum falcatum,41,9,0,41,9,0,41,9,50,"873.407,23km","100,0km"
POACEAE,Paspalum fasciculatum,20,12,0,20,12,0,20,12,32,"4.004.447,74km","60,0km"
POACEAE,Paspalum flaccidum,19,9,0,20,8,0,19,9,28,"190.712,33km","44,0km"
POACEAE,Paspalum formosum,9,0,0,9,0,0,9,0,9,"130.902,6km","28,0km"
POACEAE,Paspalum geminiflorum,83,8,0,83,8,0,83,8,91,"2.816.687,53km","220,0km"
POACEAE,Paspalum guaraniticum,5,0,0,5,0,0,5,0,5,"593,91km","8,0km"
POACEAE,Paspalum ionanthum,23,6,0,24,5,0,23,6,29,"1.210.955,37km","52,0km"
POACEAE,Paspalum jesuiticum,11,1,0,11,1,0,11,1,12,"152.326,92km","40,0km"
POACEAE,Paspalum lenticulare,7,3,0,7,3,0,7,3,10,"766.802,28km","60,0km"
POACEAE,Paspalum limbatum,2,0,0,2,0,0,2,0,2,"484,84km","8,0km"
POACEAE,Paspalum longiaristatum,9,3,0,9,1,2,9,3,12,"849,55km","28,0km"
POACEAE,Paspalum macranthecium,18,1,0,18,1,0,18,1,19,"1.152.148,42km","52,0km"
POACEAE,Paspalum multinervium,7,0,0,7,0,0,7,0,7,"249.932,66km","24,0km"
POACEAE,Paspalum stellatum,154,38,0,160,32,0,154,38,192,"2.344.562,38km","412,0km"
POACEAE,Paspalum umbrosum,24,8,0,25,7,0,24,8,32,"330.810,61km","56,0km"
