family,scientificName,habitat
ACANTHACEAE,"Aphelandra hirta","1.6 Subtropical/Tropical Moist Lowland"
ACANTHACEAE,"Aphelandra longiflora","1.5 Subtropical/Tropical Dry"
ACANTHACEAE,"Aphelandra nitida","1.6 Subtropical/Tropical Moist Lowland"
ACANTHACEAE,"Aphelandra prismatica","1.6 Subtropical/Tropical Moist Lowland"
ACANTHACEAE,"Aphelandra schottiana","1.5 Subtropical/Tropical Dry"
ACANTHACEAE,"Aphelandra squarrosa","1.6 Subtropical/Tropical Moist Lowland"
ACANTHACEAE,"Dicliptera squarrosa","1.5 Subtropical/Tropical Dry"
ACANTHACEAE,"Herpetacanthus longiflorus","1.6 Subtropical/Tropical Moist Lowland"
ACANTHACEAE,"Justicia brasiliana","1.5 Subtropical/Tropical Dry"
ACANTHACEAE,"Justicia brasiliana","3.5 Subtropical/Tropical Dry"
ACANTHACEAE,"Justicia bullata","1 Forest"
ACANTHACEAE,"Justicia catharinensis","1.6 Subtropical/Tropical Moist Lowland"
ACANTHACEAE,"Justicia congrua","1.6 Subtropical/Tropical Moist Lowland"
ACANTHACEAE,"Justicia cydoniifolia","1.5 Subtropical/Tropical Dry"
ACANTHACEAE,"Justicia kleinii","1.6 Subtropical/Tropical Moist Lowland"
ACANTHACEAE,"Justicia laevilinguis","1.8 Subtropical/Tropical Swamp"
ACANTHACEAE,"Justicia lythroides","1.6 Subtropical/Tropical Moist Lowland"
ACANTHACEAE,"Justicia scheidweileri","1.5 Subtropical/Tropical Dry"
ACANTHACEAE,"Justicia wasshauseniana","1.6 Subtropical/Tropical Moist Lowland"
ACANTHACEAE,"Mendoncia mollis","1.5 Subtropical/Tropical Dry"
ACANTHACEAE,"Pseuderanthemum modestum","3.5 Subtropical/Tropical Dry"
ACANTHACEAE,"Pseuderanthemum riedelianum","1.6 Subtropical/Tropical Moist Lowland"
ACANTHACEAE,"Ruellia affinis","1.6 Subtropical/Tropical Moist Lowland"
ACANTHACEAE,"Ruellia bulbifera","3.7 Subtropical/Tropical High Altitude"
ACANTHACEAE,"Ruellia curviflora","1.6 Subtropical/Tropical Moist Lowland"
ACANTHACEAE,"Ruellia epallocaulos","1.5 Subtropical/Tropical Dry"
ACANTHACEAE,"Ruellia erythropus","1.5 Subtropical/Tropical Dry"
ACANTHACEAE,"Ruellia multifolia","3.7 Subtropical/Tropical High Altitude"
ACANTHACEAE,"Ruellia solitaria","1.6 Subtropical/Tropical Moist Lowland"
ACANTHACEAE,"Ruellia solitaria","3.5 Subtropical/Tropical Dry"
ACANTHACEAE,"Staurogyne anigozanthus","1.6 Subtropical/Tropical Moist Lowland"
ACANTHACEAE,"Stenandrium hatschbachii","2 Savanna"
ACANTHACEAE,"Stenostephanus lobeliiformis","1.6 Subtropical/Tropical Moist Lowland"
ACHATOCARPACEAE,"Achatocarpus praecox","1 Forest"
ADELOTHECIACEAE,"Adelothecium bogotense","1 Forest"
ALISMATACEAE,"Echinodorus bolivianus","1.6 Subtropical/Tropical Moist Lowland"
ALISMATACEAE,"Echinodorus bolivianus","1.9 Subtropical/Tropical Moist Montane"
ALISMATACEAE,"Echinodorus bolivianus","2 Savanna"
ALISMATACEAE,"Echinodorus bolivianus","2.2 Moist Savana"
ALISMATACEAE,"Echinodorus bolivianus","3 Shrubland"
ALISMATACEAE,"Echinodorus bolivianus","3.6 Subtropical/Tropical Moist"
ALISMATACEAE,"Echinodorus bolivianus","3.7 Subtropical/Tropical High Altitude"
ALISMATACEAE,"Echinodorus bolivianus","4 Grassland"
ALISMATACEAE,"Echinodorus bolivianus","4.6 Subtropical/Tropical Seasonally Wet/Flooded Lowland"
ALISMATACEAE,"Echinodorus bolivianus","5 Wetlands (inland)"
ALISMATACEAE,"Echinodorus bolivianus","5.5 Permanent Freshwater Lakes [over 8 ha]"
ALISMATACEAE,"Echinodorus bolivianus","5.6 Seasonal/Intermittent Freshwater Lakes [over 8 ha]"
ALISMATACEAE,"Echinodorus bolivianus","5.7 Permanent Freshwater Marshes/Pools [under 8 ha]"
ALISMATACEAE,"Echinodorus bolivianus","5.8 Seasonal/Intermittent Freshwater Marshes/Pools [under 8 ha]"
ALISMATACEAE,"Echinodorus bolivianus","13 Marine Coastal/Supratidal"
ALISMATACEAE,"Echinodorus bolivianus","13.5 Coastal Freshwater Lakes"
ALISMATACEAE,"Echinodorus paniculatus","1 Forest"
ALISMATACEAE,"Echinodorus paniculatus","1.6 Subtropical/Tropical Moist Lowland"
ALISMATACEAE,"Echinodorus paniculatus","1.9 Subtropical/Tropical Moist Montane"
ALISMATACEAE,"Echinodorus paniculatus","2 Savanna"
ALISMATACEAE,"Echinodorus paniculatus","2.2 Moist Savana"
ALISMATACEAE,"Echinodorus paniculatus","3 Shrubland"
ALISMATACEAE,"Echinodorus paniculatus","3.6 Subtropical/Tropical Moist"
ALISMATACEAE,"Echinodorus paniculatus","3.7 Subtropical/Tropical High Altitude"
ALISMATACEAE,"Echinodorus paniculatus","4 Grassland"
ALISMATACEAE,"Echinodorus paniculatus","4.6 Subtropical/Tropical Seasonally Wet/Flooded Lowland"
ALISMATACEAE,"Echinodorus paniculatus","4.7 Subtropical/Tropical High Altitude"
ALISMATACEAE,"Echinodorus paniculatus","5 Wetlands (inland)"
ALISMATACEAE,"Echinodorus paniculatus","5.5 Permanent Freshwater Lakes [over 8 ha]"
ALISMATACEAE,"Echinodorus paniculatus","5.6 Seasonal/Intermittent Freshwater Lakes [over 8 ha]"
ALISMATACEAE,"Echinodorus paniculatus","5.7 Permanent Freshwater Marshes/Pools [under 8 ha]"
ALISMATACEAE,"Echinodorus paniculatus","5.8 Seasonal/Intermittent Freshwater Marshes/Pools [under 8 ha]"
ALISMATACEAE,"Echinodorus paniculatus","5.14 Permanent Saline, Brackish or Alkaline Lakes"
ALISMATACEAE,"Sagittaria lancifolia","1.6 Subtropical/Tropical Moist Lowland"
ALISMATACEAE,"Sagittaria lancifolia","3 Shrubland"
ALISMATACEAE,"Sagittaria lancifolia","3.6 Subtropical/Tropical Moist"
ALISMATACEAE,"Sagittaria lancifolia","1.8 Subtropical/Tropical Swamp"
ALISMATACEAE,"Sagittaria lancifolia","1.7 Subtropical/Tropical Mangrove Vegetation Above High Tide Level"
ALISMATACEAE,"Sagittaria lancifolia","4 Grassland"
ALISMATACEAE,"Sagittaria lancifolia","4.6 Subtropical/Tropical Seasonally Wet/Flooded Lowland"
ALISMATACEAE,"Sagittaria lancifolia","13 Marine Coastal/Supratidal"
ALISMATACEAE,"Sagittaria lancifolia","13.4 Coastal Brackish/Saline Lagoons/Marine Lakes"
ALISMATACEAE,"Sagittaria lancifolia","5 Wetlands (inland)"
ALISMATACEAE,"Sagittaria lancifolia","5.5 Permanent Freshwater Lakes [over 8 ha]"
ALISMATACEAE,"Sagittaria lancifolia","5.6 Seasonal/Intermittent Freshwater Lakes [over 8 ha]"
ALISMATACEAE,"Sagittaria lancifolia","5.7 Permanent Freshwater Marshes/Pools [under 8 ha]"
ALISMATACEAE,"Sagittaria lancifolia","5.8 Seasonal/Intermittent Freshwater Marshes/Pools [under 8 ha]"
ALISMATACEAE,"Sagittaria rhombifolia","1 Forest"
ALISMATACEAE,"Sagittaria rhombifolia","1.6 Subtropical/Tropical Moist Lowland"
ALISMATACEAE,"Sagittaria rhombifolia","3 Shrubland"
ALISMATACEAE,"Sagittaria rhombifolia","3.6 Subtropical/Tropical Moist"
ALISMATACEAE,"Sagittaria rhombifolia","4 Grassland"
ALISMATACEAE,"Sagittaria rhombifolia","4.6 Subtropical/Tropical Seasonally Wet/Flooded Lowland"
ALISMATACEAE,"Sagittaria rhombifolia","5 Wetlands (inland)"
ALISMATACEAE,"Sagittaria rhombifolia","5.6 Seasonal/Intermittent Freshwater Lakes [over 8 ha]"
ALISMATACEAE,"Sagittaria rhombifolia","5.7 Permanent Freshwater Marshes/Pools [under 8 ha]"
ALISMATACEAE,"Sagittaria rhombifolia","5.8 Seasonal/Intermittent Freshwater Marshes/Pools [under 8 ha]"
ALISMATACEAE,"Sagittaria rhombifolia","5.14 Permanent Saline, Brackish or Alkaline Lakes"
ALISMATACEAE,"Sagittaria rhombifolia","5.15 Seasonal/Intermittent Saline, Brackish or Alkaline Lakes and Flats"
ALISMATACEAE,"Sagittaria rhombifolia","5.16 Permanent Saline, Brackish or Alkaline Marshes/Pools"
ALISMATACEAE,"Sagittaria rhombifolia","5.17 Seasonal/Intermittent Saline, Brackish or Alkaline Marshes/Pools"
ALISMATACEAE,"Sagittaria rhombifolia","13 Marine Coastal/Supratidal"
ALISMATACEAE,"Sagittaria rhombifolia","13.5 Coastal Freshwater Lakes"
ALISMATACEAE,"Sagittaria rhombifolia","5.5 Permanent Freshwater Lakes [over 8 ha]"
ALISMATACEAE,"Sagittaria rhombifolia","5.4 Bogs, Marshes, Swamps, Fens, Peatlands"
ALSTROEMERIACEAE,"Alstroemeria amabilis","3.7 Subtropical/Tropical High Altitude"
ALSTROEMERIACEAE,"Alstroemeria apertiflora","3.7 Subtropical/Tropical High Altitude"
ALSTROEMERIACEAE,"Alstroemeria apertiflora","3.6 Subtropical/Tropical Moist"
ALSTROEMERIACEAE,"Alstroemeria apertiflora","4.6 Subtropical/Tropical Seasonally Wet/Flooded Lowland"
ALSTROEMERIACEAE,"Alstroemeria apertiflora","5 Wetlands (inland)"
ALSTROEMERIACEAE,"Alstroemeria brasiliensis","2.2 Moist Savana"
ALSTROEMERIACEAE,"Alstroemeria brasiliensis","3.6 Subtropical/Tropical Moist"
ALSTROEMERIACEAE,"Alstroemeria brasiliensis","4.6 Subtropical/Tropical Seasonally Wet/Flooded Lowland"
ALSTROEMERIACEAE,"Alstroemeria capixaba","1.6 Subtropical/Tropical Moist Lowland"
ALSTROEMERIACEAE,"Alstroemeria caryophyllaea","1.6 Subtropical/Tropical Moist Lowland"
ALSTROEMERIACEAE,"Alstroemeria caryophyllaea","3.6 Subtropical/Tropical Moist"
ALSTROEMERIACEAE,"Alstroemeria inodora","1.6 Subtropical/Tropical Moist Lowland"
ALSTROEMERIACEAE,"Alstroemeria inodora","1.9 Subtropical/Tropical Moist Montane"
ALSTROEMERIACEAE,"Alstroemeria inodora","3.6 Subtropical/Tropical Moist"
ALSTROEMERIACEAE,"Alstroemeria inodora","3.7 Subtropical/Tropical High Altitude"
ALSTROEMERIACEAE,"Alstroemeria inodora","4.6 Subtropical/Tropical Seasonally Wet/Flooded Lowland"
ALSTROEMERIACEAE,"Alstroemeria isabellana","3.7 Subtropical/Tropical High Altitude"
ALSTROEMERIACEAE,"Alstroemeria isabellana","4.7 Subtropical/Tropical High Altitude"
ALSTROEMERIACEAE,"Alstroemeria malmeana","3.7 Subtropical/Tropical High Altitude"
ALSTROEMERIACEAE,"Alstroemeria malmeana","4.7 Subtropical/Tropical High Altitude"
ALSTROEMERIACEAE,"Alstroemeria orchidioides","1.5 Subtropical/Tropical Dry"
ALSTROEMERIACEAE,"Alstroemeria orchidioides","1.6 Subtropical/Tropical Moist Lowland"
ALSTROEMERIACEAE,"Alstroemeria penduliflora","3.7 Subtropical/Tropical High Altitude"
ALSTROEMERIACEAE,"Alstroemeria variegata","3.7 Subtropical/Tropical High Altitude"
ALSTROEMERIACEAE,"Alstroemeria variegata","4.7 Subtropical/Tropical High Altitude"
AMARANTHACEAE,"Alternanthera hirtula","1.6 Subtropical/Tropical Moist Lowland"
AMARANTHACEAE,"Alternanthera hirtula","4.5 Subtropical/Tropical Dry Lowland"
AMARANTHACEAE,"Alternanthera januarensis","1.9 Subtropical/Tropical Moist Montane"
AMARANTHACEAE,"Alternanthera malmeana","4 Grassland"
AMARANTHACEAE,"Alternanthera paronychioides","5.3 Shrub Dominated Wetlands"
AMARANTHACEAE,"Alternanthera praelonga","4.5 Subtropical/Tropical Dry Lowland"
AMARANTHACEAE,"Alternanthera praelonga","13.3 Coastal Sand Dunes"
AMARANTHACEAE,"Alternanthera puberula","2 Savanna"
AMARANTHACEAE,"Alternanthera reineckii","5 Wetlands (inland)"
AMARANTHACEAE,"Alternanthera sessilis","1.6 Subtropical/Tropical Moist Lowland"
AMARANTHACEAE,"Alternanthera sessilis","1.9 Subtropical/Tropical Moist Montane"
AMARANTHACEAE,"Alternanthera sessilis","5.1 Permanent Rivers/Streams/Creeks [includes waterfalls]"
AMARANTHACEAE,"Alternanthera tenella","5.9 Freshwater Springs and Oases"
AMARANTHACEAE,"Alternanthera tenella","1 Forest"
AMARANTHACEAE,"Amaranthus rosengurtii","4.5 Subtropical/Tropical Dry Lowland"
AMARANTHACEAE,"Blutaparon portulacoides","13.3 Coastal Sand Dunes"
AMARANTHACEAE,"Celosia grandifolia","1.6 Subtropical/Tropical Moist Lowland"
AMARANTHACEAE,"Chamissoa acuminata","1.6 Subtropical/Tropical Moist Lowland"
AMARANTHACEAE,"Chamissoa acuminata","1.9 Subtropical/Tropical Moist Montane"
AMARANTHACEAE,"Chamissoa acuminata","2.1 Dry Savanna"
AMARANTHACEAE,"Chamissoa acuminata var. maximilianii","2.1 Dry Savanna"
AMARANTHACEAE,"Chamissoa acuminata var. maximilianii","1.5 Subtropical/Tropical Dry"
AMARANTHACEAE,"Chamissoa altissima","1.5 Subtropical/Tropical Dry"
AMARANTHACEAE,"Chamissoa altissima","1.6 Subtropical/Tropical Moist Lowland"
AMARANTHACEAE,"Chamissoa altissima","1.9 Subtropical/Tropical Moist Montane"
AMARANTHACEAE,"Chamissoa altissima","2.1 Dry Savanna"
AMARANTHACEAE,"Froelichia interrupta","2.1 Dry Savanna"
AMARANTHACEAE,"Froelichia procera","2 Savanna"
AMARANTHACEAE,"Froelichiella grisea","2.1 Dry Savanna"
AMARANTHACEAE,"Gomphrena agrestis","2 Savanna"
AMARANTHACEAE,"Gomphrena agrestis","4.7 Subtropical/Tropical High Altitude"
AMARANTHACEAE,"Gomphrena agrestis","4.5 Subtropical/Tropical Dry Lowland"
AMARANTHACEAE,"Gomphrena centrota","6 Rocky Areas [e.g. inland cliffs, mountain peaks]"
AMARANTHACEAE,"Gomphrena centrota","5 Wetlands (inland)"
AMARANTHACEAE,"Gomphrena chrestoides","4.7 Subtropical/Tropical High Altitude"
AMARANTHACEAE,"Gomphrena duriuscula","2.1 Dry Savanna"
AMARANTHACEAE,"Gomphrena duriuscula","13.3 Coastal Sand Dunes"
AMARANTHACEAE,"Gomphrena elegans","1 Forest"
AMARANTHACEAE,"Gomphrena elegans","2 Savanna"
AMARANTHACEAE,"Gomphrena elegans","4 Grassland"
AMARANTHACEAE,"Gomphrena graminea","4 Grassland"
AMARANTHACEAE,"Gomphrena graminea","2 Savanna"
AMARANTHACEAE,"Gomphrena hatschbachiana","4.7 Subtropical/Tropical High Altitude"
AMARANTHACEAE,"Gomphrena macrocephala","2 Savanna"
AMARANTHACEAE,"Gomphrena macrocephala","4.5 Subtropical/Tropical Dry Lowland"
AMARANTHACEAE,"Gomphrena nigricans","4.7 Subtropical/Tropical High Altitude"
AMARANTHACEAE,"Gomphrena paranensis","2.1 Dry Savanna"
AMARANTHACEAE,"Gomphrena perennis","4.6 Subtropical/Tropical Seasonally Wet/Flooded Lowland"
AMARANTHACEAE,"Gomphrena perennis","13.3 Coastal Sand Dunes"
AMARANTHACEAE,"Gomphrena pulchella","4.5 Subtropical/Tropical Dry Lowland"
AMARANTHACEAE,"Gomphrena regeliana","2 Savanna"
AMARANTHACEAE,"Gomphrena scandens","4.4 Temperate"
AMARANTHACEAE,"Gomphrena scandens","1 Forest"
AMARANTHACEAE,"Gomphrena schlechtendaliana","4.5 Subtropical/Tropical Dry Lowland"
AMARANTHACEAE,"Gomphrena sellowiana","4.5 Subtropical/Tropical Dry Lowland"
AMARANTHACEAE,"Gomphrena vaga","1 Forest"
AMARANTHACEAE,"Gomphrena vaga","2 Savanna"
AMARANTHACEAE,"Gomphrena vaga","4 Grassland"
AMARANTHACEAE,"Hebanthe eriantha","1.9 Subtropical/Tropical Moist Montane"
AMARANTHACEAE,"Hebanthe eriantha","1.6 Subtropical/Tropical Moist Lowland"
AMARANTHACEAE,"Hebanthe pulverulenta","1.6 Subtropical/Tropical Moist Lowland"
AMARANTHACEAE,"Herbstia brasiliana","1.9 Subtropical/Tropical Moist Montane"
AMARANTHACEAE,"Lecosia oppositifolia","1.6 Subtropical/Tropical Moist Lowland"
AMARANTHACEAE,"Pfaffia argyrea","4.7 Subtropical/Tropical High Altitude"
AMARANTHACEAE,"Pfaffia glabrata","1.5 Subtropical/Tropical Dry"
AMARANTHACEAE,"Pfaffia glomerata","1.6 Subtropical/Tropical Moist Lowland"
AMARANTHACEAE,"Pfaffia glomerata","1.9 Subtropical/Tropical Moist Montane"
AMARANTHACEAE,"Pfaffia glomerata","2.1 Dry Savanna"
AMARANTHACEAE,"Pfaffia gnaphaloides","4.5 Subtropical/Tropical Dry Lowland"
AMARANTHACEAE,"Pfaffia gnaphaloides","4.7 Subtropical/Tropical High Altitude"
AMARANTHACEAE,"Pfaffia gnaphaloides","6 Rocky Areas [e.g. inland cliffs, mountain peaks]"
AMARANTHACEAE,"Pfaffia gnaphaloides","1 Forest"
AMARANTHACEAE,"Pfaffia jubata","2.1 Dry Savanna"
AMARANTHACEAE,"Pfaffia minarum","2.1 Dry Savanna"
AMARANTHACEAE,"Pfaffia townsendii","2.1 Dry Savanna"
AMARANTHACEAE,"Quaternella glabratoides","1.5 Subtropical/Tropical Dry"
AMARYLLIDACEAE,"Eithea blumenavia","1.6 Subtropical/Tropical Moist Lowland"
AMARYLLIDACEAE,"Griffinia aracensis","1.5 Subtropical/Tropical Dry"
AMARYLLIDACEAE,"Griffinia aracensis","2 Savanna"
AMARYLLIDACEAE,"Griffinia aracensis","4.5 Subtropical/Tropical Dry Lowland"
AMARYLLIDACEAE,"Griffinia colatinensis","1.9 Subtropical/Tropical Moist Montane"
AMARYLLIDACEAE,"Griffinia espiritensis","1.5 Subtropical/Tropical Dry"
AMARYLLIDACEAE,"Griffinia gardneriana","1.5 Subtropical/Tropical Dry"
AMARYLLIDACEAE,"Griffinia gardneriana","2.1 Dry Savanna"
AMARYLLIDACEAE,"Griffinia hyacinthina","1.9 Subtropical/Tropical Moist Montane"
AMARYLLIDACEAE,"Griffinia hyacinthina","1.6 Subtropical/Tropical Moist Lowland"
AMARYLLIDACEAE,"Griffinia liboniana","1.5 Subtropical/Tropical Dry"
AMARYLLIDACEAE,"Griffinia liboniana","1.6 Subtropical/Tropical Moist Lowland"
AMARYLLIDACEAE,"Griffinia nocturna","1.5 Subtropical/Tropical Dry"
AMARYLLIDACEAE,"Griffinia nocturna","2 Savanna"
AMARYLLIDACEAE,"Griffinia nocturna","4.5 Subtropical/Tropical Dry Lowland"
AMARYLLIDACEAE,"Griffinia parviflora","1.6 Subtropical/Tropical Moist Lowland"
AMARYLLIDACEAE,"Griffinia parviflora","1.9 Subtropical/Tropical Moist Montane"
AMARYLLIDACEAE,"Griffinia parviflora","1.5 Subtropical/Tropical Dry"
AMARYLLIDACEAE,"Griffinia paubrasilica","1.5 Subtropical/Tropical Dry"
AMARYLLIDACEAE,"Griffinia paubrasilica","1.6 Subtropical/Tropical Moist Lowland"
AMARYLLIDACEAE,"Griffinia rochae","1.9 Subtropical/Tropical Moist Montane"
AMARYLLIDACEAE,"Habranthus irwinianus","4.7 Subtropical/Tropical High Altitude"
AMARYLLIDACEAE,"Hippeastrum angustifolium","4.5 Subtropical/Tropical Dry Lowland"
AMARYLLIDACEAE,"Hippeastrum angustifolium","4.6 Subtropical/Tropical Seasonally Wet/Flooded Lowland"
AMARYLLIDACEAE,"Hippeastrum brasilianum","6 Rocky Areas [e.g. inland cliffs, mountain peaks]"
AMARYLLIDACEAE,"Hippeastrum breviflorum","4 Grassland"
AMARYLLIDACEAE,"Hippeastrum breviflorum","4.6 Subtropical/Tropical Seasonally Wet/Flooded Lowland"
AMARYLLIDACEAE,"Hippeastrum goianum","2 Savanna"
AMARYLLIDACEAE,"Hippeastrum goianum","4 Grassland"
AMARYLLIDACEAE,"Hippeastrum leucobasis","2 Savanna"
AMARYLLIDACEAE,"Hippeastrum leucobasis","4.5 Subtropical/Tropical Dry Lowland"
AMARYLLIDACEAE,"Hippeastrum morelianum","4.7 Subtropical/Tropical High Altitude"
AMARYLLIDACEAE,"Hippeastrum papilio","1.5 Subtropical/Tropical Dry"
AMARYLLIDACEAE,"Hippeastrum psittacinum","2.1 Dry Savanna"
AMARYLLIDACEAE,"Hippeastrum psittacinum","1.5 Subtropical/Tropical Dry"
AMARYLLIDACEAE,"Hippeastrum reginae","1.5 Subtropical/Tropical Dry"
AMARYLLIDACEAE,"Hippeastrum reginae","2 Savanna"
AMARYLLIDACEAE,"Hippeastrum santacatarina","4.7 Subtropical/Tropical High Altitude"
AMARYLLIDACEAE,"Hippeastrum santacatarina","5 Wetlands (inland)"
AMARYLLIDACEAE,"Hippeastrum striatum","1.5 Subtropical/Tropical Dry"
AMARYLLIDACEAE,"Hippeastrum striatum","1.6 Subtropical/Tropical Moist Lowland"
AMARYLLIDACEAE,"Hippeastrum vittatum","1.9 Subtropical/Tropical Moist Montane"
AMARYLLIDACEAE,"Hippeastrum guarapuavicum","1.5 Subtropical/Tropical Dry"
AMARYLLIDACEAE,"Hippeastrum guarapuavicum","2 Savanna"
AMARYLLIDACEAE,"Worsleya rayneri","4.7 Subtropical/Tropical High Altitude"
AMARYLLIDACEAE,"Zephyranthes candida","1 Forest"
AMARYLLIDACEAE,"Zephyranthes candida","4 Grassland"
AMARYLLIDACEAE,"Zephyranthes capivarina","1.8 Subtropical/Tropical Swamp"
AMARYLLIDACEAE,"Zephyranthes capivarina","1.5 Subtropical/Tropical Dry"
AMARYLLIDACEAE,"Zephyranthes paranaensis","4.7 Subtropical/Tropical High Altitude"
AMARYLLIDACEAE,"Zephyranthes brasiliensis","1.9 Subtropical/Tropical Moist Montane"
AMARYLLIDACEAE,"Zephyranthes brasiliensis","6 Rocky Areas [e.g. inland cliffs, mountain peaks]"
AMARYLLIDACEAE,"Zephyranthes brasiliensis","4.5 Subtropical/Tropical Dry Lowland"
ANEMIACEAE,"Anemia gardneri","6 Rocky Areas [e.g. inland cliffs, mountain peaks]"
ANEMIACEAE,"Anemia gardneri","1.9 Subtropical/Tropical Moist Montane"
ANEMIACEAE,"Anemia mirabilis","1.5 Subtropical/Tropical Dry"
ANEMIACEAE,"Anemia elegans","2.1 Dry Savanna"
ANEMIACEAE,"Anemia trichorhiza","1.5 Subtropical/Tropical Dry"
ANEMIACEAE,"Anemia trichorhiza","2.1 Dry Savanna"
ANNONACEAE,"Anaxagorea silvatica","1.6 Subtropical/Tropical Moist Lowland"
ANNONACEAE,"Annona bahiensis","1.6 Subtropical/Tropical Moist Lowland"
ANNONACEAE,"Annona burchellii","2.1 Dry Savanna"
ANNONACEAE,"Annona calcarata","1.6 Subtropical/Tropical Moist Lowland"
ANNONACEAE,"Annona coriacea","2.1 Dry Savanna"
ANNONACEAE,"Annona dioica","2.1 Dry Savanna"
ANNONACEAE,"Annona emarginata","1.6 Subtropical/Tropical Moist Lowland"
ANNONACEAE,"Annona ferruginea","1.6 Subtropical/Tropical Moist Lowland"
ANNONACEAE,"Annona glabra","1.6 Subtropical/Tropical Moist Lowland"
ANNONACEAE,"Annona maritima","1.6 Subtropical/Tropical Moist Lowland"
ANNONACEAE,"Annona pickelii","1.6 Subtropical/Tropical Moist Lowland"
ANNONACEAE,"Annona xylopiifolia","1.6 Subtropical/Tropical Moist Lowland"
ANNONACEAE,"Duguetia fufuracea","2.1 Dry Savanna"
ANNONACEAE,"Duguetia fufuracea","2.2 Moist Savana"
ANNONACEAE,"Duguetia fufuracea","1.6 Subtropical/Tropical Moist Lowland"
ANNONACEAE,"Duguetia lanceolata","1.6 Subtropical/Tropical Moist Lowland"
ANNONACEAE,"Duguetia lanceolata","2.1 Dry Savanna"
ANNONACEAE,"Duguetia magnolioidea","1.6 Subtropical/Tropical Moist Lowland"
ANNONACEAE,"Duguetia restingae","1.6 Subtropical/Tropical Moist Lowland"
ANNONACEAE,"Duguetia reticulata","1.6 Subtropical/Tropical Moist Lowland"
ANNONACEAE,"Duguetia salicifolia","1.9 Subtropical/Tropical Moist Montane"
ANNONACEAE,"Duguetia scottmorii","1.6 Subtropical/Tropical Moist Lowland"
ANNONACEAE,"Duguetia sooretamae","1.6 Subtropical/Tropical Moist Lowland"
ANNONACEAE,"Guatteria australis","1.6 Subtropical/Tropical Moist Lowland"
ANNONACEAE,"Guatteria campestris","1.6 Subtropical/Tropical Moist Lowland"
ANNONACEAE,"Guatteria campestris","2.1 Dry Savanna"
ANNONACEAE,"Hornschuchia alba","1.6 Subtropical/Tropical Moist Lowland"
ANNONACEAE,"Hornschuchia cauliflora","1.6 Subtropical/Tropical Moist Lowland"
ANNONACEAE,"Hornschuchia obliqua","1.6 Subtropical/Tropical Moist Lowland"
ANNONACEAE,"Malmea obovata","1.6 Subtropical/Tropical Moist Lowland"
ANNONACEAE,"Oxandra reticulata","1.6 Subtropical/Tropical Moist Lowland"
ANNONACEAE,"Oxandra reticulata","2.1 Dry Savanna"
ANNONACEAE,"Trigynaea axilliflora","1.6 Subtropical/Tropical Moist Lowland"
ANNONACEAE,"Trigynaea oblongifolia","1.9 Subtropical/Tropical Moist Montane"
ANNONACEAE,"Unonopsis riedeliana","1.9 Subtropical/Tropical Moist Montane"
ANNONACEAE,"Xylopia aromatica","2.1 Dry Savanna"
ANNONACEAE,"Xylopia aromatica","1.6 Subtropical/Tropical Moist Lowland"
ANNONACEAE,"Xylopia brasiliensis","1.6 Subtropical/Tropical Moist Lowland"
APIACEAE,"Eryngium corallinum","3.7 Subtropical/Tropical High Altitude"
APIACEAE,"Eryngium corallinum","3.6 Subtropical/Tropical Moist"
APIACEAE,"Eryngium corallinum","4.6 Subtropical/Tropical Seasonally Wet/Flooded Lowland"
APIACEAE,"Eryngium divaricatum","4.6 Subtropical/Tropical Seasonally Wet/Flooded Lowland"
APIACEAE,"Eryngium dorae","4.5 Subtropical/Tropical Dry Lowland"
APIACEAE,"Eryngium dorae","4.6 Subtropical/Tropical Seasonally Wet/Flooded Lowland"
APIACEAE,"Eryngium dusenii","1.6 Subtropical/Tropical Moist Lowland"
APIACEAE,"Eryngium ekmanii","1.6 Subtropical/Tropical Moist Lowland"
APIACEAE,"Eryngium ekmanii","3.6 Subtropical/Tropical Moist"
APIACEAE,"Eryngium ekmanii","4.6 Subtropical/Tropical Seasonally Wet/Flooded Lowland"
APIACEAE,"Eryngium ekmanii","4.5 Subtropical/Tropical Dry Lowland"
APIACEAE,"Eryngium eriophorum","3.6 Subtropical/Tropical Moist"
APIACEAE,"Eryngium eriophorum","4.6 Subtropical/Tropical Seasonally Wet/Flooded Lowland"
APIACEAE,"Eryngium eriophorum","4.5 Subtropical/Tropical Dry Lowland"
APIACEAE,"Eryngium eurycephalum","3.7 Subtropical/Tropical High Altitude"
APIACEAE,"Eryngium eurycephalum","3.6 Subtropical/Tropical Moist"
APIACEAE,"Eryngium eurycephalum","4.6 Subtropical/Tropical Seasonally Wet/Flooded Lowland"
APIACEAE,"Eryngium falcifolium","4.7 Subtropical/Tropical High Altitude"
APIACEAE,"Eryngium glaziovianum","3.7 Subtropical/Tropical High Altitude"
APIACEAE,"Eryngium koehneanum","3.7 Subtropical/Tropical High Altitude"
APIACEAE,"Eryngium koehneanum","4.6 Subtropical/Tropical Seasonally Wet/Flooded Lowland"
APIACEAE,"Eryngium ombrophilum","3.7 Subtropical/Tropical High Altitude"
APIACEAE,"Eryngium ramboanum","4.7 Subtropical/Tropical High Altitude"
APIACEAE,"Eryngium ramboanum","3.7 Subtropical/Tropical High Altitude"
APIACEAE,"Eryngium sanguisorba","3.5 Subtropical/Tropical Dry"
