family,scientificNameWithoutAuthorship,scientificNameAuthorship,acceptedNameUsage
ACANTHACEAE,"Aphelandra espirito-santensis","Profice & Wassh.","Aphelandra espirito-santensis Profice & Wassh."
ACANTHACEAE,"Aphelandra gigantea","(Rizzini) Profice","Aphelandra gigantea (Rizzini) Profice"
ACANTHACEAE,"Aphelandra hirta","(Klotzsch) Wassh.","Aphelandra hirta (Klotzsch) Wassh."
ACANTHACEAE,"Aphelandra longiflora","(Lindl.) Profice","Aphelandra longiflora (Lindl.) Profice"
ACANTHACEAE,"Aphelandra margaritae",E.Morren,"Aphelandra margaritae E.Morren"
ACANTHACEAE,"Aphelandra maximiliana","(Nees) Benth.","Aphelandra maximiliana (Nees) Benth."
ACANTHACEAE,"Aphelandra nitida","Nees & Mart.","Aphelandra nitida Nees & Mart."
ACANTHACEAE,"Aphelandra prismatica","(Vell.) Hiern","Aphelandra prismatica (Vell.) Hiern"
ACANTHACEAE,"Aphelandra schottiana","(Nees) Profice","Aphelandra schottiana (Nees) Profice"
ACANTHACEAE,"Aphelandra squarrosa",Nees,"Aphelandra squarrosa Nees"
ACANTHACEAE,"Chamaeranthemum beyrichii",Nees,"Chamaeranthemum beyrichii Nees"
ACANTHACEAE,"Dicliptera squarrosa",Nees,"Dicliptera squarrosa Nees"
ACANTHACEAE,"Dyschoriste smithii",Leonard,"Dyschoriste smithii Leonard"
ACANTHACEAE,"Dyschoriste lavandulaceae","(Nees) Kuntze","Dyschoriste lavandulaceae (Nees) Kuntze"
ACANTHACEAE,"Herpetacanthus longiflorus",Moric.,"Herpetacanthus longiflorus Moric."
ACANTHACEAE,"Justicia brasiliana",Roth,"Justicia brasiliana Roth"
ACANTHACEAE,"Justicia bullata","(Nees) Profice","Justicia bullata (Nees) Profice"
ACANTHACEAE,"Justicia catharinensis",Lindau,"Justicia catharinensis Lindau"
ACANTHACEAE,"Justicia clausseniana","(Nees) Profice","Justicia clausseniana (Nees) Profice"
ACANTHACEAE,"Justicia congrua","(Nees ex Mart.) Lindau","Justicia congrua (Nees ex Mart.) Lindau"
ACANTHACEAE,"Justicia cydoniifolia","(Nees) Lindau","Justicia cydoniifolia (Nees) Lindau"
ACANTHACEAE,"Justicia genuflexa","Nees & Mart.","Justicia genuflexa Nees & Mart."
ACANTHACEAE,"Justicia kleinii","Wassh. & L.B.Sm.","Justicia kleinii Wassh. & L.B.Sm."
ACANTHACEAE,"Justicia laevilinguis","(Nees) Lindau","Justicia laevilinguis (Nees) Lindau"
ACANTHACEAE,"Justicia lythroides","(Nees) V.A.W.Graham","Justicia lythroides (Nees) V.A.W.Graham"
ACANTHACEAE,"Justicia paranaensis","(Rizzini) Wassh. & L.B.Sm.","Justicia paranaensis (Rizzini) Wassh. & L.B.Sm."
ACANTHACEAE,"Justicia polita","(Nees) Profice","Justicia polita (Nees) Profice"
ACANTHACEAE,"Justicia pseudoamazonica",Lindau,"Justicia pseudoamazonica Lindau"
ACANTHACEAE,"Justicia ramulosa","(Morong) C.Ezcurra","Justicia ramulosa (Morong) C.Ezcurra"
IRIDACEAE,"Trimezia fistulosa",Foster,"Trimezia fistulosa Foster"
ACANTHACEAE,"Justicia scheidweileri",V.A.W.Graham,"Justicia scheidweileri V.A.W.Graham"
ACANTHACEAE,"Justicia symphyantha","(Nees ex Mart.) Lindau","Justicia symphyantha (Nees ex Mart.) Lindau"
ACANTHACEAE,"Justicia tijucensis",V.A.W.Graham,"Justicia tijucensis V.A.W.Graham"
ACANTHACEAE,"Justicia wasshauseniana",Profice,"Justicia wasshauseniana Profice"
ACANTHACEAE,"Mendoncia mollis",Lindau,"Mendoncia mollis Lindau"
ACANTHACEAE,"Odontonema dissitiflorum","(Nees) Kuntze","Odontonema dissitiflorum (Nees) Kuntze"
ACANTHACEAE,"Pseuderanthemum modestum","(Nees) Radlk.","Pseuderanthemum modestum (Nees) Radlk."
ACANTHACEAE,"Pseuderanthemum riedelianum","(Nees) Radlk.","Pseuderanthemum riedelianum (Nees) Radlk."
ACANTHACEAE,"Ruellia affinis","(Schrad.) Lindau","Ruellia affinis (Schrad.) Lindau"
ACANTHACEAE,"Ruellia bulbifera",Lindau,"Ruellia bulbifera Lindau"
ACANTHACEAE,"Ruellia chamaedrys","(Nees) Angely","Ruellia chamaedrys (Nees) Angely"
ACANTHACEAE,"Ruellia curviflora","Nees & Mart.","Ruellia curviflora Nees & Mart."
ACANTHACEAE,"Ruellia dissitifolia","(Nees) Hiern","Ruellia dissitifolia (Nees) Hiern"
ACANTHACEAE,"Ruellia epallocaulos","Leonard ex C.Ezcurra & Wassh.","Ruellia epallocaulos Leonard ex C.Ezcurra & Wassh."
ACANTHACEAE,"Ruellia erythropus","(Nees) Lindau","Ruellia erythropus (Nees) Lindau"
ACANTHACEAE,"Ruellia multifolia","(Nees) Lindau","Ruellia multifolia (Nees) Lindau"
ACANTHACEAE,"Ruellia solitaria",Vell.,"Ruellia solitaria Vell."
ACANTHACEAE,"Schaueria lophura","Nees & Mart.","Schaueria lophura Nees & Mart."
ACANTHACEAE,"Schaueria virginea",Nees,"Schaueria virginea Nees"
ACANTHACEAE,"Staurogyne anigozanthus","(Nees) Kuntze","Staurogyne anigozanthus (Nees) Kuntze"
ACANTHACEAE,"Staurogyne brachiata","(Hiern) Leonard","Staurogyne brachiata (Hiern) Leonard"
ACANTHACEAE,"Staurogyne carvalhoi",Profice,"Staurogyne carvalhoi Profice"
ACANTHACEAE,"Staurogyne elegans","(Nees) Kuntze","Staurogyne elegans (Nees) Kuntze"
ACANTHACEAE,"Staurogyne itatiaiae","(Wawra) Leonard","Staurogyne itatiaiae (Wawra) Leonard"
ACANTHACEAE,"Staurogyne vauthieriana","(Nees) Kuntze","Staurogyne vauthieriana (Nees) Kuntze"
ACANTHACEAE,"Staurogyne veronicifolia","(Nees) Kuntze","Staurogyne veronicifolia (Nees) Kuntze"
ACANTHACEAE,"Staurogyne warmingiana","(Hiern) Leonard","Staurogyne warmingiana (Hiern) Leonard"
ACANTHACEAE,"Stenandrium diphyllum",Nees,"Stenandrium diphyllum Nees"
ACANTHACEAE,"Stenandrium hatschbachii",Wassh.,"Stenandrium hatschbachii Wassh."
ACANTHACEAE,"Stenandrium stenophyllum",Kameyama,"Stenandrium stenophyllum Kameyama"
ACANTHACEAE,"Stenostephanus lobeliiformis",Nees,"Stenostephanus lobeliiformis Nees"
ACANTHACEAE,"Streblacanthus dubiosus","(Lindau) V.M.Baum","Streblacanthus dubiosus (Lindau) V.M.Baum"
ACHATOCARPACEAE,"Achatocarpus praecox",Griseb.,"Achatocarpus praecox Griseb."
ADELOTHECIACEAE,"Adelothecium bogotense","(Hampe) Mitt.","Adelothecium bogotense (Hampe) Mitt."
ALISMATACEAE,"Echinodorus bolivianus","(Rusby) Holm-Niels.","Echinodorus bolivianus (Rusby) Holm-Niels."
ALISMATACEAE,"Echinodorus paniculatus",Micheli,"Echinodorus paniculatus Micheli"
ALISMATACEAE,"Sagittaria lancifolia",L.,"Sagittaria lancifolia L."
ALISMATACEAE,"Sagittaria rhombifolia",Cham.,"Sagittaria rhombifolia Cham."
ALSTROEMERIACEAE,"Alstroemeria amabilis",M.C.Assis,"Alstroemeria amabilis M.C.Assis"
ALSTROEMERIACEAE,"Alstroemeria apertiflora",Baker,"Alstroemeria apertiflora Baker"
ALSTROEMERIACEAE,"Alstroemeria brasiliensis",Spreng.,"Alstroemeria brasiliensis Spreng."
ALSTROEMERIACEAE,"Alstroemeria capixaba",M.C.Assis,"Alstroemeria capixaba M.C.Assis"
ALSTROEMERIACEAE,"Alstroemeria caryophyllaea",Jacq.,"Alstroemeria caryophyllaea Jacq."
ALSTROEMERIACEAE,"Alstroemeria inodora",Herb.,"Alstroemeria inodora Herb."
ALSTROEMERIACEAE,"Alstroemeria isabellana",Herb.,"Alstroemeria isabellana Herb."
ALSTROEMERIACEAE,"Alstroemeria malmeana",Kraenzl.,"Alstroemeria malmeana Kraenzl."
ALSTROEMERIACEAE,"Alstroemeria orchidioides",Meerow,"Alstroemeria orchidioides Meerow"
ALSTROEMERIACEAE,"Alstroemeria penduliflora",M.C.Assis,"Alstroemeria penduliflora M.C.Assis"
ALSTROEMERIACEAE,"Alstroemeria variegata",M.C.Assis,"Alstroemeria variegata M.C.Assis"
AMARANTHACEAE,"Alternanthera decurrens",J.C.Siqueira,"Alternanthera decurrens J.C.Siqueira"
AMARANTHACEAE,"Alternanthera hirtula","(Mart.) R.E.Fr.","Alternanthera hirtula (Mart.) R.E.Fr."
AMARANTHACEAE,"Alternanthera januarensis",J.C.Siqueira,"Alternanthera januarensis J.C.Siqueira"
AMARANTHACEAE,"Alternanthera malmeana",R.E.Fr.,"Alternanthera malmeana R.E.Fr."
AMARANTHACEAE,"Alternanthera micrantha",R.E.Fr.,"Alternanthera micrantha R.E.Fr."
AMARANTHACEAE,"Alternanthera paronychioides",A.St.-Hil.,"Alternanthera paronychioides A.St.-Hil."
AMARANTHACEAE,"Alternanthera praelonga",A.St.-Hil.,"Alternanthera praelonga A.St.-Hil."
AMARANTHACEAE,"Alternanthera puberula",D.Dietr.,"Alternanthera puberula D.Dietr."
AMARANTHACEAE,"Alternanthera reineckii",Briq.,"Alternanthera reineckii Briq."
AMARANTHACEAE,"Alternanthera sessilis","(L.) R.Br.","Alternanthera sessilis (L.) R.Br."
AMARANTHACEAE,"Alternanthera tenella",Colla,"Alternanthera tenella Colla"
AMARANTHACEAE,"Amaranthus rosengurtii",Hunz.,"Amaranthus rosengurtii Hunz."
AMARANTHACEAE,"Blutaparon portulacoides","(A.St.-Hil.) Mears","Blutaparon portulacoides (A.St.-Hil.) Mears"
AMARANTHACEAE,"Celosia grandifolia",Moq.,"Celosia grandifolia Moq."
AMARANTHACEAE,"Chamissoa acuminata",Mart.,"Chamissoa acuminata Mart."
AMARANTHACEAE,"Chamissoa acuminata var. maximilianii","(Mart. ex Moq.) Sohmer","Chamissoa acuminata var. maximilianii (Mart. ex Moq.) Sohmer"
AMARANTHACEAE,"Chamissoa altissima","(Jacq.) Kunth","Chamissoa altissima (Jacq.) Kunth"
AMARANTHACEAE,"Froelichia interrupta","(L.) Moq.","Froelichia interrupta (L.) Moq."
AMARANTHACEAE,"Froelichia procera","(Seub.) Pedersen","Froelichia procera (Seub.) Pedersen"
AMARANTHACEAE,"Froelichiella grisea",R.E.Fr.,"Froelichiella grisea R.E.Fr."
AMARANTHACEAE,"Gomphrena agrestis",Mart.,"Gomphrena agrestis Mart."
AMARANTHACEAE,"Gomphrena centrota",E.Holzh.,"Gomphrena centrota E.Holzh."
AMARANTHACEAE,"Gomphrena chrestoides",C.C.Towns.,"Gomphrena chrestoides C.C.Towns."
AMARANTHACEAE,"Gomphrena duriuscula",Moq.,"Gomphrena duriuscula Moq."
AMARANTHACEAE,"Gomphrena elegans",Mart.,"Gomphrena elegans Mart."
AMARANTHACEAE,"Gomphrena graminea",Moq.,"Gomphrena graminea Moq."
AMARANTHACEAE,"Gomphrena hatschbachiana",Pedersen,"Gomphrena hatschbachiana Pedersen"
AMARANTHACEAE,"Gomphrena macrocephala",A.St.-Hil.,"Gomphrena macrocephala A.St.-Hil."
AMARANTHACEAE,"Gomphrena nigricans",Mart.,"Gomphrena nigricans Mart."
AMARANTHACEAE,"Gomphrena paranensis",R.E.Fr.,"Gomphrena paranensis R.E.Fr."
AMARANTHACEAE,"Gomphrena perennis",L.,"Gomphrena perennis L."
AMARANTHACEAE,"Gomphrena pulchella",Mart.,"Gomphrena pulchella Mart."
AMARANTHACEAE,"Gomphrena regeliana",Seub.,"Gomphrena regeliana Seub."
AMARANTHACEAE,"Gomphrena scandens","(R.E.Fr.) J.C.Siqueira","Gomphrena scandens (R.E.Fr.) J.C.Siqueira"
AMARANTHACEAE,"Gomphrena schlechtendaliana",Mart.,"Gomphrena schlechtendaliana Mart."
AMARANTHACEAE,"Gomphrena sellowiana",Mart.,"Gomphrena sellowiana Mart."
AMARANTHACEAE,"Gomphrena vaga",Mart.,"Gomphrena vaga Mart."
AMARANTHACEAE,"Hebanthe eriantha","(Poir.) Pedersen","Hebanthe eriantha (Poir.) Pedersen"
AMARANTHACEAE,"Hebanthe pulverulenta",Mart.,"Hebanthe pulverulenta Mart."
AMARANTHACEAE,"Herbstia brasiliana","(Moq.) Sohmer","Herbstia brasiliana (Moq.) Sohmer"
AMARANTHACEAE,"Lecosia oppositifolia",Pedersen,"Lecosia oppositifolia Pedersen"
AMARANTHACEAE,"Pfaffia argyrea",Pedersen,"Pfaffia argyrea Pedersen"
AMARANTHACEAE,"Pfaffia glabrata",Mart.,"Pfaffia glabrata Mart."
AMARANTHACEAE,"Pfaffia glomerata","(Spreng.) Pedersen","Pfaffia glomerata (Spreng.) Pedersen"
AMARANTHACEAE,"Pfaffia gnaphaloides","(L.f.) Mart.","Pfaffia gnaphaloides (L.f.) Mart."
AMARANTHACEAE,"Pfaffia jubata",Mart.,"Pfaffia jubata Mart."
AMARANTHACEAE,"Pfaffia minarum",Pedersen,"Pfaffia minarum Pedersen"
AMARANTHACEAE,"Pfaffia townsendii",Pedersen,"Pfaffia townsendii Pedersen"
AMARANTHACEAE,"Quaternella glabratoides","(Suess.) Pedersen","Quaternella glabratoides (Suess.) Pedersen"
AMARYLLIDACEAE,"Eithea blumenavia","(Koch & BouchÃÂ©) Ravenna","Eithea blumenavia (Koch & BouchÃÂ©) Ravenna"
AMARYLLIDACEAE,"Griffinia aracensis",Ravenna,"Griffinia aracensis Ravenna"
AMARYLLIDACEAE,"Griffinia colatinensis",Ravenna,"Griffinia colatinensis Ravenna"
AMARYLLIDACEAE,"Griffinia espiritensis",Ravenna,"Griffinia espiritensis Ravenna"
AMARYLLIDACEAE,"Griffinia gardneriana","(Herb.) Ravenna","Griffinia gardneriana (Herb.) Ravenna"
AMARYLLIDACEAE,"Griffinia hyacinthina","Ker Gawl.","Griffinia hyacinthina Ker Gawl."
AMARYLLIDACEAE,"Griffinia liboniana",Morren,"Griffinia liboniana Morren"
AMARYLLIDACEAE,"Griffinia nocturna",Ravenna,"Griffinia nocturna Ravenna"
AMARYLLIDACEAE,"Griffinia parviflora","Ker Gawl.","Griffinia parviflora Ker Gawl."
AMARYLLIDACEAE,"Griffinia paubrasilica",Ravenna,"Griffinia paubrasilica Ravenna"
AMARYLLIDACEAE,"Griffinia rochae",Morel,"Griffinia rochae Morel"
AMARYLLIDACEAE,"Habranthus irwinianus",Ravenna,"Habranthus irwinianus Ravenna"
AMARYLLIDACEAE,"Hippeastrum angustifolium",Pax,"Hippeastrum angustifolium Pax"
AMARYLLIDACEAE,"Hippeastrum brasilianum","(Traub & J.L.Doran) Dutilh","Hippeastrum brasilianum (Traub & J.L.Doran) Dutilh"
AMARYLLIDACEAE,"Hippeastrum breviflorum",Herb.,"Hippeastrum breviflorum Herb."
AMARYLLIDACEAE,"Hippeastrum goianum","(Ravenna) Meerow","Hippeastrum goianum (Ravenna) Meerow"
AMARYLLIDACEAE,"Hippeastrum leucobasis","(Ravenna) Dutilh","Hippeastrum leucobasis (Ravenna) Dutilh"
AMARYLLIDACEAE,"Hippeastrum morelianum",Lem.,"Hippeastrum morelianum Lem."
AMARYLLIDACEAE,"Hippeastrum papilio","(Ravenna) Van Scheepen","Hippeastrum papilio (Ravenna) Van Scheepen"
AMARYLLIDACEAE,"Hippeastrum psittacinum",Herb.,"Hippeastrum psittacinum Herb."
AMARYLLIDACEAE,"Hippeastrum reginae","(L.) Herb.","Hippeastrum reginae (L.) Herb."
AMARYLLIDACEAE,"Hippeastrum santacatarina","(Traub) Dutilh","Hippeastrum santacatarina (Traub) Dutilh"
AMARYLLIDACEAE,"Hippeastrum striatum","(Lam.) Moore","Hippeastrum striatum (Lam.) Moore"
AMARYLLIDACEAE,"Hippeastrum vittatum","(L HÃÂ©r.) Herb.","Hippeastrum vittatum (L HÃÂ©r.) Herb."
AMARYLLIDACEAE,"Hippeastrum guarapuavicum","(Ravenna) Van Scheepen","Hippeastrum guarapuavicum (Ravenna) Van Scheepen"
AMARYLLIDACEAE,"Worsleya rayneri","(Hook.f.) Traub & Moldenke","Worsleya rayneri (Hook.f.) Traub & Moldenke"
AMARYLLIDACEAE,"Zephyranthes caerulea","(Griseb.) Baker","Zephyranthes caerulea (Griseb.) Baker"
AMARYLLIDACEAE,"Zephyranthes candida","(Lindl.) Herb.","Zephyranthes candida (Lindl.) Herb."
AMARYLLIDACEAE,"Zephyranthes capivarina",Ravenna,"Zephyranthes capivarina Ravenna"
AMARYLLIDACEAE,"Zephyranthes paranaensis",Ravenna,"Zephyranthes paranaensis Ravenna"
AMARYLLIDACEAE,"Zephyranthes brasiliensis","(Traub) Traub","Zephyranthes brasiliensis (Traub) Traub"
ANACARDIACEAE,"Anacardium humile",A.St.-Hil.,"Anacardium humile A.St.-Hil."
ANACARDIACEAE,"Astronium fraxinifolium",Schott,"Astronium fraxinifolium Schott"
ANACARDIACEAE,"Astronium graveolens",Jacq.,"Astronium graveolens Jacq."
ANACARDIACEAE,"Cyrtocarpa caatingae","J.D.Mitch. & Daly","Cyrtocarpa caatingae J.D.Mitch. & Daly"
ANACARDIACEAE,"Myracrodruon balansae","(Engl.) Santin","Myracrodruon balansae (Engl.) Santin"
ANACARDIACEAE,"Myracrodruon urundeuva",AllemÃÂ£o,"Myracrodruon urundeuva AllemÃÂ£o"
ANACARDIACEAE,"Schinopsis balansae",Engl.,"Schinopsis balansae Engl."
ANACARDIACEAE,"Schinopsis brasiliensis",Engl.,"Schinopsis brasiliensis Engl."
ANACARDIACEAE,"Schinopsis brasiliensis var. glabra",Engl.,"Schinopsis brasiliensis var. glabra Engl."
ANACARDIACEAE,"Schinus engleri",F.A.Barkley,"Schinus engleri F.A.Barkley"
ANEMIACEAE,"Anemia blechnoides",J.Sm.,"Anemia blechnoides J.Sm."
ANEMIACEAE,"Anemia gardneri",Hook.,"Anemia gardneri Hook."
ANEMIACEAE,"Anemia mirabilis",Brade,"Anemia mirabilis Brade"
ANEMIACEAE,"Anemia organensis",Rosenst.,"Anemia organensis Rosenst."
ANEMIACEAE,"Anemia elegans","(Gardner) C.Presl","Anemia elegans (Gardner) C.Presl"
ANEMIACEAE,"Anemia espiritosantensis",Brade,"Anemia espiritosantensis Brade"
ANEMIACEAE,"Anemia trichorhiza",Gardner,"Anemia trichorhiza Gardner"
ANEMIACEAE,"Anemia warmingii",Prantl,"Anemia warmingii Prantl"
ANEURACEAE,"Aneura pinguis","(L.) Dumort.","Aneura pinguis (L.) Dumort."
ANNONACEAE,"Anaxagorea silvatica",R.E.Fr.,"Anaxagorea silvatica R.E.Fr."
ANNONACEAE,"Annona bahiensis","(Maas & Westra) H.Rainer","Annona bahiensis (Maas & Westra) H.Rainer"
ANNONACEAE,"Annona burchellii",R.E.Fr.,"Annona burchellii R.E.Fr."
ANNONACEAE,"Annona cacans",Warm.,"Annona cacans Warm."
ANNONACEAE,"Annona calcarata","(R.E.Fr.) H.Rainer","Annona calcarata (R.E.Fr.) H.Rainer"
ANNONACEAE,"Annona coriacea",Mart.,"Annona coriacea Mart."
ANNONACEAE,"Annona dioica",A.St.-Hil.,"Annona dioica A.St.-Hil."
ANNONACEAE,"Annona emarginata","(Schltdl.) H.Rainer","Annona emarginata (Schltdl.) H.Rainer"
ANNONACEAE,"Annona ferruginea","(R.E.Fr.) H.Rainer","Annona ferruginea (R.E.Fr.) H.Rainer"
ANNONACEAE,"Annona glabra",L.,"Annona glabra L."
ANNONACEAE,"Annona maritima","(ZÃÂ¡chia) H.Rainer","Annona maritima (ZÃÂ¡chia) H.Rainer"
ANNONACEAE,"Annona parviflora","(A.St.-Hil.) H.Rainer","Annona parviflora (A.St.-Hil.) H.Rainer"
ANNONACEAE,"Annona pickelii","(Diels) H.Rainer","Annona pickelii (Diels) H.Rainer"
ANNONACEAE,"Annona sericea",Dunal,"Annona sericea Dunal"
ANNONACEAE,"Annona ubatubensis","(Maas & Westra) H.Rainer","Annona ubatubensis (Maas & Westra) H.Rainer"
ANNONACEAE,"Annona xylopiifolia","A.St.-Hil. & Tul.","Annona xylopiifolia A.St.-Hil. & Tul."
ANNONACEAE,"Duguetia fufuracea","(A.St.-Hil.) Saff.","Duguetia fufuracea (A.St.-Hil.) Saff."
ANNONACEAE,"Duguetia lanceolata",A.St.-Hil.,"Duguetia lanceolata A.St.-Hil."
ANNONACEAE,"Duguetia magnolioidea",Maas,"Duguetia magnolioidea Maas"
ANNONACEAE,"Duguetia restingae",Maas,"Duguetia restingae Maas"
ANNONACEAE,"Duguetia reticulata",Maas,"Duguetia reticulata Maas"
ANNONACEAE,"Duguetia salicifolia",R.E.Fr.,"Duguetia salicifolia R.E.Fr."
ANNONACEAE,"Duguetia scottmorii",Maas,"Duguetia scottmorii Maas"
ANNONACEAE,"Duguetia sooretamae",Maas,"Duguetia sooretamae Maas"
ANNONACEAE,"Guatteria australis",A.St.-Hil.,"Guatteria australis A.St.-Hil."
ANNONACEAE,"Guatteria campestris",R.E.Fr.,"Guatteria campestris R.E.Fr."
ANNONACEAE,"Hornschuchia alba","(A.St.-Hil.) R.E.Fr.","Hornschuchia alba (A.St.-Hil.) R.E.Fr."
ANNONACEAE,"Hornschuchia cauliflora","Maas & Setten","Hornschuchia cauliflora Maas & Setten"
ANNONACEAE,"Hornschuchia obliqua","Maas & Setten","Hornschuchia obliqua Maas & Setten"
ANNONACEAE,"Malmea obovata",R.E.Fr.,"Malmea obovata R.E.Fr."
ANNONACEAE,"Oxandra reticulata",Maas,"Oxandra reticulata Maas"
ANNONACEAE,"Trigynaea axilliflora","D.M.Johnson & N.A.Muray","Trigynaea axilliflora D.M.Johnson & N.A.Muray"
ANNONACEAE,"Trigynaea oblongifolia",Schltdl.,"Trigynaea oblongifolia Schltdl."
ANNONACEAE,"Unonopsis riedeliana",R.E.Fr.,"Unonopsis riedeliana R.E.Fr."
ANNONACEAE,"Xylopia aromatica","(Lam.) Mart.","Xylopia aromatica (Lam.) Mart."
ANNONACEAE,"Xylopia brasiliensis",Spreng.,"Xylopia brasiliensis Spreng."
APIACEAE,"Apium prostratum",Labill.,"Apium prostratum Labill."
APIACEAE,"Eryngium corallinum","Mathias & Constance","Eryngium corallinum Mathias & Constance"
APIACEAE,"Eryngium divaricatum","Hook. & Arn.","Eryngium divaricatum Hook. & Arn."
APIACEAE,"Eryngium dorae",Norman,"Eryngium dorae Norman"
APIACEAE,"Eryngium dusenii",H.Wolff,"Eryngium dusenii H.Wolff"
APIACEAE,"Eryngium ekmanii",H.Wolff,"Eryngium ekmanii H.Wolff"
APIACEAE,"Eryngium eriophorum","Cham. & Schltdl.","Eryngium eriophorum Cham. & Schltdl."
APIACEAE,"Eryngium eurycephalum",Malme,"Eryngium eurycephalum Malme"
APIACEAE,"Eryngium falcifolium",Irgang,"Eryngium falcifolium Irgang"
APIACEAE,"Eryngium glaziovianum",Urb.,"Eryngium glaziovianum Urb."
APIACEAE,"Eryngium koehneanum",Urb.,"Eryngium koehneanum Urb."
APIACEAE,"Eryngium ombrophilum","DusÃÂ©n & H.Wolff","Eryngium ombrophilum DusÃÂ©n & H.Wolff"
APIACEAE,"Eryngium ramboanum","Mathias & Constance","Eryngium ramboanum Mathias & Constance"
APIACEAE,"Eryngium sanguisorba","Cham. & Schltdl.","Eryngium sanguisorba Cham. & Schltdl."
APIACEAE,"Eryngium scirpinum",Cham.,"Eryngium scirpinum Cham."
APIACEAE,"Eryngium smithii","Mathias & Constance","Eryngium smithii Mathias & Constance"
APIACEAE,"Eryngium stenophyllum",Urb.,"Eryngium stenophyllum Urb."
APIACEAE,"Eryngium urbanianum",H.Wolff,"Eryngium urbanianum H.Wolff"
APIACEAE,"Eryngium zosterifolium",H.Wolff,"Eryngium zosterifolium H.Wolff"
APIACEAE,"Lilaeopsis brasiliensis","(Glaz.) Affolter","Lilaeopsis brasiliensis (Glaz.) Affolter"
APIACEAE,"Spananthe paniculata",Jacq.,"Spananthe paniculata Jacq."
APOCYNACEAE,"Asclepias aequicornu",E.Fourn.,"Asclepias aequicornu E.Fourn."
APOCYNACEAE,"Asclepias langsdorffii",E.Fourn.,"Asclepias langsdorffii E.Fourn."
APOCYNACEAE,"Asclepias mellodora",A.St.-Hil.,"Asclepias mellodora A.St.-Hil."
APOCYNACEAE,"Aspidosperma album","(Vahl) Benoist ex Pichon","Aspidosperma album (Vahl) Benoist ex Pichon"
APOCYNACEAE,"Aspidosperma australe",MÃÂ¼ll.Arg.,"Aspidosperma australe MÃÂ¼ll.Arg."
APOCYNACEAE,"Aspidosperma cylindrocarpon",MÃÂ¼ll.Arg.,"Aspidosperma cylindrocarpon MÃÂ¼ll.Arg."
APOCYNACEAE,"Aspidosperma desmanthum","Benth. ex MÃÂ¼ll.Arg.","Aspidosperma desmanthum Benth. ex MÃÂ¼ll.Arg."
APOCYNACEAE,"Aspidosperma macrocarpon",Mart.,"Aspidosperma macrocarpon Mart."
APOCYNACEAE,"Aspidosperma nobile",MÃÂ¼ll.Arg.,"Aspidosperma nobile MÃÂ¼ll.Arg."
APOCYNACEAE,"Aspidosperma polyneuron",MÃÂ¼ll.Arg.,"Aspidosperma polyneuron MÃÂ¼ll.Arg."
APOCYNACEAE,"Aspidosperma quebracho-blanco",Schltdl.,"Aspidosperma quebracho-blanco Schltdl."
APOCYNACEAE,"Aspidosperma ramiflorum",MÃÂ¼ll.Arg.,"Aspidosperma ramiflorum MÃÂ¼ll.Arg."
APOCYNACEAE,"Aspidosperma riedelii",MÃÂ¼ll.Arg.,"Aspidosperma riedelii MÃÂ¼ll.Arg."
APOCYNACEAE,"Aspidosperma sandwithianum",Markgr.,"Aspidosperma sandwithianum Markgr."
APOCYNACEAE,"Aspidosperma spruceanum","Benth. ex MÃÂ¼ll.Arg.","Aspidosperma spruceanum Benth. ex MÃÂ¼ll.Arg."
APOCYNACEAE,"Aspidosperma tomentosum",Mart.,"Aspidosperma tomentosum Mart."
APOCYNACEAE,"Barjonia erecta","(Vell.) K.Schum.","Barjonia erecta (Vell.) K.Schum."
APOCYNACEAE,"Barjonia harleyi","Fontella & Marquete","Barjonia harleyi Fontella & Marquete"
APOCYNACEAE,"Blepharodon bicuspidatum",E.Fourn.,"Blepharodon bicuspidatum E.Fourn."
APOCYNACEAE,"Blepharodon manicatum","(Decne.) Fontella","Blepharodon manicatum (Decne.) Fontella"
APOCYNACEAE,"Cynanchum morrenioides",Goyder,"Cynanchum morrenioides Goyder"
APOCYNACEAE,"Ditassa arianeae","Fontella & E.A.Schwarz","Ditassa arianeae Fontella & E.A.Schwarz"
APOCYNACEAE,"Ditassa auriflora",Rapini,"Ditassa auriflora Rapini"
APOCYNACEAE,"Ditassa cipoensis","(Fontella) Rapini","Ditassa cipoensis (Fontella) Rapini"
APOCYNACEAE,"Ditassa cordeiroana",Fontella,"Ditassa cordeiroana Fontella"
APOCYNACEAE,"Ditassa itambensis",Rapini,"Ditassa itambensis Rapini"
APOCYNACEAE,"Ditassa laevis",Mart.,"Ditassa laevis Mart."
APOCYNACEAE,"Ditassa leonii","Fontella & T.U.P.Konno","Ditassa leonii Fontella & T.U.P.Konno"
APOCYNACEAE,"Ditassa longisepala","(Hua) Fontella & E.A.Schwarz","Ditassa longisepala (Hua) Fontella & E.A.Schwarz"
APOCYNACEAE,"Ditassa maricaensis","Fontella & E.A.Schwarz","Ditassa maricaensis Fontella & E.A.Schwarz"
APOCYNACEAE,"Ditassa oberdanii","Fontella & M.C.Alvarez","Ditassa oberdanii Fontella & M.C.Alvarez"
APOCYNACEAE,"Gonolobus dorothyanus",Fontella,"Gonolobus dorothyanus Fontella"
APOCYNACEAE,"Gonolobus parviflorus",Decne.,"Gonolobus parviflorus Decne."
