family,scientificNameWithoutAuthorship,scientificNameAuthorship
SAPINDACEAE,"Serjania acuminata",Radlk.
SAPINDACEAE,"Serjania fluminensis",Acev.-Rodr.
SAPINDACEAE,"Serjania hamuligera",Radlk.
SAPINDACEAE,"Serjania itatiaiensis",Somner
SAPINDACEAE,"Serjania littoralis","Somner & Ferrucci"
SAPINDACEAE,"Serjania truncata",Radlk.
SAPOTACEAE,"Pradosia glaziovii","(Pierre) T.D.Penn."
SELIGERIACEAE,"Brachydontium notorogenes","W.R.Buck & Schaf.-Verw."
SOLANACEAE,"Capsicum friburgense","Barboza & Bianch."
SOLANACEAE,"Solanum friburgense","Giacomin & Stehmann"
SPHAGNACEAE,"Sphagnum amoenum",Warnst.
SPHAGNACEAE,"Sphagnum costae","H.A.Crum & D.P.Costa"
SPHAGNACEAE,"Sphagnum luetzelburgii","H.K.G.Paul ex H.A.Crum"
SPHAGNACEAE,"Sphagnum scorpioides","(Hampe) H.A.Crum"
SPHAGNACEAE,"Sphagnum subhomophyllum",H.A.Crum
SPHAGNACEAE,"Sphagnum triporosum",H.A.Crum
SYMPLOCACEAE,"Symplocos altissima",Brand
SYMPLOCACEAE,"Symplocos dasyphylla",Brand
SYMPLOCACEAE,"Symplocos glaziovii",Brand
SYMPLOCACEAE,"Symplocos neglecta",Brand
SYMPLOCACEAE,"Symplocos occulta",Aranha
SYMPLOCACEAE,"Symplocos organensis",Brand
THELYPTERIDACEAE,"Thelypteris refracta","(Fisch. & C.Meyer ex Kunze) C.F.Reed"
THISMIACEAE,"Thismia caudata","Maas & H.Maas"
THISMIACEAE,"Thismia fungiformis","(Taub. ex Warm.) Maas & H.Maas"
THISMIACEAE,"Thismia macahensis","(Miers) F.Muell."
THYMELAEACEAE,"Funifera brasiliensis","(Raddi) Mansf."
THYMELAEACEAE,"Funifera insulae",Nevling
TRIGONIACEAE,"Trigonia littoralis","Miguel & E.F.Guim."
TRIGONIACEAE,"Trigonia rotundifolia",Lleras
TRIURIDACEAE,"Peltophyllum caudatum","(Poulsen) R.Schmid & M.D.Turner"
TRIURIDACEAE,"Triuris alata",Brade
VELLOZIACEAE,"Barbacenia brevifolia",Taub.
VELLOZIACEAE,"Barbacenia fanniae","(N.L.Menezes) Mello-Silva"
VELLOZIACEAE,"Barbacenia foliosa","Goethart & Henrard"
VELLOZIACEAE,"Barbacenia gaveensis","Goethart & Henrard"
VELLOZIACEAE,"Barbacenia seubertiana","Goethart & Henrard"
VELLOZIACEAE,"Barbacenia squamata",Herb.
VIOLACEAE,"Rinorea laevigata","(Sol. ex Ging.) Hekking"
VOCHYSIACEAE,"Callisthene dryadum",Duarte
XYRIDACEAE,"Xyris organensis",Malme
Calophyllaceae,"Kielmeyera aureovinosa","M. Gomes"
Bromeliaceae,"Vriesea eltoniana",E.Pereira
Orchidaceae,"Brasilaelia lobata","(Lindl.) Gutfreund"
BEGONIACEAE,"Begonia sylvestris",A.DC.
BEGONIACEAE,"Begonia arborescens",Raddi
FABACEAE,"Mimosa bocainae",Barneby
Poaceae,"Trisetum brasiliense",Louis-Marie
BEGONIACEAE,"Begonia bonitoensis",Brade
Ditrichaceae,"Ditrichum itatiaiae","(Müll.Hal.) Paris"
Ditrichaceae,"Ditrichum itatiaiae","(Müll.Hal.) Paris"
FABACEAE,"Mimosa itatiaiensis",Dusén
ARACEAE,"Anthurium sakuraguianum",
ARACEAE,"Philodendron luisae",
Ditrichaceae,"Ditrichum itatiaiae","(Müll.Hal.) Paris"
ARACEAE,"Anthurium cronembergerae",
Poaceae,"Glaziophyton mirable",Franch.
MALPIGHIACEAE,"Hiraea restingae ",C.E.Anderson
ORCHIDACEAE,"Pabstiella purpurea","(Seehawer) Luer & Toscano"
LOASACEAE,"Aosa uleana","(Urb. & Gilg) Weigend"
BEGONIACEAE,"Begonia tomentosa",Schott
MORACEAE,"Ficus nevesiae",Carauta
ORCHIDACEAE,"Brasiliorchis moutinhoi","(Pabst) F.Barros & L.Guimarães"
CACTACEAE,"Schlumbergera russelliana","(Hook.) Britton & Rose"
