family,scientificName,action,situation,details,references
ORCHIDACEAE,"Centroglossa greeniana","1.1 Site/area protection","on going","Ocorre no PARNA da Serra dos Órgãos (Barberena et al., 2015).","Barberena, F.F.V.A., Meneguzzo, T.E.C., Barros, F., Pellegrini, M.O.O. 2014. Orchidaceae in Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em <http://florariojaneiro.jbrj.gov.br>. Acesso em 24 março 2015."
ORCHIDACEAE,"Centroglossa greeniana","5.1.1 International level","on going","A família Orchidaceae está inserida no Apendice II da Convenção sobre o Comércio Internacional de Espécies Selvagens da Fauna e da Flora (CITES) por serem consideradas espécies que não necessariamente estão ameaçadas de extinção no momento, mas podem se tornar caso o comércio não seja controlado (CITES, 2015).","CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015."
MELASTOMATACEAE,"Behuria huberioides","1.1 Site/area protection","on going","Ocorre no Parque Estadual do Desengano, em área de difícil acesso, o que proporciona maior proteção a população local, porém não é recoletada desde 1955 (Tavares, 2005).","Tavares, R.A.M. 2005. Revisão taxonômica do gênero Behuria Cham. (Melastomataceae). Dissertação de Mestrado. Museu Nacional/UFRJ, Rio de Janeiro."
BROMELIACEAE,"Dyckia martinellii","3.4 Ex-situ conservation","on going","Cultivada no Jardim Botânico do Rio de Janeiro (G. Matinelli, 12089).",
BROMELIACEAE,"Dyckia martinellii","1.1 Site/area protection","on going","Ocorre no  Parque Estadual de Parati Mirim (Moura e Vieira, 2014).","Moura, R. & Vieira, C.M. 2014. Bromeliaceae. Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em: <http://florariojaneiro.jbrj.gov.br>"
ORCHIDACEAE,"Cleistes liliastrum","5.1.1 International level","on going","A família Orchidaceae está inserida no Apendice II da Convenção sobre o Comércio Internacional de Espécies Selvagens da Fauna e da Flora (CITES) por serem consideradas espécies que não necessariamente estão ameaçadas de extinção no momento, mas podem se tornar caso o comércio não seja controlado (CITES, 2015).","CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015."
MELASTOMATACEAE,"Behuria limae","1.1 Site/area protection","on going","Ocorre no Parque Estadual do Desengano (Tavares, 2005).","Tavares, R.A.M. 2005. Revisão taxonômica do gênero Behuria Cham. (Melastomataceae). Dissertação de Mestrado. Museu Nacional/UFRJ, Rio de Janeiro."
ORCHIDACEAE,"Cleistes miersii","1.1 Site/area protection","on going","Ocorre no PARNA da Tijuca (Barberena et al., 2014).","Barberena, F.F.V.A., Meneguzzo, T.E.C., Barros, F., Pellegrini, M.O.O. 2014. Orchidaceae in Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em <http://florariojaneiro.jbrj.gov.br>. Acesso em 24 março 2015."
ORCHIDACEAE,"Cleistes miersii","5.1.1 International level","on going","A família Orchidaceae está inserida no Apendice II da Convenção sobre o Comércio Internacional de Espécies Selvagens da Fauna e da Flora (CITES) por serem consideradas espécies que não necessariamente estão ameaçadas de extinção no momento, mas podem se tornar caso o comércio não seja controlado (CITES, 2015).","CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015."
MELASTOMATACEAE,"Behuria magdalenensis","1.1 Site/area protection","on going","Ocorre no Parque Estadual do Desengano (Tavares, 2005).","Tavares, R.A.M. 2005. Revisão taxonômica do gênero Behuria Cham. (Melastomataceae). Dissertação de Mestrado. Museu Nacional/UFRJ, Rio de Janeiro."
BROMELIACEAE,"Dyckia pseudococcinea","1.1 Site/area protection","on going","Espécie ocorre na Área de Proteção Ambiental Estadual de Maricá (Moura e Vieira, 2014).",
BROMELIACEAE,"Dyckia pseudococcinea","5.1.2 National level","on going","Categorizada como Criticamente em Perigo Lista Nacional de Espécies Ameaçadas (MMA, 2014).","MMA, 2014. Lista Nacional Oficial de Espécies da Flora Ameaçadas de Extinção. Brasil."
PIPERACEAE,"Piper trigonodrupum","1.1 Site/area protection","on going","A espécie ocorre no Parque Estadual da Pedra Branca (D.Sucre 7496).",
MELASTOMATACEAE,"Behuria mouraei","1.1 Site/area protection","on going","Ocorre no Parque Nacional da Serra dos Órgãos (Tavares, 2005).","Tavares, R.A.M. 2005. Revisão taxonômica do gênero Behuria Cham. (Melastomataceae). Dissertação de Mestrado. Museu Nacional/UFRJ, Rio de Janeiro."
ORCHIDACEAE,"Coppensia edmundoi","5.1.1 International level","on going","A família Orchidaceae está inserida no Apendice II da Convenção sobre o Comércio Internacional de Espécies Selvagens da Fauna e da Flora (CITES) por serem consideradas espécies que não necessariamente estão ameaçadas de extinção no momento, mas podem se tornar caso o comércio não seja controlado (CITES, 2015).","CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015."
PIPERACEAE,"Piper translucens","1.1 Site/area protection","on going","A espécie apresenta registros de ocorrência em localidades de 4 Unidades de Conservação de proteção integral: Parque Estadual do Desengano, Parque Nacional Serra dos Órgãos, Parque Nacional de Itatiaia e Reserva biológica de Poço das Antas  (Guimarães e Medeiros, 2014).  ","Guimarães, E.F., Medeiros, E.S., 2014. Piperaceae. Catálogo das espécies plantas vasculares e briófitas do Estado do Rio Janeiro. Disponível em: <http://florariojaneiro.jbrj.gov.br>. Acesso em 25 mar. 2015."
ORCHIDACEAE,"Cyclopogon gardneri","5.1.1 International level","on going","A família Orchidaceae está inserida no Apendice II da Convenção sobre o Comércio Internacional de Espécies Selvagens da Fauna e da Flora (CITES) por serem consideradas espécies que não necessariamente estão ameaçadas de extinção no momento, mas podem se tornar caso o comércio não seja controlado (CITES, 2015).
","CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015."
ORCHIDACEAE,"Cyclopogon proboscideus","5.1.1 International level","on going","A família Orchidaceae está inserida no Apendice II da Convenção sobre o Comércio Internacional de Espécies Selvagens da Fauna e da Flora (CITES) por serem consideradas espécies que não necessariamente estão ameaçadas de extinção no momento, mas podem se tornar caso o comércio não seja controlado (CITES, 2015).
","CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015. "
ORCHIDACEAE,"Cyclopogon venustus","5.1.1 International level","on going","A família Orchidaceae está inserida no Apendice II da Convenção sobre o Comércio Internacional de Espécies Selvagens da Fauna e da Flora (CITES) por serem consideradas espécies que não necessariamente estão ameaçadas de extinção no momento, mas podem se tornar caso o comércio não seja controlado (CITES, 2015).","CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015. "
MELASTOMATACEAE,"Behuria organensis","1.1 Site/area protection","on going","Ocorre no Parque Nacional da Serra dos Órgãos (M. Nadruz 2122) e APA-Petrópolis (G. Martinelli 9865).",
BROMELIACEAE,"Nidularium altimontanum","1.1 Site/area protection","on going","Espécie encontrada na Área de Proteção Ambiental da Região Serrana de Petrópolis (Moura e Vieira, 2014).","Moura, R. & Vieira, C.M. 2014. Bromeliaceae. Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em: <http://florariojaneiro.jbrj.gov.br>"
BROMELIACEAE,"Nidularium angustifolium","1.1 Site/area protection","on going","Espécie encontrada no Parque Nacional da Tijuca (Moura e Vieira, 2014).","Moura, R. & Vieira, C.M. 2014. Bromeliaceae. Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em: <http://florariojaneiro.jbrj.gov.br>"
BROMELIACEAE,"Nidularium angustifolium","3.4 Ex-situ conservation","on going","Espécie mantida em cultivo (RB 232579; L. Araújo, s.n.).",
BROMELIACEAE,"Nidularium apiculatum","1.1 Site/area protection","on going","Espécie encontrada no Parque Nacional do Itatiaia (Moura e Vieira, 2014).","Moura, R. & Vieira, C.M. 2014. Bromeliaceae. Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em: <http://florariojaneiro.jbrj.gov.br>"
ORCHIDACEAE,"Encyclia viridiflora","5.1.1 International level","on going","A família Orchidaceae está inserida no Apendice II da Convenção sobre o Comércio Internacional de Espécies Selvagens da Fauna e da Flora (CITES) por serem consideradas espécies que não necessariamente estão ameaçadas de extinção no momento, mas podem se tornar caso o comércio não seja controlado (CITES, 2015).","CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015. "
BROMELIACEAE,"Nidularium atalaiaense","5.1.2 National level","on going","Categorizada como Em Perigo Lista Nacional de Espécies Ameaçadas (MMA, 2014).","MMA, 2014. Lista Nacional Oficial de Espécies da Flora Ameaçadas de Extinção. Brasil."
ERICACEAE,"Agarista organensis","1.1 Site/area protection","on going","A espécie foi registrada dentro dos limites do Parque Nacional da Serra dos Órgãos (G.O. Romão e A.P.T. Dantas 1394).",
ERICACEAE,"Agarista uleana","1.1 Site/area protection","on going","A espécie possuí registros dentro dos limites do Parque Nacional do Itatiaia",
ERICACEAE,"Gaylussacia pruinosa","1.1 Site/area protection","on going","Com base nos registros de coleta, suspeita-se que a espécie tenha sido documentada em área onde hoje situa-se o Parque Nacional da Serra dos Órgãos (A.F.M. Glaziou 17118), e atualmente, a única subpopulação conhecida encontra-se dentro dos limites do Parque Estaduald dos Três Picos (C.B. Gomes s.n.).",
ERICACEAE,"Gaylussacia pruinosa","5.1.2 National level","on going","A espécie foi considerada Criticamente em perigo (CR) possivelmente extinta durante avaliação de risco emprendida pelo CNCFlora, que resultou na atual Lista Nacional de Espécies da Flora Ameaçadas de Extinção (MMA, 2014); anteriormente, G. pruinosa estava listada no Anexo II da IN nº 6, de 23 de outubro de 2008 (MMA, 2008).","Ministério do Meio Ambiente. 2014. Lista Nacional de Espécies da Flora Ameaçadas de Extinção. Portaria 443 - 17/12/2014. República Federativa do Brasil.;Ministério do Meio Ambiente. 2008. Instrução Normativa n. 6, de 23 de setembro de 2008. Espécies da flora brasileira ameaçadas de extinção e com deficiência de dados, Diário Oficial [da] República Federativa do Brasil, Poder Executivo, Brasília, DF, 24 set. 2008. Seção 1, p.75-83"
ERICACEAE,"Gaylussacia retivenia","5.1.2 National level","on going","A espécie foi considerada Criticamente em perigo (CR) presumivelmente extinta durante avaliação de risco emprendida pelo CNCFlora, que resultou na atual Lista Nacional de Espécies da Flora Ameaçadas de Extinção (MMA, 2014); anteriormente, G. retivenia estava listada no Anexo II da IN nº 6, de 23 de outubro de 2008 (MMA, 2008).","Ministério do Meio Ambiente. 2014. Lista Nacional de Espécies da Flora Ameaçadas de Extinção. Portaria 443 - 17/12/2014. República Federativa do Brasil.;Ministério do Meio Ambiente. 2008. Instrução Normativa n. 6, de 23 de setembro de 2008. Espécies da flora brasileira ameaçadas de extinção e com deficiência de dados, Diário Oficial [da] República Federativa do Brasil, Poder Executivo, Brasília, DF, 24 set. 2008. Seção 1, p.75-83"
ERICACEAE,"Gaylussacia retivenia","1.1 Site/area protection","on going","A espécie possui registros dentro do Parque Nacional da Serra dos Órgãos (C.T. Rizzini 1148).",
CAPPARACEAE,"Neocalyptrocalyx eichleriana","1.1 Site/area protection",needed,"A espécie não é recoletada a mais de 50 anos, em área que não existe virtualmente nenhuma unidade de conservação extensa e sem impactos oriundos de atividades humanas predatórias (Fernandez, com. pess.).",
PIPERACEAE,"Piper rioense","1.1 Site/area protection","on going","A espécie foi coletada no Parque Municipal de Nova Iguaçu, unidade de proteção integral que faz parte da APA Gericinó-Mendanha. A localidade de ocorrência da espécie foi apontada como a Estrada da Cachoeira, considerada o acesso mais fácil ao Parque (E.Thuler 21). ",
ONAGRACEAE,"Fuchsia alpestris","1.1 Site/area protection","on going","A espécie foi coleta confirmados dentro dos limites das seguintes unidades de conservação: Área de Proteção Ambiental da Região Serrana de Petrópolis (D. Sucre 2808) e Parque Nacional da Serra dos Órgãos (M. Nadruz 2173).",
ONAGRACEAE,"Fuchsia campos-portoi","1.1 Site/area protection","on going","A espécie possui registros dentro dos limites do Parque Nacional do Itatiaia (E. Pereira 7037).",
ONAGRACEAE,"Fuchsia glazioviana","1.1 Site/area protection","on going","A espécie possui registros dentro dos limites das seguintes unidades de conservação: Área de Proteção Ambiental de Macaé de Cima (J.F.A. Baumgratz 509), Parque Estadual do Desengano (G. Martinelli 13111), Parque Estadual dos Três Picos (P. Berry et al. 4434).",
OPILIACEAE,"Agonandra fluminensis","1.1 Site/area protection","on going","A espécie possui registros de coleta dentro dos limites das seguintes unidades de conservação: Parque Nacional da Serra dos Órgãos (A.Q. Lobão 1667) e Reserva Biológica de Poço das Antas (S.V.A. Pessoa 1009).",
ORCHIDACEAE,"Epidendrum ammophilum","1.1 Site/area protection","on going","Ocorre na APA da Prainha, no PARNA da Tijuca (Barberena et al., 2014) e no PE da Chacrinha (Cunha e Forzza, 2007).","Cunha, M.F.B., Forzza, R.C., 2007. Orchidaceae no Parque Natural Municipal da Prainha, RJ, Brasil. Acta Bot. Brasilica 21, 383–400.;Barberena, F.F.V.A., Meneguzzo, T.E.C., Barros, F., Pellegrini, M.O.O. 2014. Orchidaceae in Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em <http://florariojaneiro.jbrj.gov.br>. Acesso em 25 março 2015."
ORCHIDACEAE,"Epidendrum ammophilum","5.1.1 International level","on going","A família Orchidaceae está inserida no Apendice II da Convenção sobre o Comércio Internacional de Espécies Selvagens da Fauna e da Flora (CITES) por serem consideradas espécies que não necessariamente estão ameaçadas de extinção no momento, mas podem se tornar caso o comércio não seja controlado (CITES, 2015).","CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015. "
HELICONIACEAE,"Heliconia pseudoaemygdiana","1.1 Site/area protection","on going","A espécie pode ser encontrada dentro dos limites da Área de Proteção Ambiental municipal de Grumari e também no Parque Natural Municipal de Grumari (L.C. Gurken s.n.).",
MELASTOMATACEAE,"Bertolonia grazielae","1.1 Site/area protection","on going","Ocorre no Parque Nacional da Tijuca (Baumgratz et al., 2014).","Baumgratz, J.F.A.; Santos Filho, L.A.F. & Silva-Gonçalves, K.C. 2014. Melastomataceae. Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em: http://florariojaneiro.jbrj.gov.br."
MELASTOMATACEAE,"Bertolonia valenteana","1.1 Site/area protection","on going","Ocorre no Parque Estadual da Ilha Grande (H.C. Lima 5776).",
LAURACEAE,"Ocotea leucophloea","1 Land/water protection","on going","Foi considerada a ocorrência da espécie no Parque Nacional da Tijuca (Quinet, 2014)","Quinet, A. 2014. Lauraceae. Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em: <http://florariojaneiro.jbrj.gov.br>"
LAURACEAE,"Ocotea schwackeana","1 Land/water protection","on going","A espécie apresenta registros na Área de Proteção Ambiental de Macaé de Cima, na nascente do Rio das Flores (S.V.A.Pessoa s.n.; RB 531184; H.C.de Lima s.n.; RB 292345).",
LAURACEAE,"Mezilaurus navalium","1.1 Site/area protection","on going","A espécie é encontrada na Reserva Biológica do Tinguá.",
LAURACEAE,"Ocotea sulcata","1 Land/water protection","on going","A espécie ocorre no Parque Nacional do Itatiaia (Giannerini et al., 2007).","Giannerini, A.C., Quinet, A. & Andreata, R.H.P. 2007. O gênero Ocotea Aubl. (Lauraceae) no Parque Nacional do Itatiaia. Pesquisas, Botânica 58: 283: 330."
BROMELIACEAE,"Nidularium fradense","1.2 Resource & habitat protection","on going","Espécie encontrada no interior do Parque Estadual do Desengano, Reserva Biológica Poço das Antas e RPPN Reserva União (Moura e Vieira, 2014). 

Apesar disso, o PE do Desengano carece de um Plano de Manejo, o que vem gerando problemas para a conservação efetiva da biodiversidade local.

","Moura, R. & Vieira, C.M. 2014. Bromeliaceae. Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em: <http://florariojaneiro.jbrj.gov.br"
BROMELIACEAE,"Nidularium fradense","1.1 Site/area protection",needed,"O município de Casimiro de Abreu carece de Unidades de Conservação, apresentando uma limitação grave à conservação do táxon e de outros organismos na região.",
ASTERACEAE,"Austrocritonia rosea","1 Land/water protection","on going","Ocorre no Parque Estadual do Desengano (G. Martinelli 13200).",
BROMELIACEAE,"Nidularium fulgens","1.1 Site/area protection","on going","Espécie encontrada no interior da Área de Proteção Ambiental da Região Serrana de Petrópolis, da Estação Ecológica do Paraíso do Parque Nacional da Serra dos Órgãos e da Reserva Biológica do Tinguá (Moura e Vieira, 2014). ","Moura, R. & Vieira, C.M. 2014. Bromeliaceae. Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em: <http://florariojaneiro.jbrj.gov.br"
BROMELIACEAE,"Nidularium fulgens","3.4.1 Captive breeding/artificial propagation","on going","Espécie propagada in vitro (Paiva et al., 2009).","Paiva, P.D. de O., Naves, V.C., Dutra, L.F., Paiva, R., Moacir, P., 2009. In vitro propagation of Nidularium fulgens Lem. Interciencia 34, 593–596."
BROMELIACEAE,"Nidularium itatiaiae","1.1 Site/area protection","on going","A espécie ocorre no interior do Parque Nacional do Itatiaia (Moura e Vieira, 2014).","Moura, R. & Vieira, C.M. 2014. Bromeliaceae. Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em: http://florariojaneiro.jbrj.gov.br"
BROMELIACEAE,"Nidularium itatiaiae","5.1.2 National level","on going","Categorizada como Em Perigo na Lista Nacional de Espécies Ameaçadas (MMA, 2014).","MMA, 2014. Lista Nacional Oficial de Espécies da Flora Ameaçadas de Extinção. Brasil."
PIPERACEAE,"Piper giordanoi","1.1 Site/area protection","on going","A espécie apresenta registros de ocorrência na Reserva Biológica de Rio das Pedras, situada no município de Mangaratiba (Guimarães e Medeiros, 2008)","Guimarães, E.F., Monteiro, D., 2008. Piper giordanoi (Piperaceae): A New Species from Southeastern Brazil. Novon A J. Bot. Nomencl. 18, 175–177."
ORCHIDACEAE,"Epidendrum goebelii","5.1.1 International level","on going","A família Orchidaceae está inserida no Apendice II da Convenção sobre o Comércio Internacional de Espécies Selvagens da Fauna e da Flora (CITES) por serem consideradas espécies que não necessariamente estão ameaçadas de extinção no momento, mas podem se tornar caso o comércio não seja controlado (CITES, 2015).","CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015."
ORCHIDACEAE,"Epidendrum harrisoniae","5.1.1 International level","on going","A família Orchidaceae está inserida no Apendice II da Convenção sobre o Comércio Internacional de Espécies Selvagens da Fauna e da Flora (CITES) por serem consideradas espécies que não necessariamente estão ameaçadas de extinção no momento, mas podem se tornar caso o comércio não seja controlado (CITES, 2015).","CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015."
ASTERACEAE,"Baccharis pseudovaccinioides","1 Land/water protection","on going","Coletada no Parque Nacional da Serra dos Órgãos (G. Heiden 781, RB 460420).",
PIPERACEAE,"Piper emygdioi","1.1 Site/area protection","on going","A localidade de ocorrência da espécie, na Represa de Ribeirão das Lages, está situada no Parque Estadual Cunhambebe, no município de Mangaratiba (L.E.Mello Filho 1957). ",
ASTERACEAE,"Bartlettina hemisphaerica","1 Land/water protection","on going","A espécie foi coletada no Parque Estadual da Serra da Tiririca (A.P.M. Guimarães 32), no Parque Nacional da Tijuca (J.P.P. Carauta 2744) e no Parque Estadual da Chacrinha (L.J.T. Cardoso 596).",
ORCHIDACEAE,"Epistephium portellianum","5.1.1 International level","on going","A família Orchidaceae está inserida no Apendice II da Convenção sobre o Comércio Internacional de Espécies Selvagens da Fauna e da Flora (CITES) por serem consideradas espécies que não necessariamente estão ameaçadas de extinção no momento, mas podem se tornar caso o comércio não seja controlado (CITES, 2015)."," CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015. "
BROMELIACEAE,"Nidularium mangaratibense","1.1 Site/area protection","on going","Espécie categorizada como Criticamente em Perigo na Lista Nacional de Espécies da Flora Ameaçadas de Extinção (MMA, 2014).","MMA, 2014. Lista Nacional Oficial de Espécies da Flora Ameaçadas de Extinção. Brasil."
BROMELIACEAE,"Nidularium mangaratibense","3.4 Ex-situ conservation","on going","A espécie possui três clones diferentes introduzidos em cultivo (Leme, 2000).","Leme, E.M.C., 2000. Niudularium - bromélias da Mata Atlântica, in: Niudularium - Bromélias Da Mata Atlântica. Sextante, Rio de Janeiro, RJ."
ASTERACEAE,"Graphistylis cuneifolia","1 Land/water protection","on going","A espécie foi coletada no Parque Nacional da Serra dos Órgãos (G. Heiden 796; A.F.M. Glaziou 15055).",
ASTERACEAE,"Lepidaploa persicifolia","1 Land/water protection","on going","Ocorre na APA-Cairuçu (L.C. Giordano 1101) e APA Morro do Morcego (A.A.M. de Barros 4915), Parque Nacional da Floresta da Tijuca (P. Carauta 1658), Parque Nacional da Serra da Tiririca (A.A.M. de Barros 4588) e no Parque Natural Municipal da Prainha (Mauad, 2010).","Mauad, L.P., 2010. Levantamento florístico de um remanescente florestal de Mata Atlântica no maciço do Itaoca, Campos dos Goytacazes, RJ. Monogr. do curso Ciências Biológicas. Univ. Estadual do Norte Flum. Darcy Ribeiro, Campos dos Goytacazes. 83p."
BROMELIACEAE,"Nidularium organense","1.1 Site/area protection","on going","A espécie se encontra protegida pela Área de Proteção Ambiental do Jacarandá (Leme, 2000).","LEME, E.M.C. Niudularium - bromélias da Mata Atlântica. Rio de Janeiro, RJ: Sextante, 2000. MARTINELLI, G.; VIEIRA, C. M.; GONZÁLEZ, M. ET AL. Bromeliaceae da Mata Atlântica Brasileira: Lista de Espécies, Distribuição e Conservação. Rodriguésia, v. 59, n. 1, 2008."
BROMELIACEAE,"Nidularium rosulatum","1.1 Site/area protection","on going","A espécie ocorre dentro dos limites da Área de Proteção Ambiental de Massambaba (Saquarema, Araruama e Arraialdo Cabo) (Araujo et al., 2009) e do A espécie foi registrada dentro dos limites do Corredor de Biodiversidade Serra do Mar da Mata Atlântica (Martinelli et al., 2008).","Araujo, D.S.D. de, Sá, C.F.C. de, Fontella-Pereira, J., Garcia, D.S., Ferreira, M.V., Paixão, R.J., Schneider, S.M., Fonseca-Krue, V.S., 2009. Área de Proteção Ambiental de Massambaba, Rio de Janeiro: Caracterização Fitofisionômica e Florística. Rodriguésia 60, 67–96.;Martinelli, G., Vieira, C.M., Gonzalez, M., Leitman, P., Piratininga, A., Costa, A.F. da, Forzza, R.C., 2008. Bromeliaceae da Mata Atlântica brasileira: lista de espécies, distribuição e conservação. Rodriguésia 59, 209–258."
BROMELIACEAE,"Nidularium rosulatum","3.4 Ex-situ conservation","on going","A espécie possui um clone em em cultivo, o que não pode ser considerado suficiente para uma efetiva estratégia de conservação ex situ (Leme, 2000). ","Leme, E.M.C., 2000. Niudularium - bromélias da Mata Atlântica, in: Niudularium - Bromélias Da Mata Atlântica. Sextante, Rio de Janeiro, RJ."
BROMELIACEAE,"Nidularium rosulatum","5.1.2 National level","on going","Categorizada como Vulnerável na Lista Nacional de Espécies Ameaçadas (MMA, 2014).","MMA, 2014. Lista Nacional Oficial de Espécies da Flora Ameaçadas de Extinção. Brasil."
ASTERACEAE,"Lessingianthus glaziovianus","1 Land/water protection","on going","A espécie ocorre no Parque Nacional da Serra dos Órgãos, na Pedra do Sino (J. Vidal 02-108)",
ASTERACEAE,"Macropodina bradei","1.1 Site/area protection","on going","A espécie foi coletada no Parque Nacional da Serra dos Órgãos (M. Nadruz 1873) ",
ASTERACEAE,"Mikania alexandreae","1 Land/water protection","on going","A espécie foi coletada no Parque Nacional da Serra dos Órgãos (A.C. Brade 16535) e no Parque Nacional da Floresta da Tijuca (A.C. Brade 10429).",
ORCHIDACEAE,"Eurystyles lobata","5.1.1 International level","on going","A família Orchidaceae está inserida no Apendice II da Convenção sobre o Comércio Internacional de Espécies Selvagens da Fauna e da Flora (CITES) por serem consideradas espécies que não necessariamente estão ameaçadas de extinção no momento, mas podem se tornar caso o comércio não seja controlado (CITES, 2015)."," CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015. "
ASTERACEAE,"Mikania campos-portoana","1 Land/water protection","on going","Coletada no Parque Nacional da Floresta da Tijuca (A.C. Brade 10423) e na APA-Cairuçu (L.C. Giordano 1805) ",
ASTERACEAE,"Mikania hastifolia","1 Land/water protection","on going","Espécie coletada no Parque Estadual da Serra da Tiririca (M.C.F. dos Santos 257).",
