family,scientificName,action,situation,details,references
ARACEAE,"Anthurium harrisii","3.4 Ex-situ conservation","on going","Cultivada no Jardim Botânico do Rio de Janeiro (A.P. Duarte 3854).",
BROMELIACEAE,"Nidularium utriculosum","1.1 Site/area protection","on going","As coleções mais recentes (1984) foram realizadas em matas de baixadas nas proximidades da Reserva Biológica do Tinguá (Leme, 2000). Segundo Moura e Vieira (2014), a espécie ocorre no interior da Rebio. ","Moura, R. & Vieira, C.M. 2014. Bromeliaceae. Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em: <http://florariojaneiro.jbrj.gov.br"
BROMELIACEAE,"Nidularium utriculosum","5.1.2 National level","on going","Categorizada como Vulnerável na Lista Nacional de Espécies Ameaçadas (MMA, 2014).","MMA, 2014. Lista Nacional Oficial de Espécies da Flora Ameaçadas de Extinção. Brasil."
ORCHIDACEAE,"Eurystyles rutkowskiana","5.1.1 International level","on going","A família Orchidaceae está inserida no Apendice II da Convenção sobre o Comércio Internacional de Espécies Selvagens da Fauna e da Flora (CITES) por serem consideradas espécies que não necessariamente estão ameaçadas de extinção no momento, mas podem se tornar caso o comércio não seja controlado (CITES, 2015).","CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015."
PRIMULACEAE,"Stylogyne sordida","1.1 Site/area protection","on going","Existe registros recentes de coleta da espécie no Parque Estadual da Pedra Branca (T.T.Carrijo 136;480)",
ASTERACEAE,"Mikania vauthieriana","1 Land/water protection","on going","Coletada na Reserva Biológica de Poço das Antas (J.M.A. Braga 2652) e na APA Cairuçu (C. Duarte 47).",
ORCHIDACEAE,"Gomesa messmeriana","5.1.1 International level","on going","A família Orchidaceae está inserida no Apendice II da Convenção sobre o Comércio Internacional de Espécies Selvagens da Fauna e da Flora (CITES) por serem consideradas espécies que não necessariamente estão ameaçadas de extinção no momento, mas podem se tornar caso o comércio não seja controlado (CITES, 2015).","CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015."
COMMELINACEAE,"Dichorisandra picta","3.4 Ex-situ conservation","on going","Alguns indivíduos encontram-se cultivados no Instituto Plantarum (Pellegrini, com. pess.).",
ASTERACEAE,"Ophryosporus organensis","1 Land/water protection","on going","Espécie coletada no Parque Nacional da Serra dos Órgãos (B. Flaster 176).",
ARACEAE,"Anthurium lucidum","1 Land/water protection","on going","Coletada no Parque Nacional da Tijuca (L.G. Temponi et al. 1050)",
ORCHIDACEAE,"Habenaria gnoma","5.1.1 International level","on going","A família Orchidaceae está inserida no Apendice II da Convenção sobre o Comércio Internacional de Espécies Selvagens da Fauna e da Flora (CITES) por serem consideradas espécies que não necessariamente estão ameaçadas de extinção no momento, mas podem se tornar caso o comércio não seja controlado (CITES, 2015).","CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015. "
MONIMIACEAE,"Mollinedia longicuspidata","1.1 Site/area protection","on going","O espécime tipo foi encontrado na Reserva Ecológica de Macaé de Cima, no estado do Rio de Janeiro (Peixoto & Pereira 1996)","Peixoto, A.L. & Pereira, M.V.L. 1996. Monimiaceae In: M.P.M. Lima & R.R. Guedes-Bruni Reserva Ecológica de Macaé de Cima, Nova Friburgo - RJ: Aspectos florísticos das espécies vasculares. pp. 299-331."
MONIMIACEAE,"Mollinedia longicuspidata","5.1.1 International level","on going","Espécie avaliada na categoria ""Em Perigo"" de acordo com o critério B1+2c, (Varty, 1998).","Varty, N. 1998. Mollinedia longicuspidata. The IUCN Red List of Threatened Species. Version 2014.3. <www.iucnredlist.org>. Acesso em: 31 mar. 2015."
PRIMULACEAE,"Stylogyne leptantha","1.1 Site/area protection","on going","Ocorre no Parque Nacional Serra dos Órgãos (Freitas e Carrijo, 2014).",
ORCHIDACEAE,"Hadrolaelia acuensis","5.1.1 International level","on going","A família Orchidaceae está inserida no Apendice II da Convenção sobre o Comércio Internacional de Espécies Selvagens da Fauna e da Flora (CITES) por serem consideradas espécies que não necessariamente estão ameaçadas de extinção no momento, mas podem se tornar caso o comércio não seja controlado (CITES, 2015).","CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015. "
ORCHIDACEAE,"Hapalorchis cymbirostris","1.1 Site/area protection","on going","Ocorre no PARNA da Serra dos Órgãos (Barberena et al., 2014).","Barberena, F.F.V.A., Meneguzzo, T.E.C., Barros, F., Pellegrini, M.O.O. 2014. Orchidaceae in Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em <http://florariojaneiro.jbrj.gov.br>. Acesso em 27 março 2015."
ORCHIDACEAE,"Hapalorchis cymbirostris","5.1.1 International level","on going","A família Orchidaceae está inserida no Apendice II da Convenção sobre o Comércio Internacional de Espécies Selvagens da Fauna e da Flora (CITES) por serem consideradas espécies que não necessariamente estão ameaçadas de extinção no momento, mas podem se tornar caso o comércio não seja controlado (CITES, 2015).","CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015."
ASTERACEAE,"Stevia organensis","1 Land/water protection","on going","Coletada no Parque Nacional da Serra dos Órgãos J.P.P. Carauta 3673). ",
MONIMIACEAE,"Mollinedia corcovadensis","1.1 Site/area protection","on going","A espécie foi coletada no Parque Nacional da Tijuca (Perkins, 1900)","Perkins, J. 1900. Monographye der Gattung Mollinedia. Bot. Jahrb. Syst. 27: 636-683."
ARACEAE,"Anthurium augustinum","1 Land/water protection","on going","Espécie coletada no Parque Nacional da Tijuca (A.P. Duarte 3860) e na Reserva Biológica do Tinguá (L.G. Temponi et al. 1052).",
ARACEAE,"Anthurium augustinum","3.4 Ex-situ conservation","on going","Cultivada no Jardim Botânico do Rio de Janeiro (Duarte 4147).",
MONIMIACEAE,"Mollinedia stenophylla","1.1 Site/area protection","on going","A espécime foi encontrada na Reserva Ecológica de Macaé de Cima, no estado do Rio de Janeiro (Peixoto e Pereira, 1996)","Peixoto, A.L. & Pereira, M.V.L. 1996. Monimiaceae In: M.P.M. Lima & R.R. Guedes-Bruni Reserva Ecológica de Macaé de Cima, Nova Friburgo - RJ: Aspectos florísticos das espécies vasculares. pp. 299-331."
MONIMIACEAE,"Mollinedia stenophylla","3.4 Ex-situ conservation",needed,"A espécie deve ser conservada em coleção ex-situ (Peixoto e Lírio, com. pess.)",
MONIMIACEAE,"Mollinedia stenophylla","5.1.1 International level","on going","Espécie avaliada na categoria ""Em Perigo"" de acordo com o critério B1+2c, (Varty, 1998).","Varty, N. 1998. Mollinedia longicuspidata. The IUCN Red List of Threatened Species. Version 2014.3. <www.iucnredlist.org>. Acesso em: 31 mar. 2015."
ARACEAE,"Anthurium bragae","1 Land/water protection","on going","Coletada no Parque Nacional do Itatiaia (M. Nadruz 1450)",
ORCHIDACEAE,"Hapalorchis panduratus","5.1.1 International level","on going","A família Orchidaceae está inserida no Apendice II da Convenção sobre o Comércio Internacional de Espécies Selvagens da Fauna e da Flora (CITES) por serem consideradas espécies que não necessariamente estão ameaçadas de extinção no momento, mas podem se tornar caso o comércio não seja controlado (CITES, 2015).","CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015."
ARACEAE,"Anthurium laucheanum","1 Land/water protection","on going","Ocorre no Parque Nacional da Serra dos Órgãos (Nadruz et al., 2014).","Nadruz, M., Sakuragui, C.M. & Calazans, L. 2014. Araceae.. Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em: <http://florariojaneiro.jbrj.gov.br>"
ARACEAE,"Anthurium laucheanum","3.4 Ex-situ conservation","on going","Cultivada no Jardim Botânico do Rio de Janeiro (RB 93554).",
MONIMIACEAE,"Mollinedia acutissima","1.1 Site/area protection","on going","Em Nova Friburgo ocorre na APA Macaé de Cima (A.F.M.Glaziou 17760). Estudo fitossociológico (De Oliveira, 2002), amostrou 22 indivíduos em área em avançado estádio de regeneração, na Ilha Grande na Reserva Biológica Estadual da Praia do Sul (RBEPS).","De Oliveira, R.R., 2002. Ação antrópica e resultantes sobre a estrutura e composição da Mata Atlântica na Ilha Grande, RJ. Rodriguésia 53(82): 33–57."
ARACEAE,"Anthurium lhotzkyanum","1 Land/water protection","on going","Espécie coletada no Parque Nacional da Serra dos Órgãos, na trilha para a Pedra do Sino (A.P. Cardozo et al. 41) e na trilha para o Poço dos Primatas (M. Silva 5), no Parque Natural Municipal Restinga de Grumari (N. Anias 73) e no Parque Estadual do Desengano (G. Martinelli 13396).",
ARACEAE,"Anthurium luschnathianum","1 Land/water protection","on going","Coletada na Reserva Biológica da Praia do Sul, na Reserva Biológica e Arqueológica de Guaratiba (Nadruz et al., 2014), na Reserva Biológica de Jacarepaguá (D. Sucre 4944) e no Parque Estadual da Serra da Tiririca (Barros, 2008).","Barros, A. A. M. (2008). Análise florística e estrutural do Parque Estadual da Serra da Tiririca, Niterói e Maricá, RJ, Brasil. Escola Nacional de Botânica Tropical, Rio Janeiro, Brasil. Tese de Doutorado."
ARACEAE,"Anthurium nitidulum","1 Land/water protection","on going","Ocorre no Parque Nacional do Itatiaia (Nadruz et al., 2014).","Nadruz, M., Sakuragui, C.M. & Calazans, L. 2014. Araceae.. Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em: <http://florariojaneiro.jbrj.gov.br>"
ARACEAE,"Anthurium simonii","1 Land/water protection","on going","Ocorre na APA Cairuçu (M.G. Bovini 481).",
ARACEAE,"Anthurium validinervium","1 Land/water protection","on going","Ocorre no Parque Estadual da Serra da Tiririca (Barros, 2008).","Barros, A. A. M. (2008). Análise florística e estrutural do Parque Estadual da Serra da Tiririca, Niterói e Maricá, RJ, Brasil. Escola Nacional de Botânica Tropical, Rio Janeiro, Brasil. Tese de Doutorado."
ARACEAE,"Asterostigma concinnum","1 Land/water protection","on going","Espécie coletada no Parque Nacional da Tijuca (A. Glaziou s.n., MOBOT_BR 2815755).",
ARACEAE,"Philodendron alternans","1 Land/water protection","on going","Encontrada no Parque Nacional da Serra dos Orgãos (M.Nadruz 1865).",
ARACEAE,"Philodendron fragile","1 Land/water protection","on going","Coletada na Reserva Ecológica de Macaé de Cima (M. Nadruz 1066) e de ocorrência no Parque Estadual do Desengano (Calazans, 2014). ","Calazans, L. 2014. Philodendron (Araceae).. Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em: <http://florariojaneiro.jbrj.gov.br>"
ARACEAE,"Philodendron millerianum","1 Land/water protection","on going","Espécie endêmica da Reserva Ecológica de Macaé de Cima (Coelho e Sakuragi, 2007).","Coelho, M. A. N., & Sakuragui, C. M. (2007). A new species of Philodendron Schott (Araceae) from Brazil. Kew Bulletin, 62(4), 629–631."
ARACEAE,"Philodendron nadruzianum","1 Land/water protection","on going","Espécie encontrada na Área de Proteção Ambiental da Prainha, no Parque Nacional da Tijuca, na Reserva Biológica do Tinguá (Calazans, 2014) e no Parque Natural Municipal Darcy Ribeiro (Sakuragi, 2012).","Calazans, L. 2014. Philodendron (Araceae).. Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em: <http://florariojaneiro.jbrj.gov.br>;Sakuragui, C. M. (2012). Two New Species and a Revised Key for Philodendron Section Schizophyllum (Araceae). Systematic Botany, 37(1), 43–47. doi:10.1600/036364412X616611"
ORCHIDACEAE,"Hoffmannseggella alvaroana","5.1.1 International level","on going","A família Orchidaceae está inserida no Apendice II da Convenção sobre o Comércio Internacional de Espécies Selvagens da Fauna e da Flora (CITES) por serem consideradas espécies que não necessariamente estão ameaçadas de extinção no momento, mas podem se tornar caso o comércio não seja controlado (CITES, 2015).","CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015. "
ORCHIDACEAE,"Lankesterella parvula","5.1.1 International level","on going","A família Orchidaceae está inserida no Apendice II da Convenção sobre o Comércio Internacional de Espécies Selvagens da Fauna e da Flora (CITES) por serem consideradas espécies que não necessariamente estão ameaçadas de extinção no momento, mas podem se tornar caso o comércio não seja controlado (CITES, 2015).","CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015. "
ORCHIDACEAE,"Lankesterella pilosa","5.1.1 International level","on going","A família Orchidaceae está inserida no Apendice II da Convenção sobre o Comércio Internacional de Espécies Selvagens da Fauna e da Flora (CITES) por serem consideradas espécies que não necessariamente estão ameaçadas de extinção no momento, mas podem se tornar caso o comércio não seja controlado (CITES, 2015).","CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015. "
BROMELIACEAE,"Quesnelia edmundoi","3.4 Ex-situ conservation","on going","Espécie cultivada no Jardim Botânico do Rio de Janeiro (G. Martinelli, 15747).",
BROMELIACEAE,"Quesnelia edmundoi","1.1 Site/area protection","on going","Coletada no interior da Estação Ecológica do Paraíso e da Reserva Biológica Poço das Antas (Moura e Vieira, 2014). ","Moura, R. & Vieira, C.M. 2014. Bromeliaceae. Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em: <http://florariojaneiro.jbrj.gov.br"
