occurrenceID,family,familyAccepted,acceptedNameUsage,acceptedNameUsageWithoutAuthorship,decimalLatitude,decimalLongitude,georeferenceProtocol,georeferenceVerificationStatus,georeferencedBy,georeferencedDate,georeferencePrecision,coordinateUncertaintyInMeters,acceptedNameUsage,valid,validation_taxonomy,validation_cultivated,validation_duplicated,validation_native,validation_georeference,contributor,remarks
occurrence:rj:1114099,Rubiaceae,RUBIACEAE,"Manettia fimbriata Cham. & Schltdl.","Manettia fimbriata",-22.760151,-43.109821,"google earth",ok,,,,"1 a 5 km","Manettia fimbriata Cham. & Schltdl.",true,valid,no,no,native,valid,"Juliana Amaral de Oliveira ; Fernanda Wimmer ; Raquel",
occurrence:rj:1114731,Asclepiadaceae,APOCYNACEAE,"Marsdenia glaziovii (E.Fourn.) Spellman & Morillo","Marsdenia glaziovii",-8.039719,-34.932136,sig,ok,,,,"centroide de municipio","Marsdenia glaziovii (E.Fourn.) Spellman & Morillo",false,valid,yes,no,non-native,valid,"Victor Menezes ; Alessandro Rapini ; Tomás Amorim ; Lucas Moraes",
occurrence:rj:1117641,Leguminosae-Mim.,FABACEAE,"Mimosa ernestii Harms","Mimosa ernestii",0,0,,nok,,,,,"Mimosa ernestii Harms",false,valid,no,yes,unknown,unknown,"Lucas Jordão ; Nina Lys ; Lucas Moulton",
occurrence:rj:1117679,Leguminosae-Mim.,FABACEAE,"Mimosa glazioui Benth.","Mimosa glazioui",0,0,,nok,,,,,"Mimosa glazioui Benth.",false,valid,no,yes,native,valid,"Lucas Jordão ; Nina Lys ; Lucas Moulton",
occurrence:rj:1119671,Bromeliaceae,BROMELIACEAE,"Neoregelia fosteriana L.B.Sm.","Neoregelia fosteriana",-22.35521,-44.653951,sig,ok,,,,"centroide de uc","Neoregelia fosteriana L.B.Sm.",true,valid,no,no,native,valid,"Fernanda Santos Silva ; Caio Baez Gomes ; Rodrigo Amaro",
occurrence:rj:1120904,Ochnaceae,OCHNACEAE,"Ouratea stipulata (Vell.) Engl.","Ouratea stipulata",-22.550556,-44.083333,coletor,ok,,,,,"Ouratea stipulata (Vell.) Engl.",,,,,,,"Fernanda Wimmer ; Raquel",
occurrence:rj:1123201,Passifloraceae,PASSIFLORACEAE,"Passiflora imbeana Sacco","Passiflora imbeana",-21.897812,-41.908072,sig,ok,,,,"centroide de uc","Passiflora imbeana Sacco",false,valid,no,yes,native,valid,"Igor Lourenço Oliveira ; Luís Carlos Bernacci ; Michaele Alvim Milward de Azevedo ; Leonardo Novaes ; Rodrigo Amaro",
occurrence:rj:1125523,Leguminosae-Mim.,FABACEAE,"Piptadenia polyptera Benth.","Piptadenia polyptera",-22.752674,-43.289181,"google earth",ok,,,,"50 a 100 km","Piptadenia polyptera Benth.",false,unknown,unknown,yes,unknown,unknown,"Nina Lys ; Lucas Moulton",
occurrence:rj:1125790,Araceae,ARACEAE,"Anthurium augustinum K.Koch & Lauche","Anthurium augustinum",-10.8339,-52.8731,,nok,"Fernanda Wimmer",,,,"Anthurium augustinum K.Koch & Lauche",false,invalid,,no,,,"Marcus Nadruz ; Fernanda Wimmer ; Lucas Moraes",
occurrence:rj:1130955,Araceae,ARACEAE,"Anthurium harrisii (Graham) G.Don","Anthurium harrisii",-10.8339,-52.8731,,nok,,,,,"Anthurium harrisii (Graham) G.Don",,,,,,,"Tomás Amorim ; Victor Menezes ; Leonardo Novaes ; Lucas Moraes",
occurrence:rj:1134012,Araceae,ARACEAE,"Anthurium laucheanum K.Koch","Anthurium laucheanum",-10.8339,-52.8731,,nok,"Fernanda Wimmer",,,,"Anthurium laucheanum K.Koch",false,unknown,unknown,unknown,unknown,unknown,"Marcus Nadruz ; Diogo Silva ; Fernanda Wimmer ; Lucas Moraes",
occurrence:rj:1134133,Araceae,ARACEAE,"Anthurium lhotzkyanum Schott","Anthurium lhotzkyanum",-22,-42.5,,ok,"Fernanda Wimmer",,,,"Anthurium lhotzkyanum Schott",false,unknown,no,no,unknown,unknown,"Marcus Nadruz ; Fernanda Wimmer ; Lucas Moraes",
occurrence:rj:1135940,Gesneriaceae,GESNERIACEAE,"Sinningia bulbosa (Ker Gawl.) Wiehler","Sinningia bulbosa",-22.978775,-43.385692,"google earth",ok,,,,"5 a 10 km","Sinningia bulbosa (Ker Gawl.) Wiehler",,,,,,,"Leonardo Novaes ; Lucas Moraes",
occurrence:rj:1140674,Melastomataceae,MELASTOMATACEAE,"Tibouchina elegans (Gardner) Cogn.","Tibouchina elegans",-16,-39.05,,ok,,,,,"Tibouchina elegans (Gardner) Cogn.",false,,,yes,,,"Leonardo Novaes ; Luiz Santos Filho",
occurrence:rj:1140675,Melastomataceae,MELASTOMATACEAE,"Tibouchina elegans (Gardner) Cogn.","Tibouchina elegans",-16,-39.05,,ok,,,,,"Tibouchina elegans (Gardner) Cogn.",false,,,yes,,,"Leonardo Novaes ; Luiz Santos Filho",
occurrence:rj:1140676,Melastomataceae,MELASTOMATACEAE,"Tibouchina elegans (Gardner) Cogn.","Tibouchina elegans",-17.316667,-39.233333,coletor,ok,,,,"5 a 10 km","Tibouchina elegans (Gardner) Cogn.",false,invalid,,no,,,"Leonardo Novaes ; Luiz Santos Filho",
occurrence:rj:1140677,Melastomataceae,MELASTOMATACEAE,"Tibouchina elegans (Gardner) Cogn.","Tibouchina elegans",0,0,,ok,,,,,"Tibouchina elegans (Gardner) Cogn.",false,,,yes,,,"Leonardo Novaes ; Luiz Santos Filho",
occurrence:rj:1140678,Melastomataceae,MELASTOMATACEAE,"Tibouchina elegans (Gardner) Cogn.","Tibouchina elegans",0,0,,ok,,,,,"Tibouchina elegans (Gardner) Cogn.",false,,,yes,,,"Leonardo Novaes ; Luiz Santos Filho",
occurrence:rj:1141746,Asteraceae,ASTERACEAE,"Trichogoniopsis podocarpa (DC.) R.M.King & H.Rob.","Trichogoniopsis podocarpa",-8.614049,-36.800254,sig,ok,"Fernanda Wimmer",,,"5 a 10 km","Trichogoniopsis podocarpa (DC.) R.M.King & H.Rob.",false,unknown,,no,,,"Fernanda Wimmer ; Jimi Nakajima ; Leonardo Novaes ; Lucas Moraes",
occurrence:rj:1141747,Asteraceae,ASTERACEAE,"Trichogoniopsis podocarpa (DC.) R.M.King & H.Rob.","Trichogoniopsis podocarpa",-8.2075,-36.392222,coletor,ok,,,,"5 a 10 km","Trichogoniopsis podocarpa (DC.) R.M.King & H.Rob.",false,unknown,,no,,,"Jimi Nakajima ; Leonardo Novaes ; Lucas Moraes",
occurrence:rj:1144283,Bromeliaceae,BROMELIACEAE,"Vriesea altimontana E.Pereira & Martinelli","Vriesea altimontana",-21.903287,-41.912392,"google earth",ok,,,,"1 a 5 km","Vriesea altimontana E.Pereira & Martinelli",false,valid,no,yes,native,valid,"Tomás Amorim ; Andrea Costa ; Fernanda Wimmer ; Rodrigo Amaro",
occurrence:rj:1144284,Bromeliaceae,BROMELIACEAE,"Vriesea altimontana E.Pereira & Martinelli","Vriesea altimontana",-21.903287,-41.912392,"google earth",ok,,,,"1 a 5 km","Vriesea altimontana E.Pereira & Martinelli",false,unknown,unknown,yes,unknown,unknown,"Tomás Amorim ; Fernanda Wimmer ; Rodrigo Amaro",
occurrence:rj:1144285,Bromeliaceae,BROMELIACEAE,"Vriesea altimontana E.Pereira & Martinelli","Vriesea altimontana",-21.903287,-41.912392,"google earth",ok,,,,"1 a 5 km","Vriesea altimontana E.Pereira & Martinelli",false,valid,no,yes,native,valid,"Tomás Amorim ; Andrea Costa ; Fernanda Wimmer ; Rodrigo Amaro",
occurrence:rj:1144302,Bromeliaceae,BROMELIACEAE,"Vriesea leptantha Harms","Vriesea leptantha",-21.9,-41.910278,"google earth",ok,,,,"250 a 1000 m","Vriesea leptantha Harms",true,valid,no,no,native,valid,"Tomás Amorim ; Gustavo Martinelli ; Rogerio Braga ; Rodrigo Amaro",
occurrence:rj:1145651,Malvaceae,MALVACEAE,"Abutilon esculentum A.St.-Hil.","Abutilon esculentum",0,0,,nok,"Fernanda Wimmer",,,,"Abutilon esculentum A.St.-Hil.",false,valid,no,no,native,unknown,"Fernanda Wimmer ; Eduardo Fernandez",
occurrence:rj:1145991,Fabaceae,FABACEAE,"Aeschynomene bradei Rudd","Aeschynomene bradei",-21.94339,-41.994417,"google earth",ok,,,,"250 a 1000 m","Aeschynomene bradei Rudd",false,valid,no,yes,native,valid,"Fernanda Wimmer ; Haroldo Lima ; Leonardo Novaes ; Lucas Moulton",
occurrence:rj:1147463,Apocynaceae,APOCYNACEAE,"Aspidosperma compactinervium Kuhlm.","Aspidosperma compactinervium",0,0,,nok,,,,,"Aspidosperma compactinervium Kuhlm.",false,invalid,,no,,,"Tomás Amorim ; Alessandro Rapini ; Leonardo Novaes ; Lucas Moraes",
occurrence:rj:1148413,Velloziaceae,VELLOZIACEAE,"Barbacenia brevifolia Taub.","Barbacenia brevifolia",,,,ok,,,,,"Barbacenia brevifolia Taub.",,,,,,,"Rogerio Braga ; Fernanda Wimmer ; Lucas Moraes",ISOTYPE
occurrence:rj:1149173,Begoniaceae,BEGONIACEAE,"Begonia acetosa Vell.","Begonia acetosa",0,0,,nok,"Fernanda Wimmer",,,,"Begonia acetosa Vell.",false,invalid,,no,,,"Eliane de Lima Jacques ; Fernanda Wimmer ; Lucas Moraes",
occurrence:rj:1149175,Begoniaceae,BEGONIACEAE,"Begonia acetosa Vell.","Begonia acetosa",0,0,,nok,"Fernanda Wimmer",,,,"Begonia acetosa Vell.",false,invalid,,no,,,"Eliane de Lima Jacques ; Fernanda Wimmer ; Lucas Moraes",
occurrence:rj:1149176,Begoniaceae,BEGONIACEAE,"Begonia acetosa Vell.","Begonia acetosa",0,0,,nok,"Fernanda Wimmer",,,,"Begonia acetosa Vell.",false,invalid,,no,,,"Eliane de Lima Jacques ; Fernanda Wimmer ; Lucas Moraes",
occurrence:rj:1149177,Begoniaceae,BEGONIACEAE,"Begonia acetosa Vell.","Begonia acetosa",0,0,,nok,"Fernanda Wimmer",,,,"Begonia acetosa Vell.",false,invalid,,no,,,"Eliane de Lima Jacques ; Fernanda Wimmer ; Lucas Moraes",
occurrence:rj:1149178,Begoniaceae,BEGONIACEAE,"Begonia acetosa Vell.","Begonia acetosa",0,0,,nok,"Fernanda Wimmer",,,,"Begonia acetosa Vell.",false,invalid,,no,,,"Eliane de Lima Jacques ; Fernanda Wimmer ; Lucas Moraes",
occurrence:rj:1149179,Begoniaceae,BEGONIACEAE,"Begonia acetosa Vell.","Begonia acetosa",0,0,,nok,"Fernanda Wimmer",,,,"Begonia acetosa Vell.",false,invalid,,no,,,"Eliane de Lima Jacques ; Fernanda Wimmer ; Lucas Moraes",
occurrence:rj:1149180,Begoniaceae,BEGONIACEAE,"Begonia acetosa Vell.","Begonia acetosa",0,0,,nok,"Fernanda Wimmer",,,,"Begonia acetosa Vell.",false,invalid,,no,,,"Eliane de Lima Jacques ; Fernanda Wimmer ; Lucas Moraes",
occurrence:rj:1149181,Begoniaceae,BEGONIACEAE,"Begonia aconitifolia A.DC.","Begonia aconitifolia",0,0,,nok,"Fernanda Wimmer",,,,"Begonia aconitifolia A.DC.",true,,,,,,"Fernanda Wimmer ; Lucas Moraes",
occurrence:rj:1149462,Begoniaceae,BEGONIACEAE,"Begonia concinna Schott","Begonia concinna",-22.951028,-43.21043,"google earth",ok,,,,"1 a 5 km","Begonia concinna Schott",true,valid,no,no,native,valid,"Eliane de Lima Jacques ; Fernanda Wimmer ; Lucas Moraes",
occurrence:rj:1149463,Begoniaceae,BEGONIACEAE,"Begonia concinna Schott","Begonia concinna",-22.951028,-43.21043,"google earth",ok,,,,"1 a 5 km","Begonia concinna Schott",false,,,yes,,,"Eliane de Lima Jacques ; Fernanda Wimmer ; Lucas Moraes",
occurrence:rj:1149464,Begoniaceae,BEGONIACEAE,"Begonia concinna Schott","Begonia concinna",-22.951028,-43.21043,"google earth",ok,,,,"1 a 5 km","Begonia concinna Schott",false,,,yes,,,"Eliane de Lima Jacques ; Fernanda Wimmer ; Lucas Moraes",
occurrence:rj:1149655,Begoniaceae,BEGONIACEAE,"Begonia depauperata Schott","Begonia depauperata",0,0,,nok,"Fernanda Wimmer",,,,"Begonia depauperata Schott",false,unknown,,no,,,"Eliane de Lima Jacques ; Fernanda Wimmer ; Lucas Moraes",
occurrence:rj:1149744,Begoniaceae,BEGONIACEAE,"Begonia edmundoi Brade","Begonia edmundoi",-22.495637,-43.07365,sig,ok,,,,"centroide de uc","Begonia edmundoi Brade",false,valid,no,yes,native,valid,"Eliane de Lima Jacques ; Igor Lourenço Oliveira ; Fernanda Wimmer ; Lucas Moraes",
occurrence:rj:1149745,Begoniaceae,BEGONIACEAE,"Begonia edmundoi Brade","Begonia edmundoi",0,0,,ok,,,,,"Begonia edmundoi Brade",false,,,yes,,,"Igor Lourenço Oliveira ; Fernanda Wimmer ; Lucas Moraes",
occurrence:rj:1149750,Begoniaceae,BEGONIACEAE,"Begonia epipsila Brade","Begonia epipsila",-22.967173,-43.278110,"google earth",ok,,,,"1 a 5 km","Begonia epipsila Brade",false,unknown,,no,,,"Eliane de Lima Jacques ; Igor Lourenço Oliveira ; Lucas Moraes",
occurrence:rj:1149758,Begoniaceae,BEGONIACEAE,"Begonia fagifolia Otto & A.Dietr.","Begonia fagifolia",-14.801218,-39.13495,sig,ok,,,,"centroide de municipio","Begonia fagifolia Otto & A.Dietr.",false,unknown,,no,,,"Eliane de Lima Jacques ; Igor Lourenço Oliveira ; Lucas Moraes",
occurrence:rj:1149759,Begoniaceae,BEGONIACEAE,"Begonia fagifolia Otto & A.Dietr.","Begonia fagifolia",-14.801218,-39.13495,sig,ok,,,,"centroide de municipio","Begonia fagifolia Otto & A.Dietr.",false,unknown,,no,,,"Eliane de Lima Jacques ; Igor Lourenço Oliveira ; Lucas Moraes",
occurrence:rj:1149760,Begoniaceae,BEGONIACEAE,"Begonia fagifolia Otto & A.Dietr.","Begonia fagifolia",-14.801218,-39.13495,sig,ok,,,,"centroide de municipio","Begonia fagifolia Otto & A.Dietr.",false,unknown,,no,,,"Eliane de Lima Jacques ; Igor Lourenço Oliveira ; Lucas Moraes",
occurrence:rj:1149761,Begoniaceae,BEGONIACEAE,"Begonia fagifolia Otto & A.Dietr.","Begonia fagifolia",0,0,,nok,,,,,"Begonia fagifolia Otto & A.Dietr.",false,unknown,,no,,,"Eliane de Lima Jacques ; Igor Lourenço Oliveira ; Lucas Moraes",
occurrence:rj:1149762,Begoniaceae,BEGONIACEAE,"Begonia fagifolia Otto & A.Dietr.","Begonia fagifolia",0,0,,nok,,,,,"Begonia fagifolia Otto & A.Dietr.",false,unknown,,no,,unknown,"Eliane de Lima Jacques ; Igor Lourenço Oliveira ; Lucas Moraes",
occurrence:rj:1149763,Begoniaceae,BEGONIACEAE,"Begonia fagifolia Otto & A.Dietr.","Begonia fagifolia",-14.801218,-39.13495,sig,ok,,,,"centroide de municipio","Begonia fagifolia Otto & A.Dietr.",false,unknown,,no,,,"Eliane de Lima Jacques ; Igor Lourenço Oliveira ; Lucas Moraes",
occurrence:rj:1149764,Begoniaceae,BEGONIACEAE,"Begonia fagifolia Otto & A.Dietr.","Begonia fagifolia",-22.962004,-43.289106,"google earth",ok,,,,"1 a 5 km","Begonia fagifolia Otto & A.Dietr.",true,valid,no,no,native,valid,"Eliane de Lima Jacques ; Igor Lourenço Oliveira ; Lucas Moraes",
occurrence:rj:1149765,Begoniaceae,BEGONIACEAE,"Begonia fagifolia Otto & A.Dietr.","Begonia fagifolia",-22.950201,-43.215045,"google earth",ok,,,,"5 a 10 km","Begonia fagifolia Otto & A.Dietr.",false,unknown,,no,,,"Eliane de Lima Jacques ; Igor Lourenço Oliveira ; Lucas Moraes",
occurrence:rj:1149766,Begoniaceae,BEGONIACEAE,"Begonia fagifolia Otto & A.Dietr.","Begonia fagifolia",0,0,,ok,,,,,"Begonia fagifolia Otto & A.Dietr.",false,,,yes,,,"Fernanda Wimmer ; Igor Lourenço Oliveira ; Lucas Moraes",
occurrence:rj:1149767,Begoniaceae,BEGONIACEAE,"Begonia fagifolia Otto & A.Dietr.","Begonia fagifolia",-22.962004,-43.289106,"google earth",ok,,,,"1 a 5 km","Begonia fagifolia Otto & A.Dietr.",true,valid,no,no,native,valid,"Eliane de Lima Jacques ; Igor Lourenço Oliveira ; Lucas Moraes",
occurrence:rj:1149768,Begoniaceae,BEGONIACEAE,"Begonia fagifolia Otto & A.Dietr.","Begonia fagifolia",0,0,,ok,,,,,"Begonia fagifolia Otto & A.Dietr.",false,,,yes,,,"Fernanda Wimmer ; Igor Lourenço Oliveira ; Lucas Moraes",
occurrence:rj:1150239,Begoniaceae,BEGONIACEAE,"Begonia jocelinoi Brade","Begonia jocelinoi",-21.901291,-46.347459,sig,ok,"Fernanda Wimmer",,,"centroide de municipio","Begonia jocelinoi Brade",false,unknown,,no,,,"Eliane de Lima Jacques ; Fernanda Wimmer ; Lucas Moraes",
occurrence:rj:1150240,Begoniaceae,BEGONIACEAE,"Begonia jocelinoi Brade","Begonia jocelinoi",0,0,,nok,"Fernanda Wimmer",,,,"Begonia jocelinoi Brade",false,unknown,,no,,unknown,"Eliane de Lima Jacques ; Fernanda Wimmer ; Lucas Moraes",
occurrence:rj:1150241,Begoniaceae,BEGONIACEAE,"Begonia jocelinoi Brade","Begonia jocelinoi",-22.35521,-44.653951,sig,ok,"Fernanda Wimmer",,,"centroide de uc","Begonia jocelinoi Brade",true,valid,no,no,native,valid,"Eliane de Lima Jacques ; Fernanda Wimmer ; Lucas Moraes",
occurrence:rj:1150255,Begoniaceae,BEGONIACEAE,"Begonia lanstyakii Brade","Begonia lanstyakii",-22.392098,-44.676188,"google earth",ok,,,,"1 a 5 km","Begonia lanstyakii Brade",true,valid,no,no,native,valid,"Eliane de Lima Jacques ; Fernanda Wimmer ; Lucas Moraes",
occurrence:rj:1150404,Begoniaceae,BEGONIACEAE,"Begonia olsoniae L.B.Sm. & B.G.Schub.","Begonia olsoniae",-21.7825,-41.620354,"google earth",ok,"Fernanda Wimmer",,,"5 a 10 km","Begonia olsoniae L.B.Sm. & B.G.Schub.",true,,,,,,"Fernanda Wimmer ; Lucas Moraes",
occurrence:rj:1150405,Begoniaceae,BEGONIACEAE,"Begonia olsoniae L.B.Sm. & B.G.Schub.","Begonia olsoniae",0,0,,ok,,,,,"Begonia olsoniae L.B.Sm. & B.G.Schub.",false,,,yes,,,"Fernanda Wimmer ; Lucas Moraes",
occurrence:rj:1150406,Begoniaceae,BEGONIACEAE,"Begonia olsoniae L.B.Sm. & B.G.Schub.","Begonia olsoniae",-24.46603,-47.251466,sig,ok,,,,"centroide de uc","Begonia olsoniae L.B.Sm. & B.G.Schub.",,,,,,,"Fernanda Wimmer ; Lucas Moraes",
occurrence:rj:1150407,Begoniaceae,BEGONIACEAE,"Begonia olsoniae L.B.Sm. & B.G.Schub.","Begonia olsoniae",-22.35521,-44.653951,sig,ok,"Fernanda Wimmer",,,"centroide de uc","Begonia olsoniae L.B.Sm. & B.G.Schub.",true,,,,,,"Fernanda Wimmer ; Lucas Moraes",
occurrence:rj:1150410,Begoniaceae,BEGONIACEAE,"Begonia olsoniae L.B.Sm. & B.G.Schub.","Begonia olsoniae",-24.46603,-47.251466,sig,ok,,,,"centroide de uc","Begonia olsoniae L.B.Sm. & B.G.Schub.",,,,,,,"Fernanda Wimmer ; Lucas Moraes",
occurrence:rj:1150411,Begoniaceae,BEGONIACEAE,"Begonia olsoniae L.B.Sm. & B.G.Schub.","Begonia olsoniae",0,0,,nok,"Fernanda Wimmer",,,,"Begonia olsoniae L.B.Sm. & B.G.Schub.",true,,,,,,"Fernanda Wimmer ; Lucas Moraes",
occurrence:rj:1150590,Begoniaceae,BEGONIACEAE,"Begonia ramentacea Paxton","Begonia ramentacea",0,0,,nok,,,,,"Begonia ramentacea Paxton",,,,,,,"Igor Lourenço Oliveira ; Lucas Moraes",
occurrence:rj:1150591,Begoniaceae,BEGONIACEAE,"Begonia ramentacea Paxton","Begonia ramentacea",-23.650192,-46.62348,"google earth",ok,,,,"1 a 10 km","Begonia ramentacea Paxton",,,,,,,"Igor Lourenço Oliveira ; Lucas Moraes",
occurrence:rj:1150592,Begoniaceae,BEGONIACEAE,"Begonia ramentacea Paxton","Begonia ramentacea",0,0,,nok,,,,,"Begonia ramentacea Paxton",,,,,,,"Igor Lourenço Oliveira ; Lucas Moraes",
occurrence:rj:1150593,Begoniaceae,BEGONIACEAE,"Begonia ramentacea Paxton","Begonia ramentacea",0,0,,nok,,,,,"Begonia ramentacea Paxton",,,,,,,"Igor Lourenço Oliveira ; Lucas Moraes",
occurrence:rj:1150595,Begoniaceae,BEGONIACEAE,"Begonia ramentacea Paxton","Begonia ramentacea",-22.338117,-42.466242,sig,ok,,,,"centroide de municipio","Begonia ramentacea Paxton",,,,,,,"Igor Lourenço Oliveira ; Lucas Moraes",
occurrence:rj:1150596,Begoniaceae,BEGONIACEAE,"Begonia ramentacea Paxton","Begonia ramentacea",0,0,,nok,,,,,"Begonia ramentacea Paxton",,,,,,,"Igor Lourenço Oliveira ; Lucas Moraes",
occurrence:rj:1150597,Begoniaceae,BEGONIACEAE,"Begonia ramentacea Paxton","Begonia ramentacea",0,0,,ok,,,,,"Begonia ramentacea Paxton",false,,,yes,,,"Igor Lourenço Oliveira ; Lucas Moraes",
occurrence:rj:1150598,Begoniaceae,BEGONIACEAE,"Begonia ramentacea Paxton","Begonia ramentacea",0,0,,nok,,,,,"Begonia ramentacea Paxton",,,,,,,"Igor Lourenço Oliveira ; Lucas Moraes",
occurrence:rj:1150599,Begoniaceae,BEGONIACEAE,"Begonia ramentacea Paxton","Begonia ramentacea",-22.957438,-43.22308,"google earth",ok,,,,"1 a 5 km","Begonia ramentacea Paxton",,,,,,,"Igor Lourenço Oliveira ; Lucas Moraes",
occurrence:rj:1150600,Begoniaceae,BEGONIACEAE,"Begonia ramentacea Paxton","Begonia ramentacea",-22.563120,-43.187139,"google earth",ok,,,,"5 a 10 km","Begonia ramentacea Paxton",,,,,,,"Igor Lourenço Oliveira ; Lucas Moraes",
occurrence:rj:1150601,Begoniaceae,BEGONIACEAE,"Begonia ramentacea Paxton","Begonia ramentacea",0,0,,ok,,,,,"Begonia ramentacea Paxton",false,,,yes,,,"Igor Lourenço Oliveira ; Lucas Moraes",
occurrence:rj:1150610,Begoniaceae,BEGONIACEAE,"Begonia rubropilosa A.DC.","Begonia rubropilosa",-25.477077,-49.287202,sig,ok,,,,"centroide de municipio","Begonia rubropilosa A.DC.",,,,,,,"Igor Lourenço Oliveira ; Lucas Moraes",
occurrence:rj:1150611,Begoniaceae,BEGONIACEAE,"Begonia rubropilosa A.DC.","Begonia rubropilosa",-25.477077,-49.287202,sig,ok,,,,"centroide de municipio","Begonia rubropilosa A.DC.",,,,,,,"Igor Lourenço Oliveira ; Lucas Moraes",
occurrence:rj:1150650,Begoniaceae,BEGONIACEAE,"Begonia sanguinea Raddi","Begonia sanguinea",0,0,,nok,,,,,"Begonia sanguinea Raddi",,,,,,,"Tomás Amorim ; Lucas Moraes",
occurrence:rj:1150651,Begoniaceae,BEGONIACEAE,"Begonia sanguinea Raddi","Begonia sanguinea",-22.488239,-42.913413,"google earth",ok,,,,"5 a 10 km","Begonia sanguinea Raddi",,,,,,,"Tomás Amorim ; Lucas Moraes",
occurrence:rj:1150652,Begoniaceae,BEGONIACEAE,"Begonia sanguinea Raddi","Begonia sanguinea",0,0,,nok,,,,,"Begonia sanguinea Raddi",,,,,,,"Tomás Amorim ; Lucas Moraes",
occurrence:rj:1150653,Begoniaceae,BEGONIACEAE,"Begonia sanguinea Raddi","Begonia sanguinea",-22.558957,-43.185395,"google earth",ok,,,,"5 a 10 km","Begonia sanguinea Raddi",,,,,,,"Tomás Amorim ; Lucas Moraes",
occurrence:rj:1150654,Begoniaceae,BEGONIACEAE,"Begonia sanguinea Raddi","Begonia sanguinea",0,0,,ok,,,,,"Begonia sanguinea Raddi",false,,,yes,,,"Tomás Amorim ; Lucas Moraes",
occurrence:rj:1150655,Begoniaceae,BEGONIACEAE,"Begonia sanguinea Raddi","Begonia sanguinea",0,0,,nok,,,,,"Begonia sanguinea Raddi",,,,,,,"Tomás Amorim ; Lucas Moraes",
occurrence:rj:1150656,Begoniaceae,BEGONIACEAE,"Begonia sanguinea Raddi","Begonia sanguinea",-22.488239,-42.913413,"google earth",ok,,,,"5 a 10 km","Begonia sanguinea Raddi",,,,,,,"Tomás Amorim ; Lucas Moraes",
occurrence:rj:1150674,Begoniaceae,BEGONIACEAE,"Begonia semidigitata Brade","Begonia semidigitata",0,0,,nok,,,,,"Begonia semidigitata Brade",,,,,,,"Tomás Amorim ; Lucas Moraes",
occurrence:rj:1150675,Begoniaceae,BEGONIACEAE,"Begonia semidigitata Brade","Begonia semidigitata",0,0,,nok,,,,,"Begonia semidigitata Brade",,,,,,,"Tomás Amorim ; Lucas Moraes",
occurrence:rj:1150796,Begoniaceae,BEGONIACEAE,"Begonia velloziana Walp.","Begonia velloziana",-22.495143,-43.07323,sig,ok,,,,"centroide de uc","Begonia velloziana Walp.",,,,,,,"Tomás Amorim ; Lucas Moraes",
occurrence:rj:1150810,Lauraceae,LAURACEAE,"Beilschmiedia angustifolia Kosterm.","Beilschmiedia angustifolia",-22.973344,-43.24982,,nok,,,,,"Beilschmiedia angustifolia Kosterm.",false,unknown,no,no,unknown,unknown,"Alexandre Quinet ; Rogerio Braga ; Raquel",
occurrence:rj:1150831,Melastomataceae,MELASTOMATACEAE,"Bertolonia valenteana Baumgratz","Bertolonia valenteana",-23.154429,-44.196675,"google earth",ok,,,,"1 a 5 km","Bertolonia valenteana Baumgratz",true,valid,no,no,native,valid,"Leonardo Novaes ; Luiz Santos Filho","Rio de Janeiro, Ilha Grande, Serra do Papagaio, Bico do Papagaio, ca. 900 m, leg. J.P.P. Carauta 2971, 29/VI/1978: holótipo GUA 14174; isótipos-R, HH, US."
occurrence:rj:1150833,Gesneriaceae,GESNERIACEAE,"Besleria melancholica (Vell.) C.V.Morton","Besleria melancholica",0,0,,nok,,,,,"Besleria melancholica (Vell.) C.V.Morton",,,,,,,"Leonardo Novaes ; Lucas Moraes",
occurrence:rj:1150859,Bignoniaceae,BIGNONIACEAE,"Fridericia elegans (Vell.) L.G.Lohmann","Fridericia elegans",0,0,,nok,,,,,"Fridericia elegans (Vell.) L.G.Lohmann",false,unknown,unknown,no,unknown,invalid,"Marta Moraes ; Leonardo Novaes ; Raquel",
occurrence:rj:1152112,Myrtaceae,MYRTACEAE,"Campomanesia hirsuta Gardner","Campomanesia hirsuta",-22.495637,-43.07365,sig,ok,,,,"centroide de uc","Campomanesia hirsuta Gardner",true,valid,no,no,native,valid,"Amélia Tuler ; Tomás Amorim ; Victor Menezes ; Lucas Moulton",
occurrence:rj:1152236,Orchidaceae,ORCHIDACEAE,"Campylocentrum organense (Rchb.f.) Rolfe","Campylocentrum organense",0,0,,nok,"Fernanda Wimmer",,,,"Campylocentrum organense (Rchb.f.) Rolfe",false,unknown,,no,,,"Luiz Menini Neto ; Leonardo Novaes ; Fernanda Wimmer ; Lucas Moulton",
occurrence:rj:1152237,Orchidaceae,ORCHIDACEAE,"Campylocentrum organense (Rchb.f.) Rolfe","Campylocentrum organense",0,0,,nok,"Fernanda Wimmer",,,,"Campylocentrum organense (Rchb.f.) Rolfe",false,unknown,,no,,,"Luiz Menini Neto ; Leonardo Novaes ; Fernanda Wimmer ; Lucas Moulton",
