family,scientificNameWithoutAuthorship,scientificNameAuthorship,analysis,assessment,category,criteria
CAMPANULACEAE,"Lobelia glazioviana",Zahlbr.,review,,,
CAMPANULACEAE,"Lobelia santos-limae",Brade,review,,,
CAMPANULACEAE,"Siphocampylus viscidus",E.Wimm.,review,,,
CANELLACEAE,"Cinnamodendron sampaioanum",Occhioni,validation,,,
CAPPARACEAE,"Neocalyptrocalyx eichleriana","(Urb.) Iltis & Cornejo",review,,,
CELASTRACEAE,"Maytenus basidentata",Reissek,review,,,
CELASTRACEAE,"Maytenus samydaeformis",Reissek,review,,,
CEPHALOZIELLACEAE,"Cylindrocolea brasiliensis","Costa et al.",review,,,
CHRYSOBALANACEAE,"Couepia parvifolia",Prance,done,comments,EN,"B1ab(i,ii,iii,iv)"
CHRYSOBALANACEAE,"Hirtella barrosoi",Prance,done,comments,CR,"B2ab(i,ii,iii,iv)"
CHRYSOBALANACEAE,"Licania glazioviana",Warm.,done,comments,CR,"B2ab(i,ii,iii,iv)"
CLUSIACEAE,"Clusia fragrans",Gardner,done,,,
CLUSIACEAE,"Clusia immersa",C.M.Vieira,review,,,
CLUSIACEAE,"Clusia studartiana","C.M.Vieira & Gomes da Silva",review,,,
CLUSIACEAE,"Garcinia calyptrata","(Schltdl.) Bittrich",review,,,
COMBRETACEAE,"Terminalia acuminata","(Allemão) Eichler",done,open,EN,"B1ab(iii,v);C2a(i)"
COMMELINACEAE,"Dichorisandra fluminensis",Brade,done,review,DD,
COMMELINACEAE,"Dichorisandra gaudichaudiana",Kunth,done,review,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
COMMELINACEAE,"Dichorisandra nana","Aona & M.C.E.Amaral",done,review,EN,"B1ab(i,iii)+2ab(i,iii)"
COMMELINACEAE,"Dichorisandra odorata","Aona & M.C.E.Amaral",done,review,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
COMMELINACEAE,"Dichorisandra oxypetala",Hook.,done,review,VU,"B1ab(i,iii,iv)"
COMMELINACEAE,"Siderasis fuscata","(Lodd.) H.E.Moore",done,,,
CONNARACEAE,"Connarus marginatus",Planch.,review,,,
CONVOLVULACEAE,"Bonamia umbellata","(Choisy) Hallier f.",done,review,CR,"B2ab(ii,iii,iv)"
CUCURBITACEAE,"Gurania cogniauxiana",Barb.Rodr.,validation,comments,DD,
CUCURBITACEAE,"Wilbrandia glaziovii",Cogn.,done,comments,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
CYPERACEAE,"Hypolytrum glaziovii",Boeckeler,validation,,,
CYPERACEAE,"Rhynchospora luetzelburgiana",Kük.,validation,comments,DD,
CYPERACEAE,"Rhynchospora sampaioana",Gross,done,comments,CR,"B2ab(ii,iii,iv)"
CYPERACEAE,"Trilepis tenuis",Vitta,done,review,CR,"B2ab(ii,iii,iv)"
DICHAPETALACEAE,"Stephanopodium sessile",Rizzini,done,open,CR,"B2ab(ii,iii,iv)"
DICRANACEAE,"Dicranoloma brasiliense",Herzog,review,,,
DILLENIACEAE,"Davilla glaziovii",Eichler,validation,,,
DIOSCOREACEAE,"Dioscorea bradei",R.Knuth,validation,open,EN,"B2ab(i,ii,iii,iv)"
DIOSCOREACEAE,"Dioscorea campanulata","Uline ex R.Knuth",done,review,CR,"B2ab(ii,iii,iv)"
DIOSCOREACEAE,"Dioscorea itatiaiensis",R.Knuth,done,,,
DIOSCOREACEAE,"Dioscorea margarethia","G.M.Barroso et al.",review,,,
DIOSCOREACEAE,"Dioscorea oppositiflora",Griseb.,done,review,DD,
DIOSCOREACEAE,"Dioscorea organensis",R.Knuth,validation,,,
DIOSCOREACEAE,"Dioscorea pedalis","(Uline ex R. Knuth) R. Couto & J. M. A. Braga",review,,,
DIOSCOREACEAE,"Dioscorea pumilio",Griseb.,validation,,,
DIOSCOREACEAE,"Dioscorea septemnervis",Vell.,done,,,
DIOSCOREACEAE,"Dioscorea sphaeroidea","R. Couto & J. M. A. Braga",done,review,CR,"B2ab(ii,iii,iv);C2a(i);D"
DRYOPTERIDACEAE,"Ctenitis flexuosa","(Fée) Copel.",done,review,DD,
DRYOPTERIDACEAE,"Elaphoglossum mourae",Brade,done,review,DD,
ERICACEAE,"Agarista organensis","(Gardner) Hook. ex Nied.",review,,,
ERICACEAE,"Agarista uleana","(Sleumer) Judd",review,,,
ERICACEAE,"Gaylussacia pruinosa",Loes.,review,,,
ERICACEAE,"Gaylussacia retivenia",Sleumer,review,,,
ERIOCAULACEAE,"Paepalanthus ovatus",Körn.,validation,review,CR,C2a(i);D
ERYTHROXYLACEAE,"Erythroxylum cincinnatum",Mart.,review,,,
ERYTHROXYLACEAE,"Erythroxylum gaudichaudii",Peyr.,review,,,
ERYTHROXYLACEAE,"Erythroxylum glazioui",O.E.Schulz,review,,,
ERYTHROXYLACEAE,"Erythroxylum lancifolium",Peyr.,review,,,
ERYTHROXYLACEAE,"Erythroxylum magnoliifolium",A.St.-Hil.,review,,,
ERYTHROXYLACEAE,"Erythroxylum occultum",Plowman,review,,,
ERYTHROXYLACEAE,"Erythroxylum ovalifolium",Peyr.,review,,,
EUPHORBIACEAE,"Acalypha ampliata","Pax & K.Hoffm.",done,review,DD,
EUPHORBIACEAE,"Acalypha aspericocca","Pax & K.Hoffm.",done,review,DD,
EUPHORBIACEAE,"Acalypha peckoltii",Müll.Arg.,done,review,DD,
EUPHORBIACEAE,"Acalypha pohliana",Müll.Arg.,done,review,DD,
EUPHORBIACEAE,"Acalypha radicans",Müll.Arg.,done,review,DD,
EUPHORBIACEAE,"Acalypha subsana","Mart. ex Colla",done,review,DD,
EUPHORBIACEAE,"Actinostemon mandiocanus","(Müll.Arg.) Pax",done,comments,DD,
EUPHORBIACEAE,"Algernonia gibbosa","(Pax & K.Hoffm.) Emmerich",review,,,
EUPHORBIACEAE,"Algernonia glazioui",Emmerich,review,,,
EUPHORBIACEAE,"Algernonia paulae",Emmerich,review,,,
EUPHORBIACEAE,"Bernardia brevipes",Müll.Arg.,review,,,
EUPHORBIACEAE,"Caperonia velloziana",Müll.Arg.,review,,,
EUPHORBIACEAE,"Croton nigricans","(Mart. ex Schltdl.) Radcl.-Sm. & Govaerts",review,,,
EUPHORBIACEAE,"Croton tenuicaulis","van Ee & P.E. Berry",review,,,
EUPHORBIACEAE,"Dalechampia granadilla",Baill.,done,review,DD,
EUPHORBIACEAE,"Euphorbia laevigata",Lam.,done,review,CR,"B2ab(ii,iii)"
EUPHORBIACEAE,"Euphorbia sabulicola",Boiss.,done,review,EN,"B1ab(ii,iii)"
EUPHORBIACEAE,"Manihot corymbiflora","Pax & K.Hoffm.",review,,,
EUPHORBIACEAE,"Ophthalmoblapton macrophyllum",Allemão,review,,,
EUPHORBIACEAE,"Sebastiania pteroclada","(Müll.Arg.) Müll.Arg.",done,review,CR,"B1ab(i,iii)+2ab(ii,iii)"
EUPHORBIACEAE,"Tragia peltata",Vell.,review,,,
FABACEAE,"Aeschynomene bradei",Rudd,done,open,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
FABACEAE,"Bauhinia albicans",Vogel,done,review,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
FABACEAE,"Dahlstedtia glaziovii","(Taub.) M.J. Silva & A.M.G. Azevedo",done,review,CR,"B2ab(i,ii,iii)"
FABACEAE,"Dahlstedtia grandiflora","(A.M.G. Azevedo) M.J. Silva & A.M.G. Azevedo",done,review,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
FABACEAE,"Dalbergia glaziovii",Harms,done,review,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
FABACEAE,"Inga arenicola",T.D.Penn.,done,review,,
FABACEAE,"Inga enterolobioides",T.D.Penn.,done,review,DD,
FABACEAE,"Luetzelburgia trialata","(Ducke) Ducke",done,review,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
FABACEAE,"Lupinus dusenianus",C.P.Sm.,done,review,EN,"B1ab(i,ii,iii)"
FABACEAE,"Lupinus hasslerianus",C.P.Sm.,done,review,DD,
FABACEAE,"Lupinus russellianus",C.P.Sm.,validation,,,
FABACEAE,"Machaerium firmum","(Vell.) Benth.",open,,,
FABACEAE,"Machaerium legale","(Vell.) Benth.",done,,,
FABACEAE,"Machaerium macaense","C.V. Mendonça, A.M.G. Azevedo & H.C. Lima",done,,,
FABACEAE,"Machaerium obovatum","Kuhlm. & Hoehne",done,,,
FABACEAE,"Martiodendron fluminense",Lombardi,done,,,
FABACEAE,"Mimosa ernestii",Harms,done,,,
FABACEAE,"Mimosa glazioui",Benth.,done,,,
FABACEAE,"Moldenhawera polysperma","(Vell.) Stellfeld",done,,,
FABACEAE,"Ormosia altimontana","J.E. Mereles & H.C. Lima",done,,,
FABACEAE,"Peltogyne mattosiana",Rizzini,done,,,
FABACEAE,"Piptadenia laxipinna",G.M.Barroso,done,,,
FABACEAE,"Piptadenia polyptera",Benth.,done,,,
FABACEAE,"Poecilanthe fluminensis","J.E. Mereles & H.C. Lima",done,,,
FABACEAE,"Senegalia miersii","(Benth.) Seigler & Ebinger",done,,,
FABACEAE,"Senegalia mikanii","(Benth.) Seigler & Ebinger",done,,,
FABACEAE,"Swartzia glazioviana","(Taub.) Glaz.",done,,,
FABACEAE,"Swartzia submontana","R. B. Pinto, Torke & Mansano",done,,,
FABACEAE,"Tachigali beaurepairei","(Harms) L.G.Silva & H.C.Lima",done,,,
FABACEAE,"Zollernia glaziovii",Yakovlev,done,,,
GENTIANACEAE,"Prepusa alata","Porto & Brade",done,review,CR,"B1ab(i,ii,iii)"
GENTIANACEAE,"Prepusa connata",Gardner,done,review,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
GENTIANACEAE,"Prepusa hookeriana",Gardner,done,review,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
GERANIACEAE,"Geranium brasiliense",Progel,done,,,
GESNERIACEAE,"Besleria fluminensis",Brade,review,,,
GESNERIACEAE,"Besleria melancholica","(Vell.) C.V.Morton",validation,,,
GESNERIACEAE,"Nematanthus mirabilis","(Handro) Chautems",validation,,,
GESNERIACEAE,"Nematanthus pycnophyllus","Chautems et al.",validation,,,
GESNERIACEAE,"Nematanthus serpens","(Vell.) Chautems",validation,,,
GESNERIACEAE,"Sinningia bulbosa","(Ker Gawl.) Wiehler",validation,,,
GESNERIACEAE,"Sinningia cardinalis","(Lehm.) H.E.Moore",validation,,,
GESNERIACEAE,"Sinningia cochlearis","(Hook.) Chautems",validation,,,
GESNERIACEAE,"Sinningia gesneriifolia","(Hanst.) Clayberg",validation,,,
GESNERIACEAE,"Sinningia guttata",Lindl.,validation,,,
GESNERIACEAE,"Sinningia helleri",Nees,validation,,,
GESNERIACEAE,"Sinningia hirsuta","(Lindl.) G.Nicholson",validation,,,
GESNERIACEAE,"Sinningia lateritia","(Lindl.) Chautems",validation,,,
GESNERIACEAE,"Sinningia lindleyi",Schauer,validation,,,
GESNERIACEAE,"Sinningia muscicola","Chautems, T. Lopes & M. Peixoto",validation,,,
GESNERIACEAE,"Sinningia pusilla","(Mart.) Baill.",validation,,,
GESNERIACEAE,"Vanhouttea bradeana",Hoehne,validation,,,
GESNERIACEAE,"Vanhouttea fruticulosa","(Glaz. ex Hoehne) Chautems",validation,,,
GESNERIACEAE,"Vanhouttea gardneri","(Hook.) Fritsch",validation,,,
GESNERIACEAE,"Vanhouttea lanata",Fritsch,validation,,,
HELICONIACEAE,"Heliconia pseudoaemygdiana","Emygdio & E.Santos",validation,,,
IRIDACEAE,"Neomarica itatiaica","(Ravenna) A. Gil",review,open,CR,"B2ab(i,ii,iii,iv,v)"
IRIDACEAE,"Neomarica longifolia","(Link & Otto) Sprague",review,open,EN,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)"
IRIDACEAE,"Neomarica northiana","(Schneev.) Sprague",review,open,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
IRIDACEAE,"Neomarica silvestris","(Vell.) Chukr",review,,,
IRIDACEAE,"Trimezia organensis",Ravenna,review,open,EN,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)"
ISOETACEAE,"Isoetes goebelii",U.Weber,done,review,CR,"B2ab(i,ii,iii)"
ISOETACEAE,"Isoetes organensis",U.Weber,validation,review,DD,
ISOETACEAE,"Isoetes ulei",U.Weber,done,review,CR,"B2ab(ii,iii)"
LAMIACEAE,"Hyptis cymulosa",Benth.,review,open,DD,
LAMIACEAE,"Salvia benthamiana",Gardner,review,open,EN,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)"
LAMIACEAE,"Salvia longibracteolata",E.P.Santos,review,open,CR,"B1ab(i,iii)"
LAMIACEAE,"Salvia rivularis",Gardner,review,open,VU,"B1ab(i,ii,iii,iv,v)"
LAMIACEAE,"Scutellaria tubiflora",Benth.,review,open,DD,
LAURACEAE,"Aniba pedicellata",Kosterm.,validation,comments,DD,
LAURACEAE,"Beilschmiedia angustifolia",Kosterm.,validation,open,EN,B1ab(iii)+2ab(iii)
LAURACEAE,"Beilschmiedia stricta",Kosterm.,review,review,DD,
LAURACEAE,"Endlicheria balsamea",Vattimo-Gil,review,comments,DD,
LAURACEAE,"Mezilaurus navalium","(Allemão) Taub. ex Mez",validation,open,CR,A1d
LAURACEAE,"Nectandra spicata",Meisn.,validation,comments,DD,
LAURACEAE,"Ocotea abbreviata","Schwacke & Mez",review,review,DD,
LAURACEAE,"Ocotea leucophloea","(Nees et Mart.) L.C.S. Assis e Mello-Silva",review,review,DD,
LAURACEAE,"Ocotea schwackeana",Mez,validation,review,EN,B1ab(iii)+2ab(iii)
LAURACEAE,"Ocotea sinaiana",Vattimo-Gil,review-sig,review,DD,
LAURACEAE,"Ocotea sulcata",Vattimo-Gil,review,review,EN,"B1ab(iii,v)+2ab(iii,v)"
LECYTHIDACEAE,"Couratari pyramidata","(Vell.) Kunth",validation,review,EN,"A2ad;B2ab(i,ii,iii,iv,v)"
LEJEUNEACEAE,"Colura itatyana",Steph.,validation,,,
LENTIBULARIACEAE,"Utricularia geminiloba",Benj.,validation,,,
LOGANIACEAE,"Strychnos dantaensis","E.A. Manoel, Carrijo & E.F. Gim.",done,review,CR,"B2ab(ii,iii)"
LOGANIACEAE,"Strychnos jacarepiensis","E.A.Manoel & E.F.Guim.",done,review,CR,"B2ab(ii,iii)"
LORANTHACEAE,"Psittacanthus pluricotyledonarius",Rizzini,done,review,LC,
LORANTHACEAE,"Struthanthus armandianus",Rizzini,validation,open,DD,
LORANTHACEAE,"Struthanthus dorothyi",Rizzini,done,review,CR,"B2ab(ii,iii,iv)"
LORANTHACEAE,"Struthanthus harlingianus",Rizzini,done,review,DD,
LORANTHACEAE,"Struthanthus involucratus",Rizzini,done,review,CR,"B2ab(ii,iii,iv)"
LORANTHACEAE,"Struthanthus maricensis","Rizzini ex Profice",done,review,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
LORANTHACEAE,"Struthanthus pentamerus",Rizzini,done,review,CR,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
MALPIGHIACEAE,"Banisteriopsis magdalenensis",B.Gates,done,comments,DD,
MALPIGHIACEAE,"Bronwenia peckoltii","W.R.Anderson & C.C.Davis",validation,review,DD,
MALPIGHIACEAE,"Heteropterys occhionii",Amorim,done,open,,
MALPIGHIACEAE,"Heteropterys ternstroemiifolia",A.Juss.,validation,open,,
MALPIGHIACEAE,"Janusia diminuta","R.Sebast. & Mamede",done,review,CR,"B2ab(ii,iii,iv)"
MALPIGHIACEAE,"Stigmaphyllon affine",A.Juss.,validation,review,VU,"B1ab(i,ii,iii,iv)"
MALPIGHIACEAE,"Stigmaphyllon carautae",C.E.Anderson,validation,open,,
MALVACEAE,"Abutilon anodoides","A.St.-Hil. & Naudin",review,,,
MALVACEAE,"Abutilon esculentum",A.St.-Hil.,review,,,
MALVACEAE,"Abutilon hirsutum","(Vell.) K.Schum.",review,,,
MALVACEAE,"Abutilon macrophyllum","A.St.-Hil. & Naudin",review,,,
MALVACEAE,"Byttneria beyrichiana",K.Schum.,review,,,
MALVACEAE,"Callianthe glaziovii","(K. Schum.) Donnel",review,,,
MALVACEAE,"Callianthe sellowiana","(Klotzsch) Donnel",review,,,
MALVACEAE,"Callianthe senilis","(K. Schum) Donnel",review,,,
MALVACEAE,"Gaya gaudichaudiana",A.St.-Hil.,review,,,
MALVACEAE,"Sida petropolitana",Mont.,review,,,
MALVACEAE,"Sida sampaiana",Mont.,review,,,
MARANTACEAE,"Goeppertia dorothyae","(J.M.A. Braga & H. Kenn.) J.M.A. Braga",validation,,,
MARANTACEAE,"Goeppertia fatimae","(H.Kenn. & J.M.A.Braga) Borchs. & S.Suárez",validation,,,
MARANTACEAE,"Goeppertia grazielae","(H.Kenn. & J.M.A.Braga) Borchs. & S.Suárez",validation,,,
MARANTACEAE,"Goeppertia reginae","(J.M.A.Braga) Borchs. & S.Suárez",validation,,,
MARANTACEAE,"Goeppertia sphaerocephala","(K.Schum.) Borchs. & S.Suárez",validation,,,
MARANTACEAE,"Thalia petersiana","K. Schum.",validation,,,
MARCGRAVIACEAE,"Marcgravia comosa",C.Presl,validation,review,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
MARCGRAVIACEAE,"Souroubea platyadenia","(Gilg) de Roon",done,review,DD,
MELASTOMATACEAE,"Behuria cordifolia",Cogn.,done,review,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
MELASTOMATACEAE,"Behuria corymbosa",Cogn.,done,review,CR,"B2ab(ii,iii)"
MELASTOMATACEAE,"Behuria edmundoi",Brade,done,review,CR,"B2ab(ii,iii)"
MELASTOMATACEAE,"Behuria glazioviana",Cogn.,done,review,DD,
MELASTOMATACEAE,"Behuria huberioides",Brade,done,review,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
MELASTOMATACEAE,"Behuria limae",Brade,done,review,VU,D2
MELASTOMATACEAE,"Behuria magdalenensis","(Brade) R.Tav. & Baumgratz",done,review,VU,D2
MELASTOMATACEAE,"Behuria mouraei",Cogn.,done,review,CR,"B2ab(ii,iii)"
MELASTOMATACEAE,"Behuria organensis","(Saldanha & Cogn.) R.Tav. & Baumgratz",done,review,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
MELASTOMATACEAE,"Bertolonia grazielae",Baumgratz,done,review,CR,"B2ab(ii,iii)"
MELASTOMATACEAE,"Bertolonia valenteana",Baumgratz,done,review,CR,"B2ab(ii,iii)"
MELASTOMATACEAE,"Bisglaziovia behurioides",Cogn.,done,review,CR,"B2ab(i,ii,iii)"
MELASTOMATACEAE,"Clidemia raddiana",Cogn.,done,review,DD,
MELASTOMATACEAE,"Huberia minor",Cogn.,done,review,CR,"B2ab(ii,iii)"
MELASTOMATACEAE,"Huberia parvifolia",Cogn.,done,review,CR,"B2ab(ii,iii)"
MELASTOMATACEAE,"Huberia triplinervis",Cogn.,done,comments,DD,
MELASTOMATACEAE,"Itatiaia cleistopetala","(Ule) Ule",done,,,
MELASTOMATACEAE,"Leandra alpestris","(Gardner) Cogn.",done,review,DD,
MELASTOMATACEAE,"Leandra altomacaensis","Baumgratz & D`El Rei Souza",done,review,CR,"B2ab(ii,iii)"
MELASTOMATACEAE,"Leandra atrata",Cogn.,done,review,DD,
MELASTOMATACEAE,"Leandra atroviridis",Cogn.,done,review,DD,
MELASTOMATACEAE,"Leandra breviflora",Cogn.,done,comments,VU,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
MELASTOMATACEAE,"Leandra chaetocalyx","(A.Gray) Cogn.",done,review,DD,
MELASTOMATACEAE,"Leandra dentata",Cogn.,done,review,EN,"B2ab(ii,iii)"
MELASTOMATACEAE,"Leandra depauperata","Cogn. ex Kuntze",done,review,DD,
MELASTOMATACEAE,"Leandra freyreissii",Cogn.,done,review,DD,
MELASTOMATACEAE,"Leandra laxa",Cogn.,done,review,EN,"B2ab(ii,iii)"
MELASTOMATACEAE,"Leandra magdalenensis",Brade,done,review,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
MELASTOMATACEAE,"Leandra markgrafii",Brade,done,review,DD,
MELASTOMATACEAE,"Leandra mollis",Cogn.,done,review,EN,"B2ab(ii,iii)"
MELASTOMATACEAE,"Leandra mouraei",Cogn.,done,comments,CR,"B1ab(i,ii,iii)"
MELASTOMATACEAE,"Leandra multisetosa",Cogn.,done,comments,CR,"B2ab(ii,iii)"
MELASTOMATACEAE,"Leandra niangaeformis",Cogn.,done,review,CR,"B2ab(ii,iii)"
MELASTOMATACEAE,"Leandra organensis",Cogn.,done,review,CR,"B2ab(ii,iii)"
MELASTOMATACEAE,"Leandra rubida",Cogn.,done,review,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
MELASTOMATACEAE,"Leandra saldanhaei",Cogn.,done,review,DD,
MELASTOMATACEAE,"Leandra schwackei",Cogn.,done,review,DD,
MELASTOMATACEAE,"Leandra sessiliflora",Cogn.,done,review,DD,
MELASTOMATACEAE,"Leandra sphaerocarpa",Cogn.,done,review,CR,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
MELASTOMATACEAE,"Leandra tetragona",Cogn.,done,review,DD,
MELASTOMATACEAE,"Meriania excelsa","(Gardner) Cogn.",done,review,CR,B1ab(iii)+2ab(iii);D
MELASTOMATACEAE,"Meriania glabra","(DC.) Triana",done,review,VU,"B1ab(i,ii,iii)"
MELASTOMATACEAE,"Meriania glazioviana",Cogn.,done,review,CR,"A2ac;B2b(ii,iii)"
MELASTOMATACEAE,"Meriania longipes",Triana,done,review,CR,"A2ac;B2ab(ii,iii)"
MELASTOMATACEAE,"Meriania robusta",Cogn.,done,review,VU,A2ac
MELASTOMATACEAE,"Miconia augusti",Cogn.,done,review,DD,
MELASTOMATACEAE,"Miconia cinerea",Cogn.,done,review,DD,
MELASTOMATACEAE,"Miconia dichroa",Cogn.,done,review,DD,
MELASTOMATACEAE,"Miconia eichleri",Cogn.,done,review,LC,
MELASTOMATACEAE,"Miconia elaeodendron","(DC.) Naudin",done,review,CR,"B2ab(ii,iii)"
MELASTOMATACEAE,"Miconia fluminensis",Ule,done,review,DD,
MELASTOMATACEAE,"Miconia gigantea",Cogn.,done,review,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
MELASTOMATACEAE,"Miconia gilva",Cogn.,done,review,DD,
MELASTOMATACEAE,"Miconia glazioviana",Cogn.,done,review,DD,
MELASTOMATACEAE,"Miconia klotzschii",Triana,done,review,DD,
MELASTOMATACEAE,"Miconia laeta",Cogn.,done,review,DD,
MELASTOMATACEAE,"Miconia oblongifolia",Cogn.,done,review,DD,
MELASTOMATACEAE,"Miconia ovalifolia",Cogn.,done,review,DD,
MELASTOMATACEAE,"Miconia ovata",Cogn.,done,review,DD,
MELASTOMATACEAE,"Miconia penduliflora",Cogn.,done,review,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
MELASTOMATACEAE,"Miconia pseudoeichleri",Cogn.,done,review,DD,
MELASTOMATACEAE,"Miconia rabenii",Cogn.,done,review,DD,
MELASTOMATACEAE,"Miconia subvernicosa",Cogn.,done,review,EN,"B2ab(i,ii,iii)"
MELASTOMATACEAE,"Mouriri arenicola",Morley,done,review,CR,"B2ab(ii,iii)"
MELASTOMATACEAE,"Pleiochiton glaziovianum",Cogn.,done,review,CR,"B2ab(ii,iii)"
MELASTOMATACEAE,"Pleiochiton longipetiolatum",Brade,done,review,CR,"B2ab(ii,iii)"
MELASTOMATACEAE,"Pleiochiton magdalenense",Brade,done,review,DD,
MELASTOMATACEAE,"Pleiochiton micranthum",Cogn.,done,review,VU,D2
MELASTOMATACEAE,"Pleiochiton parvifolium",Cogn.,done,review,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
MELASTOMATACEAE,"Tibouchina alata",Cogn.,done,review,CR,"B2ab(ii,iii)"
MELASTOMATACEAE,"Tibouchina axillaris",Cogn.,done,review,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
MELASTOMATACEAE,"Tibouchina benthamiana","(Gardner) Cogn.",done,review,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
MELASTOMATACEAE,"Tibouchina cordifolia",Cogn.,done,review,DD,
MELASTOMATACEAE,"Tibouchina cristata",Brade,done,review,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)"
MELASTOMATACEAE,"Tibouchina discolor",Brade,done,review,DD,
MELASTOMATACEAE,"Tibouchina elegans","(Gardner) Cogn.",done,review,DD,
MELASTOMATACEAE,"Tibouchina hirsutissima",Cogn.,done,review,CR,"B2ab(i,ii,iii)"
MELASTOMATACEAE,"Tibouchina maximiliana","(DC.) Baill.",done,review,CR,"B2ab(i,ii,iii)"
MELASTOMATACEAE,"Tibouchina pallida",Cogn.,done,review,CR,"B2ab(i,ii,iii)"
MELASTOMATACEAE,"Tibouchina schwackei",Cogn.,done,review,DD,
MELASTOMATACEAE,"Tibouchina thereminiana","(DC.) Cogn.",done,review,VU,D2
MELASTOMATACEAE,"Tibouchina virgata","(Gardner) Cogn.",done,review,DD,
MELIACEAE,"Trichilia luciae",Barreiros,review,,,
MONIMIACEAE,"Grazielanthus arkeocarpus","Peixoto & Per.-Moura",done,review,CR,"B2ab(i,ii,iii,iv);D1"
MONIMIACEAE,"Macropeplus friburgensis","(Perkins) I.Santos & Peixoto",validation,open,,
MONIMIACEAE,"Mollinedia acutissima",Perkins,validation,review,CR,"B2ab(ii,iii,iv)"
MONIMIACEAE,"Mollinedia corcovadensis",Perkins,validation,review,CR,"B2ab(ii,iii,iv)"
MONIMIACEAE,"Mollinedia longicuspidata",Perkins,done,open,,
MONIMIACEAE,"Mollinedia marliae","Peixoto & V. Pereira",validation,review,CR,"B2ab(ii,iii,iv);C2a(i);D1"
MONIMIACEAE,"Mollinedia stenophylla",Perkins,validation,review,CR,"B2ab(ii,iii,iv)"
MORACEAE,"Dorstenia brevipetiolata",C.C.Berg,done,review,DD,
MORACEAE,"Dorstenia fischeri",Bureau,done,open,CR,"B2ab(i,ii,iii,iv)"
MORACEAE,"Sorocea carautana","M.D.M.Vianna et al.",done,review,EN,"B2ab(i,ii,iii,iv)"
MYRTACEAE,"Calyptranthes anceps",O.Berg,validation,,,
MYRTACEAE,"Calyptranthes aromatica",A.St.-Hil.,validation,,,
MYRTACEAE,"Calyptranthes bimarginata",O.Berg,validation,,,
MYRTACEAE,"Calyptranthes caudata",Gardner,validation,,,
MYRTACEAE,"Calyptranthes grandiflora",O.Berg,validation,,,
MYRTACEAE,"Calyptranthes martiusiana",DC.,validation,,,
MYRTACEAE,"Calyptranthes ursina","Barroso & Peixoto",validation,,,
MYRTACEAE,"Campomanesia fruticosa","(Vell.) O.Berg",review,,,
MYRTACEAE,"Campomanesia hirsuta",Gardner,done,,,
MYRTACEAE,"Campomanesia lundiana","(Kiaersk.) Mattos",done,open,,
MYRTACEAE,"Campomanesia mediterranea","(Vell.) O.Berg",review,,,
MYRTACEAE,"Campomanesia terminalis","(Vell.) Mattos",review,,,
MYRTACEAE,"Eugenia arrabidae",O.Berg,review,,,
MYRTACEAE,"Eugenia arvensis",Vell.,review,,,
MYRTACEAE,"Eugenia augustana",Kiaersk.,review,,,
MYRTACEAE,"Eugenia brachysepala",Kiaersk.,review,,,
MYRTACEAE,"Eugenia cambucae",Mattos,review,,,
MYRTACEAE,"Eugenia coccifera",O.Berg,review,,,
MYRTACEAE,"Eugenia corcovadensis",Kiaersk.,review,,,
MYRTACEAE,"Eugenia crenata",Vell.,review,,,
MYRTACEAE,"Eugenia decussata","(Vell.) Mattos",review,,,
