family,scientificName,threat,incidence,timing,decline
ASTERACEAE,"Macropodina bradei","7.1.1 Increase in fire frequency/intensity",local,past;present;future,"habitat;locality;occupancy;occurrence;mature individuals"
ASTERACEAE,"Macropodina bradei","1.2 Commercial & industrial areas",local,past;present;future,habitat;occurrence
ASTERACEAE,"Mikania alexandreae","8.1.2 Named species",local,past;present;future,occupancy
ASTERACEAE,"Mikania alexandreae","1.1 Housing & urban areas",local,past;present;future,locality;habitat;occurrence
ASTERACEAE,"Mikania cabrerae","1.1 Housing & urban areas",local,past;present;future,habitat;occurrence
MELASTOMATACEAE,"Huberia minor","1.3 Tourism & recreation areas",regional,past;present,habitat;occupancy;occurrence
MELASTOMATACEAE,"Huberia minor","2.1.2 Small-holder farming",regional,past;present,habitat;occupancy;occurrence
ASTERACEAE,"Mikania campos-portoana","1.1 Housing & urban areas",local,past;present;future,habitat;locality;occurrence
ASTERACEAE,"Mikania campos-portoana","8.1.2 Named species",local,past;present;future,occupancy
ASTERACEAE,"Mikania campos-portoana","1.3 Tourism & recreation areas",local,past;present;future,habitat;occurrence
ASTERACEAE,"Mikania hastifolia","1.1 Housing & urban areas",local,past;present,locality;habitat;occurrence
ASTERACEAE,"Mikania hastifolia","1.3 Tourism & recreation areas",local,past;present;future,habitat;occurrence
ASTERACEAE,"Mikania hastifolia","8.1.1 Unspecified species",local,past;present;future,occupancy
ASTERACEAE,"Mikania hastifolia","7.1 Fire & fire suppression",local,past;present,"locality;habitat;occupancy;occurrence;mature individuals"
ASTERACEAE,"Mikania hastifolia","1.3 Tourism & recreation areas",local,past;present;future,habitat;occurrence
ASTERACEAE,"Mikania hastifolia","7.1.1 Increase in fire frequency/intensity",local,past;present;future,"locality;habitat;occupancy;occurrence;mature individuals"
BROMELIACEAE,"Nidularium utriculosum","1 Residential & commercial development",local,past;present,"locality;habitat;occupancy;occurrence;mature individuals"
BROMELIACEAE,"Nidularium utriculosum","2.3.4 Scale Unknown/Unrecorded",local,past;present;future,"locality;habitat;occupancy;occurrence;mature individuals"
PRIMULACEAE,"Stylogyne sordida","1.1 Housing & urban areas",local,past;present;future,locality;habitat;occupancy;occurrence
ASTERACEAE,"Mikania pteropoda","1.1 Housing & urban areas",local,past;present;present,habitat;occurrence
ASTERACEAE,"Mikania pteropoda","1.1 Housing & urban areas",local,past;present;future,habitat;occurrence
ASTERACEAE,"Mikania vauthieriana","1.1 Housing & urban areas",local,past;present;future,locality;habitat;occurrence
ASTERACEAE,"Mikania vauthieriana","2.2.3 Scale Unknown/Unrecorded",local,past;present;future,locality;habitat;occurrence
ASTERACEAE,"Mikania vauthieriana","1.3 Tourism & recreation areas",local,past;present;future,habitat;occurrence
ASTERACEAE,"Mikania vauthieriana","1.1 Housing & urban areas",local,past;present;future,occurrence;habitat
COMMELINACEAE,"Dichorisandra picta","2.3 Livestock farming & ranching",regional,past;present,habitat;occurrence
ASTERACEAE,"Ophryosporus organensis","7.1.1 Increase in fire frequency/intensity",local,past;present;future,"locality;habitat;occupancy;occurrence;mature individuals"
ASTERACEAE,"Ophryosporus organensis","1.3 Tourism & recreation areas",local,past;present;future,habitat;occurrence
ARACEAE,"Anthurium lucidum","8.1.2 Named species",local,past;present;future,occupancy
ARACEAE,"Anthurium lucidum","1.1 Housing & urban areas",local,past;present;future,occurrence;habitat
BROMELIACEAE,"Nidularium viridipetalum","2.1.4 Scale Unknown/Unrecorded",local,past;present;future,"habitat;occupancy;occurrence;mature individuals"
BROMELIACEAE,"Nidularium viridipetalum","1.1 Housing & urban areas",local,present;future,"habitat;locality;occupancy;occurrence;mature individuals"
ASTERACEAE,"Piptocarpha verticillata","1.1 Housing & urban areas",local,past;present;future,habitat;occurrence
ASTERACEAE,"Senecio arctiifolius","2.3 Livestock farming & ranching",local,past;present;future,locality;habitat;occurrence
ASTERACEAE,"Senecio arctiifolius","1.1 Housing & urban areas",local,past;present;future,habitat;occupancy;occurrence
MONIMIACEAE,"Mollinedia longicuspidata","1.1 Housing & urban areas",regional,past;present;future,locality;habitat;occupancy;occurrence
ASTERACEAE,"Senecio malacophyllus","1.2 Commercial & industrial areas",local,past;present;future,occurrence;habitat
PRIMULACEAE,"Stylogyne leptantha","7.1.1 Increase in fire frequency/intensity",regional,past;present;future,locality;habitat;occupancy;occurrence
COMMELINACEAE,"Dichorisandra begoniaefolia","1.1 Housing & urban areas",regional,past;present;future,
COMMELINACEAE,"Dichorisandra begoniaefolia","1.3 Tourism & recreation areas",regional,past;present;future,
ASTERACEAE,"Senecio ramentaceus","1.1 Housing & urban areas",local,past;present;future,habitat;occurrence
ORCHIDACEAE,"Hapalorchis cymbirostris","9.5 Air-borne pollutants",regional,present,habitat
ORCHIDACEAE,"Hapalorchis cymbirostris","7.1.1 Increase in fire frequency/intensity",regional,past;present,habitat;occurrence
ASTERACEAE,"Stevia organensis","7.1.1 Increase in fire frequency/intensity",local,past;present;future,"locality;habitat;occupancy;occurrence;mature individuals"
ASTERACEAE,"Stevia organensis","1.3 Tourism & recreation areas",local,past;present;future,habitat;occurrence
ASTERACEAE,"Stevia organensis","7.1.1 Increase in fire frequency/intensity",local,past;present;future,"locality;habitat;occupancy;occurrence;mature individuals"
ASTERACEAE,"Stevia verticillata","2.3 Livestock farming & ranching",local,past;present;future,habitat;occurrence
ASTERACEAE,"Trichogoniopsis podocarpa","1.1 Housing & urban areas",local,past;present;future,habitat;occurrence
ASTERACEAE,"Trichogoniopsis podocarpa","1.3 Tourism & recreation areas",local,past;present;future,habitat;occurrence
ASTERACEAE,"Wunderlichia insignis","2.3 Livestock farming & ranching",local,past;present;future,locality;habitat;occurrence
ASTERACEAE,"Wunderlichia insignis","2 Agriculture & aquaculture",local,past;present;future,habitat;occurrence
ASTERACEAE,"Wunderlichia insignis","3.2 Mining & quarrying",local,past;present,habitat;occurrence
ASTERACEAE,"Wunderlichia insignis","7.1.1 Increase in fire frequency/intensity",local,past;present;future,"locality;habitat;occupancy;occurrence;mature individuals"
MONIMIACEAE,"Mollinedia corcovadensis","1.1 Housing & urban areas",regional,past;present;future,
MONIMIACEAE,"Mollinedia corcovadensis","1.3 Tourism & recreation areas",regional,past;present;future,
MONIMIACEAE,"Mollinedia corcovadensis","10.3 Avalanches/landslides",regional,past;present;future,locality;occupancy;habitat;occurrence
MONIMIACEAE,"Mollinedia corcovadensis","7.1 Fire & fire suppression",regional,past;present;future,locality;habitat;occupancy;occurrence
ARACEAE,"Anthurium augustinum","2 Agriculture & aquaculture",local,past;present,locality;habitat;occurrence
ARACEAE,"Anthurium augustinum","2 Agriculture & aquaculture",local,past;present,habitat;occurrence;locality
ARACEAE,"Anthurium augustinum","8.1.2 Named species",local,past;present,occupancy
ARACEAE,"Anthurium augustinum","1.3 Tourism & recreation areas",local,past;present;future,occurrence;occupancy;habitat
MONIMIACEAE,"Mollinedia stenophylla","1.1 Housing & urban areas",regional,past;present;future,locality;habitat;occupancy;occurrence
ARACEAE,"Anthurium bragae","1.3 Tourism & recreation areas",local,past;present;future,habitat;occurrence
ARACEAE,"Anthurium bragae","7.1.1 Increase in fire frequency/intensity",local,past;present;future,"locality;habitat;occupancy;occurrence;mature individuals"
ARACEAE,"Anthurium laucheanum","7.1.1 Increase in fire frequency/intensity",regional,past;present;future,locality;habitat;occupancy;occurrence
ARACEAE,"Anthurium laucheanum","1.1 Housing & urban areas",local,past;present;future,habitat;occurrence
MONIMIACEAE,"Mollinedia acutissima","2.1 Annual & perennial non-timber crops",regional,past,locality;habitat;occupancy
MONIMIACEAE,"Mollinedia acutissima","1.1 Housing & urban areas",regional,past;present;future,locality;habitat;occupancy;occurrence
MONIMIACEAE,"Mollinedia acutissima","7.1 Fire & fire suppression",regional,past;present;future,locality;habitat;occupancy;occurrence
ARACEAE,"Anthurium lhotzkyanum","1.1 Housing & urban areas",local,past;present;future,habitat;occurrence
ARACEAE,"Anthurium lhotzkyanum","7.1.1 Increase in fire frequency/intensity",local,past;present;future,"locality;habitat;occupancy;occurrence;mature individuals"
ARACEAE,"Anthurium lhotzkyanum","1.1 Housing & urban areas",local,past;present;future,habitat;occurrence
ARACEAE,"Anthurium lhotzkyanum","7.1.1 Increase in fire frequency/intensity",local,past;present;future,"locality;habitat;occupancy;occurrence;mature individuals"
ARACEAE,"Anthurium luschnathianum","1.1 Housing & urban areas",local,past;present;future,occurrence;habitat
ARACEAE,"Anthurium luschnathianum","7.1.1 Increase in fire frequency/intensity",local,past;present;future,"locality;habitat;occupancy;occurrence;mature individuals"
ARACEAE,"Anthurium nitidulum","1.3 Tourism & recreation areas",local,past;present;future,habitat;occurrence
ARACEAE,"Anthurium nitidulum","7.1.1 Increase in fire frequency/intensity",local,past;present;future,"locality;habitat;occupancy;occurrence;mature individuals"
ARACEAE,"Anthurium nitidulum","1.1 Housing & urban areas",local,past;present;future,habitat;occurrence
ARACEAE,"Anthurium simonii","1 Residential & commercial development",local,past;present,occurrence;habitat
ARACEAE,"Anthurium simonii","1.1 Housing & urban areas",local,past;present;future,habitat;occurrence
ARACEAE,"Anthurium simonii","1.3 Tourism & recreation areas",local,past;present;future,habitat;occurrence
ARACEAE,"Anthurium validinervium","1 Residential & commercial development",local,past;present,habitat;occurrence
ARACEAE,"Anthurium validinervium","1.3 Tourism & recreation areas",local,past;present;future,habitat;occurrence
ARACEAE,"Anthurium validinervium","8.1.1 Unspecified species",local,past;present,occupancy
ARACEAE,"Asterostigma concinnum","8.1.2 Named species",local,past;present;future,
ARACEAE,"Asterostigma concinnum","1.1 Housing & urban areas",local,past;present;future,habitat;occurrence
ARACEAE,"Philodendron alternans","2.2.2 Agro-industry plantations",local,past;present,habitat;occurrence
ARACEAE,"Philodendron alternans","7.1.1 Increase in fire frequency/intensity",local,past;present;future,
ARACEAE,"Philodendron alternans","7.1.1 Increase in fire frequency/intensity",local,past;present;future,"locality;habitat;occupancy;occurrence;mature individuals"
ARACEAE,"Philodendron fragile","1 Residential & commercial development",local,past;present;future,habitat;occurrence
ARACEAE,"Philodendron fragile","7.1.1 Increase in fire frequency/intensity",local,past;present;future,"locality;habitat;occupancy;occurrence;mature individuals"
ARACEAE,"Philodendron fragile","2 Agriculture & aquaculture",local,past;present;future,habitat;occurrence
ARACEAE,"Philodendron millerianum","1 Residential & commercial development",local,past;present;future,habitat;occurrence
ARACEAE,"Wolffiella neotropica","1 Residential & commercial development",local,past;present;future,habitat;occurrence
ORCHIDACEAE,"Lankesterella pilosa","10.3 Avalanches/landslides",regional,past;present,habitat;occurrence
BROMELIACEAE,"Quesnelia edmundoi","1.1 Housing & urban areas",local,past;present;future,"habitat;locality;occupancy;occurrence;mature individuals"
BROMELIACEAE,"Quesnelia edmundoi","2.3.3 Agro-industry grazing, ranching or farming",local,past;present;future,"habitat;occupancy;occupancy;occurrence;mature individuals"
MELASTOMATACEAE,"Huberia parvifolia","2.3.2 Small-holder grazing, ranching or farming",regional,past;present,habitat;occupancy;occurrence
MELASTOMATACEAE,"Huberia parvifolia","2.1.2 Small-holder farming",regional,past;present,habitat;occupancy;occurrence
MELASTOMATACEAE,"Huberia parvifolia","1.3 Tourism & recreation areas",regional,past;present,habitat
MELASTOMATACEAE,"Huberia parvifolia","1.1 Housing & urban areas",regional,past;present,habitat;occupancy;occurrence
BROMELIACEAE,"Quesnelia lateralis","8.2.2 Named species",local,present,habitat;occurrence;occupancy
BROMELIACEAE,"Quesnelia lateralis","1.1 Housing & urban areas",local,past;present;future,locality;habitat
BROMELIACEAE,"Quesnelia lateralis","1.3 Tourism & recreation areas",local,present;future,locality;habitat
BROMELIACEAE,"Quesnelia lateralis","7.1.1 Increase in fire frequency/intensity",local,past;present;future,"habitat;locality;occupancy;occurrence;mature individuals"
BROMELIACEAE,"Quesnelia seideliana","2.1.2 Small-holder farming",local,past;present,"locality;habitat;occupancy;occurrence;mature individuals"
BROMELIACEAE,"Quesnelia seideliana","1.1 Housing & urban areas",local,present;future,"locality;habitat;occupancy;occurrence;mature individuals"
BROMELIACEAE,"Quesnelia seideliana","1.3 Tourism & recreation areas",local,present;future,locality;habitat
BROMELIACEAE,"Quesnelia seideliana","9.5 Air-borne pollutants",local,present,"mature individuals;locality;habitat"
BROMELIACEAE,"Canistropsis correia-araujoi","1 Residential & commercial development",local,past;present,"locality;habitat;occupancy;occurrence;mature individuals"
BROMELIACEAE,"Canistropsis elata","1.1 Housing & urban areas",local,past;present;future,"locality;habitat;occupancy;occurrence;mature individuals"
BROMELIACEAE,"Canistropsis pulcherrima","1 Residential & commercial development",regional,past;present;future,locality;habitat
BROMELIACEAE,"Tillandsia brachyphylla","5.2.1 Intentional use (species being assessed is the target)",regional,past;present,"occupancy;occurrence;mature individuals"
BROMELIACEAE,"Tillandsia brachyphylla","7.1.1 Increase in fire frequency/intensity",regional,past;present,"habitat;occupancy;occurrence;mature individuals"
MONIMIACEAE,"Mollinedia marliae","1.1 Housing & urban areas",regional,past;present;future,
MELASTOMATACEAE,"Huberia triplinervis","2.3.2 Small-holder grazing, ranching or farming",regional,past;present,habitat;occupancy;occurrence
MELASTOMATACEAE,"Huberia triplinervis","2.1.2 Small-holder farming",regional,past;present,habitat;occupancy;occurrence
MELASTOMATACEAE,"Huberia triplinervis","1.3 Tourism & recreation areas",regional,past;present,habitat
MELASTOMATACEAE,"Huberia triplinervis","1.1 Housing & urban areas",regional,past;present,habitat;occupancy;occurrence
ORCHIDACEAE,"Octomeria aetheoantha","2.3 Livestock farming & ranching",regional,past;present,habitat;occurrence
BROMELIACEAE,"Tillandsia carminea","9.5 Air-borne pollutants",local,present,habitat;locality
BROMELIACEAE,"Tillandsia carminea","8.1.2 Named species",local,past;present;future,occupancy;occurrence
BROMELIACEAE,"Tillandsia carminea","1.3 Tourism & recreation areas",local,past;present;future,habitat;locality;occupancy
BROMELIACEAE,"Tillandsia carminea","7.1.1 Increase in fire frequency/intensity",local,past;present,"locality;habitat;occurrence;occupancy;mature individuals"
BROMELIACEAE,"Tillandsia grazielae","5.2 Gathering terrestrial plants",local,past;present,"occupancy;occurrence;mature individuals"
BROMELIACEAE,"Tillandsia grazielae","7.1.1 Increase in fire frequency/intensity",local,past;present,"habitat;locality;occupancy;occurrence;mature individuals"
BROMELIACEAE,"Tillandsia neglecta","5.2 Gathering terrestrial plants",local,,
BROMELIACEAE,"Tillandsia nuptialis","7.1.1 Increase in fire frequency/intensity",local,past;present,"habitat;occupancy;occurrence;mature individuals"
MELASTOMATACEAE,"Leandra alpestris","1.3 Tourism & recreation areas",regional,past;present,habitat
MELASTOMATACEAE,"Leandra alpestris","7.1 Fire & fire suppression",regional,past;present,habitat;occupancy;occurrence
MELASTOMATACEAE,"Leandra alpestris","8.1.2 Named species",regional,past;present,habitat
BROMELIACEAE,"Tillandsia organensis","7.1.1 Increase in fire frequency/intensity",local,past;present,
EUPHORBIACEAE,"Acalypha peckoltii","2 Agriculture & aquaculture",local,past;present,habitat
EUPHORBIACEAE,"Bernardia brevipes","1 Residential & commercial development",local,past;present;future,habitat;occurrence
EUPHORBIACEAE,"Bernardia brevipes","8.2.2 Named species",local,past;present;future,habitat
EUPHORBIACEAE,"Algernonia gibbosa","1 Residential & commercial development",local,past;present,habitat
EUPHORBIACEAE,"Algernonia glazioui","1.1 Housing & urban areas",local,past;present,habitat
EUPHORBIACEAE,"Algernonia paulae","1.2 Commercial & industrial areas",local,present;future,habitat
EUPHORBIACEAE,"Euphorbia laevigata","1.1 Housing & urban areas",local,past;present;future,habitat;occurrence
EUPHORBIACEAE,"Euphorbia sabulicola","1 Residential & commercial development",local,past;present;future,habitat;occurrence
EUPHORBIACEAE,"Euphorbia sabulicola","1 Residential & commercial development",,,
EUPHORBIACEAE,"Euphorbia sabulicola","2.3 Livestock farming & ranching",local,past;present;future,habitat;occurrence
EUPHORBIACEAE,"Ophthalmoblapton macrophyllum","4.1 Roads & railroads",local,past;present;future,habitat;occurrence
EUPHORBIACEAE,"Ophthalmoblapton macrophyllum","1.1 Housing & urban areas",local,past;present;future,habitat;occurrence;locality
EUPHORBIACEAE,"Ophthalmoblapton macrophyllum","8.1.2 Named species",local,past;present,habitat;occurrence;occupancy
EUPHORBIACEAE,"Ophthalmoblapton macrophyllum","1.1 Housing & urban areas",,,
EUPHORBIACEAE,"Sebastiania pteroclada","1.1 Housing & urban areas",local,past;present,habitat
EUPHORBIACEAE,"Sebastiania pteroclada","7.1 Fire & fire suppression",local,,
EUPHORBIACEAE,"Sebastiania pteroclada","8.1.1 Unspecified species",local,past;present,habitat;occupancy
EUPHORBIACEAE,"Sebastiania pteroclada","1.3 Tourism & recreation areas",local,past;present,habitat
BROMELIACEAE,"Tillandsia reclinata","7.1.1 Increase in fire frequency/intensity",local,past;present,"habitat;occupancy;occurrence;mature individuals"
BROMELIACEAE,"Tillandsia reclinata","5.2 Gathering terrestrial plants",local,past;present;future,occupancy;occurrence
MELASTOMATACEAE,"Leandra altomacaensis","2.3.2 Small-holder grazing, ranching or farming",regional,past;present,habitat;occupancy;occurrence
MELASTOMATACEAE,"Leandra altomacaensis","2.1.2 Small-holder farming",regional,past;present,habitat;occupancy;occurrence
MELASTOMATACEAE,"Leandra altomacaensis","1.3 Tourism & recreation areas",regional,past;present,habitat
MELASTOMATACEAE,"Leandra altomacaensis","1.1 Housing & urban areas",regional,past;present,habitat;occupancy;occurrence
MELASTOMATACEAE,"Leandra atroviridis","2.3.2 Small-holder grazing, ranching or farming",regional,past;present,habitat;occupancy;occurrence
MELASTOMATACEAE,"Leandra atroviridis","2.1.2 Small-holder farming",regional,past;present,habitat;occupancy;occurrence
MELASTOMATACEAE,"Leandra atroviridis","1.3 Tourism & recreation areas",regional,past;present,habitat;occupancy;occurrence
MELASTOMATACEAE,"Leandra atroviridis","1.1 Housing & urban areas",regional,past;present,habitat;occupancy;occurrence
MELASTOMATACEAE,"Leandra chaetocalyx","7.1.1 Increase in fire frequency/intensity",regional,past;present,habitat;occupancy;occurrence
MELASTOMATACEAE,"Leandra chaetocalyx","1.3 Tourism & recreation areas",regional,past;present,habitat
MELASTOMATACEAE,"Leandra chaetocalyx","8.1.2 Named species",regional,past;present,habitat
MELASTOMATACEAE,"Leandra dentata","1.3 Tourism & recreation areas",regional,past;present,habitat
MELASTOMATACEAE,"Leandra dentata","7.1.1 Increase in fire frequency/intensity",regional,past;present,habitat;occupancy;occurrence
BROMELIACEAE,"Tillandsia roseiflora","1.1 Housing & urban areas",regional,past;present;future,locality;habitat
CHRYSOBALANACEAE,"Couepia parvifolia","1 Residential & commercial development",regional,past;present;future,locality;habitat;occupancy;occurrence
CHRYSOBALANACEAE,"Couepia parvifolia","4.1 Roads & railroads",local,past;present;future,locality;habitat;occupancy;occurrence
BROMELIACEAE,"Tillandsia sucrei","1.3 Tourism & recreation areas",local,past;present;future,locality;habitat
BROMELIACEAE,"Tillandsia sucrei","9.5 Air-borne pollutants",local,past;present;future,habitat
BROMELIACEAE,"Tillandsia sucrei","7.1.1 Increase in fire frequency/intensity",local,past;present,"locality;habitat;occupancy;occurrence;mature individuals"
MELASTOMATACEAE,"Leandra magdalenensis","2.3 Livestock farming & ranching",regional,past;present,habitat;occupancy;occurrence
MELASTOMATACEAE,"Leandra magdalenensis","2.2.1 Small-holder plantations",regional,past;present,habitat;occupancy;occurrence
MELASTOMATACEAE,"Leandra magdalenensis","1.1 Housing & urban areas",regional,past;present,habitat;occupancy;occurrence
MELASTOMATACEAE,"Leandra magdalenensis","2.3.2 Small-holder grazing, ranching or farming",regional,past;present,habitat;occupancy;occurrence
MELASTOMATACEAE,"Leandra mouraei","9.5 Air-borne pollutants",regional,past;present,habitat
MELASTOMATACEAE,"Leandra mouraei","1.3 Tourism & recreation areas",regional,past;present,habitat
MELASTOMATACEAE,"Leandra multisetosa","1.1 Housing & urban areas",regional,past;present,habitat;occupancy;occurrence
MELASTOMATACEAE,"Leandra multisetosa","1.3 Tourism & recreation areas",regional,past;present,habitat
MELASTOMATACEAE,"Leandra organensis","7.1.1 Increase in fire frequency/intensity",regional,past;present,habitat;occupancy;occurrence
MELASTOMATACEAE,"Leandra rubida","1.3 Tourism & recreation areas",regional,past;present,habitat
MELASTOMATACEAE,"Leandra rubida","7.1.1 Increase in fire frequency/intensity",regional,past;present,habitat;occupancy;occurrence
MELASTOMATACEAE,"Leandra rubida","1.1 Housing & urban areas",regional,past;present,habitat;occupancy;occurrence
MELASTOMATACEAE,"Leandra rubida","2.1.2 Small-holder farming",regional,past;present,habitat;occupancy;occurrence
MELASTOMATACEAE,"Leandra rubida","2.3.2 Small-holder grazing, ranching or farming",regional,past;present,habitat;occupancy;occurrence
MELASTOMATACEAE,"Leandra saldanhaei","4.1 Roads & railroads",regional,past;present,habitat;occupancy;occurrence
MELASTOMATACEAE,"Leandra sphaerocarpa","2.1.2 Small-holder farming",regional,past;present,habitat;occupancy;occurrence
MELASTOMATACEAE,"Leandra sphaerocarpa","2.3.2 Small-holder grazing, ranching or farming",regional,past;present,habitat;occupancy;occurrence
MELASTOMATACEAE,"Leandra sphaerocarpa","1.3 Tourism & recreation areas",regional,past;present,habitat;occupancy;occurrence
MELASTOMATACEAE,"Leandra sphaerocarpa","1.1 Housing & urban areas",regional,past;present,habitat;occupancy;occurrence
MELASTOMATACEAE,"Leandra tetragona","2.1.2 Small-holder farming",regional,past;present,habitat;occupancy;occurrence
MELASTOMATACEAE,"Leandra tetragona","2.3.2 Small-holder grazing, ranching or farming",regional,past;present,habitat;occupancy;occurrence
MELASTOMATACEAE,"Leandra tetragona","1.3 Tourism & recreation areas",regional,past;present,habitat
MELASTOMATACEAE,"Leandra tetragona","1.1 Housing & urban areas",regional,past;present,habitat;occupancy;occurrence
BROMELIACEAE,"Billbergia brasiliensis","1.1 Housing & urban areas",local,past;present;future,habitat;occupancy;occurrence
BROMELIACEAE,"Billbergia brasiliensis","1.3 Tourism & recreation areas",local,past;present;future,habitat;locality;occupancy;occurrence
FABACEAE,"Bauhinia albicans","1.3 Tourism & recreation areas",regional,future,habitat;occurrence
BROMELIACEAE,"Aechmea cariocae","9.5 Air-borne pollutants",local,past;present;future,"locality;habitat;mature individuals"
BROMELIACEAE,"Aechmea cariocae","1.1 Housing & urban areas",regional,past;present;future,"locality;habitat;occupancy;occurrence;mature individuals"
BROMELIACEAE,"Aechmea cariocae","1.3 Tourism & recreation areas",local,past;present;future,locality;habitat;occurrence
BROMELIACEAE,"Aechmea cariocae","7.1.1 Increase in fire frequency/intensity",local,past;present;future,"locality;habitat;occupancy;occurrence;mature individuals"
BIGNONIACEAE,"Bignonia costata","7.1 Fire & fire suppression",regional,present;past;future,habitat;locality;occupancy;occurrence
BIGNONIACEAE,"Bignonia costata","5.2 Gathering terrestrial plants",regional,past;future,locality;habitat;occupancy;occurrence
BROMELIACEAE,"Aechmea dealbata","1.1 Housing & urban areas",local,past;present;future,"locality;habitat;occupancy;occurrence;mature individuals"
ORCHIDACEAE,"Octomeria cochlearis","2 Agriculture & aquaculture",regional,past,habitat;occurrence
ORCHIDACEAE,"Octomeria cochlearis","1.3 Tourism & recreation areas",regional,present,habitat
ORCHIDACEAE,"Octomeria cochlearis","1.1 Housing & urban areas",regional,present,habitat;occurrence
ORCHIDACEAE,"Octomeria fimbriata","2 Agriculture & aquaculture",regional,past,habitat;occurrence
ORCHIDACEAE,"Octomeria fimbriata","1.3 Tourism & recreation areas",regional,present,habitat
ORCHIDACEAE,"Octomeria fimbriata","1.1 Housing & urban areas",regional,present,habitat;occurrence
BIGNONIACEAE,"Fridericia elegans","1.1 Housing & urban areas",regional,past;present;,
BIGNONIACEAE,"Fridericia elegans","1.1 Housing & urban areas",regional,past;present,
BROMELIACEAE,"Aechmea flavorosea","2 Agriculture & aquaculture",local,past;present;future,"habitat;occupancy;occurrence;mature individuals"
BROMELIACEAE,"Aechmea grazielae","2.1.4 Scale Unknown/Unrecorded",local,past;present;future,"habitat;occupancy;occurrence;mature individuals"
BROMELIACEAE,"Aechmea paratiensis","1.3 Tourism & recreation areas",local,past;present;,"habitat;locality;occupancy;occurrence;mature individuals"
ORCHIDACEAE,"Octomeria itatiaiae","7.1.1 Increase in fire frequency/intensity",,,
BROMELIACEAE,"Aechmea squarrosa","1.2 Commercial & industrial areas",local,past;present;future,"habitat;occupancy;occurrence;mature individuals"
BIGNONIACEAE,"Jacaranda crassifolia","1.1 Housing & urban areas",regional,past;present;future,habitat;locality;occupancy
BIGNONIACEAE,"Jacaranda crassifolia","2.1.4 Scale Unknown/Unrecorded",regional,past;present;future,habitat;occupancy
BROMELIACEAE,"Alcantarea farneyi","2.2.2 Agro-industry plantations",local,past;present,"locality;habitat;occupancy;occurrence;mature individuals"
BROMELIACEAE,"Alcantarea farneyi","2.3.4 Scale Unknown/Unrecorded",local,past;present,"locality;habitat;occupancy;occurrence;mature individuals"
BROMELIACEAE,"Alcantarea glaziouana","7.1.1 Increase in fire frequency/intensity",local,present,"habitat;occupancy;occurrence;mature individuals"
BROMELIACEAE,"Alcantarea glaziouana","1.3 Tourism & recreation areas",local,past;present;future,locality;habitat;occurrence
BROMELIACEAE,"Alcantarea heloisae","2.3.4 Scale Unknown/Unrecorded",local,past;present;future,
BROMELIACEAE,"Alcantarea martinellii","7.1.1 Increase in fire frequency/intensity",local,present,"habitat;occupancy;occurrence;mature individuals"
BROMELIACEAE,"Alcantarea nevaresii","2.1.2 Small-holder farming",local,present;future,"habitat;occupancy;occurrence;mature individuals"
BROMELIACEAE,"Alcantarea nevaresii","1.3 Tourism & recreation areas",local,present;future,habitat;locality
ORCHIDACEAE,"Octomeria rodeiensis","4.1 Roads & railroads",regional,past;present,habitat
ORCHIDACEAE,"Octomeria rodeiensis","7.1.1 Increase in fire frequency/intensity",regional,past,habitat;occurrence
ORCHIDACEAE,"Octomeria rodeiensis","1.3 Tourism & recreation areas",regional,present;past,habitat;occurrence
ORCHIDACEAE,"Octomeria rodeiensis","2 Agriculture & aquaculture",regional,past;present,habitat;occurrence
MELASTOMATACEAE,"Meriania excelsa","1.3 Tourism & recreation areas",regional,past;present,habitat
ORCHIDACEAE,"Octomeria rodriguesii","10.3 Avalanches/landslides",regional,past;present,habitat;occurrence
ORCHIDACEAE,"Octomeria rodriguesii","9.5 Air-borne pollutants",regional,present,habitat
ORCHIDACEAE,"Octomeria rodriguesii","2 Agriculture & aquaculture",,,
CHRYSOBALANACEAE,"Hirtella barrosoi","1 Residential & commercial development",local,past;present;future,locality;habitat;occupancy;occurrence
BROMELIACEAE,"Alcantarea tortuosa","2.1.4 Scale Unknown/Unrecorded",local,past;present;future,"locality;habitat;occupancy;occurrence;mature individuals"
BROMELIACEAE,"Pitcairnia albiflos","8.1 Invasive non-native/alien species/diseases",local,present,occupancy;occurrence
BROMELIACEAE,"Pitcairnia albiflos","7.1.1 Increase in fire frequency/intensity",local,past;present;future,"habitat;occupancy;occurrence;mature individuals"
BROMELIACEAE,"Pitcairnia albiflos","1.3 Tourism & recreation areas",local,past;present;future,habitat
CHRYSOBALANACEAE,"Licania glazioviana","1 Residential & commercial development",regional,past;present;future,locality;habitat;occupancy;occurrence
CHRYSOBALANACEAE,"Licania glazioviana","4.1 Roads & railroads",local,past;present;future,habitat;occupancy
BROMELIACEAE,"Pitcairnia beycalema","7.1 Fire & fire suppression",regional,present,"habitat;occupancy;occurrence;mature individuals"
ORCHIDACEAE,"Pabstiella calcarata","2 Agriculture & aquaculture",regional,past,habitat;occurrence
ORCHIDACEAE,"Pabstiella calcarata","1.3 Tourism & recreation areas",regional,present,habitat
ORCHIDACEAE,"Pabstiella calcarata","1.1 Housing & urban areas",regional,present,habitat;occurrence
BROMELIACEAE,"Pitcairnia corcovadensis","7.1.1 Increase in fire frequency/intensity",regional,past;present,"habitat;occupancy;occurrence;mature individuals"
