family,scientificName,threat,incidence,timing,decline
ACANTHACEAE,"Justicia nervata","1.3 Tourism & recreation areas",regional,present,locality;habitat;occupancy
ACANTHACEAE,"Justicia nervata","1.1 Housing & urban areas",regional,present,locality;habitat;occupancy;occurrence
PIPERACEAE,"Peperomia bradei","1.3 Tourism & recreation areas",regional,present,locality;habitat;occupancy;occurrence
PIPERACEAE,"Peperomia bradei","7.1.1 Increase in fire frequency/intensity",local,past;present,locality;habitat;occupancy;occurrence
BROMELIACEAE,"Neoregelia fosteriana","7.1.1 Increase in fire frequency/intensity",local,present,"locality;habitat;occupancy;occurrence;mature individuals"
BROMELIACEAE,"Neoregelia fosteriana","1.3 Tourism & recreation areas",local,past;present;future,locality;habitat
PIPERACEAE,"Peperomia humifusa","1.1 Housing & urban areas",local,past,locality;habitat;occupancy;occurrence
BROMELIACEAE,"Neoregelia gavionensis","2.3.3 Agro-industry grazing, ranching or farming",local,past;present;future,locality;habitat
Acanthaceae,"Justicia meyeniana","4.1 Roads & railroads",regional,past;present;future,locality;habitat;occupancy;occurrence
Acanthaceae,"Justicia meyeniana","7.1.1 Increase in fire frequency/intensity",regional,past;present;future,habitat;locality;occupancy;occurrence
Acanthaceae,"Justicia meyeniana","1.3 Tourism & recreation areas",regional,present;future,habitat
Acanthaceae,"Justicia meyeniana","1.1 Housing & urban areas",local,past;present;future,locality;habitat;occupancy;occurrence
Acanthaceae,"Justicia meyeniana","2.1.4 Scale Unknown/Unrecorded",regional,past;present;future,locality;habitat;occupancy;occurrence
ACANTHACEAE,"Justicia polita","2.1.2 Small-holder farming",regional,past;present;future,locality;habitat;occupancy;occurrence
ACANTHACEAE,"Justicia polita","2.3.2 Small-holder grazing, ranching or farming",regional,past;present;future,habitat;locality;occupancy;occurrence
ACANTHACEAE,"Justicia polita","1.3 Tourism & recreation areas",local,past;present;future,"locality;habitat;occupancy;mature individuals"
ACANTHACEAE,"Justicia polita","1.1 Housing & urban areas",regional,past;present;future,locality;habitat;occupancy;occurrence
ACANTHACEAE,"Justicia polita","7.1.1 Increase in fire frequency/intensity",local,past;present;future,locality;habitat;occupancy;occurrence
ACANTHACEAE,"Justicia polita","4.1 Roads & railroads",local,past;present;future,locality;habitat;occupancy;occurrence
ACANTHACEAE,"Justicia polita","9.5 Air-borne pollutants",regional,present;future,habitat
XYRIDACEAE,"Xyris organensis","2.3 Livestock farming & ranching",local,past;present,
BROMELIACEAE,"Neoregelia ilhana","2.1.3 Agro-industry farming",,,
PIPERACEAE,"Peperomia papillispica","1.1 Housing & urban areas",local,present,locality;habitat;occupancy;occurrence
BROMELIACEAE,"Neoregelia indecora","1.1 Housing & urban areas",regional,present;future,locality;habitat
BROMELIACEAE,"Neoregelia indecora","7.1.1 Increase in fire frequency/intensity",local,present,"habitat;locality;occupancy;occurrence;mature individuals"
LOASACEAE,"Aosa uleana","8.1 Invasive non-native/alien species/diseases",local,past;present,"habitat;mature individuals"
LOASACEAE,"Aosa uleana","2.1.4 Scale Unknown/Unrecorded",local,past;present,habitat
LOASACEAE,"Aosa uleana","1.3 Tourism & recreation areas",local,past;present;future,"habitat;mature individuals"
ORCHIDACEAE,"Anathallis spannageliana","2 Agriculture & aquaculture",regional,past,habitat;occurrence
ORCHIDACEAE,"Anathallis spannageliana","1.3 Tourism & recreation areas",regional,present,habitat
ORCHIDACEAE,"Anathallis spannageliana","1.1 Housing & urban areas",regional,present,habitat;occurrence
BROMELIACEAE,"Neoregelia kuhlmannii","2.1 Annual & perennial non-timber crops",local,past;present;future,"locality;habitat;occupancy;occurrence;mature individuals"
BROMELIACEAE,"Neoregelia lactea","7.1.1 Increase in fire frequency/intensity",local,present,"habitat;occupancy;occurrence;mature individuals"
BROMELIACEAE,"Neoregelia lactea","9.1 Domestic & urban waste water",local,past;present,habitat
BROMELIACEAE,"Neoregelia lactea","1.1 Housing & urban areas",local,present,locality;habitat
BROMELIACEAE,"Neoregelia lactea","1.3 Tourism & recreation areas",local,past;present;future,habitat
BROMELIACEAE,"Neoregelia leucophoea","1.1 Housing & urban areas",local,present,locality;habitat
BROMELIACEAE,"Neoregelia leucophoea","7.1.1 Increase in fire frequency/intensity",local,present,"habitat;occupancy;occurrence;mature individuals"
BROMELIACEAE,"Neoregelia leucophoea","8.1.2 Named species",local,past;present;future,habitat
BROMELIACEAE,"Neoregelia leucophoea","1.3 Tourism & recreation areas",local,present;future,locality;habitat
ORCHIDACEAE,"Brasilaelia fidelensis","2 Agriculture & aquaculture",regional,past;present,habitat;occurrence
ACANTHACEAE,"Ruellia silvaccola","2.3.3 Agro-industry grazing, ranching or farming",regional,present,locality;habitat;occupancy;occurrence
ACANTHACEAE,"Ruellia silvaccola","1.1 Housing & urban areas",regional,past;present;future,locality;habitat;occupancy;occurrence
ACANTHACEAE,"Ruellia silvaccola","4.1 Roads & railroads",local,past;present;future,locality;habitat;occupancy;occurrence
ACANTHACEAE,"Ruellia silvaccola","8.1.2 Named species",local,past;present;future,locality;habitat;occupancy;occurrence
BROMELIACEAE,"Neoregelia longipedicellata","7.1.1 Increase in fire frequency/intensity",local,past;present,"habitat;occupancy;occurrence;mature individuals"
BROMELIACEAE,"Neoregelia macahensis","2.1.3 Agro-industry farming",local,past;present,"locality;habitat;occupancy;occurrence;mature individuals"
BROMELIACEAE,"Neoregelia macahensis","2.1.2 Small-holder farming",local,past;present;future,"habitat;occupancy;occurrence;mature individuals"
BROMELIACEAE,"Neoregelia macahensis","1.1 Housing & urban areas",local,past;present,"locality;habitat;occupancy;occurrence;mature individuals"
BROMELIACEAE,"Neoregelia macahensis","1.3 Tourism & recreation areas",local,present,locality;habitat
ORCHIDACEAE,"Brasilidium dasytyle","7.1.1 Increase in fire frequency/intensity",regional,present,habitat;occurrence
BROMELIACEAE,"Neoregelia macwilliamsii","2.1.2 Small-holder farming",local,past;present,
BROMELIACEAE,"Neoregelia macwilliamsii","1 Residential & commercial development",local,past;present,"locality;habitat;occupancy;occurrence;mature individuals"
PHYLLANTHACEAE,"Phyllanthus itatiaiensis","7.1.1 Increase in fire frequency/intensity",local,past;present;future,habitat;occupancy
PHYLLANTHACEAE,"Phyllanthus mocotensis","2 Agriculture & aquaculture",local,past;present;future,
PHYLLANTHACEAE,"Phyllanthus rosmarinifolius","7.1.1 Increase in fire frequency/intensity",local,past;present;future,habitat;occupancy
PHYLLANTHACEAE,"Phyllanthus rosmarinifolius","8.1.2 Named species",local,past;present,habitat
ACANTHACEAE,"Schaueria calycotricha","1 Residential & commercial development",local,past;present,locality;habitat;occupancy;occurrence
ACANTHACEAE,"Schaueria calycotricha","1.3 Tourism & recreation areas",regional,past;present;future,
ACANTHACEAE,"Schaueria calycotricha","4.1 Roads & railroads",local,past;present;future,locality;habitat;occupancy;occurrence
ORCHIDACEAE,"Bulbophyllum macroceras","2 Agriculture & aquaculture",regional,past,habitat;occurrence
ORCHIDACEAE,"Bulbophyllum macroceras","1.3 Tourism & recreation areas",regional,present,habitat
ORCHIDACEAE,"Bulbophyllum macroceras","1.1 Housing & urban areas",regional,present,habitat;occurrence
BROMELIACEAE,"Neoregelia martinellii","1 Residential & commercial development",local,present,locality;habitat
BROMELIACEAE,"Neoregelia martinellii","2 Agriculture & aquaculture",local,past;present,"locality;habitat;occurrence;occupancy;mature individuals"
DRYOPTERIDACEAE,"Elaphoglossum didymoglossoides","2.1.4 Scale Unknown/Unrecorded",,,
MALVACEAE,"Abutilon anodoides","1 Residential & commercial development",local,past;present,habitat;occurrence;occupancy
MALVACEAE,"Abutilon anodoides","1.3 Tourism & recreation areas",local,past;present;future,habitat
MALVACEAE,"Abutilon esculentum","1.1 Housing & urban areas",local,past;present;future,habitat;occurrence
MALVACEAE,"Abutilon esculentum","2.3 Livestock farming & ranching",local,past,habitat
MALVACEAE,"Abutilon macrophyllum","8.1.2 Named species",local,past;present,habitat;locality
MALVACEAE,"Abutilon macrophyllum","1.1 Housing & urban areas",local,past;present;future,habitat
MALVACEAE,"Abutilon macrophyllum","7.1 Fire & fire suppression",local,past;present,habitat
MALVACEAE,"Byttneria beyrichiana","1.1 Housing & urban areas",local,past;present;future,habitat
MALVACEAE,"Callianthe senilis","1.3 Tourism & recreation areas",local,past;present,habitat
MALVACEAE,"Sida sampaiana","1.2 Commercial & industrial areas",local,past;present,habitat;occurrence
BROMELIACEAE,"Neoregelia petropolitana","1.1 Housing & urban areas",local,present,locality;habitat
BROMELIACEAE,"Neoregelia petropolitana","7.1.1 Increase in fire frequency/intensity",local,present,"habitat;occupancy;occurrence;mature individuals"
BROMELIACEAE,"Neoregelia petropolitana","8.1.2 Named species",local,present,habitat
ORCHIDACEAE,"Baptistonia pulchella","9.5 Air-borne pollutants",regional,present,habitat
ORCHIDACEAE,"Baptistonia pulchella","7.1.1 Increase in fire frequency/intensity",regional,past;present,habitat;occurrence
ACANTHACEAE,"Schaueria sulfurea","2 Agriculture & aquaculture",regional,past;present;future,locality;habitat;occupancy;occurrence
BROMELIACEAE,"Neoregelia sapiatibensis","3.2 Mining & quarrying",local,present,habitat
BROMELIACEAE,"Neoregelia sapiatibensis","5.2 Gathering terrestrial plants",local,,
BROMELIACEAE,"Neoregelia sapiatibensis","7.1.1 Increase in fire frequency/intensity",local,,"habitat;occupancy;occurrence;mature individuals"
BROMELIACEAE,"Neoregelia sapiatibensis","1 Residential & commercial development",local,present;future,habitat;locality
ORCHIDACEAE,"Campylocentrum organense","7.1.1 Increase in fire frequency/intensity",regional,present;past,habitat
ORCHIDACEAE,"Campylocentrum organense","9.5 Air-borne pollutants",regional,present;past,habitat
ORCHIDACEAE,"Campylocentrum organense","2 Agriculture & aquaculture",regional,past,habitat;occurrence
ORCHIDACEAE,"Campylocentrum organense","1.3 Tourism & recreation areas",regional,present,habitat
ORCHIDACEAE,"Campylocentrum organense","1.1 Housing & urban areas",regional,present,habitat;occurrence
CELASTRACEAE,"Maytenus samydaeformis","6 Human intrusions & disturbance",national,past;present,
ACANTHACEAE,"Staurogyne brachiata","4.1 Roads & railroads",local,past;present;future,locality;habitat;occupancy;occurrence
ACANTHACEAE,"Staurogyne brachiata","1.1 Housing & urban areas",regional,past;present;future,locality;habitat;occupancy;occurrence
ACANTHACEAE,"Staurogyne brachiata","7.1.1 Increase in fire frequency/intensity",regional,past;present;future,habitat;locality;occupancy;occurrence
BROMELIACEAE,"Neoregelia tenebrosa","2.1.2 Small-holder farming",local,past;present,"habitat;occupancy;occurrence;mature individuals"
BROMELIACEAE,"Neoregelia tenebrosa","2.3.2 Small-holder grazing, ranching or farming",local,past;present,"habitat;occupancy;occurrence;mature individuals"
BROMELIACEAE,"Neoregelia tenebrosa","1.3 Tourism & recreation areas",local,present;future,
BROMELIACEAE,"Neoregelia tenebrosa","1.1 Housing & urban areas",local,present;future,"habitat;occupancy;occurrence;mature individuals"
COMMELINACEAE,"Dichorisandra odorata","2.3 Livestock farming & ranching",regional,past;present,habitat;occurrence
COMMELINACEAE,"Dichorisandra odorata","2 Agriculture & aquaculture",regional,present,habitat;occurrence
VIOLACEAE,"Rinorea laevigata","1.1 Housing & urban areas",regional,past;present;future,"locality;habitat;occupancy;occurrence;mature individuals"
VIOLACEAE,"Rinorea laevigata","3.2 Mining & quarrying",local,present,"habitat;occupancy;occurrence;mature individuals"
VIOLACEAE,"Rinorea laevigata","7.1.1 Increase in fire frequency/intensity",local,present,"habitat;occupancy;occurrence;mature individuals"
ACANTHACEAE,"Staurogyne euryphylla","4.1 Roads & railroads",local,past;present;future,locality;habitat;occupancy;occurrence
ACANTHACEAE,"Staurogyne euryphylla","7.1.1 Increase in fire frequency/intensity",local,past;present;future,locality;habitat;occupancy;occurrence
ACANTHACEAE,"Staurogyne euryphylla","1.3 Tourism & recreation areas",regional,present;future,habitat
ACANTHACEAE,"Staurogyne euryphylla","1.1 Housing & urban areas",regional,present;future,locality;habitat;occupancy;occurrence
ACANTHACEAE,"Staurogyne euryphylla","8.1 Invasive non-native/alien species/diseases",regional,present;future,habitat;locality;occupancy;occurrence
BIGNONIACEAE,"Adenocalymma bullatum","2 Agriculture & aquaculture",regional,past;present;future,habitat;locality;occupancy;occurrence
BROMELIACEAE,"Cryptanthus bromelioides","1.1 Housing & urban areas",local,past;present;future,"locality;habitat;occupancy;occurrence;mature individuals"
BROMELIACEAE,"Cryptanthus bromelioides","9.5 Air-borne pollutants",local,past;present;future,habitat
BROMELIACEAE,"Cryptanthus bromelioides","7.1.1 Increase in fire frequency/intensity",local,past;present,"habitat;locality;occupancy;occurrence;mature individuals"
BROMELIACEAE,"Cryptanthus bromelioides","1.3 Tourism & recreation areas",regional,past;present;future,habitat;locality
PASSIFLORACEAE,"Passiflora imbeana","7.1 Fire & fire suppression",local,future,
ORCHIDACEAE,"Cattleya dormaniana","2 Agriculture & aquaculture",regional,past,habitat;occurrence
ORCHIDACEAE,"Cattleya dormaniana","1.3 Tourism & recreation areas",regional,present,habitat
ORCHIDACEAE,"Cattleya dormaniana","1.1 Housing & urban areas",regional,present,habitat;occurrence
MELASTOMATACEAE,"Behuria corymbosa","1.3 Tourism & recreation areas",local,past;present;future,habitat;occupancy;occurrence
BROMELIACEAE,"Cryptanthus sinuosus","1.1 Housing & urban areas",local,past;present;future,"habitat;locality;occupancy;occurrence;mature individuals"
BROMELIACEAE,"Cryptanthus sinuosus","2.3.3 Agro-industry grazing, ranching or farming",local,present,"locality;habitat;occupancy;occurrence;mature individuals"
BROMELIACEAE,"Cryptanthus sinuosus","1.3 Tourism & recreation areas",local,present;future,"locality;habitat;occupancy;occurrence;mature individuals"
BROMELIACEAE,"Cryptanthus sinuosus","3.2 Mining & quarrying",local,past;present,"habitat;occupancy;occupancy;mature individuals"
MELASTOMATACEAE,"Behuria edmundoi","1.3 Tourism & recreation areas",regional,past;present;future,habitat;occupancy;occurrence
MELASTOMATACEAE,"Behuria edmundoi","2.1.2 Small-holder farming",regional,past;present;future,habitat;occupancy;occurrence
MELASTOMATACEAE,"Behuria edmundoi","2.3.2 Small-holder grazing, ranching or farming",regional,past;present;future,habitat;occupancy;occurrence
ORCHIDACEAE,"Centroglossa greeniana","9.5 Air-borne pollutants",regional,present,habitat
ORCHIDACEAE,"Centroglossa greeniana","7.1.1 Increase in fire frequency/intensity",regional,past;present,habitat;occurrence
ORCHIDACEAE,"Centroglossa greeniana","2 Agriculture & aquaculture",regional,past,habitat;occurrence
ORCHIDACEAE,"Centroglossa greeniana","1.3 Tourism & recreation areas",regional,present,habitat
ORCHIDACEAE,"Centroglossa greeniana","1.1 Housing & urban areas",regional,present,habitat;occurrence
MELASTOMATACEAE,"Behuria glazioviana","1.1 Housing & urban areas",regional,past;present,habitat;occupancy;occupancy
MELASTOMATACEAE,"Behuria huberioides","7.1.1 Increase in fire frequency/intensity",local,past;present,habitat;occupancy;occurrence
BROMELIACEAE,"Dyckia martinellii","1.1 Housing & urban areas",local,past;present;future,habitat
BROMELIACEAE,"Dyckia martinellii","1.3 Tourism & recreation areas",local,present;future,locality;habitat
ORCHIDACEAE,"Cleistes liliastrum","2 Agriculture & aquaculture",regional,past,habitat;occurrence
ORCHIDACEAE,"Cleistes liliastrum","1.3 Tourism & recreation areas",regional,present,habitat
ORCHIDACEAE,"Cleistes liliastrum","1.1 Housing & urban areas",regional,present,habitat;occurrence
ORCHIDACEAE,"Cleistes miersii","1.3 Tourism & recreation areas",regional,present,habitat
ORCHIDACEAE,"Cleistes miersii","7.1 Fire & fire suppression",regional,past;present,habitat;occurrence
ORCHIDACEAE,"Cleistes miersii","9.5 Air-borne pollutants",regional,present,habitat
ORCHIDACEAE,"Cleistes miersii","10.3 Avalanches/landslides",regional,present,habitat;occurrence
ORCHIDACEAE,"Cleistes miersii","1.1 Housing & urban areas",regional,present,habitat;occurrence
ORCHIDACEAE,"Cleistes miersii","4.1 Roads & railroads",regional,present,habitat
BROMELIACEAE,"Dyckia pseudococcinea","1.1 Housing & urban areas",local,past;future,"locality;habitat;occupancy;occurrence;mature individuals"
BROMELIACEAE,"Dyckia pseudococcinea","5.2 Gathering terrestrial plants",local,present,"occupancy;occurrence;mature individuals"
BROMELIACEAE,"Dyckia pseudococcinea","7.1.1 Increase in fire frequency/intensity",local,present,"habitat;occupancy;occurrence;mature individuals"
PIPERACEAE,"Piper trigonodrupum","2 Agriculture & aquaculture",regional,past,locality;habitat;occupancy;occurrence
PIPERACEAE,"Piper trigonodrupum","5.3 Logging & wood harvesting",regional,past,locality;habitat;occupancy;occurrence
MELASTOMATACEAE,"Behuria mouraei","1.3 Tourism & recreation areas",local,past;present,habitat
PIPERACEAE,"Piper translucens","7.1.1 Increase in fire frequency/intensity",regional,past;present;future,habitat;locality;occupancy;occurrence
PIPERACEAE,"Piper translucens","1 Residential & commercial development",regional,past;present;future,locality;habitat;occupancy;occurrence
PIPERACEAE,"Piper translucens","2 Agriculture & aquaculture",regional,past;present;future,locality;habitat;occupancy;occurrence
PIPERACEAE,"Piper translucens","1.3 Tourism & recreation areas",local,present;future,habitat
ORCHIDACEAE,"Cyclopogon venustus","9.5 Air-borne pollutants",regional,present,habitat
MELASTOMATACEAE,"Behuria organensis","1.3 Tourism & recreation areas",local,past;present,habitat
MELASTOMATACEAE,"Behuria organensis","7.1.1 Increase in fire frequency/intensity",regional,past;present,habitat;occupancy;occurrence
PRIMULACEAE,"Stylogyne araujoana","1 Residential & commercial development",regional,past;present;future,locality;habitat;occupancy;occurrence
PRIMULACEAE,"Stylogyne araujoana","7.1.1 Increase in fire frequency/intensity",regional,past;present;future,locality;habitat;occupancy;occurrence
BROMELIACEAE,"Nidularium altimontanum","7.1.1 Increase in fire frequency/intensity",local,present,"habitat;locality;occupancy;occurrence;mature individuals"
BROMELIACEAE,"Nidularium altimontanum","8.1.2 Named species",local,past;present;future,habitat;occupancy;occurrence
BROMELIACEAE,"Nidularium angustifolium","1.1 Housing & urban areas",local,past;present;future,"locality;habitat;occupancy;occurrence;mature individuals"
BROMELIACEAE,"Nidularium angustifolium","1.3 Tourism & recreation areas",local,past;present;future,habitat;locality
BROMELIACEAE,"Nidularium angustifolium","9.5 Air-borne pollutants",local,past;present;future,"habitat;mature individuals"
PIPERACEAE,"Piper saldanhai","1 Residential & commercial development",regional,past;present;future,locality;habitat;occupancy;occurrence
PIPERACEAE,"Piper saldanhai","7.1.1 Increase in fire frequency/intensity",regional,past;present;future,habitat;locality;occupancy;occurrence
BROMELIACEAE,"Nidularium apiculatum","7.1.1 Increase in fire frequency/intensity",,,
PIPERACEAE,"Piper rumicifolium","1.1 Housing & urban areas",regional,past;present;future,locality;habitat;occupancy;occurrence
PIPERACEAE,"Piper rumicifolium","7.1.1 Increase in fire frequency/intensity",regional,past;present;future,locality;habitat;occupancy;occurrence
BROMELIACEAE,"Nidularium atalaiaense","5.2 Gathering terrestrial plants",local,past;present;future,occurrence
PIPERACEAE,"Piper rioense","1 Residential & commercial development",regional,past;present;future,locality;habitat;occupancy;occurrence
PIPERACEAE,"Piper rioense","2 Agriculture & aquaculture",local,past;present,locality;habitat;occupancy;occurrence
PIPERACEAE,"Piper rioense","8.2.2 Named species",local,present;future,locality;habitat;occupancy
PIPERACEAE,"Piper rioense","7.1.1 Increase in fire frequency/intensity",regional,past;present;future,locality;habitat;occupancy;occurrence
ORCHIDACEAE,"Epidendrum ammophilum","1.1 Housing & urban areas",regional,past,habitat;occurrence;locality
ORCHIDACEAE,"Epidendrum ammophilum","10.3 Avalanches/landslides",regional,present,habitat
ORCHIDACEAE,"Epidendrum ammophilum","7.1.1 Increase in fire frequency/intensity",regional,present,habitat;occurrence
ORCHIDACEAE,"Epidendrum ammophilum","4.1 Roads & railroads",regional,past;present,habitat
MELASTOMATACEAE,"Bertolonia grazielae","2.1.2 Small-holder farming",regional,past;present,habitat;occupancy;occurrence
MELASTOMATACEAE,"Bertolonia grazielae","2.3.2 Small-holder grazing, ranching or farming",regional,past;present,habitat;occupancy;occurrence
MELASTOMATACEAE,"Bertolonia grazielae","1.3 Tourism & recreation areas",regional,past;present,habitat
MELASTOMATACEAE,"Bertolonia grazielae","1.1 Housing & urban areas",regional,past;present,habitat;occupancy;occurrence
MELASTOMATACEAE,"Bertolonia valenteana","1.3 Tourism & recreation areas",regional,past;present,habitat
LAURACEAE,"Ocotea leucophloea","4.1 Roads & railroads",regional,past;present;future,locality;habitat;occupancy;occurrence
LAURACEAE,"Ocotea leucophloea","1 Residential & commercial development",regional,,
LAURACEAE,"Ocotea leucophloea","10.3 Avalanches/landslides",regional,past;present;future,habitat;habitat;occupancy;occurrence
LAURACEAE,"Ocotea leucophloea","7.1 Fire & fire suppression",regional,past;present;future,habitat;locality;occupancy
LAURACEAE,"Ocotea schwackeana","1.1 Housing & urban areas",regional,present;future,habitat;locality;occupancy;occurrence
LAURACEAE,"Ocotea schwackeana","2.1.2 Small-holder farming",regional,past;present,habitat;occupancy
LAURACEAE,"Ocotea schwackeana","2.3.2 Small-holder grazing, ranching or farming",regional,,
LAURACEAE,"Ocotea schwackeana","1.3 Tourism & recreation areas",regional,present;future,locality;habitat;occupancy;occurrence
LAURACEAE,"Ocotea schwackeana","4.1 Roads & railroads",local,past;present;future,locality;habitat;occupancy;occurrence
LAURACEAE,"Mezilaurus navalium","5.3 Logging & wood harvesting",regional,past,"locality;occupancy;occurrence;mature individuals"
LAURACEAE,"Mezilaurus navalium","2.3 Livestock farming & ranching",regional,past;present;future,locality;habitat;occupancy;occurrence
LAURACEAE,"Mezilaurus navalium","7.1.1 Increase in fire frequency/intensity",regional,past;present;future,locality;habitat;occupancy;occurrence
LAURACEAE,"Ocotea sulcata","7.1 Fire & fire suppression",local,past;present,habitat
PIPERACEAE,"Piper morisonianum","1 Residential & commercial development",local,past;present;future,locality;habitat;occupancy;occurrence
PIPERACEAE,"Piper morisonianum","4.1 Roads & railroads",local,past;present;future,locality;habitat;occupancy
BROMELIACEAE,"Nidularium fradense","1.1 Housing & urban areas",local,present;future,locality;habitat
BROMELIACEAE,"Nidularium fradense","2.1.4 Scale Unknown/Unrecorded",local,past;present;future,"habitat;occupancy;occurrence;mature individuals"
BROMELIACEAE,"Nidularium fradense","2.3.3 Agro-industry grazing, ranching or farming",local,present;future,"locality;habitat;occupancy;occurrence;mature individuals"
ASTERACEAE,"Austrocritonia rosea","1.1 Housing & urban areas",local,past;present;future,habitat;occurrence
BROMELIACEAE,"Nidularium fulgens","1.1 Housing & urban areas",local,past;present;future,"locality;habitat;occupancy;occurrence;mature individuals"
BROMELIACEAE,"Nidularium fulgens","1.3 Tourism & recreation areas",local,present;future,
ASTERACEAE,"Austroeupatorium petrophilum","1.2 Commercial & industrial areas",local,past;present;future,habitat;occurrence
ASTERACEAE,"Baccharis alpestris","1.1 Housing & urban areas",local,past;past;future,habitat;occurrence
MELASTOMATACEAE,"Bisglaziovia behurioides","1.3 Tourism & recreation areas",regional,past;present,habitat
MELASTOMATACEAE,"Bisglaziovia behurioides","7.1.1 Increase in fire frequency/intensity",regional,past;present,habitat;occupancy;occurrence
MELASTOMATACEAE,"Bisglaziovia behurioides","1.3 Tourism & recreation areas",regional,past;present,habitat;occupancy;occurrence
MELASTOMATACEAE,"Bisglaziovia behurioides","2.3.2 Small-holder grazing, ranching or farming",regional,past;present,habitat;habitat;occurrence
MELASTOMATACEAE,"Bisglaziovia behurioides","2.1.2 Small-holder farming",regional,past;present,habitat;occupancy;occurrence
MELASTOMATACEAE,"Bisglaziovia behurioides","1.1 Housing & urban areas",regional,past;present,habitat;occupancy;occurrence
ASTERACEAE,"Baccharis bifrons","2.1.3 Agro-industry farming",local,past;present;future,habitat;occupancy;occurrence
PIPERACEAE,"Piper halesiifolium","1 Residential & commercial development",local,past;present;future,locality;habitat;occupancy;occurrence
BROMELIACEAE,"Nidularium itatiaiae","7.1.1 Increase in fire frequency/intensity",local,past;present;future,"habitat;occupancy;occurrence;mature individuals"
PIPERACEAE,"Piper giordanoi","5 Biological resource use",local,present;future,habitat;occupancy
PIPERACEAE,"Piper giordanoi","2.1 Annual & perennial non-timber crops",local,past;present,locality;habitat;occupancy;occurrence
ORCHIDACEAE,"Epidendrum goebelii","2 Agriculture & aquaculture",regional,past,habitat;occurrence
ORCHIDACEAE,"Epidendrum goebelii","1.3 Tourism & recreation areas",regional,present,habitat
ORCHIDACEAE,"Epidendrum goebelii","1.1 Housing & urban areas",regional,present,habitat;occurrence
ASTERACEAE,"Baccharis ciliata","1.1 Housing & urban areas",local,past;present;future,habitat;occurrence
ASTERACEAE,"Baccharis friburgensis","2 Agriculture & aquaculture",local,past;present;future,habitat;occurrence
ASTERACEAE,"Baccharis pseudovaccinioides","1.1 Housing & urban areas",local,past;present;future,habitat;occurrence
ASTERACEAE,"Bartlettina hemisphaerica","7.1.1 Increase in fire frequency/intensity",local,past;present;future,"locality;habitat;occupancy;occurrence;mature individuals"
ASTERACEAE,"Bartlettina hemisphaerica","1.1 Housing & urban areas",local,past;present;future,occurrence;habitat
ASTERACEAE,"Bartlettina hemisphaerica","8.2.2 Named species",local,past;present;future,occupancy
ASTERACEAE,"Bartlettina hemisphaerica","1.1 Housing & urban areas",local,past;present;future,habitat;occurrence
BROMELIACEAE,"Nidularium mangaratibense","1.1 Housing & urban areas",local,present;future,"locality;habitat;occupancy;occurrence;mature individuals"
BROMELIACEAE,"Nidularium mangaratibense","2.1 Annual & perennial non-timber crops",local,,
BROMELIACEAE,"Nidularium mangaratibense","5.2 Gathering terrestrial plants",local,present;future,occupancy;occurrence
ASTERACEAE,"Calea wedelioides","2 Agriculture & aquaculture",local,past;present;future,habitat;occurrence;occupancy
ASTERACEAE,"Calea wedelioides","1.1 Housing & urban areas",local,past;present;future,habitat;occurrence
ASTERACEAE,"Critoniopsis magdalenae","2.3 Livestock farming & ranching",local,past;present;future,habitat;occurrence
ASTERACEAE,"Dasyphyllum cryptocephalum","1.1 Housing & urban areas",local,past;present;future,habitat;occurrence
ASTERACEAE,"Dasyphyllum cryptocephalum","7.1.1 Increase in fire frequency/intensity",local,past;present;future,"locality;habitat;occupancy;occurrence;mature individuals"
ASTERACEAE,"Dasyphyllum leptacanthum","7.1.1 Increase in fire frequency/intensity",local,past;present;future,"locality;habitat;occupancy;occurrence;mature individuals"
ASTERACEAE,"Dasyphyllum leptacanthum","1.2 Commercial & industrial areas",local,past;present;future,habitat;occurrence
ASTERACEAE,"Dasyphyllum leptacanthum","1.3 Tourism & recreation areas",local,past;present;future,habitat;occurrence
ASTERACEAE,"Dasyphyllum leptacanthum","7.1.1 Increase in fire frequency/intensity",local,past;present;future,"locality;habitat;occupancy;occurrence;mature individuals"
ASTERACEAE,"Gamochaeta grazielae","1.2 Commercial & industrial areas",local,past;present;future,habitat;occurrence
ASTERACEAE,"Graphistylis cuneifolia","7.1.1 Increase in fire frequency/intensity",local,past;present;future,habitat;locality;occupancy;occurrence
ASTERACEAE,"Graphistylis cuneifolia","1.3 Tourism & recreation areas",local,past;present;future,habitat;occurrence
ASTERACEAE,"Lepidaploa araujoa","1.1 Housing & urban areas",local,past;present;future,habitat;occupancy;occurrence
ASTERACEAE,"Lepidaploa coulonioides","1.3 Tourism & recreation areas",local,past;present;future,
PIPERACEAE,"Peperomia pubipeduncula","4.1 Roads & railroads",local,past;present;future,locality;habitat;occupancy;occurrence
ASTERACEAE,"Lepidaploa obtusifolia","1.3 Tourism & recreation areas",local,past;present;future,
BROMELIACEAE,"Nidularium rosulatum","1 Residential & commercial development",regional,present;future,"locality;habitat;occupancy;occurrence;mature individuals"
ASTERACEAE,"Lessingianthus glaziovianus","1.1 Housing & urban areas",local,past;present;future,locality;habitat;occurrence
ASTERACEAE,"Macropodina bradei","1.1 Housing & urban areas",local,past;present;future,habitat;occurrence;locality
