family,scientificName,habitat
MELASTOMATACEAE,"Huberia triplinervis","1.9 Subtropical/Tropical Moist Montane Forest"
BROMELIACEAE,"Tillandsia neglecta","3 Shrubland"
BROMELIACEAE,"Tillandsia nuptialis","1 Forest"
MELASTOMATACEAE,"Leandra alpestris","1.9 Subtropical/Tropical Moist Montane Forest"
BROMELIACEAE,"Tillandsia organensis","4.7 Subtropical/Tropical High Altitude Grassland"
EUPHORBIACEAE,"Acalypha peckoltii","1.6 Subtropical/Tropical Moist Lowland Forest"
EUPHORBIACEAE,"Algernonia gibbosa","1.6 Subtropical/Tropical Moist Lowland Forest"
EUPHORBIACEAE,"Algernonia glazioui","1.6 Subtropical/Tropical Moist Lowland Forest"
EUPHORBIACEAE,"Croton nigricans","4.7 Subtropical/Tropical High Altitude Grassland"
EUPHORBIACEAE,"Dalechampia granadilla","1.6 Subtropical/Tropical Moist Lowland Forest"
EUPHORBIACEAE,"Euphorbia laevigata","1.6 Subtropical/Tropical Moist Lowland Forest"
EUPHORBIACEAE,"Euphorbia laevigata",
EUPHORBIACEAE,"Ophthalmoblapton macrophyllum","1.9 Subtropical/Tropical Moist Montane Forest"
EUPHORBIACEAE,"Sebastiania pteroclada","1.6 Subtropical/Tropical Moist Lowland Forest"
EUPHORBIACEAE,"Sebastiania pteroclada","6 Rocky Areas [e.g. inland cliffs, mountain peaks]"
EUPHORBIACEAE,"Sebastiania pteroclada","1.5 Subtropical/Tropical Dry Forest"
EUPHORBIACEAE,"Tragia peltata","1.6 Subtropical/Tropical Moist Lowland Forest"
MELASTOMATACEAE,"Leandra altomacaensis","1.9 Subtropical/Tropical Moist Montane Forest"
MELASTOMATACEAE,"Leandra atrata","1.9 Subtropical/Tropical Moist Montane Forest"
MELASTOMATACEAE,"Leandra atroviridis","1.9 Subtropical/Tropical Moist Montane Forest"
MELASTOMATACEAE,"Leandra attenuata","1.9 Subtropical/Tropical Moist Montane Forest"
MELASTOMATACEAE,"Leandra chaetocalyx","1.9 Subtropical/Tropical Moist Montane Forest"
MELASTOMATACEAE,"Leandra dentata","1.9 Subtropical/Tropical Moist Montane Forest"
BROMELIACEAE,"Tillandsia roseiflora","1 Forest"
CHRYSOBALANACEAE,"Couepia parvifolia","1.9 Subtropical/Tropical Moist Montane Forest"
FABACEAE,"Aeschynomene bradei","1.9 Subtropical/Tropical Moist Montane Forest"
MELASTOMATACEAE,"Leandra depauperata","1.9 Subtropical/Tropical Moist Montane Forest"
MELASTOMATACEAE,"Leandra magdalenensis","1.9 Subtropical/Tropical Moist Montane Forest"
MELASTOMATACEAE,"Leandra markgrafii","1.9 Subtropical/Tropical Moist Montane Forest"
MELASTOMATACEAE,"Leandra mouraei","1.9 Subtropical/Tropical Moist Montane Forest"
MELASTOMATACEAE,"Leandra multisetosa","1.9 Subtropical/Tropical Moist Montane Forest"
MELASTOMATACEAE,"Leandra organensis","1.9 Subtropical/Tropical Moist Montane Forest"
MELASTOMATACEAE,"Leandra rubida","1.9 Subtropical/Tropical Moist Montane Forest"
MELASTOMATACEAE,"Leandra saldanhaei","1.9 Subtropical/Tropical Moist Montane Forest"
MELASTOMATACEAE,"Leandra schwackei","1.9 Subtropical/Tropical Moist Montane Forest"
MELASTOMATACEAE,"Leandra sessiliflora","1.9 Subtropical/Tropical Moist Montane Forest"
MELASTOMATACEAE,"Leandra sphaerocarpa","1.9 Subtropical/Tropical Moist Montane Forest"
MELASTOMATACEAE,"Leandra tetragona","1.9 Subtropical/Tropical Moist Montane Forest"
BROMELIACEAE,"Billbergia brasiliensis","1 Forest"
FABACEAE,"Bauhinia albicans","1.5 Subtropical/Tropical Dry Forest"
BROMELIACEAE,"Aechmea cariocae","1 Forest"
BIGNONIACEAE,"Bignonia costata","1.9 Subtropical/Tropical Moist Montane Forest"
BROMELIACEAE,"Aechmea dealbata","1 Forest"
ORCHIDACEAE,"Octomeria cariocana","1.9 Subtropical/Tropical Moist Montane Forest"
BROMELIACEAE,"Aechmea fasciata","1 Forest"
ORCHIDACEAE,"Octomeria cochlearis","1.9 Subtropical/Tropical Moist Montane Forest"
ORCHIDACEAE,"Octomeria fimbriata","1.9 Subtropical/Tropical Moist Montane Forest"
ORCHIDACEAE,"Octomeria helvola","1.9 Subtropical/Tropical Moist Montane Forest"
ORCHIDACEAE,"Octomeria helvola","4.7 Subtropical/Tropical High Altitude Grassland"
BIGNONIACEAE,"Fridericia elegans",
BROMELIACEAE,"Aechmea flavorosea","1 Forest"
BROMELIACEAE,"Aechmea grazielae","1 Forest"
BROMELIACEAE,"Aechmea paratiensis","1 Forest"
ORCHIDACEAE,"Octomeria itatiaiae","1.9 Subtropical/Tropical Moist Montane Forest"
BROMELIACEAE,"Aechmea squarrosa","1 Forest"
BIGNONIACEAE,"Jacaranda crassifolia","1.9 Subtropical/Tropical Moist Montane Forest"
BROMELIACEAE,"Alcantarea farneyi","4.7 Subtropical/Tropical High Altitude Grassland"
BROMELIACEAE,"Alcantarea geniculata","4.7 Subtropical/Tropical High Altitude Grassland"
BROMELIACEAE,"Alcantarea glaziouana","6 Rocky Areas [e.g. inland cliffs, mountain peaks]"
ORCHIDACEAE,"Octomeria minuta","1 Forest"
BROMELIACEAE,"Alcantarea heloisae","4.7 Subtropical/Tropical High Altitude Grassland"
ORCHIDACEAE,"Octomeria multiflora","1 Forest"
BROMELIACEAE,"Alcantarea nevaresii","6 Rocky Areas [e.g. inland cliffs, mountain peaks]"
BROMELIACEAE,"Alcantarea nevaresii","4.7 Subtropical/Tropical High Altitude Grassland"
ORCHIDACEAE,"Octomeria pumila","1 Forest"
ORCHIDACEAE,"Octomeria rodeiensis","1.9 Subtropical/Tropical Moist Montane Forest"
MELASTOMATACEAE,"Meriania excelsa","1.9 Subtropical/Tropical Moist Montane Forest"
ORCHIDACEAE,"Octomeria rodriguesii","1.9 Subtropical/Tropical Moist Montane Forest"
CHRYSOBALANACEAE,"Hirtella barrosoi","1.9 Subtropical/Tropical Moist Montane Forest"
CHRYSOBALANACEAE,"Hirtella barrosoi","1.6 Subtropical/Tropical Moist Lowland Forest"
BROMELIACEAE,"Alcantarea tortuosa","6 Rocky Areas [e.g. inland cliffs, mountain peaks]"
BROMELIACEAE,"Alcantarea tortuosa","4.7 Subtropical/Tropical High Altitude Grassland"
BROMELIACEAE,"Pitcairnia albiflos","6 Rocky Areas [e.g. inland cliffs, mountain peaks]"
ORCHIDACEAE,"Octomeria sarcophylla","1.9 Subtropical/Tropical Moist Montane Forest"
ORCHIDACEAE,"Pabstia placanthera","1 Forest"
CHRYSOBALANACEAE,"Licania glazioviana","1.9 Subtropical/Tropical Moist Montane Forest"
BROMELIACEAE,"Pitcairnia beycalema","6 Rocky Areas [e.g. inland cliffs, mountain peaks]"
ORCHIDACEAE,"Pabstiella calcarata","1.9 Subtropical/Tropical Moist Montane Forest"
BROMELIACEAE,"Pitcairnia corcovadensis","1 Forest"
ORCHIDACEAE,"Pabstiella crassicaulis","1 Forest"
ORCHIDACEAE,"Pabstiella elegantula","1 Forest"
BROMELIACEAE,"Pitcairnia encholirioides","6 Rocky Areas [e.g. inland cliffs, mountain peaks]"
BROMELIACEAE,"Pitcairnia encholirioides","4.7 Subtropical/Tropical High Altitude Grassland"
ORCHIDACEAE,"Pabstiella gracilicaulis","1.9 Subtropical/Tropical Moist Montane Forest"
BROMELIACEAE,"Pitcairnia insularis","6 Rocky Areas [e.g. inland cliffs, mountain peaks]"
ORCHIDACEAE,"Pabstiella spathuliglossa","1.9 Subtropical/Tropical Moist Montane Forest"
ORCHIDACEAE,"Pabstiella tabacina","1 Forest"
MELASTOMATACEAE,"Meriania glazioviana","1.9 Subtropical/Tropical Moist Montane Forest"
CALOPHYLLACEAE,"Kielmeyera excelsa",
MELASTOMATACEAE,"Meriania longipes","1.9 Subtropical/Tropical Moist Montane Forest"
BROMELIACEAE,"Pitcairnia staminea","6 Rocky Areas [e.g. inland cliffs, mountain peaks]"
BROMELIACEAE,"Pitcairnia suaveolens","1 Forest"
MARCGRAVIACEAE,"Marcgravia comosa","1.9 Subtropical/Tropical Moist Montane Forest"
MARCGRAVIACEAE,"Marcgravia comosa","6 Rocky Areas [e.g. inland cliffs, mountain peaks]"
BROMELIACEAE,"Pitcairnia wendtiae","6 Rocky Areas [e.g. inland cliffs, mountain peaks]"
ORCHIDACEAE,"Pelexia longibracteata","1 Forest"
ORCHIDACEAE,"Pelexia luetzelburgii","1.9 Subtropical/Tropical Moist Montane Forest"
BROMELIACEAE,"Vriesea agostiniana","1 Forest"
FABACEAE,"Inga arenicola","1.5 Subtropical/Tropical Dry Forest"
MELASTOMATACEAE,"Meriania robusta","1.9 Subtropical/Tropical Moist Montane Forest"
LEJEUNEACEAE,"Colura itatyana","1.5 Subtropical/Tropical Dry Forest"
SELIGERIACEAE,"Brachydontium notorogenes","6 Rocky Areas [e.g. inland cliffs, mountain peaks]"
FABACEAE,"Inga enterolobioides","1.6 Subtropical/Tropical Moist Lowland Forest"
MARCGRAVIACEAE,"Souroubea platyadenia","1 Forest"
ORCHIDACEAE,"Pelexia mouraei","4.7 Subtropical/Tropical High Altitude Grassland"
ORCHIDACEAE,"Phymatidium limae","1.9 Subtropical/Tropical Moist Montane Forest"
ORCHIDACEAE,"Pleurothallis jacarepaguaensis","1 Forest"
CALOPHYLLACEAE,"Kielmeyera gracilis","1.9 Subtropical/Tropical Moist Montane Forest"
CALOPHYLLACEAE,"Kielmeyera insignis","1.9 Subtropical/Tropical Moist Montane Forest"
MELASTOMATACEAE,"Miconia augusti","1.9 Subtropical/Tropical Moist Montane Forest"
BROMELIACEAE,"Vriesea atrococcinea","1 Forest"
BROMELIACEAE,"Vriesea brassicoides","6 Rocky Areas [e.g. inland cliffs, mountain peaks]"
BROMELIACEAE,"Vriesea costae","6 Rocky Areas [e.g. inland cliffs, mountain peaks]"
BROMELIACEAE,"Vriesea croceana","6 Rocky Areas [e.g. inland cliffs, mountain peaks]"
