"family","scientificName","action","situation"
ORCHIDACEAE,Macradenia multiflora,1.2.1.1 International level,on going,
ORCHIDACEAE,Macradenia multiflora,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Macradenia paulensis,1.2.1.1 International level,on going,
ORCHIDACEAE,Macradenia paulensis,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Macradenia rubescens,1.2.1.1 International level,on going,
ORCHIDACEAE,Macradenia rubescens,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Macradenia rubescens,4.4.2 Establishment,on going,
ORCHIDACEAE,Malaxis cogniauxiana,1.2.1.1 International level,on going,
ORCHIDACEAE,Malaxis cogniauxiana,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Malaxis cogniauxiana,4.4.2 Establishment,on going,
ORCHIDACEAE,Malaxis jaraguae,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Malaxis jaraguae,1.2.1.1 International level,on going,
ORCHIDACEAE,Malaxis parthonii,4.4.2 Establishment,on going,
ORCHIDACEAE,Malaxis parthonii,1.2.1.1 International level,on going,
ORCHIDACEAE,Malaxis parthonii,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Malaxis excavata,1.2.1.1 International level,on going,
ORCHIDACEAE,Malaxis excavata,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Malaxis excavata,4.4.2 Establishment,on going,
ORCHIDACEAE,Mapinguari desvauxianus,1.2.1.1 International level,on going,
ORCHIDACEAE,Mapinguari desvauxianus,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Mapinguari desvauxianus,4.4.2 Establishment,on going,
ORCHIDACEAE,Masdevallia discoidea,1.2.1.1 International level,on going,
ORCHIDACEAE,Masdevallia discoidea,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Masdevallia discoidea,1.2.1.2 National level,on going,
ORCHIDACEAE,Masdevallia discoidea,4.4 Protected areas,on going,
ORCHIDACEAE,Dryadella gomesferreirae,1.2.1.2 National level,on going,
ORCHIDACEAE,Dryadella gomesferreirae,4.4 Protected areas,on going,
ORCHIDACEAE,Brasiliorchis phoenicanthera,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Brasiliorchis consanguinea,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Maxillaria robusta,1.2.1.1 International level,on going,
ORCHIDACEAE,Maxillaria robusta,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Maxillaria robusta,4.4.2 Establishment,on going,
ORCHIDACEAE,Maxillaria robusta,5.7.1 Captive breeding/Artificial propagation,on going,
ORCHIDACEAE,Mesadenella atroviridis,1.2.1.1 International level,on going,
ORCHIDACEAE,Mesadenella atroviridis,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Microchilus arietinus,1.2.1.1 International level,on going,
ORCHIDACEAE,Microchilus arietinus,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Microchilus arietinus,4.4.2 Establishment,on going,
ORCHIDACEAE,Miltonia clowesii,1.2.1.1 International level,on going,
ORCHIDACEAE,Miltonia clowesii,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Miltonia clowesii,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Miltonia clowesii,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Miltonia clowesii,4.4.2 Establishment,on going,
ORCHIDACEAE,Miltonia clowesii,5.7.1 Captive breeding/Artificial propagation,on going,
ORCHIDACEAE,Miltonia flavescens,1.2.1.1 International level,on going,
ORCHIDACEAE,Miltonia flavescens,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Miltonia flavescens,4.4.2 Establishment,on going,
ORCHIDACEAE,Miltonia regnellii,1.2.1.1 International level,on going,
ORCHIDACEAE,Miltonia regnellii,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Miltonia regnellii,5.7 Ex situ conservation actions,on going,
ORCHIDACEAE,Miltonia regnellii,4.4.2 Establishment,on going,
ORCHIDACEAE,Miltonia spectabilis,1.2.1.1 International level,on going,
ORCHIDACEAE,Miltonia spectabilis,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Miltonia spectabilis,4.4.2 Establishment,on going,
ORCHIDACEAE,Miltonia spectabilis,5.7.1 Captive breeding/Artificial propagation,on going,
ORCHIDACEAE,Mormolyca cleistogama,1.2.1.1 International level,on going,
ORCHIDACEAE,Mormolyca cleistogama,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Mormolyca cleistogama,4.4.2 Establishment,on going,
ORCHIDACEAE,Mormolyca galeata,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Mormolyca galeata,1.2.1.1 International level,on going,
ORCHIDACEAE,Mormolyca galeata,5.7 Ex situ conservation actions,on going,
ORCHIDACEAE,Myoxanthus ruschii,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Myoxanthus ruschii,1.2.1.1 International level,on going,
ORCHIDACEAE,Myoxanthus ruschii,4.4 Protected areas,on going,
ORCHIDACEAE,Myoxanthus seidelii,1.2.1.1 International level,on going,
ORCHIDACEAE,Myoxanthus seidelii,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Neogardneria murrayana,1.2.1.1 International level,on going,
ORCHIDACEAE,Neogardneria murrayana,1.2.2.3 Sub-national level,on going,
ORCHIDACEAE,Notylia microchila,1.2.1.1 International level,on going,
ORCHIDACEAE,Notylia microchila,1.2.2.3 Sub-national level,on going,
ORCHIDACEAE,Octomeria alexandri,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Octomeria alexandri,1.2.1.1 International level,on going,
ORCHIDACEAE,Octomeria alexandri,4.4 Protected areas,on going,
ORCHIDACEAE,Octomeria chamaeleptotes,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Octomeria chamaeleptotes,1.2.1.1 International level,on going,
ORCHIDACEAE,Octomeria chamaeleptotes,4.4 Protected areas,on going,
ORCHIDACEAE,Octomeria decumbens,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Octomeria decumbens,1.2.1.1 International level,on going,
ORCHIDACEAE,Octomeria diaphana,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Octomeria diaphana,1.2.1.1 International level,on going,
ORCHIDACEAE,Octomeria diaphana,4.4.2 Establishment,on going,
ORCHIDACEAE,Octomeria estrellensis,4.4.2 Establishment,on going,
ORCHIDACEAE,Octomeria estrellensis,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Octomeria estrellensis,1.2.1.1 International level,on going,
ORCHIDACEAE,Octomeria geraensis,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Octomeria geraensis,1.2.1.1 International level,on going,
ORCHIDACEAE,Octomeria hatschbachii,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Octomeria hatschbachii,1.2.1.1 International level,on going,
ORCHIDACEAE,Octomeria hoehnei,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Octomeria hoehnei,1.2.1.1 International level,on going,
ORCHIDACEAE,Octomeria hoehnei,4.4 Protected areas,on going,
ORCHIDACEAE,Octomeria lichenicola,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Octomeria lichenicola,1.2.1.1 International level,on going,
ORCHIDACEAE,Octomeria lichenicola,4.4 Protected areas,on going,
ORCHIDACEAE,Octomeria praestans,1.2.1.1 International level,on going,
ORCHIDACEAE,Octomeria praestans,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Octomeria praestans,1.2.1.2 National level,on going,
ORCHIDACEAE,Octomeria praestans,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Octomeria praestans,4.4.2 Establishment,on going,
ORCHIDACEAE,Octomeria rotundiglossa,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Octomeria rotundiglossa,1.2.1.1 International level,on going,
ORCHIDACEAE,Octomeria rotundiglossa,5.7.1 Captive breeding/Artificial propagation,on going,
ORCHIDACEAE,Octomeria rotundiglossa,4.4.2 Establishment,on going,
ORCHIDACEAE,Octomeria sancti-angeli,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Octomeria sancti-angeli,1.2.1.1 International level,on going,
ORCHIDACEAE,Octomeria sancti-angeli,4.4.2 Establishment,on going,
ORCHIDACEAE,Octomeria truncicola,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Octomeria truncicola,4.4 Protected areas,on going,
ORCHIDACEAE,Octomeria truncicola,1.2.1.1 International level,on going,
ORCHIDACEAE,Octomeria warmingii,4.4.2 Establishment,on going,
ORCHIDACEAE,Octomeria warmingii,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Octomeria warmingii,1.2.1.1 International level,on going,
ORCHIDACEAE,Octomeria wawrae,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Octomeria wawrae,1.2.1.1 International level,on going,
ORCHIDACEAE,Octomeria wawrae,4.4 Protected areas,on going,
ORCHIDACEAE,Octomeria wilsoniana,1.2.1.1 International level,on going,
ORCHIDACEAE,Octomeria wilsoniana,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Ornithocephalus myrticola,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Ornithocephalus myrticola,1.2.1.1 International level,on going,
ORCHIDACEAE,Ornithocephalus myrticola,4.1 Maintenance/Conservation,on going,
ORCHIDACEAE,Ornithophora radicans,4.4.2 Establishment,on going,
ORCHIDACEAE,Ornithophora radicans,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Ornithophora radicans,1.2.1.1 International level,on going,
ORCHIDACEAE,Ornithophora radicans,5.7.1 Captive breeding/Artificial propagation,on going,
ORCHIDACEAE,Pabstia jugosa,4.4 Protected areas,on going,
ORCHIDACEAE,Pabstia jugosa,1.2.2.3 Sub-national level,on going,
ORCHIDACEAE,Pabstia jugosa,1.2.1.1 International level,on going,
ORCHIDACEAE,Pabstia schunkiana,5.7 Ex situ conservation actions,on going,
ORCHIDACEAE,Pabstia schunkiana,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Pabstia schunkiana,1.2.1.2 National level,on going,
ORCHIDACEAE,Pabstia schunkiana,1.2.1.1 International level,on going,
ORCHIDACEAE,Pelexia laxa,4.4.2 Establishment,on going,
ORCHIDACEAE,Pelexia laxa,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Pelexia laxa,1.2.2.1 International level,on going,
ORCHIDACEAE,Pelexia oestrifera,4.4.2 Establishment,on going,
ORCHIDACEAE,Pelexia oestrifera,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Pelexia oestrifera,1.2.1.1 International level,on going,
ORCHIDACEAE,Pelexia oestrifera,5 Species-based actions,on going,
ORCHIDACEAE,Pelexia orthosepala,4.4.2 Establishment,on going,
ORCHIDACEAE,Pelexia orthosepala,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Pelexia orthosepala,1.2.1.1 International level,on going,
ORCHIDACEAE,Phragmipedium lindleyanum,1.2.2.2 National level,on going,
ORCHIDACEAE,Phragmipedium lindleyanum,1.2.2.1 International level,on going,
ORCHIDACEAE,Phragmipedium vittatum,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Phragmipedium vittatum,1.2.1.2 National level,on going,
ORCHIDACEAE,Phragmipedium vittatum,1.2.1.1 International level,on going,
ORCHIDACEAE,Phragmipedium vittatum,4.4 Protected areas,on going,
ORCHIDACEAE,Phymatidium aquinoi,1.2.2.3 Sub-national level,on going,
ORCHIDACEAE,Phymatidium aquinoi,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Phymatidium aquinoi,1.2.1.1 International level,on going,
ORCHIDACEAE,Phymatidium aquinoi,4.4.2 Establishment,on going,
ORCHIDACEAE,Phymatidium falcifolium,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Phymatidium falcifolium,1.2.1.1 International level,on going,
ORCHIDACEAE,Phymatidium falcifolium,4.4.2 Establishment,on going,
ORCHIDACEAE,Phymatidium geiselii,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Phymatidium geiselii,1.2.1.1 International level,on going,
ORCHIDACEAE,Phymatidium geiselii,4.4 Protected areas,on going,
ORCHIDACEAE,Phymatidium glaziovii,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Phymatidium glaziovii,1.2.1.1 International level,on going,
ORCHIDACEAE,Phymatidium vogelii,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Phymatidium vogelii,1.2.1.1 International level,on going,
ORCHIDACEAE,Acianthera pernambucensis,1.2.1.2 National level,on going,
ORCHIDACEAE,Pogoniopsis schenckii,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Pogoniopsis schenckii,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Pogoniopsis schenckii,1.2.1.1 International level,on going,
ORCHIDACEAE,Pogoniopsis schenckii,4.4.2 Establishment,on going,
ORCHIDACEAE,Polystachya rupicola,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Polystachya rupicola,1.2.1.1 International level,on going,
ORCHIDACEAE,Polystachya rupicola,4.4 Protected areas,on going,
ORCHIDACEAE,Promenaea fuerstenbergiana,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Promenaea fuerstenbergiana,1.2.1.1 International level,on going,
ORCHIDACEAE,Pseudolaelia brejetubensis,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Pseudolaelia brejetubensis,1.2.1.1 International level,on going,
ORCHIDACEAE,Pseudolaelia canaanensis,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Pseudolaelia canaanensis,1.2.1.2 National level,on going,
ORCHIDACEAE,Pseudolaelia canaanensis,1.2.1.1 International level,on going,
ORCHIDACEAE,Pseudolaelia canaanensis,4.4 Protected areas,on going,
ORCHIDACEAE,Pseudolaelia cipoensis,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Pseudolaelia cipoensis,1.2.1.2 National level,on going,
ORCHIDACEAE,Pseudolaelia cipoensis,1.2.1.1 International level,on going,
ORCHIDACEAE,Pseudolaelia cipoensis,4.4.1 Identification of new protected areas,needed,
ORCHIDACEAE,Pseudolaelia citrina,1.2.2.3 Sub-national level,on going,
ORCHIDACEAE,Pseudolaelia citrina,1.2.1.2 National level,on going,
ORCHIDACEAE,Pseudolaelia citrina,1.2.1.1 International level,on going,
ORCHIDACEAE,Pseudolaelia citrina,4.4 Protected areas,on going,
ORCHIDACEAE,Pseudolaelia dutrae,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Pseudolaelia dutrae,1.2.1.1 International level,on going,
ORCHIDACEAE,Pseudolaelia dutrae,4.4 Protected areas,on going,
ORCHIDACEAE,Pseudolaelia vellozicola,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Pseudolaelia vellozicola,1.2.1.1 International level,on going,
ORCHIDACEAE,Pseudolaelia vellozicola,4.4.2 Establishment,on going,
ORCHIDACEAE,Pteroglossa glazioviana,4.4.2 Establishment,on going,
ORCHIDACEAE,Pteroglossa glazioviana,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Pteroglossa glazioviana,1.2.1.1 International level,on going,
ORCHIDACEAE,Pteroglossa hilariana,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Pteroglossa hilariana,1.2.1.1 International level,on going,
ORCHIDACEAE,Pteroglossa macrantha,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Pteroglossa macrantha,1.2.1.1 International level,on going,
ORCHIDACEAE,Rauhiella silvana,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Rauhiella silvana,1.2.1.1 International level,on going,
ORCHIDACEAE,Rodriguezia obtusifolia,1.2.2.3 Sub-national level,on going,
ORCHIDACEAE,Rodriguezia obtusifolia,1.2.1.1 International level,on going,
ORCHIDACEAE,Rodriguezia obtusifolia,4.4.2 Establishment,on going,
ORCHIDACEAE,Rodriguezia rigida,1.2.2.3 Sub-national level,on going,
ORCHIDACEAE,Rodriguezia rigida,1.2.1.1 International level,on going,
ORCHIDACEAE,Sarcoglottis alexandri,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Sarcoglottis alexandri,1.2.1.1 International level,on going,
ORCHIDACEAE,Saundersia mirabilis,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Saundersia mirabilis,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Saundersia mirabilis,1.2.1.1 International level,on going,
ORCHIDACEAE,Saundersia paniculata,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Saundersia paniculata,1.2.1.1 International level,on going,
ORCHIDACEAE,Saundersia paniculata,4.4 Protected areas,,
ORCHIDACEAE,Scaphyglottis prolifera,4.4.2 Establishment,on going,
ORCHIDACEAE,Scaphyglottis prolifera,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Scaphyglottis prolifera,1.2.1.1 International level,on going,
ORCHIDACEAE,Schomburgkia gloriosa,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Schomburgkia gloriosa,1.2.1.1 International level,on going,
ORCHIDACEAE,Scuticaria irwiniana,1.2.1.2 National level,on going,
ORCHIDACEAE,Scuticaria irwiniana,1.2.1.1 International level,on going,
ORCHIDACEAE,Scuticaria irwiniana,4.4 Protected areas,on going,
ORCHIDACEAE,Scuticaria itirapinensis,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Scuticaria itirapinensis,1.2.1.2 National level,on going,
ORCHIDACEAE,Scuticaria itirapinensis,1.2.1.1 International level,on going,
ORCHIDACEAE,Scuticaria kautskyi,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Scuticaria kautskyi,1.2.1.1 International level,on going,
ORCHIDACEAE,Scuticaria kautskyi,4.4 Protected areas,on going,
ORCHIDACEAE,Scuticaria strictifolia,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Scuticaria strictifolia,1.2.1.1 International level,on going,
ORCHIDACEAE,Selenipedium isabelianum,1.2.2.3 Sub-national level,on going,
ORCHIDACEAE,Selenipedium isabelianum,1.2.1.1 International level,on going,
ORCHIDACEAE,Selenipedium palmifolium,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Selenipedium palmifolium,1.2.1.1 International level,on going,
ORCHIDACEAE,Sobralia liliastrum,4.4.2 Establishment,on going,
ORCHIDACEAE,Sobralia liliastrum,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Sobralia liliastrum,1.2.1.1 International level,on going,
ORCHIDACEAE,Sophronitis cernua,4.4.2 Establishment,on going,
ORCHIDACEAE,Sophronitis cernua,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Sophronitis cernua,1.2.1.1 International level,on going,
ORCHIDACEAE,Specklinia bacillaris,1.2.1.1 International level,on going,
ORCHIDACEAE,Specklinia bacillaris,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Specklinia carinifera,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Specklinia carinifera,1.2.1.1 International level,on going,
ORCHIDACEAE,Specklinia castellensis,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Specklinia castellensis,1.2.1.1 International level,on going,
ORCHIDACEAE,Specklinia conspersa,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Specklinia conspersa,1.2.1.1 International level,on going,
ORCHIDACEAE,Specklinia garayi,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Specklinia garayi,1.2.1.1 International level,on going,
ORCHIDACEAE,Specklinia lingua,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Specklinia lingua,1.2.1.1 International level,on going,
ORCHIDACEAE,Specklinia lingua,4.4.1 Identification of new protected areas,needed,
ORCHIDACEAE,Specklinia lingua,4.4 Protected areas,on going,
ORCHIDACEAE,Specklinia ruschii,4.4 Protected areas,on going,
ORCHIDACEAE,Specklinia ruschii,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Specklinia ruschii,1.2.1.1 International level,on going,
ORCHIDACEAE,Specklinia ruschii,5.7.1 Captive breeding/Artificial propagation,on going,
ORCHIDACEAE,Specklinia ruschii,4.4.1 Identification of new protected areas,needed,
ORCHIDACEAE,Stanhopea insignis,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Stanhopea insignis,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Stanhopea insignis,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Stanhopea insignis,1.2.1.1 International level,on going,
ORCHIDACEAE,Stanhopea insignis,4.4 Protected areas,on going,
ORCHIDACEAE,Stanhopea lietzei,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Stanhopea lietzei,1.2.1.1 International level,on going,
ORCHIDACEAE,Stigmatosema hatschbachii,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Stigmatosema hatschbachii,1.2.1.1 International level,on going,
ORCHIDACEAE,Thelyschista ghillanyi,1.2.1.2 National level,on going,
ORCHIDACEAE,Thelyschista ghillanyi,1.2.1.1 International level,on going,
ORCHIDACEAE,Thelyschista ghillanyi,4.4 Protected areas,on going,
ORCHIDACEAE,Thysanoglossa jordanensis,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Thysanoglossa jordanensis,1.2.1.1 International level,on going,
ORCHIDACEAE,Trichocentrum albococcineum,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Trichocentrum albococcineum,1.2.1.1 International level,on going,
ORCHIDACEAE,Trichocentrum fuscum,4.4 Protected areas,,
ORCHIDACEAE,Trichocentrum fuscum,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Trichocentrum fuscum,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Trichocentrum fuscum,1.2.1.1 International level,on going,
ORCHIDACEAE,Trichocentrum fuscum,5.7.1 Captive breeding/Artificial propagation,on going,
ORCHIDACEAE,Trichopilia santoslimae,4.4 Protected areas,on going,
ORCHIDACEAE,Trichopilia santoslimae,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Trichopilia santoslimae,1.2.1.1 International level,on going,
ORCHIDACEAE,Trichosalpinx bradei,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Trichosalpinx bradei,1.2.1.1 International level,on going,
ORCHIDACEAE,Trigonidium acuminatum,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Trigonidium acuminatum,1.2.1.1 International level,on going,
ORCHIDACEAE,Trigonidium acuminatum,4.4.2 Establishment,on going,
ORCHIDACEAE,Trigonidium latifolium,4.4.2 Establishment,on going,
ORCHIDACEAE,Trigonidium latifolium,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Trigonidium latifolium,1.2.1.1 International level,on going,
ORCHIDACEAE,Trigonidium latifolium,5.7.1 Captive breeding/Artificial propagation,on going,
ORCHIDACEAE,Trizeuxis falcata,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Trizeuxis falcata,1.2.1.1 International level,on going,
ORCHIDACEAE,Trizeuxis falcata,4.4.2 Establishment,on going,
ORCHIDACEAE,Vanilla chamissonis,1.2.1.3 Sub-national level,on going,
ORCHIDACEAE,Vanilla chamissonis,1.2.1.1 International level,on going,
ORCHIDACEAE,Vanilla chamissonis,4.4.2 Establishment,on going,
ORCHIDACEAE,Vanilla dietschiana,1.2.1.3 Sub-national level,on going,
