occurrenceID,family,acceptedNameUsage,decimalLatitude,decimalLongitude,georeferenceProtocol,georeferenceVerificationStatus,georeferencedBy,georeferencedDate,georeferencePrecision,coordinateUncertaintyInMeters,acceptedNameUsage,valid,validation_taxonomy,validation_cultivated,validation_duplicated,validation_native,validation_georeference,contributor,remarks
1342269,LYTHRACEAE,"Cuphea teleandra Lourteig",-16.672491,-42.974225,,ok,"Fernanda Wimmer",,,,"Cuphea teleandra Lourteig",true,,,,,,"Fernanda Wimmer ; Juliana Amaral de Oliveira ; ",
1342287,LYTHRACEAE,"Cuphea rubro-virens T.B.Cavalc.",-17.025964,-43.356607,,ok,,,,,"Cuphea rubro-virens T.B.Cavalc.",,,,,,,"Fernanda Wimmer ; Juliana Amaral de Oliveira ; Fernanda ; ",
1344097,LYTHRACEAE,"Cuphea teleandra Lourteig",-16.592266,-42.904039,"google earth",ok,,,,"5 a 10km","Cuphea teleandra Lourteig",,,,,,,"Juliana Amaral de Oliveira ; ",
1350572,FABACEAE,"Chamaecrista ulmea H.S.Irwin & Barneby",-18.055177,-43.65238,,ok,"Fernanda Wimmer",,,,"Chamaecrista ulmea H.S.Irwin & Barneby",true,valid,no,no,native,valid,"Juliana Rando ; Fernanda Wimmer ; Juliana Amaral de Oliveira ; ",
1350671,FABACEAE,"Chamaecrista ulmea H.S.Irwin & Barneby",-18.055177,-43.65238,,ok,"Fernanda Wimmer",,,,"Chamaecrista ulmea H.S.Irwin & Barneby",false,valid,no,yes,native,valid,"Juliana Rando ; Daniel Maurenza ; Fernanda Wimmer ; Juliana Amaral de Oliveira ; ","Duplicata de ID 1350572"
142380,FABACEAE,"Chamaecrista aristata (Benth.) H.S.Irwin & Barneby",-16.630417,-42.914028,,ok,,,,,"Chamaecrista aristata (Benth.) H.S.Irwin & Barneby",false,unknown,unknown,yes,unknown,unknown,"Fernanda Wimmer ; Daniel Maurenza ; Ricardo Avancini ; Thiago Serrano ; ","Duplicata de 971722"
1466555,LAMIACEAE,"Oocephalus piranii",-16.56,-42.89,,ok,,,,,"Oocephalus piranii",false,unknown,unknown,yes,unknown,unknown,"Daniel Maurenza ; Fernanda Wimmer ; Juliana Amaral de Oliveira ; ","Duplicata de ID 1604782 "
1466556,LAMIACEAE,"Oocephalus piranii",-16.547778,-42.891111,,ok,,,,,"Oocephalus piranii",false,unknown,unknown,yes,unknown,unknown,"Daniel Maurenza ; Fernanda Wimmer ; Juliana Amaral de Oliveira ; ","Duplicata de ID 54380fe74b008"
1480095,BROMELIACEAE,"Pitcairnia bradei Markgr.",-16.672491,-42.974225,,ok,"Fernanda Wimmer",,,,"Pitcairnia bradei Markgr.",false,unknown,unknown,yes,unknown,unknown,"Daniel Maurenza ; Fernanda Wimmer ; Juliana Amaral de Oliveira ; Fernanda ; ","Duplicata de ID 1046667"
1480096,BROMELIACEAE,"Pitcairnia bradei Markgr.",-15.925094,-47.990077,,ok,"Fernanda Wimmer",,,,"Pitcairnia bradei Markgr.",true,,,,,,"Fernanda Wimmer ; Juliana Amaral de Oliveira ; Fernanda ; ","Duplicata de ID 1774736"
1480097,BROMELIACEAE,"Pitcairnia bradei Markgr.",-16.044371,-48.086104,,ok,,,,,"Pitcairnia bradei Markgr.",,,,,,,"Juliana Amaral de Oliveira ; Fernanda ; ",
1480103,BROMELIACEAE,"Encholirium irwinii L.B.Sm.",-16.49,-42.88,,ok,,,,,"Encholirium irwinii L.B.Sm.",,,,,,,"Fernanda Wimmer ; Juliana Amaral de Oliveira ; Fernanda ; ",
1490895,VELLOZIACEAE,"Barbacenia riparia (N.L.Menezes & Mello-Silva) Mello-Silva",-16.630417,-42.914028,,ok,"Fernanda Wimmer",,,,"Barbacenia riparia (N.L.Menezes & Mello-Silva) Mello-Silva",false,unknown,unknown,yes,unknown,unknown,"Daniel Maurenza ; Fernanda Wimmer ; Fernanda ; Juliana Amaral de Oliveira ; ","Duplicata de ID 3161221"
1490896,VELLOZIACEAE,"Barbacenia riparia (N.L.Menezes & Mello-Silva) Mello-Silva",-16.56,-42.89,,ok,,,,,"Barbacenia riparia (N.L.Menezes & Mello-Silva) Mello-Silva",,,,,,,"Fernanda Wimmer ; Fernanda ; Juliana Amaral de Oliveira ; ",
1495688,IRIDACEAE,"Pseudotrimezia concava Ravenna",-16.672491,-42.974225,,ok,,,,,"Pseudotrimezia concava Ravenna",,,,,,,"Fernanda Wimmer ; Juliana Amaral de Oliveira ; Fernanda ; ",
1513238,LYTHRACEAE,"Cuphea rubro-virens T.B.Cavalc.",-17.025964,-43.356607,,ok,,,,,"Cuphea rubro-virens T.B.Cavalc.",,,,,,,"Fernanda Wimmer ; Juliana Amaral de Oliveira ; Fernanda ; ",
1513239,LYTHRACEAE,"Cuphea rubro-virens T.B.Cavalc.",-17.025964,-43.356607,,ok,,,,,"Cuphea rubro-virens T.B.Cavalc.",,,,,,,"Fernanda Wimmer ; Fernanda ; ",
1513274,LYTHRACEAE,"Cuphea teleandra Lourteig",-16.543889,-42.915278,,ok,,,,,"Cuphea teleandra Lourteig",,,,,,,"Juliana Amaral de Oliveira ; ",
1515148,MALVACEAE,"Callianthe monteiroi",-16.672491,-42.974226,,ok,,,,,"Callianthe monteiroi",false,valid,unknown,yes,native,valid,"Ricardo Avancini ; Cátia Takeuchi ; Thiago Serrano ; ",
1524129,FABACEAE,"Chamaecrista aristata (Benth.) H.S.Irwin & Barneby",-16.674829,-42.9711,,ok,,,,,"Chamaecrista aristata (Benth.) H.S.Irwin & Barneby",,,,,,,"Fernanda Wimmer ; Ricardo Avancini ; Thiago Serrano ; ",
1524130,FABACEAE,"Chamaecrista aristata (Benth.) H.S.Irwin & Barneby",-17.900144,-44.235679,,ok,,,,,"Chamaecrista aristata (Benth.) H.S.Irwin & Barneby",false,valid,no,yes,native,valid,"Fernanda Wimmer ; Juliana Rando ; Ricardo Avancini ; Thiago Serrano ; ",
1524131,FABACEAE,"Chamaecrista aristata (Benth.) H.S.Irwin & Barneby",-16.583333,-42.966667,,ok,,,,,"Chamaecrista aristata (Benth.) H.S.Irwin & Barneby",,,,,,,"Fernanda Wimmer ; Ricardo Avancini ; Thiago Serrano ; ",
1524132,FABACEAE,"Chamaecrista aristata (Benth.) H.S.Irwin & Barneby",-16.558611,-42.885833,,ok,,,,,"Chamaecrista aristata (Benth.) H.S.Irwin & Barneby",,,,,,,"Fernanda Wimmer ; Ricardo Avancini ; Thiago Serrano ; ",
1524133,FABACEAE,"Chamaecrista aristata (Benth.) H.S.Irwin & Barneby",-16.672491,-42.974225,coletor,ok,,,,,"Chamaecrista aristata (Benth.) H.S.Irwin & Barneby",,,,,,,"Fernanda Wimmer ; Ricardo Avancini ; Thiago Serrano ; ",
1524134,FABACEAE,"Chamaecrista aristata (Benth.) H.S.Irwin & Barneby",-16.56,-42.89,,ok,,,,,"Chamaecrista aristata (Benth.) H.S.Irwin & Barneby",,,,,,,"Fernanda Wimmer ; Ricardo Avancini ; Thiago Serrano ; ",
1524135,FABACEAE,"Chamaecrista aristata (Benth.) H.S.Irwin & Barneby",-16.672491,-42.974225,,ok,,,,,"Chamaecrista aristata (Benth.) H.S.Irwin & Barneby",false,unknown,unknown,yes,unknown,unknown,"Fernanda Wimmer ; Daniel Maurenza ; Ricardo Avancini ; Thiago Serrano ; ","Duplicata de ID 1619537"
1524136,FABACEAE,"Chamaecrista aristata (Benth.) H.S.Irwin & Barneby",-16.56,-42.89,,ok,,,,,"Chamaecrista aristata (Benth.) H.S.Irwin & Barneby",,,,,,,"Fernanda Wimmer ; Ricardo Avancini ; Thiago Serrano ; ",
1527350,APOCYNACEAE,"Ditassa auriflora Rapini",-16.924396,-43.343051,,ok,"Fernanda Wimmer",,,,"Ditassa auriflora Rapini",false,valid,no,yes,native,valid,"Alessandro Rapini ; Fernanda Wimmer ; Juliana Amaral de Oliveira ; ","Duplicata de ID 1630000"
1529296,FABACEAE,"Chamaecrista ulmea H.S.Irwin & Barneby",-16.56,-42.89,,ok,,,,,"Chamaecrista ulmea H.S.Irwin & Barneby",false,valid,no,yes,native,valid,"Juliana Rando ; Daniel Maurenza ; Juliana Amaral de Oliveira ; ","Duplicata do ID 1047179"
155650,LYTHRACEAE,"Cuphea rubro-virens T.B.Cavalc.",-17.0245,-43.2058,,ok,,,,,"Cuphea rubro-virens T.B.Cavalc.",,,,,,,"Fernanda Wimmer ; Juliana Amaral de Oliveira ; Fernanda ; ","Subarbusto, ca. 60 cm alt.; folhas viscosas; hipanto verde com ápice vermelho; pétalas vermelhas. Entre rochas."
1578066,VELLOZIACEAE,"Barbacenia riparia (N.L.Menezes & Mello-Silva) Mello-Silva",-16.672491,-42.974225,,ok,"Fernanda Wimmer",,,,"Barbacenia riparia (N.L.Menezes & Mello-Silva) Mello-Silva",true,,,,,,"Fernanda Wimmer ; Fernanda ; Juliana Amaral de Oliveira ; ","Em touceiras densas. Pétalas alvas, corona alva, anteras purpúreas, estigma e estiletes alvos, ovário verde-arroxeado, às vezes ovário e face abaxial das tépalas externas roxos. Pólen amarelo"
159642,FABACEAE,"Chamaecrista aristata (Benth.) H.S.Irwin & Barneby",-17.900144,-44.235679,,ok,,,,,"Chamaecrista aristata (Benth.) H.S.Irwin & Barneby",,,,,,,"Fernanda Wimmer ; Ricardo Avancini ; Thiago Serrano ; ",
1604782,LAMIACEAE,"Oocephalus piranii",-16.56,-42.89,,ok,"Fernanda Wimmer",,,,"Oocephalus piranii",true,,,,,,"Fernanda Wimmer ; Juliana Amaral de Oliveira ; ","Arvoreta 4 m alt., delgada, entre grandes rochas. Folhas cinéreo-esbranquiçadas, odoríferas. Flores escassas, com corola roxo-clara e cálice da cor das folhas. Kew Bulletin 47(4): 575. 1992"
1613521,BROMELIACEAE,"Orthophytum humile L.B.Sm.",-16.672491,-42.974225,,ok,,,,,"Orthophytum humile L.B.Sm.",true,valid,no,no,native,valid,"Rafael Batista Louzada ; Juliana Amaral de Oliveira ; ",
1619537,FABACEAE,"Chamaecrista aristata (Benth.) H.S.Irwin & Barneby",-16.672491,-42.974225,,ok,,,,,"Chamaecrista aristata (Benth.) H.S.Irwin & Barneby",,,,,,,"Fernanda Wimmer ; Ricardo Avancini ; Thiago Serrano ; ","DESC:Spiny shrub to 1 1/2m, flowers yellow;"
1624504,APOCYNACEAE,"Ditassa auriflora Rapini",-17.066667,-43.333333,,ok,,,,,"Ditassa auriflora Rapini",false,valid,no,yes,native,valid,"Alessandro Rapini ; Fernanda Wimmer ; ","Subarbusto, 0.5 m alt., sobre rochas. Flores amarelas."
1629687,APOCYNACEAE,"Ditassa auriflora Rapini",-17.025964,-43.356607,,ok,,,,,"Ditassa auriflora Rapini",false,valid,no,yes,native,valid,"Alessandro Rapini ; Fernanda Wimmer ; Juliana Amaral de Oliveira ; ","Arbusto até 1 m com látex branco escuro. Flores amarelo-alaranjadas. Frutos verdes. Entre pedras."
1629910,LAMIACEAE,"Oocephalus piranii",-16.592266,-42.904039,,ok,,,,,"Oocephalus piranii",,,,,,,"Fernanda Wimmer ; Juliana Amaral de Oliveira ; ","Arbusto odorífero, 2 m alt. Flores lilás-claras."
1630000,APOCYNACEAE,"Ditassa auriflora Rapini",-16.924396,-43.343051,,ok,"Fernanda Wimmer",,,,"Ditassa auriflora Rapini",false,valid,no,yes,native,valid,"Alessandro Rapini ; Fernanda Wimmer ; ","Subarbusto ereto, 30-50 cm alt., em fenda de rochas. Flroes amarela-claras."
1644788,FABACEAE,"Chamaecrista aristata (Benth.) H.S.Irwin & Barneby",-16.672491,-42.974226,,ok,,,,,"Chamaecrista aristata (Benth.) H.S.Irwin & Barneby",false,unknown,unknown,yes,unknown,unknown,"Fernanda Wimmer ; Daniel Maurenza ; Ricardo Avancini ; Thiago Serrano ; ","Duplicata de CEPLAC:CEPEC:48642"
1685618,APOCYNACEAE,"Ditassa auriflora Rapini",-17.025964,-43.356607,,ok,"Fernanda Wimmer",,,,"Ditassa auriflora Rapini",false,valid,no,yes,native,valid,"Alessandro Rapini ; Fernanda Wimmer ; ","LÃ¡tex branco escuro. Flores amarelo-alaranjadas. Frutos verdes.; Arbusto 1m.; Campo arenoso ; HA"
1745567,BROMELIACEAE,"Encholirium irwinii L.B.Sm.",-16.672491,-42.974225,,ok,,,,,"Encholirium irwinii L.B.Sm.",false,unknown,unknown,yes,unknown,unknown,"Fernanda Wimmer ; Daniel Maurenza ; Juliana Amaral de Oliveira ; Fernanda ; ","Inflorescência 1,5 m. Perianto verde claro, estames amarelos. Poucas em flor. Arbusto. Flor verde-claro. Beira rochosa do rio Itacambirucu. Duplicata de ID 331334"
1754217,LYTHRACEAE,"Cuphea teleandra Lourteig",-16.672491,-42.974225,,ok,,,,,"Cuphea teleandra Lourteig",false,unknown,unknown,yes,unknown,unknown,"Daniel Maurenza ; Juliana Amaral de Oliveira ; ","Arbusto 1 m. Flor vermelha. Margem de rio. Duplicata de ID ""1342269"""
1774736,BROMELIACEAE,"Pitcairnia bradei Markgr.",-15.925094,-47.990077,,ok,,,,,"Pitcairnia bradei Markgr.",,,,,,,"Juliana Amaral de Oliveira ; Fernanda ; ",
1821555,FABACEAE,"Chamaecrista aristata (Benth.) H.S.Irwin & Barneby",-16.674829,-42.9711,,ok,,,,,"Chamaecrista aristata (Benth.) H.S.Irwin & Barneby",,,,,,,"Fernanda Wimmer ; Ricardo Avancini ; Thiago Serrano ; ","Arbusto de poucos ramos inclinados. Flor amarela. Encosta rochosa de morros. Xilotoca."
1901361,FABACEAE,"Chamaecrista ulmea H.S.Irwin & Barneby",-16.547778,-42.891111,,ok,,,,,"Chamaecrista ulmea H.S.Irwin & Barneby",false,unknown,unknown,yes,unknown,unknown,"Daniel Maurenza ; Juliana Amaral de Oliveira ; ","Arbusto delgado, 1,80m, ramos longos pendentes, flor amarela. Campo rupestre, solo arenoso junto a córrego. Duplicata de ID 910832"
1902302,MALVACEAE,"Callianthe monteiroi",-16.672491,-42.974226,,ok,,,,,"Callianthe monteiroi",false,,,yes,,,"Ricardo Avancini ; Cátia Takeuchi ; Thiago Serrano ; ","Arbusto, 2m, flor creme. Campo rupestre, afloramento rochoso."
2878226,FABACEAE,"Chamaecrista aristata",-16.611054,-42.882669,,ok,,,,,"Chamaecrista aristata",,,,,,,"Fernanda Wimmer ; Ricardo Avancini ; Thiago Serrano ; ","ARBUSTO, 1.60 M, FOLHAS CONCOLORES, SAXÃCOLA, HELIÃFILA; FLORES COM PEDICELO VERDE, COROLA AMARELA; BOTÃES FLORIAS DE COR VERDE."
2878454,FABACEAE,"Chamaecrista aristata (Benth.) H.S.Irwin & Barneby",-16.630417,-42.914028,,ok,,,,,"Chamaecrista aristata (Benth.) H.S.Irwin & Barneby",false,unknown,unknown,yes,unknown,unknown,"Fernanda Wimmer ; Daniel Maurenza ; Ricardo Avancini ; Thiago Serrano ; ","ARB. DELGADO, 1,5 M, FLOR AMARELA. Duplicata de 971722"
2878468,FABACEAE,"Chamaecrista aristata",-18.055177,-43.65238,,ok,,,,,"Chamaecrista aristata",,,,,,,"Fernanda Wimmer ; Ricardo Avancini ; Thiago Serrano ; ","FEW-BRANCHED SHRUB OR SMALL TREE TO 3 M TALL. STERILE. OUTCROPS."
2878471,FABACEAE,"Chamaecrista aristata (Benth.) H.S.Irwin & Barneby",-16.674829,-42.9711,,ok,,,,,"Chamaecrista aristata (Benth.) H.S.Irwin & Barneby",,,,,,,"Fernanda Wimmer ; Ricardo Avancini ; Thiago Serrano ; ",
2879623,FABACEAE,"Chamaecrista ulmea H.S.Irwin & Barneby",-16.674829,-42.9711,,ok,"Fernanda Wimmer",,,,"Chamaecrista ulmea H.S.Irwin & Barneby",false,valid,no,yes,native,valid,"Juliana Rando ; Daniel Maurenza ; Fernanda Wimmer ; Juliana Amaral de Oliveira ; ","Subarbusto delicado, ramoso, 1 m, flor amarela. Duplicata de ID 1047179."
2924775,MALVACEAE,"Callianthe monteiroi",-18.055177,-43.65238,,ok,,,,,"Callianthe monteiroi",true,valid,unknown,no,native,valid,"Ricardo Avancini ; Cátia Takeuchi ; Thiago Serrano ; ","ARBUSTO 3-5m. FL. AMARELAS."
3010486,BROMELIACEAE,"Pitcairnia bradei Markgr.",-18.135377,-41.828826,,ok,,,,,"Pitcairnia bradei Markgr.",,,,,,,"Juliana Amaral de Oliveira ; Fernanda ; ",
3024119,BROMELIACEAE,"Orthophytum humile L.B.Sm.",-16.672491,-42.974225,,ok,,,,,"Orthophytum humile L.B.Sm.",false,valid,no,yes,native,valid,"Rafael Batista Louzada ; Juliana Amaral de Oliveira ; ","Duplicata de ID 1331341"
3035780,BROMELIACEAE,"Encholirium irwinii L.B.Sm.",-16.672491,-42.974225,,ok,"Fernanda Wimmer",,,,"Encholirium irwinii L.B.Sm.",true,,,,,,"Fernanda Wimmer ; Juliana Amaral de Oliveira ; Fernanda ; ","Duplicata de ID 1331334"
3039260,BROMELIACEAE,"Orthophytum humile L.B.Sm.",-16.674829,-42.9711,,ok,,,,,"Orthophytum humile L.B.Sm.",false,valid,no,yes,native,unknown,"Rafael Batista Louzada ; ",
3039294,BROMELIACEAE,"Pitcairnia bradei Markgr.",-16.672491,-42.974225,,ok,,,,,"Pitcairnia bradei Markgr.",,,,,,,"Juliana Amaral de Oliveira ; Fernanda ; ",
3039295,BROMELIACEAE,"Pitcairnia bradei Markgr.",-18.044905,-41.297137,,ok,,,,,"Pitcairnia bradei Markgr.",,,,,,,"Fernanda ; ",
3039296,BROMELIACEAE,"Pitcairnia bradei Markgr.",-18.135377,-41.828826,,ok,,,,,"Pitcairnia bradei Markgr.",,,,,,,"Fernanda ; ",
3124503,APOCYNACEAE,"Ditassa auriflora Rapini",-16.924396,-43.343051,,ok,"Fernanda Wimmer",,,,"Ditassa auriflora Rapini",false,valid,no,yes,native,valid,"Alessandro Rapini ; Fernanda Wimmer ; Juliana Amaral de Oliveira ; ","Subarbusto ereto, 30-50 cm. alt., em fenda de rochas. Flores amarela-claras. Duplicata de ID 1630000"
3128752,APOCYNACEAE,"Ditassa auriflora Rapini",-17.025964,-43.356607,,ok,,,,,"Ditassa auriflora Rapini",false,valid,no,yes,native,valid,"Alessandro Rapini ; Fernanda Wimmer ; Juliana Amaral de Oliveira ; ","Arbusto com até 1 m com látex branco escuro. Flores amarelo-alaranjadas. Frutos verdes. Duplicata de ID 1629687"
3131947,BROMELIACEAE,"Pitcairnia bradei Markgr.",-16.8867,-42.9917,,ok,,,,,"Pitcairnia bradei Markgr.",,,,,,,"Juliana Amaral de Oliveira ; Fernanda ; ","Erva rupícola, dentro de curso d'água. Folhas argenteas. Flores passadas levemente avermelhadas."
3148338,BROMELIACEAE,"Orthophytum humile L.B.Sm.",-16.672491,-42.974225,,ok,,,,,"Orthophytum humile L.B.Sm.",true,valid,no,no,native,valid,"Rafael Batista Louzada ; Juliana Amaral de Oliveira ; ","Plantas crescendo em fenda de rochas; folhas glaucas; inflorescência esverdeada."
